#Median black hole mass (Mbh_median) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mbh_median)@log(Mpeak)=12 log10(Mbh_median)_16@log(Mpeak)=12 log10(Mbh_median)_84@log(Mpeak)=12 log10(Mbh_median)@log(Mpeak)=13 log10(Mbh_median)_16@log(Mpeak)=13 log10(Mbh_median)_84@log(Mpeak)=13 log10(Mbh_median)@log(Mpeak)=14 log10(Mbh_median)_16@log(Mpeak)=14 log10(Mbh_median)_84@log(Mpeak)=14 log10(Mbh_median)@log(Mpeak)=15 log10(Mbh_median)_16@log(Mpeak)=15 log10(Mbh_median)_84@log(Mpeak)=15
1.693574 5.861472 5.822301 6.016044 8.044212 8.003254 8.118331 8.719397 8.652836 8.770203 8.983402 8.909365 9.027772
1.687158 5.871870 5.832705 6.025910 8.049013 8.007910 8.122827 8.720063 8.653615 8.771064 8.983407 8.909619 9.027921
1.680757 5.882267 5.843110 6.035776 8.053815 8.012565 8.127324 8.720729 8.654394 8.771924 8.983413 8.909873 9.028069
1.674372 5.892664 5.853514 6.045642 8.058617 8.017221 8.131820 8.721395 8.655173 8.772785 8.983418 8.910127 9.028218
1.668001 5.903062 5.863918 6.055508 8.063419 8.021877 8.136317 8.722061 8.655951 8.773646 8.983423 8.910381 9.028366
1.661646 5.913459 5.874323 6.065374 8.068221 8.026532 8.140813 8.722728 8.656730 8.774506 8.983428 8.910636 9.028515
1.655306 5.923856 5.884727 6.075240 8.073023 8.031188 8.145310 8.723394 8.657509 8.775367 8.983433 8.910890 9.028663
1.648982 5.934178 5.895260 6.085240 8.077619 8.035671 8.149596 8.724020 8.658244 8.776180 8.983423 8.911131 9.028758
1.642672 5.944466 5.905850 6.095299 8.082125 8.040077 8.153789 8.724628 8.658959 8.776973 8.983405 8.911366 9.028830
1.636377 5.954754 5.916440 6.105358 8.086630 8.044484 8.157982 8.725237 8.659674 8.777765 8.983388 8.911601 9.028901
1.630097 5.965042 5.927029 6.115417 8.091136 8.048890 8.162175 8.725845 8.660389 8.778558 8.983371 8.911837 9.028972
1.623833 5.975330 5.937619 6.125477 8.095641 8.053297 8.166368 8.726453 8.661104 8.779350 8.983353 8.912072 9.029044
1.617583 5.985618 5.948209 6.135536 8.100147 8.057704 8.170561 8.727061 8.661820 8.780142 8.983336 8.912307 9.029115
1.611348 5.995888 5.958720 6.145605 8.104601 8.062065 8.174738 8.727661 8.662523 8.780888 8.983307 8.912532 9.029164
1.605128 6.006084 5.968917 6.155711 8.108846 8.066242 8.178852 8.728227 8.663176 8.781444 8.983232 8.912716 9.029121
1.598922 6.016279 5.979113 6.165818 8.113092 8.070418 8.182966 8.728793 8.663830 8.782001 8.983157 8.912900 9.029078
1.592732 6.026475 5.989310 6.175925 8.117337 8.074595 8.187080 8.729358 8.664483 8.782557 8.983082 8.913084 9.029034
1.586556 6.036671 5.999506 6.186031 8.121583 8.078772 8.191195 8.729924 8.665137 8.783113 8.983007 8.913267 9.028991
1.580395 6.046866 6.009703 6.196138 8.125828 8.082948 8.195309 8.730489 8.665791 8.783669 8.982932 8.913451 9.028948
1.574249 6.057062 6.019899 6.206245 8.130074 8.087125 8.199423 8.731055 8.666444 8.784226 8.982857 8.913635 9.028905
1.568117 6.067230 6.030067 6.215926 8.134183 8.091175 8.203493 8.731613 8.667038 8.784777 8.982811 8.913709 9.029004
1.562000 6.077386 6.040222 6.225427 8.138234 8.095170 8.207545 8.732167 8.667607 8.785326 8.982778 8.913736 9.029163
1.555897 6.087542 6.050378 6.234928 8.142285 8.099166 8.211597 8.732722 8.668176 8.785876 8.982744 8.913763 9.029322
1.549809 6.097698 6.060533 6.244429 8.146336 8.103162 8.215648 8.733277 8.668744 8.786425 8.982711 8.913790 9.029481
1.543736 6.107854 6.070689 6.253930 8.150388 8.107158 8.219700 8.733831 8.669313 8.786974 8.982677 8.913818 9.029641
1.537677 6.118010 6.080844 6.263431 8.154439 8.111153 8.223752 8.734386 8.669882 8.787524 8.982644 8.913845 9.029800
1.531632 6.128133 6.090965 6.272941 8.158432 8.115120 8.227769 8.734928 8.670441 8.788063 8.982610 8.913883 9.029954
1.525602 6.138131 6.100954 6.282482 8.162203 8.118976 8.231654 8.735422 8.670966 8.788565 8.982576 8.913963 9.030091
1.519586 6.148128 6.110943 6.292023 8.165975 8.122832 8.235539 8.735916 8.671491 8.789067 8.982542 8.914044 9.030228
1.513585 6.158126 6.120931 6.301565 8.169746 8.126688 8.239424 8.736410 8.672016 8.789569 8.982508 8.914124 9.030365
1.507597 6.168123 6.130920 6.311106 8.173518 8.130544 8.243309 8.736903 8.672541 8.790071 8.982473 8.914205 9.030503
1.501624 6.178121 6.140909 6.320648 8.177289 8.134400 8.247194 8.737397 8.673066 8.790573 8.982439 8.914285 9.030640
1.495666 6.188118 6.150898 6.330189 8.181060 8.138256 8.251079 8.737891 8.673590 8.791075 8.982405 8.914365 9.030777
1.489721 6.198082 6.160833 6.339615 8.184714 8.141871 8.254846 8.738383 8.674157 8.791580 8.982402 8.914519 9.030967
1.483791 6.208032 6.170746 6.348994 8.188319 8.145389 8.258565 8.738874 8.674741 8.792086 8.982412 8.914701 9.031179
1.477874 6.217983 6.180658 6.358373 8.191925 8.148908 8.262285 8.739365 8.675325 8.792592 8.982422 8.914884 9.031391
1.471972 6.227933 6.190571 6.367752 8.195530 8.152426 8.266004 8.739856 8.675909 8.793098 8.982432 8.915067 9.031603
1.466084 6.237883 6.200484 6.377131 8.199136 8.155945 8.269723 8.740347 8.676492 8.793605 8.982442 8.915249 9.031815
1.460210 6.247833 6.210397 6.386510 8.202741 8.159463 8.273442 8.740838 8.677076 8.794111 8.982451 8.915432 9.032027
1.454350 6.257755 6.220289 6.395877 8.206299 8.162935 8.277110 8.741321 8.677668 8.794612 8.982464 8.915616 9.032240
1.448504 6.267572 6.230106 6.405200 8.209685 8.166239 8.280596 8.741777 8.678288 8.795092 8.982489 8.915804 9.032457
1.442672 6.277390 6.239923 6.414522 8.213072 8.169544 8.284082 8.742233 8.678907 8.795572 8.982514 8.915991 9.032675
1.436853 6.287207 6.249740 6.423844 8.216458 8.172848 8.287568 8.742688 8.679527 8.796052 8.982538 8.916179 9.032893
1.431049 6.297025 6.259556 6.433167 8.219845 8.176153 8.291054 8.743144 8.680147 8.796532 8.982563 8.916367 9.033110
1.425258 6.306842 6.269373 6.442489 8.223231 8.179458 8.294540 8.743600 8.680767 8.797012 8.982588 8.916555 9.033328
1.419481 6.316660 6.279190 6.451811 8.226618 8.182762 8.298026 8.744055 8.681386 8.797491 8.982612 8.916743 9.033546
1.413718 6.326358 6.288892 6.461289 8.229841 8.186065 8.301234 8.744479 8.681984 8.797940 8.982641 8.916881 9.033708
1.407969 6.336011 6.298549 6.470826 8.233003 8.189368 8.304336 8.744892 8.682574 8.798377 8.982670 8.917000 9.033849
1.402233 6.345664 6.308207 6.480363 8.236164 8.192671 8.307437 8.745304 8.683164 8.798814 8.982700 8.917119 9.033990
1.396511 6.355318 6.317864 6.489901 8.239326 8.195974 8.310538 8.745716 8.683754 8.799250 8.982729 8.917237 9.034131
1.390803 6.364971 6.327522 6.499438 8.242487 8.199277 8.313640 8.746128 8.684343 8.799687 8.982759 8.917356 9.034272
1.385108 6.374624 6.337179 6.508975 8.245648 8.202580 8.316741 8.746540 8.684933 8.800124 8.982788 8.917475 9.034413
1.379427 6.384264 6.346839 6.518474 8.248762 8.205811 8.319798 8.746923 8.685473 8.800534 8.982829 8.917600 9.034582
1.373759 6.393860 6.356504 6.527842 8.251714 8.208800 8.322704 8.747206 8.685844 8.800854 8.982910 8.917742 9.034847
1.368105 6.403456 6.366170 6.537210 8.254666 8.211788 8.325611 8.747490 8.686215 8.801174 8.982991 8.917885 9.035111
1.362464 6.413052 6.375836 6.546577 8.257617 8.214777 8.328517 8.747773 8.686585 8.801494 8.983072 8.918028 9.035375
1.356837 6.422648 6.385502 6.555945 8.260569 8.217765 8.331423 8.748057 8.686956 8.801813 8.983152 8.918171 9.035640
1.351223 6.432244 6.395168 6.565313 8.263521 8.220754 8.334329 8.748340 8.687327 8.802133 8.983233 8.918314 9.035904
1.345623 6.441840 6.404834 6.574681 8.266473 8.223742 8.337235 8.748623 8.687697 8.802453 8.983314 8.918457 9.036168
1.340036 6.451302 6.414547 6.584051 8.268811 8.226062 8.339582 8.748849 8.688097 8.802744 8.983378 8.918579 9.036460
1.334462 6.460716 6.424277 6.593422 8.270926 8.228138 8.341725 8.749054 8.688507 8.803024 8.983435 8.918695 9.036760
1.328901 6.470131 6.434007 6.602793 8.273040 8.230214 8.343868 8.749259 8.688917 8.803305 8.983493 8.918811 9.037061
1.323354 6.479545 6.443738 6.612164 8.275155 8.232290 8.346010 8.749464 8.689326 8.803585 8.983550 8.918927 9.037362
1.317820 6.488959 6.453468 6.621535 8.277269 8.234366 8.348153 8.749669 8.689736 8.803865 8.983608 8.919042 9.037663
1.312299 6.498373 6.463199 6.630906 8.279384 8.236442 8.350295 8.749873 8.690146 8.804145 8.983665 8.919158 9.037964
1.306791 6.507744 6.472817 6.640117 8.281466 8.238491 8.352416 8.750074 8.690540 8.804451 8.983724 8.919300 9.038185
1.301296 6.516978 6.482076 6.648816 8.283444 8.240453 8.354465 8.750259 8.690883 8.804837 8.983788 8.919528 9.038148
1.295815 6.526213 6.491336 6.657514 8.285423 8.242415 8.356514 8.750444 8.691227 8.805223 8.983852 8.919756 9.038111
1.290346 6.535447 6.500595 6.666213 8.287401 8.244376 8.358563 8.750630 8.691570 8.805609 8.983916 8.919983 9.038074
1.284891 6.544681 6.509854 6.674912 8.289380 8.246338 8.360612 8.750815 8.691913 8.805995 8.983979 8.920211 9.038037
1.279448 6.553915 6.519113 6.683611 8.291358 8.248300 8.362661 8.751001 8.692256 8.806381 8.984043 8.920438 9.038000
1.274019 6.563149 6.528372 6.692309 8.293336 8.250261 8.364710 8.751186 8.692600 8.806767 8.984107 8.920666 9.037963
1.268602 6.572309 6.537557 6.701128 8.295266 8.252190 8.366735 8.751387 8.692817 8.807111 8.984207 8.920957 9.037934
1.263198 6.581443 6.546716 6.709988 8.297179 8.254107 8.368751 8.751594 8.692990 8.807441 8.984321 8.921270 9.037909
1.257808 6.590577 6.555875 6.718849 8.299092 8.256024 8.370768 8.751800 8.693164 8.807770 8.984434 8.921583 9.037883
1.252430 6.599710 6.565034 6.727709 8.301005 8.257941 8.372785 8.752007 8.693337 8.808100 8.984547 8.921896 9.037857
1.247065 6.608844 6.574193 6.736569 8.302918 8.259859 8.374801 8.752213 8.693511 8.808429 8.984661 8.922208 9.037832
1.241712 6.617978 6.583352 6.745430 8.304831 8.261776 8.376818 8.752419 8.693684 8.808759 8.984774 8.922521 9.037806
1.236372 6.627063 6.592462 6.754220 8.306714 8.263656 8.378819 8.752622 8.693857 8.809059 8.984890 8.922813 9.037793
1.231046 6.635997 6.601425 6.762794 8.308504 8.265426 8.380771 8.752811 8.694027 8.809272 8.985015 8.923038 9.037816
1.225731 6.644930 6.610389 6.771369 8.310294 8.267195 8.382723 8.753001 8.694198 8.809484 8.985139 8.923264 9.037840
1.220430 6.653864 6.619352 6.779944 8.312084 8.268964 8.384675 8.753190 8.694368 8.809696 8.985263 8.923490 9.037863
1.215141 6.662798 6.628315 6.788518 8.313875 8.270733 8.386627 8.753379 8.694538 8.809908 8.985388 8.923715 9.037887
1.209864 6.671732 6.637278 6.797093 8.315665 8.272503 8.388579 8.753569 8.694708 8.810121 8.985512 8.923941 9.037910
1.204601 6.680666 6.646241 6.805668 8.317455 8.274272 8.390531 8.753758 8.694879 8.810333 8.985636 8.924166 9.037934
1.199349 6.689450 6.655288 6.814351 8.319162 8.275941 8.392391 8.753938 8.695107 8.810533 8.985771 8.924281 9.038109
1.194111 6.698183 6.664361 6.823071 8.320841 8.277577 8.394219 8.754115 8.695355 8.810728 8.985909 8.924360 9.038334
1.188884 6.706917 6.673435 6.831791 8.322520 8.279213 8.396048 8.754291 8.695603 8.810924 8.986046 8.924439 9.038559
1.183671 6.715651 6.682508 6.840510 8.324199 8.280849 8.397876 8.754468 8.695850 8.811119 8.986184 8.924517 9.038784
1.178469 6.724385 6.691582 6.849230 8.325878 8.282485 8.399705 8.754645 8.696098 8.811315 8.986322 8.924596 9.039009
1.173280 6.733118 6.700655 6.857950 8.327557 8.284121 8.401533 8.754821 8.696346 8.811510 8.986459 8.924675 9.039234
1.168104 6.741723 6.709544 6.866551 8.329217 8.285758 8.403336 8.755000 8.696605 8.811713 8.986606 8.924745 9.039490
1.162939 6.749953 6.717897 6.874808 8.330823 8.287397 8.405064 8.755185 8.696895 8.811936 8.986777 8.924791 9.039833
1.157787 6.758184 6.726250 6.883066 8.332430 8.289035 8.406791 8.755370 8.697185 8.812160 8.986948 8.924837 9.040176
1.152647 6.766414 6.734604 6.891323 8.334036 8.290674 8.408519 8.755555 8.697475 8.812383 8.987119 8.924883 9.040520
1.147520 6.774645 6.742957 6.899581 8.335642 8.292312 8.410247 8.755739 8.697766 8.812606 8.987291 8.924929 9.040863
1.142405 6.782875 6.751311 6.907838 8.337248 8.293951 8.411974 8.755924 8.698056 8.812830 8.987462 8.924975 9.041207
1.137302 6.791106 6.759664 6.916096 8.338854 8.295589 8.413702 8.756109 8.698346 8.813053 8.987633 8.925021 9.041550
1.132211 6.798854 6.767552 6.923700 8.340395 8.297180 8.415364 8.756292 8.698645 8.813294 8.987821 8.925085 9.041914
1.127132 6.806452 6.775294 6.931100 8.341916 8.298756 8.417005 8.756475 8.698946 8.813540 8.988013 8.925154 9.042284
1.122065 6.814049 6.783036 6.938501 8.343437 8.300331 8.418647 8.756658 8.699246 8.813787 8.988206 8.925223 9.042655
1.117010 6.821647 6.790778 6.945901 8.344958 8.301907 8.420288 8.756841 8.699547 8.814033 8.988398 8.925292 9.043025
1.111968 6.829244 6.798520 6.953301 8.346479 8.303482 8.421930 8.757024 8.699848 8.814279 8.988591 8.925360 9.043395
1.106937 6.836842 6.806262 6.960702 8.348000 8.305058 8.423571 8.757206 8.700149 8.814526 8.988784 8.925429 9.043765
1.101919 6.844372 6.813922 6.968021 8.349497 8.306607 8.425184 8.757387 8.700449 8.814768 8.988980 8.925520 9.044092
1.096912 6.851717 6.821357 6.975120 8.350928 8.308086 8.426718 8.757562 8.700747 8.814998 8.989185 8.925672 9.044300
1.091917 6.859062 6.828792 6.982219 8.352359 8.309565 8.428252 8.757737 8.701044 8.815228 8.989390 8.925824 9.044507
1.086934 6.866407 6.836226 6.989317 8.353791 8.311043 8.429786 8.757911 8.701342 8.815458 8.989596 8.925976 9.044714
1.081963 6.873752 6.843661 6.996416 8.355222 8.312522 8.431320 8.758086 8.701639 8.815688 8.989801 8.926128 9.044922
1.077004 6.881097 6.851096 7.003515 8.356653 8.314000 8.432854 8.758261 8.701936 8.815918 8.990006 8.926280 9.045129
1.072057 6.888442 6.858530 7.010613 8.358085 8.315479 8.434388 8.758435 8.702234 8.816148 8.990211 8.926431 9.045337
1.067121 6.895597 6.865847 7.017730 8.359454 8.316862 8.435842 8.758606 8.702471 8.816426 8.990429 8.926621 9.045540
1.062198 6.902697 6.873130 7.024853 8.360806 8.318216 8.437273 8.758776 8.702690 8.816719 8.990650 8.926821 9.045742
1.057286 6.909796 6.880412 7.031975 8.362157 8.319571 8.438704 8.758945 8.702910 8.817011 8.990871 8.927021 9.045944
1.052385 6.916896 6.887695 7.039097 8.363509 8.320926 8.440135 8.759114 8.703129 8.817303 8.991092 8.927222 9.046147
1.047497 6.923995 6.894977 7.046220 8.364860 8.322280 8.441565 8.759284 8.703348 8.817595 8.991313 8.927422 9.046349
1.042620 6.931095 6.902260 7.053342 8.366211 8.323635 8.442996 8.759453 8.703567 8.817888 8.991535 8.927622 9.046551
1.037754 6.938135 6.909467 7.060413 8.367548 8.324956 8.444412 8.759619 8.703751 8.818181 8.991765 8.927845 9.046767
1.032900 6.945022 6.916478 7.067350 8.368846 8.326190 8.445786 8.759777 8.703844 8.818476 8.992020 8.928127 9.047017
1.028058 6.951908 6.923489 7.074287 8.370145 8.327424 8.447161 8.759934 8.703936 8.818771 8.992276 8.928409 9.047268
1.023227 6.958794 6.930500 7.081224 8.371443 8.328659 8.448536 8.760092 8.704028 8.819066 8.992531 8.928691 9.047519
1.018408 6.965681 6.937510 7.088161 8.372741 8.329893 8.449911 8.760249 8.704121 8.819362 8.992786 8.928974 9.047769
1.013600 6.972567 6.944521 7.095098 8.374040 8.331127 8.451286 8.760406 8.704213 8.819657 8.993041 8.929256 9.048020
1.008804 6.979453 6.951532 7.102035 8.375338 8.332361 8.452660 8.760564 8.704306 8.819952 8.993296 8.929538 9.048271
1.004019 6.986142 6.958482 7.108876 8.376581 8.333561 8.453978 8.760675 8.704386 8.820197 8.993565 8.929942 9.048482
0.999246 6.992776 6.965415 7.115691 8.377809 8.334751 8.455280 8.760774 8.704463 8.820429 8.993838 8.930379 9.048683
0.994484 6.999410 6.972348 7.122506 8.379037 8.335942 8.456582 8.760873 8.704540 8.820660 8.994111 8.930817 9.048883
0.989733 7.006043 6.979282 7.129320 8.380265 8.337132 8.457883 8.760972 8.704617 8.820891 8.994384 8.931255 9.049084
0.984993 7.012677 6.986215 7.136135 8.381494 8.338322 8.459185 8.761071 8.704695 8.821123 8.994657 8.931693 9.049284
0.980265 7.019311 6.993148 7.142950 8.382722 8.339512 8.460487 8.761170 8.704772 8.821354 8.994930 8.932130 9.049485
0.975548 7.025871 6.999933 7.149687 8.383930 8.340694 8.461752 8.761269 8.704885 8.821584 8.995207 8.932539 9.049685
0.970843 7.032250 7.006349 7.156234 8.385089 8.341855 8.462926 8.761369 8.705090 8.821810 8.995494 8.932874 9.049885
0.966148 7.038628 7.012766 7.162780 8.386248 8.343016 8.464101 8.761470 8.705295 8.822036 8.995781 8.933210 9.050085
0.961465 7.045007 7.019182 7.169326 8.387407 8.344177 8.465275 8.761570 8.705499 8.822261 8.996068 8.933546 9.050285
0.956793 7.051386 7.025599 7.175872 8.388566 8.345337 8.466449 8.761671 8.705704 8.822487 8.996355 8.933882 9.050485
0.952132 7.057765 7.032015 7.182418 8.389725 8.346498 8.467624 8.761771 8.705909 8.822713 8.996642 8.934217 9.050685
0.947482 7.064143 7.038432 7.188964 8.390885 8.347659 8.468798 8.761871 8.706113 8.822939 8.996929 8.934553 9.050885
0.942843 7.070324 7.044652 7.195228 8.391994 8.348775 8.470010 8.761974 8.706339 8.823161 8.997227 8.934831 9.051181
0.938215 7.076453 7.050822 7.201417 8.393090 8.349879 8.471231 8.762077 8.706571 8.823383 8.997529 8.935094 9.051501
0.933599 7.082581 7.056991 7.207606 8.394186 8.350982 8.472453 8.762180 8.706802 8.823605 8.997830 8.935357 9.051822
0.928993 7.088710 7.063160 7.213796 8.395281 8.352086 8.473675 8.762283 8.707033 8.823827 8.998132 8.935620 9.052143
0.924398 7.094839 7.069330 7.219985 8.396377 8.353190 8.474897 8.762386 8.707265 8.824049 8.998433 8.935883 9.052464
0.919814 7.100967 7.075499 7.226174 8.397473 8.354294 8.476118 8.762488 8.707496 8.824270 8.998735 8.936145 9.052785
0.915242 7.107023 7.081612 7.232227 8.398552 8.355400 8.477322 8.762593 8.707721 8.824491 8.999041 8.936443 9.053121
0.910680 7.112908 7.087592 7.237957 8.399591 8.356511 8.478482 8.762700 8.707930 8.824711 8.999358 8.936823 9.053493
0.906128 7.118792 7.093573 7.243688 8.400629 8.357623 8.479642 8.762807 8.708140 8.824930 8.999675 8.937203 9.053866
0.901588 7.124676 7.099553 7.249418 8.401667 8.358735 8.480802 8.762914 8.708349 8.825149 8.999991 8.937582 9.054238
0.897059 7.130560 7.105533 7.255149 8.402706 8.359846 8.481962 8.763021 8.708559 8.825368 9.000308 8.937962 9.054610
0.892540 7.136444 7.111514 7.260879 8.403744 8.360958 8.483122 8.763129 8.708768 8.825588 9.000625 8.938342 9.054983
0.888032 7.142328 7.117494 7.266610 8.404783 8.362070 8.484282 8.763236 8.708978 8.825807 9.000941 8.938721 9.055355
0.883535 7.148034 7.123192 7.272546 8.405714 8.363018 8.485311 8.763354 8.709191 8.826082 9.001279 8.939143 9.055757
0.879048 7.153696 7.128821 7.278534 8.406620 8.363926 8.486308 8.763474 8.709405 8.826372 9.001622 8.939574 9.056165
0.874572 7.159358 7.134450 7.284521 8.407525 8.364834 8.487305 8.763595 8.709619 8.826662 9.001965 8.940006 9.056574
0.870107 7.165020 7.140078 7.290508 8.408431 8.365742 8.488301 8.763715 8.709833 8.826952 9.002308 8.940437 9.056983
0.865653 7.170682 7.145707 7.296496 8.409336 8.366650 8.489298 8.763836 8.710046 8.827241 9.002651 8.940868 9.057391
0.861209 7.176344 7.151336 7.302483 8.410242 8.367558 8.490295 8.763956 8.710260 8.827531 9.002994 8.941300 9.057800
0.856776 7.181932 7.156904 7.308324 8.411079 8.368407 8.491224 8.764078 8.710474 8.827825 9.003340 8.941667 9.058212
0.852353 7.187353 7.162335 7.313831 8.411762 8.369124 8.491998 8.764201 8.710688 8.828128 9.003694 8.941889 9.058629
0.847941 7.192774 7.167766 7.319339 8.412445 8.369840 8.492773 8.764324 8.710902 8.828432 9.004049 8.942110 9.059046
0.843539 7.198195 7.173197 7.324846 8.413127 8.370556 8.493547 8.764447 8.711116 8.828735 9.004403 8.942332 9.059463
0.839148 7.203616 7.178628 7.330354 8.413810 8.371273 8.494322 8.764571 8.711330 8.829038 9.004758 8.942553 9.059881
0.834767 7.209037 7.184058 7.335861 8.414493 8.371989 8.495096 8.764694 8.711544 8.829342 9.005112 8.942775 9.060298
0.830397 7.214458 7.189489 7.341369 8.415176 8.372706 8.495870 8.764817 8.711758 8.829645 9.005466 8.942996 9.060715
0.826037 7.219688 7.194813 7.346730 8.415829 8.373393 8.496606 8.764943 8.711973 8.829936 9.005830 8.943359 9.061140
0.821687 7.224874 7.200111 7.352058 8.416477 8.374073 8.497333 8.765069 8.712188 8.830223 9.006196 8.943755 9.061565
0.817348 7.230060 7.205409 7.357386 8.417124 8.374754 8.498060 8.765195 8.712403 8.830511 9.006562 8.944151 9.061991
0.813019 7.235246 7.210707 7.362714 8.417771 8.375434 8.498787 8.765321 8.712618 8.830798 9.006928 8.944546 9.062417
0.808701 7.240431 7.216006 7.368041 8.418418 8.376115 8.499514 8.765448 8.712833 8.831086 9.007294 8.944942 9.062843
0.804392 7.245617 7.221304 7.373369 8.419066 8.376795 8.500241 8.765574 8.713048 8.831373 9.007661 8.945338 9.063269
0.800095 7.250731 7.226532 7.378563 8.419703 8.377465 8.500950 8.765701 8.713263 8.831632 9.008035 8.945679 9.063705
0.795807 7.255688 7.231608 7.383469 8.420317 8.378112 8.501624 8.765831 8.713479 8.831830 9.008428 8.945903 9.064163
0.791529 7.260646 7.236684 7.388375 8.420932 8.378759 8.502297 8.765961 8.713695 8.832028 9.008821 8.946127 9.064622
0.787262 7.265603 7.241760 7.393281 8.421546 8.379406 8.502971 8.766091 8.713911 8.832226 9.009213 8.946351 9.065081
0.783005 7.270561 7.246836 7.398187 8.422161 8.380053 8.503644 8.766221 8.714127 8.832424 9.009606 8.946575 9.065539
0.778758 7.275519 7.251913 7.403092 8.422775 8.380700 8.504318 8.766350 8.714342 8.832622 9.009999 8.946799 9.065998
0.774521 7.280476 7.256989 7.407998 8.423390 8.381347 8.504991 8.766480 8.714558 8.832820 9.010392 8.947023 9.066457
0.770294 7.285252 7.261913 7.412741 8.423979 8.381969 8.505651 8.766613 8.714760 8.833018 9.010798 8.947145 9.066921
0.766077 7.289988 7.266804 7.417449 8.424562 8.382586 8.506308 8.766747 8.714959 8.833216 9.011206 8.947245 9.067387
0.761871 7.294723 7.271694 7.422157 8.425146 8.383203 8.506964 8.766881 8.715157 8.833413 9.011615 8.947346 9.067853
0.757674 7.299459 7.276585 7.426865 8.425730 8.383819 8.507621 8.767015 8.715356 8.833611 9.012024 8.947446 9.068318
0.753487 7.304195 7.281476 7.431573 8.426313 8.384436 8.508278 8.767148 8.715554 8.833808 9.012433 8.947546 9.068784
0.749310 7.308931 7.286367 7.436281 8.426897 8.385052 8.508934 8.767282 8.715753 8.834006 9.012841 8.947646 9.069250
0.745144 7.313597 7.291170 7.440913 8.427471 8.385658 8.509582 8.767417 8.715946 8.834197 9.013254 8.947820 9.069712
0.740987 7.318117 7.295793 7.445389 8.428027 8.386242 8.510210 8.767555 8.716126 8.834378 9.013674 8.948147 9.070167
0.736840 7.322637 7.300416 7.449864 8.428582 8.386825 8.510838 8.767692 8.716306 8.834558 9.014093 8.948474 9.070621
0.732703 7.327158 7.305039 7.454339 8.429137 8.387409 8.511466 8.767830 8.716486 8.834739 9.014513 8.948800 9.071076
0.728576 7.331678 7.309662 7.458815 8.429692 8.387992 8.512094 8.767967 8.716666 8.834919 9.014933 8.949127 9.071530
0.724458 7.336198 7.314284 7.463290 8.430248 8.388576 8.512722 8.768105 8.716846 8.835099 9.015353 8.949453 9.071985
0.720351 7.340719 7.318907 7.467766 8.430803 8.389159 8.513350 8.768243 8.717026 8.835280 9.015772 8.949780 9.072440
0.716253 7.345065 7.323342 7.472268 8.431336 8.389717 8.513941 8.768384 8.717210 8.835455 9.016201 8.950116 9.072882
0.712165 7.349377 7.327739 7.476775 8.431865 8.390270 8.514525 8.768525 8.717395 8.835629 9.016631 8.950455 9.073322
0.708087 7.353689 7.332136 7.481282 8.432393 8.390822 8.515108 8.768667 8.717581 8.835803 9.017061 8.950793 9.073762
0.704018 7.358000 7.336532 7.485789 8.432921 8.391375 8.515692 8.768809 8.717766 8.835977 9.017490 8.951132 9.074202
0.699959 7.362312 7.340929 7.490296 8.433450 8.391928 8.516275 8.768950 8.717952 8.836152 9.017920 8.951470 9.074642
0.695910 7.366624 7.345326 7.494803 8.433978 8.392480 8.516859 8.769092 8.718137 8.836326 9.018350 8.951809 9.075082
0.691870 7.370867 7.349654 7.499238 8.434499 8.393023 8.517428 8.769235 8.718324 8.836501 9.018784 8.952157 9.075507
0.687840 7.374978 7.353846 7.503528 8.435002 8.393547 8.517970 8.769382 8.718516 8.836676 9.019224 8.952524 9.075902
0.683820 7.379088 7.358039 7.507818 8.435506 8.394071 8.518512 8.769528 8.718707 8.836852 9.019665 8.952890 9.076297
0.679809 7.383199 7.362231 7.512108 8.436010 8.394596 8.519054 8.769675 8.718898 8.837028 9.020105 8.953257 9.076692
0.675808 7.387309 7.366423 7.516399 8.436514 8.395120 8.519596 8.769821 8.719090 8.837204 9.020546 8.953624 9.077087
0.671816 7.391419 7.370616 7.520689 8.437018 8.395644 8.520138 8.769968 8.719281 8.837379 9.020986 8.953990 9.077482
0.667834 7.395530 7.374808 7.524979 8.437522 8.396168 8.520680 8.770115 8.719472 8.837555 9.021427 8.954357 9.077877
0.663861 7.399477 7.378835 7.529103 8.438007 8.396642 8.521201 8.770250 8.719713 8.837745 9.021877 8.954734 9.078114
0.659898 7.403395 7.382832 7.533194 8.438489 8.397107 8.521717 8.770384 8.719963 8.837938 9.022328 8.955112 9.078321
0.655944 7.407312 7.386828 7.537286 8.438971 8.397572 8.522234 8.770517 8.720213 8.838131 9.022780 8.955490 9.078528
0.652000 7.411229 7.390824 7.541377 8.439453 8.398037 8.522750 8.770650 8.720462 8.838324 9.023231 8.955869 9.078735
0.648065 7.415146 7.394820 7.545469 8.439935 8.398502 8.523267 8.770784 8.720712 8.838517 9.023683 8.956247 9.078942
0.644139 7.419063 7.398817 7.549561 8.440417 8.398967 8.523783 8.770917 8.720962 8.838710 9.024134 8.956625 9.079149
0.640223 7.422914 7.402752 7.553504 8.440891 8.399433 8.524276 8.771050 8.721217 8.838913 9.024588 8.957008 9.079355
0.636316 7.426639 7.406571 7.557170 8.441349 8.399899 8.524724 8.771181 8.721482 8.839135 9.025046 8.957400 9.079560
