#Median black hole mass (Mbh_median) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mbh_median)@log(Mpeak)=12 log10(Mbh_median)_16@log(Mpeak)=12 log10(Mbh_median)_84@log(Mpeak)=12 log10(Mbh_median)@log(Mpeak)=13 log10(Mbh_median)_16@log(Mpeak)=13 log10(Mbh_median)_84@log(Mpeak)=13 log10(Mbh_median)@log(Mpeak)=14 log10(Mbh_median)_16@log(Mpeak)=14 log10(Mbh_median)_84@log(Mpeak)=14 log10(Mbh_median)@log(Mpeak)=15 log10(Mbh_median)_16@log(Mpeak)=15 log10(Mbh_median)_84@log(Mpeak)=15
3.444533 3.482723 3.365072 3.679429 5.646703 5.553869 5.752010 7.465653 7.397561 7.526847 8.651336 8.578879 8.683520
3.433946 3.496126 3.379384 3.692584 5.661299 5.568846 5.766915 7.480429 7.412652 7.541635 8.658567 8.586321 8.690329
3.423385 3.509512 3.393684 3.705701 5.675879 5.583819 5.781793 7.495188 7.427712 7.556402 8.665777 8.593721 8.697132
3.412849 3.522344 3.407582 3.717516 5.689966 5.598640 5.795790 7.509396 7.441756 7.570461 8.672320 8.599738 8.703701
3.402338 3.535176 3.421480 3.729331 5.704052 5.613460 5.809787 7.523605 7.455801 7.584519 8.678862 8.605755 8.710270
3.391851 3.548008 3.435377 3.741146 5.718138 5.628281 5.823785 7.537813 7.469846 7.598578 8.685404 8.611771 8.716839
3.381390 3.560841 3.449275 3.752960 5.732225 5.643102 5.837782 7.552022 7.483890 7.612636 8.691947 8.617788 8.723408
3.370954 3.573673 3.463172 3.764775 5.746311 5.657922 5.851779 7.566230 7.497935 7.626695 8.698489 8.623805 8.729977
3.360543 3.586505 3.477070 3.776590 5.760398 5.672743 5.865776 7.580439 7.511980 7.640753 8.705032 8.629821 8.736546
3.350156 3.599484 3.490655 3.788928 5.774772 5.688034 5.879779 7.594270 7.525759 7.654251 8.711579 8.636030 8.742970
3.339794 3.612589 3.503966 3.801722 5.789397 5.703737 5.893785 7.607772 7.539306 7.667260 8.718130 8.642406 8.749269
3.329457 3.625694 3.517278 3.814515 5.804022 5.719440 5.907792 7.621274 7.552853 7.680269 8.724682 8.648782 8.755568
3.319144 3.638800 3.530589 3.827309 5.818647 5.735143 5.921799 7.634776 7.566400 7.693279 8.731233 8.655159 8.761867
3.308856 3.651905 3.543900 3.840102 5.833272 5.750846 5.935806 7.648278 7.579947 7.706288 8.737785 8.661535 8.768166
3.298593 3.665010 3.557212 3.852896 5.847897 5.766549 5.949813 7.661780 7.593495 7.719297 8.744336 8.667911 8.774465
3.288354 3.678099 3.570503 3.865665 5.862502 5.782225 5.963810 7.675245 7.607015 7.732284 8.750793 8.674183 8.780677
3.278139 3.690782 3.583294 3.877831 5.876630 5.797233 5.977578 7.687784 7.619867 7.744722 8.754917 8.677897 8.784738
3.267949 3.703464 3.596085 3.889997 5.890757 5.812241 5.991346 7.700324 7.632719 7.757160 8.759041 8.681610 8.788800
3.257783 3.716146 3.608877 3.902163 5.904885 5.827249 6.005114 7.712863 7.645571 7.769598 8.763165 8.685324 8.792861
3.247641 3.728829 3.621668 3.914329 5.919013 5.842258 6.018882 7.725403 7.658423 7.782036 8.767289 8.689038 8.796922
3.237523 3.741511 3.634459 3.926495 5.933140 5.857266 6.032650 7.737942 7.671275 7.794474 8.771414 8.692751 8.800984
3.227430 3.754193 3.647250 3.938661 5.947268 5.872274 6.046418 7.750482 7.684127 7.806912 8.775538 8.696465 8.805045
3.217360 3.766654 3.660083 3.950349 5.961208 5.887027 6.059934 7.762731 7.696682 7.818915 8.779454 8.700112 8.808941
3.207315 3.778928 3.672949 3.961636 5.974990 5.901566 6.073238 7.774738 7.708988 7.830553 8.783197 8.703705 8.812699
3.197293 3.791202 3.685816 3.972923 5.988772 5.916105 6.086542 7.786745 7.721294 7.842191 8.786939 8.707297 8.816456
3.187296 3.803477 3.698682 3.984210 6.002554 5.930644 6.099846 7.798751 7.733600 7.853829 8.790682 8.710890 8.820213
3.177322 3.815751 3.711549 3.995497 6.016336 5.945183 6.113150 7.810758 7.745906 7.865468 8.794424 8.714482 8.823970
3.167371 3.828025 3.724416 4.006784 6.030118 5.959722 6.126454 7.822764 7.758212 7.877106 8.798166 8.718074 8.827728
3.157445 3.840311 3.737293 4.018151 6.043924 5.974278 6.139833 7.834784 7.770523 7.888765 8.801917 8.721685 8.831496
3.147542 3.852816 3.750382 4.031087 6.058194 5.989153 6.154666 7.847055 7.782926 7.900827 8.805824 8.725642 8.835474
3.137663 3.865321 3.763471 4.044023 6.072465 6.004028 6.169499 7.859327 7.795329 7.912889 8.809730 8.729600 8.839452
3.127807 3.877826 3.776559 4.056959 6.086735 6.018902 6.184333 7.871598 7.807732 7.924951 8.813637 8.733558 8.843430
3.117975 3.890331 3.789648 4.069895 6.101005 6.033777 6.199166 7.883870 7.820135 7.937014 8.817544 8.737515 8.847409
3.108166 3.902836 3.802737 4.082831 6.115276 6.048652 6.213999 7.896142 7.832538 7.949076 8.821451 8.741473 8.851387
3.098381 3.915341 3.815826 4.095767 6.129546 6.063527 6.228832 7.908413 7.844941 7.961138 8.825357 8.745431 8.855365
3.088619 3.927575 3.828637 4.108058 6.143580 6.078143 6.243059 7.920294 7.856750 7.972997 8.829020 8.749174 8.859077
3.078880 3.939592 3.841226 4.119831 6.157424 6.092549 6.256798 7.931861 7.868080 7.984692 8.832485 8.752744 8.862576
3.069164 3.951608 3.853814 4.131604 6.171268 6.106955 6.270537 7.943428 7.879410 7.996387 8.835950 8.756314 8.866074
3.059471 3.963625 3.866402 4.143377 6.185112 6.121362 6.284276 7.954995 7.890740 8.008083 8.839416 8.759884 8.869572
3.049802 3.975641 3.878991 4.155150 6.198955 6.135768 6.298015 7.966561 7.902071 8.019778 8.842881 8.763454 8.873071
3.040156 3.987658 3.891579 4.166923 6.212799 6.150174 6.311754 7.978128 7.913401 8.031473 8.846346 8.767024 8.876569
3.030532 3.999669 3.904164 4.178678 6.226647 6.164573 6.325498 7.989682 7.924763 8.043158 8.849805 8.770578 8.880065
3.020932 4.011590 3.916688 4.190163 6.240562 6.178849 6.339315 8.001039 7.936635 8.054678 8.853153 8.773862 8.883530
3.011354 4.023511 3.929213 4.201648 6.254476 6.193125 6.353131 8.012395 7.948508 8.066199 8.856501 8.777145 8.886994
3.001799 4.035433 3.941737 4.213133 6.268391 6.207401 6.366948 8.023751 7.960380 8.077719 8.859849 8.780429 8.890459
2.992267 4.047354 3.954262 4.224617 6.282306 6.221677 6.380765 8.035108 7.972252 8.089240 8.863197 8.783713 8.893923
2.982758 4.059275 3.966786 4.236102 6.296220 6.235953 6.394582 8.046464 7.984125 8.100760 8.866545 8.786997 8.897388
2.973271 4.071196 3.979311 4.247587 6.310135 6.250229 6.408399 8.057820 7.995997 8.112281 8.869893 8.790281 8.900853
2.963807 4.083153 3.992109 4.259031 6.324100 6.264218 6.422350 8.068965 8.007287 8.123486 8.873029 8.793303 8.904119
2.954365 4.095137 4.005119 4.270445 6.338104 6.277985 6.436406 8.079946 8.018126 8.134446 8.876001 8.796124 8.907233
2.944946 4.107121 4.018130 4.281858 6.352109 6.291752 6.450461 8.090928 8.028966 8.145407 8.878973 8.798945 8.910347
2.935549 4.119106 4.031140 4.293271 6.366113 6.305519 6.464517 8.101909 8.039805 8.156368 8.881945 8.801765 8.913461
2.926175 4.131090 4.044150 4.304685 6.380117 6.319286 6.478572 8.112890 8.050644 8.167329 8.884917 8.804586 8.916575
2.916823 4.143074 4.057160 4.316098 6.394121 6.333053 6.492628 8.123872 8.061484 8.178290 8.887889 8.807407 8.919689
2.907494 4.155030 4.070138 4.327482 6.408099 6.346801 6.506665 8.134649 8.072151 8.189023 8.890777 8.810147 8.922722
2.898186 4.166597 4.082674 4.338468 6.421715 6.360291 6.520452 8.142666 8.080487 8.196670 8.892532 8.811807 8.924668
2.888901 4.178165 4.095210 4.349455 6.435331 6.373781 6.534240 8.150684 8.088824 8.204318 8.894287 8.813467 8.926614
2.879638 4.189732 4.107746 4.360441 6.448947 6.387271 6.548027 8.158701 8.097160 8.211965 8.896041 8.815127 8.928560
2.870397 4.201300 4.120282 4.371427 6.462563 6.400761 6.561814 8.166719 8.105497 8.219612 8.897796 8.816787 8.930506
2.861177 4.212867 4.132818 4.382413 6.476179 6.414251 6.575601 8.174736 8.113833 8.227260 8.899550 8.818446 8.932452
2.851980 4.224435 4.145354 4.393399 6.489795 6.427741 6.589388 8.182753 8.122170 8.234907 8.901305 8.820106 8.934398
2.842805 4.236154 4.157743 4.405085 6.503686 6.441568 6.603434 8.190832 8.130622 8.242749 8.903157 8.821865 8.936292
2.833652 4.247987 4.170024 4.417290 6.517782 6.455644 6.617671 8.198956 8.139160 8.250734 8.905081 8.823698 8.938147
2.824520 4.259819 4.182304 4.429496 6.531877 6.469721 6.631909 8.207081 8.147698 8.258719 8.907005 8.825531 8.940002
2.815410 4.271652 4.194585 4.441702 6.545973 6.483798 6.646146 8.215205 8.156237 8.266704 8.908930 8.827364 8.941857
2.806322 4.283484 4.206865 4.453908 6.560068 6.497875 6.660383 8.223329 8.164775 8.274689 8.910854 8.829197 8.943712
2.797256 4.295316 4.219146 4.466113 6.574164 6.511952 6.674621 8.231453 8.173313 8.282675 8.912778 8.831030 8.945567
2.788211 4.307120 4.231391 4.478300 6.588194 6.525989 6.688762 8.239526 8.181778 8.290610 8.914682 8.832840 8.947400
2.779188 4.318580 4.243223 4.490268 6.601460 6.539561 6.701782 8.246989 8.189390 8.297959 8.916352 8.834384 8.948979
2.770186 4.330040 4.255054 4.502235 6.614727 6.553133 6.714803 8.254452 8.197003 8.305309 8.918022 8.835927 8.950559
2.761205 4.341501 4.266885 4.514203 6.627993 6.566705 6.727823 8.261915 8.204615 8.312658 8.919693 8.837470 8.952138
2.752246 4.352961 4.278717 4.526170 6.641259 6.580278 6.740843 8.269378 8.212227 8.320008 8.921363 8.839014 8.953718
2.743309 4.364421 4.290548 4.538138 6.654526 6.593850 6.753863 8.276842 8.219839 8.327357 8.923033 8.840557 8.955297
2.734392 4.375882 4.302380 4.550106 6.667792 6.607422 6.766883 8.284305 8.227451 8.334706 8.924703 8.842101 8.956876
2.725497 4.387314 4.314179 4.562007 6.681030 6.620991 6.779711 8.291604 8.234904 8.341806 8.926345 8.843631 8.958397
2.716623 4.398726 4.325956 4.573861 6.694248 6.634557 6.792403 8.298787 8.242244 8.348728 8.927967 8.845151 8.959875
2.707770 4.410138 4.337733 4.585714 6.707466 6.648123 6.805094 8.305969 8.249583 8.355649 8.929589 8.846671 8.961353
2.698939 4.421550 4.349510 4.597568 6.720684 6.661689 6.817785 8.313151 8.256922 8.362571 8.931211 8.848192 8.962831
2.690128 4.432962 4.361287 4.609422 6.733901 6.675256 6.830477 8.320334 8.264262 8.369492 8.932833 8.849712 8.964309
2.681338 4.444374 4.373064 4.621276 6.747119 6.688822 6.843168 8.327516 8.271601 8.376414 8.934455 8.851232 8.965787
2.672570 4.455780 4.384830 4.633039 6.760334 6.702401 6.855859 8.334671 8.278900 8.383320 8.936071 8.852752 8.967258
2.663822 4.467123 4.396484 4.643872 6.773519 6.716117 6.868542 8.341540 8.285787 8.390066 8.937628 8.854270 8.968659
2.655095 4.478466 4.408138 4.654705 6.786703 6.729833 6.881226 8.348409 8.292674 8.396812 8.939185 8.855787 8.970061
2.646388 4.489808 4.419791 4.665538 6.799888 6.743549 6.893909 8.355278 8.299561 8.403558 8.940743 8.857304 8.971463
2.637703 4.501151 4.431445 4.676371 6.813073 6.757265 6.906593 8.362147 8.306448 8.410305 8.942300 8.858821 8.972864
2.629038 4.512494 4.443099 4.687204 6.826257 6.770981 6.919276 8.369017 8.313335 8.417051 8.943857 8.860338 8.974266
2.620394 4.523836 4.454753 4.698038 6.839442 6.784697 6.931959 8.375886 8.320222 8.423797 8.945414 8.861856 8.975668
2.611770 4.535029 4.466362 4.708941 6.852458 6.797862 6.944877 8.382457 8.326556 8.430202 8.946809 8.863166 8.976857
2.603167 4.546119 4.477941 4.719892 6.865359 6.810651 6.957956 8.388825 8.332512 8.436374 8.948094 8.864335 8.977901
2.594585 4.557208 4.489519 4.730844 6.878260 6.823439 6.971035 8.395192 8.338468 8.442546 8.949379 8.865504 8.978946
2.586023 4.568298 4.501098 4.741795 6.891160 6.836228 6.984114 8.401560 8.344424 8.448717 8.950663 8.866673 8.979990
2.577481 4.579388 4.512676 4.752747 6.904061 6.849017 6.997193 8.407927 8.350380 8.454889 8.951948 8.867842 8.981034
2.568959 4.590478 4.524255 4.763698 6.916962 6.861805 7.010271 8.414295 8.356336 8.461061 8.953233 8.869010 8.982079
2.560458 4.601580 4.535854 4.774670 6.929881 6.874623 7.023328 8.420651 8.362283 8.467244 8.954469 8.870150 8.983089
2.551978 4.612799 4.547644 4.785830 6.942966 6.887708 7.036182 8.426906 8.368149 8.473534 8.955265 8.871023 8.983790
2.543517 4.624018 4.559434 4.796990 6.956052 6.900793 7.049035 8.433160 8.374015 8.479823 8.956060 8.871897 8.984491
2.535076 4.635237 4.571225 4.808150 6.969138 6.913878 7.061889 8.439415 8.379882 8.486113 8.956856 8.872770 8.985192
2.526656 4.646456 4.583015 4.819310 6.982223 6.926963 7.074742 8.445669 8.385748 8.492403 8.957652 8.873643 8.985893
2.518256 4.657675 4.594805 4.830470 6.995309 6.940048 7.087596 8.451923 8.391614 8.498693 8.958447 8.874517 8.986594
2.509875 4.668894 4.606595 4.841630 7.008395 6.953133 7.100449 8.458178 8.397480 8.504983 8.959243 8.875390 8.987295
2.501515 4.679911 4.618199 4.852315 7.021222 6.965947 7.113137 8.463165 8.402246 8.509838 8.959936 8.876044 8.987987
2.493175 4.690796 4.629681 4.862688 7.033879 6.978583 7.125716 8.467321 8.406289 8.513751 8.960562 8.876554 8.988672
2.484854 4.701681 4.641163 4.873060 7.046536 6.991218 7.138295 8.471476 8.410333 8.517665 8.961188 8.877064 8.989357
2.476553 4.712566 4.652645 4.883433 7.059194 7.003854 7.150874 8.475632 8.414376 8.521578 8.961814 8.877575 8.990042
2.468272 4.723451 4.664126 4.893806 7.071851 7.016490 7.163453 8.479787 8.418419 8.525491 8.962439 8.878085 8.990727
2.460011 4.734336 4.675608 4.904179 7.084508 7.029125 7.176033 8.483943 8.422462 8.529404 8.963065 8.878595 8.991412
2.451770 4.745239 4.687077 4.914619 7.097186 7.041801 7.188605 8.488086 8.426495 8.533303 8.963700 8.879118 8.992104
2.443548 4.756287 4.698441 4.925611 7.110031 7.054800 7.201127 8.492128 8.430443 8.537077 8.964411 8.879750 8.992860
2.435345 4.767336 4.709805 4.936603 7.122876 7.067798 7.213648 8.496170 8.434392 8.540851 8.965123 8.880382 8.993616
2.427162 4.778384 4.721168 4.947595 7.135721 7.080797 7.226170 8.500213 8.438340 8.544626 8.965834 8.881014 8.994372
2.418999 4.789433 4.732532 4.958587 7.148567 7.093796 7.238691 8.504255 8.442289 8.548400 8.966545 8.881646 8.995128
2.410855 4.800481 4.743896 4.969579 7.161412 7.106795 7.251213 8.508298 8.446237 8.552174 8.967256 8.882278 8.995884
2.402731 4.811530 4.755259 4.980571 7.174257 7.119794 7.263734 8.512340 8.450186 8.555949 8.967968 8.882910 8.996640
2.394626 4.822491 4.766305 4.991011 7.186865 7.132642 7.275875 8.516147 8.453742 8.559550 8.968598 8.883478 8.997284
2.386540 4.833398 4.777150 5.001102 7.199323 7.145394 7.287775 8.519805 8.457050 8.563042 8.969177 8.884007 8.997856
2.378473 4.844305 4.787995 5.011193 7.211781 7.158145 7.299675 8.523463 8.460358 8.566534 8.969756 8.884535 8.998429
2.370426 4.855212 4.798840 5.021284 7.224239 7.170897 7.311575 8.527122 8.463666 8.570026 8.970336 8.885064 8.999002
2.362398 4.866119 4.809685 5.031374 7.236697 7.183649 7.323475 8.530780 8.466974 8.573519 8.970915 8.885592 8.999575
2.354389 4.877026 4.820530 5.041465 7.249155 7.196401 7.335375 8.534438 8.470282 8.577011 8.971494 8.886121 9.000147
2.346399 4.887947 4.831433 5.051669 7.261605 7.209097 7.347323 8.538085 8.473605 8.580504 8.972076 8.886662 9.000719
2.338428 4.898977 4.842761 5.062709 7.273995 7.221377 7.359632 8.541645 8.477041 8.584009 8.972678 8.887299 9.001286
2.330476 4.910006 4.854090 5.073749 7.286385 7.233657 7.371941 8.545206 8.480477 8.587514 8.973280 8.887936 9.001852
2.322543 4.921036 4.865419 5.084788 7.298776 7.245936 7.384250 8.548766 8.483913 8.591019 8.973882 8.888573 9.002418
2.314629 4.932066 4.876747 5.095828 7.311166 7.258216 7.396559 8.552326 8.487350 8.594524 8.974484 8.889209 9.002984
2.306733 4.943096 4.888076 5.106868 7.323556 7.270496 7.408868 8.555886 8.490786 8.598028 8.975086 8.889846 9.003551
2.298857 4.954125 4.899404 5.117908 7.335947 7.282775 7.421177 8.559446 8.494222 8.601533 8.975688 8.890483 9.004117
2.290999 4.965067 4.910749 5.129086 7.347248 7.294028 7.432214 8.562838 8.497509 8.604889 8.976242 8.891097 9.004856
2.283160 4.975956 4.922104 5.140346 7.357891 7.304660 7.442482 8.566127 8.500707 8.608155 8.976768 8.891698 9.005700
2.275340 4.986845 4.933458 5.151607 7.368535 7.315292 7.452749 8.569416 8.503905 8.611420 8.977293 8.892298 9.006543
2.267538 4.997733 4.944813 5.162867 7.379178 7.325924 7.463017 8.572706 8.507103 8.614686 8.977818 8.892899 9.007387
2.259755 5.008622 4.956167 5.174127 7.389821 7.336556 7.473285 8.575995 8.510300 8.617952 8.978343 8.893499 9.008230
2.251990 5.019511 4.967522 5.185388 7.400465 7.347188 7.483553 8.579284 8.513498 8.621218 8.978868 8.894100 9.009074
2.244244 5.030401 4.978878 5.196646 7.411079 7.357860 7.493847 8.582555 8.516675 8.624494 8.979354 8.894665 9.009872
2.236517 5.041295 4.990250 5.207890 7.421496 7.368801 7.504318 8.585699 8.519713 8.627843 8.979569 8.894990 9.010361
2.228808 5.052190 5.001622 5.219133 7.431914 7.379742 7.514788 8.588844 8.522751 8.631193 8.979784 8.895316 9.010851
2.221117 5.063084 5.012994 5.230377 7.442331 7.390682 7.525259 8.591988 8.525789 8.634542 8.980000 8.895642 9.011340
2.213444 5.073979 5.024366 5.241620 7.452748 7.401623 7.535729 8.595132 8.528827 8.637891 8.980215 8.895968 9.011829
2.205790 5.084873 5.035738 5.252864 7.463166 7.412564 7.546199 8.598276 8.531865 8.641241 8.980430 8.896294 9.012318
2.198154 5.095768 5.047110 5.264107 7.473583 7.423505 7.556670 8.601420 8.534902 8.644590 8.980645 8.896619 9.012808
2.190536 5.106611 5.058436 5.275132 7.483775 7.434062 7.566841 8.604432 8.537866 8.647678 8.980805 8.896878 9.013156
2.182936 5.117424 5.069734 5.286030 7.493838 7.444397 7.576838 8.607368 8.540787 8.650615 8.980933 8.897097 9.013422
2.175355 5.128238 5.081032 5.296928 7.503900 7.454732 7.586835 8.610303 8.543708 8.653552 8.981061 8.897316 9.013688
2.167791 5.139051 5.092330 5.307826 7.513963 7.465067 7.596832 8.613239 8.546629 8.656489 8.981188 8.897535 9.013954
2.160246 5.149864 5.103628 5.318724 7.524026 7.475402 7.606829 8.616174 8.549550 8.659426 8.981316 8.897754 9.014220
2.152718 5.160677 5.114926 5.329622 7.534088 7.485737 7.616826 8.619110 8.552471 8.662363 8.981444 8.897974 9.014486
2.145208 5.171488 5.126221 5.340473 7.544110 7.495988 7.626746 8.621994 8.555339 8.665240 8.981572 8.898194 9.014764
2.137717 5.182282 5.137501 5.351035 7.553879 7.505711 7.636191 8.624556 8.557885 8.667745 8.981703 8.898424 9.015115
2.130243 5.193077 5.148781 5.361597 7.563648 7.515435 7.645636 8.627119 8.560431 8.670250 8.981834 8.898654 9.015467
2.122787 5.203871 5.160061 5.372159 7.573418 7.525158 7.655081 8.629681 8.562976 8.672755 8.981966 8.898884 9.015818
2.115348 5.214665 5.171341 5.382721 7.583187 7.534882 7.664526 8.632244 8.565522 8.675260 8.982097 8.899115 9.016170
2.107928 5.225459 5.182620 5.393283 7.592956 7.544605 7.673971 8.634806 8.568067 8.677765 8.982228 8.899345 9.016522
2.100525 5.236254 5.193900 5.403845 7.602725 7.554329 7.683416 8.637368 8.570613 8.680270 8.982359 8.899575 9.016873
2.093140 5.247010 5.205071 5.414364 7.612265 7.564050 7.692901 8.639438 8.572574 8.682362 8.982481 8.899815 9.017168
2.085772 5.257745 5.216181 5.424858 7.621677 7.573771 7.702407 8.641235 8.574210 8.684226 8.982598 8.900060 9.017432
2.078422 5.268480 5.227292 5.435353 7.631089 7.583492 7.711913 8.643032 8.575846 8.686089 8.982715 8.900305 9.017697
2.071089 5.279215 5.238402 5.445847 7.640501 7.593212 7.721420 8.644829 8.577483 8.687953 8.982833 8.900551 9.017961
2.063774 5.289951 5.249512 5.456342 7.649914 7.602933 7.730926 8.646625 8.579119 8.689816 8.982950 8.900796 9.018225
2.056476 5.300686 5.260623 5.466836 7.659326 7.612654 7.740432 8.648422 8.580755 8.691680 8.983067 8.901041 9.018489
2.049196 5.311419 5.271695 5.477334 7.668691 7.622313 7.749917 8.650206 8.582392 8.693532 8.983185 8.901298 9.018746
2.041933 5.322137 5.282546 5.487848 7.677786 7.631615 7.759277 8.651912 8.584032 8.695322 8.983306 8.901619 9.018960
2.034687 5.332856 5.293397 5.498363 7.686881 7.640918 7.768638 8.653619 8.585672 8.697112 8.983428 8.901940 9.019175
2.027459 5.343575 5.304248 5.508878 7.695976 7.650221 7.777998 8.655326 8.587313 8.698902 8.983549 8.902262 9.019390
2.020247 5.354294 5.315100 5.519392 7.705072 7.659524 7.787358 8.657032 8.588953 8.700692 8.983670 8.902583 9.019604
2.013053 5.365013 5.325951 5.529907 7.714167 7.668827 7.796719 8.658739 8.590593 8.702482 8.983792 8.902904 9.019819
2.005876 5.375731 5.336802 5.540422 7.723262 7.678130 7.806079 8.660445 8.592234 8.704272 8.983913 8.903225 9.020033
1.998717 5.386408 5.347483 5.550929 7.732106 7.687160 7.814596 8.662075 8.593893 8.705972 8.984025 8.903545 9.020285
1.991574 5.397062 5.358072 5.561433 7.740818 7.696045 7.822664 8.663662 8.595563 8.707624 8.984131 8.903865 9.020557
1.984448 5.407716 5.368662 5.571937 7.749530 7.704930 7.830733 8.665250 8.597233 8.709276 8.984237 8.904185 9.020829
1.977339 5.418369 5.379252 5.582441 7.758241 7.713814 7.838802 8.666838 8.598903 8.710929 8.984343 8.904504 9.021101
1.970247 5.429023 5.389842 5.592945 7.766953 7.722699 7.846870 8.668426 8.600573 8.712581 8.984449 8.904824 9.021373
1.963172 5.439677 5.400432 5.603449 7.775664 7.731584 7.854939 8.670014 8.602243 8.714233 8.984556 8.905144 9.021645
1.956114 5.450332 5.410991 5.613941 7.784327 7.740370 7.863020 8.671591 8.603873 8.715889 8.984657 8.905458 9.021915
1.949073 5.460992 5.421386 5.624375 7.792730 7.748630 7.871163 8.673109 8.605289 8.717568 8.984735 8.905747 9.022170
1.942048 5.471653 5.431780 5.634808 7.801133 7.756890 7.879305 8.674627 8.606705 8.719247 8.984813 8.906035 9.022426
1.935041 5.482313 5.442175 5.645242 7.809536 7.765149 7.887448 8.676146 8.608121 8.720926 8.984891 8.906324 9.022682
1.928049 5.492973 5.452570 5.655675 7.817939 7.773409 7.895591 8.677664 8.609537 8.722605 8.984969 8.906612 9.022938
1.921075 5.503633 5.462964 5.666108 7.826342 7.781668 7.903734 8.679182 8.610953 8.724284 8.985047 8.906901 9.023193
1.914117 5.514294 5.473359 5.676542 7.834745 7.789928 7.911877 8.680701 8.612370 8.725963 8.985125 8.907189 9.023449
1.907176 5.524892 5.483839 5.686912 7.842866 7.797776 7.919882 8.682135 8.613710 8.727502 8.985089 8.907358 9.023594
1.900251 5.535459 5.494364 5.697249 7.850845 7.805416 7.927816 8.683528 8.615012 8.728969 8.984995 8.907467 9.023682
1.893343 5.546026 5.504889 5.707586 7.858824 7.813056 7.935751 8.684920 8.616315 8.730437 8.984901 8.907576 9.023771
1.886451 5.556593 5.515414 5.717924 7.866803 7.820695 7.943685 8.686312 8.617617 8.731904 8.984808 8.907684 9.023859
1.879576 5.567160 5.525938 5.728261 7.874782 7.828335 7.951620 8.687704 8.618919 8.733372 8.984714 8.907793 9.023948
1.872717 5.577727 5.536463 5.738598 7.882762 7.835975 7.959554 8.689096 8.620222 8.734839 8.984620 8.907902 9.024036
1.865874 5.588301 5.547020 5.748941 7.890694 7.843715 7.967491 8.690481 8.621532 8.736306 8.984534 8.908015 9.024136
1.859048 5.598913 5.557734 5.759312 7.898399 7.851956 7.975436 8.691833 8.622882 8.737769 8.984484 8.908154 9.024289
1.852237 5.609524 5.568448 5.769682 7.906104 7.860196 7.983381 8.693185 8.624232 8.739232 8.984434 8.908292 9.024442
1.845444 5.620135 5.579163 5.780053 7.913809 7.868436 7.991326 8.694536 8.625583 8.740696 8.984384 8.908431 9.024596
1.838666 5.630746 5.589877 5.790424 7.921514 7.876677 7.999272 8.695888 8.626933 8.742159 8.984334 8.908569 9.024749
1.831904 5.641357 5.600591 5.800794 7.929219 7.884917 8.007217 8.697240 8.628283 8.743623 8.984284 8.908708 9.024902
1.825159 5.651969 5.611306 5.811165 7.936924 7.893157 8.015162 8.698592 8.629633 8.745086 8.984234 8.908846 9.025055
1.818429 5.662487 5.622021 5.821573 7.943211 7.899652 8.021389 8.699849 8.630899 8.746455 8.984167 8.908917 9.025183
1.811716 5.672960 5.632736 5.832000 7.948808 7.905297 8.026780 8.701060 8.632125 8.747779 8.984091 8.908954 9.025299
1.805019 5.683434 5.643451 5.842427 7.954405 7.910943 8.032171 8.702272 8.633350 8.749102 8.984015 8.908992 9.025414
1.798337 5.693907 5.654166 5.852854 7.960002 7.916588 8.037563 8.703483 8.634575 8.750425 8.983939 8.909030 9.025530
1.791672 5.704380 5.664881 5.863281 7.965599 7.922233 8.042954 8.704695 8.635801 8.751748 8.983864 8.909068 9.025645
1.785022 5.714854 5.675596 5.873708 7.971197 7.927879 8.048345 8.705906 8.637026 8.753072 8.983788 8.909106 9.025760
1.778388 5.725342 5.686254 5.884160 7.976758 7.933516 8.053680 8.707117 8.638271 8.754407 8.983723 8.909135 9.025886
1.771770 5.735899 5.696646 5.894733 7.982150 7.939117 8.058756 8.708321 8.639602 8.755798 8.983711 8.909125 9.026056
1.765168 5.746456 5.707039 5.905305 7.987542 7.944718 8.063831 8.709525 8.640934 8.757189 8.983698 8.909116 9.026225
1.758582 5.757012 5.717432 5.915877 7.992935 7.950318 8.068907 8.710729 8.642265 8.758580 8.983685 8.909106 9.026395
1.752011 5.767569 5.727824 5.926449 7.998327 7.955919 8.073982 8.711933 8.643597 8.759971 8.983673 8.909096 9.026565
1.745456 5.778126 5.738217 5.937021 8.003719 7.961519 8.079058 8.713137 8.644929 8.761362 8.983660 8.909086 9.026735
1.738916 5.788683 5.748610 5.947593 8.009112 7.967120 8.084133 8.714341 8.646260 8.762754 8.983648 8.909077 9.026905
1.732392 5.799126 5.759101 5.957595 8.014237 7.972417 8.089080 8.715201 8.647314 8.763915 8.983618 8.909099 9.027041
1.725884 5.809517 5.769639 5.967333 8.019239 7.977572 8.093967 8.715901 8.648239 8.764969 8.983581 8.909137 9.027162
1.719391 5.819908 5.780176 5.977070 8.024241 7.982727 8.098855 8.716602 8.649164 8.766023 8.983543 8.909174 9.027283
1.712914 5.830299 5.790713 5.986808 8.029243 7.987882 8.103742 8.717302 8.650089 8.767077 8.983506 8.909212 9.027404
1.706452 5.840689 5.801251 5.996545 8.034245 7.993038 8.108629 8.718002 8.651014 8.768131 8.983469 8.909249 9.027525
1.700005 5.851080 5.811788 6.006282 8.039247 7.998193 8.113517 8.718703 8.651939 8.769185 8.983432 8.909287 9.027646
