#Average black hole accretion rate (BHAR) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHAR)@log(Mpeak)=12 log10(BHAR)_16@log(Mpeak)=12 log10(BHAR)_84@log(Mpeak)=12 log10(BHAR)@log(Mpeak)=13 log10(BHAR)_16@log(Mpeak)=13 log10(BHAR)_84@log(Mpeak)=13 log10(BHAR)@log(Mpeak)=14 log10(BHAR)_16@log(Mpeak)=14 log10(BHAR)_84@log(Mpeak)=14 log10(BHAR)@log(Mpeak)=15 log10(BHAR)_16@log(Mpeak)=15 log10(BHAR)_84@log(Mpeak)=15
2.290999 -3.924187 -3.959184 -3.739442 -1.464438 -1.513067 -1.377354 -0.600312 -0.665347 -0.550447 -0.860922 -0.904545 -0.703765
2.283160 -3.914610 -3.949555 -3.730060 -1.456173 -1.504614 -1.369421 -0.604474 -0.669707 -0.554434 -0.872360 -0.914280 -0.711512
2.275340 -3.905032 -3.939926 -3.720679 -1.447908 -1.496161 -1.361488 -0.608636 -0.674068 -0.558421 -0.883797 -0.924015 -0.719259
2.267538 -3.895455 -3.930298 -3.711297 -1.439643 -1.487708 -1.353556 -0.612798 -0.678428 -0.562407 -0.895235 -0.933750 -0.727006
2.259755 -3.885878 -3.920669 -3.701916 -1.431378 -1.479256 -1.345623 -0.616959 -0.682789 -0.566394 -0.906673 -0.943484 -0.734752
2.251990 -3.876300 -3.911040 -3.692534 -1.423113 -1.470803 -1.337690 -0.621121 -0.687150 -0.570381 -0.918111 -0.953219 -0.742499
2.244244 -3.866730 -3.901419 -3.683171 -1.414933 -1.462435 -1.329836 -0.625359 -0.691571 -0.574435 -0.929585 -0.962963 -0.750255
2.236517 -3.857205 -3.891845 -3.673934 -1.407325 -1.454641 -1.322515 -0.630112 -0.696407 -0.578945 -0.941311 -0.972768 -0.758076
2.228808 -3.847679 -3.882271 -3.664698 -1.399717 -1.446848 -1.315194 -0.634866 -0.701243 -0.583455 -0.953037 -0.982574 -0.765896
2.221117 -3.838154 -3.872696 -3.655462 -1.392110 -1.439055 -1.307873 -0.639620 -0.706079 -0.587965 -0.964763 -0.992379 -0.773716
2.213444 -3.828629 -3.863122 -3.646225 -1.384502 -1.431261 -1.300551 -0.644373 -0.710915 -0.592475 -0.976489 -1.002185 -0.781536
2.205790 -3.819104 -3.853548 -3.636989 -1.376894 -1.423468 -1.293230 -0.649127 -0.715751 -0.596985 -0.988215 -1.011990 -0.789356
2.198154 -3.809578 -3.843974 -3.627752 -1.369287 -1.415675 -1.285909 -0.653880 -0.720587 -0.601495 -0.999941 -1.021796 -0.797177
2.190536 -3.800004 -3.834347 -3.618497 -1.362055 -1.408268 -1.278942 -0.658839 -0.725575 -0.606161 -1.011800 -1.031665 -0.804846
2.182936 -3.790400 -3.824689 -3.609231 -1.355042 -1.401084 -1.272180 -0.663918 -0.730652 -0.610919 -1.023734 -1.041573 -0.812427
2.175355 -3.780797 -3.815032 -3.599966 -1.348028 -1.393901 -1.265417 -0.668996 -0.735730 -0.615676 -1.035669 -1.051480 -0.820008
2.167791 -3.771193 -3.805374 -3.590700 -1.341014 -1.386717 -1.258655 -0.674074 -0.740807 -0.620433 -1.047604 -1.061387 -0.827589
2.160246 -3.761590 -3.795716 -3.581434 -1.334001 -1.379534 -1.251893 -0.679152 -0.745884 -0.625190 -1.059538 -1.071294 -0.835171
2.152718 -3.751986 -3.786058 -3.572168 -1.326987 -1.372351 -1.245131 -0.684231 -0.750961 -0.629947 -1.071473 -1.081202 -0.842752
2.145208 -3.742391 -3.776412 -3.562915 -1.320074 -1.365269 -1.238463 -0.689357 -0.756076 -0.634735 -1.083426 -1.091095 -0.850303
2.137717 -3.732850 -3.766836 -3.553739 -1.313783 -1.358821 -1.232384 -0.694783 -0.761425 -0.639710 -1.095495 -1.100905 -0.857662
2.130243 -3.723308 -3.757260 -3.544563 -1.307493 -1.352373 -1.226304 -0.700208 -0.766774 -0.644685 -1.107563 -1.110714 -0.865020
2.122787 -3.713767 -3.747684 -3.535387 -1.301203 -1.345925 -1.220225 -0.705634 -0.772122 -0.649660 -1.119632 -1.120524 -0.872379
2.115348 -3.704225 -3.738109 -3.526211 -1.294913 -1.339477 -1.214145 -0.711060 -0.777471 -0.654635 -1.131701 -1.130334 -0.879738
2.107928 -3.694683 -3.728533 -3.517035 -1.288623 -1.333029 -1.208065 -0.716485 -0.782820 -0.659609 -1.143769 -1.140143 -0.887097
2.100525 -3.685142 -3.718957 -3.507858 -1.282332 -1.326581 -1.201986 -0.721911 -0.788169 -0.664584 -1.155838 -1.149953 -0.894456
2.093140 -3.675566 -3.709371 -3.498685 -1.276464 -1.320552 -1.196290 -0.727520 -0.793658 -0.669683 -1.167890 -1.159789 -0.901784
2.085772 -3.665973 -3.699780 -3.489513 -1.270830 -1.314755 -1.190807 -0.733232 -0.799224 -0.674850 -1.179932 -1.169640 -0.909094
2.078422 -3.656379 -3.690189 -3.480341 -1.265196 -1.308958 -1.185324 -0.738943 -0.804789 -0.680016 -1.191975 -1.179492 -0.916404
2.071089 -3.646785 -3.680598 -3.471169 -1.259562 -1.303161 -1.179841 -0.744654 -0.810355 -0.685183 -1.204017 -1.189343 -0.923715
2.063774 -3.637191 -3.671007 -3.461997 -1.253928 -1.297364 -1.174358 -0.750365 -0.815921 -0.690350 -1.216060 -1.199194 -0.931025
2.056476 -3.627597 -3.661416 -3.452825 -1.248294 -1.291567 -1.168875 -0.756076 -0.821487 -0.695517 -1.228102 -1.209046 -0.938335
2.049196 -3.618014 -3.651831 -3.443668 -1.242800 -1.285914 -1.163522 -0.761834 -0.827084 -0.700718 -1.240130 -1.218900 -0.945607
2.041933 -3.608490 -3.642279 -3.434598 -1.238113 -1.281090 -1.158918 -0.767858 -0.832864 -0.706115 -1.252071 -1.228768 -0.952656
2.034687 -3.598966 -3.632727 -3.425527 -1.233426 -1.276266 -1.154313 -0.773881 -0.838643 -0.711513 -1.264012 -1.238636 -0.959705
2.027459 -3.589442 -3.623175 -3.416457 -1.228739 -1.271442 -1.149709 -0.779905 -0.844422 -0.716911 -1.275953 -1.248504 -0.966755
2.020247 -3.579918 -3.613623 -3.407387 -1.224052 -1.266617 -1.145104 -0.785929 -0.850201 -0.722309 -1.287895 -1.258373 -0.973804
2.013053 -3.570395 -3.604071 -3.398316 -1.219364 -1.261793 -1.140500 -0.791953 -0.855981 -0.727706 -1.299836 -1.268241 -0.980853
2.005876 -3.560871 -3.594519 -3.389246 -1.214677 -1.256969 -1.135895 -0.797977 -0.861760 -0.733104 -1.311777 -1.278109 -0.987902
1.998717 -3.551341 -3.584945 -3.380182 -1.210443 -1.252593 -1.131698 -0.804173 -0.867669 -0.738586 -1.323539 -1.288030 -0.994687
1.991574 -3.541807 -3.575358 -3.371121 -1.206450 -1.248455 -1.127718 -0.810461 -0.873646 -0.744113 -1.335205 -1.297979 -1.001331
1.984448 -3.532274 -3.565771 -3.362060 -1.202457 -1.244317 -1.123737 -0.816749 -0.879624 -0.749640 -1.346872 -1.307927 -1.007975
1.977339 -3.522740 -3.556184 -3.352998 -1.198464 -1.240179 -1.119757 -0.823037 -0.885602 -0.755167 -1.358538 -1.317876 -1.014619
1.970247 -3.513207 -3.546597 -3.343937 -1.194472 -1.236041 -1.115776 -0.829325 -0.891579 -0.760694 -1.370205 -1.327825 -1.021263
1.963172 -3.503673 -3.537010 -3.334876 -1.190479 -1.231903 -1.111795 -0.835613 -0.897557 -0.766221 -1.381871 -1.337773 -1.027907
1.956114 -3.494153 -3.527436 -3.325830 -1.186602 -1.227888 -1.107927 -0.841959 -0.903577 -0.771778 -1.393461 -1.347703 -1.034482
1.949073 -3.484698 -3.517932 -3.316866 -1.183346 -1.224524 -1.104655 -0.848610 -0.909824 -0.777494 -1.404641 -1.357534 -1.040687
1.942048 -3.475244 -3.508429 -3.307902 -1.180090 -1.221160 -1.101383 -0.855261 -0.916070 -0.783210 -1.415821 -1.367364 -1.046893
1.935041 -3.465790 -3.498925 -3.298937 -1.176834 -1.217796 -1.098111 -0.861912 -0.922317 -0.788927 -1.427001 -1.377195 -1.053098
1.928049 -3.456335 -3.489422 -3.289973 -1.173578 -1.214432 -1.094839 -0.868563 -0.928563 -0.794643 -1.438181 -1.387025 -1.059304
1.921075 -3.446881 -3.479918 -3.281009 -1.170322 -1.211069 -1.091566 -0.875214 -0.934810 -0.800359 -1.449361 -1.396856 -1.065509
1.914117 -3.437426 -3.470414 -3.272044 -1.167066 -1.207705 -1.088294 -0.881866 -0.941057 -0.806075 -1.460541 -1.406686 -1.071714
1.907176 -3.427994 -3.460964 -3.263121 -1.164265 -1.204816 -1.085460 -0.888738 -0.947465 -0.811853 -1.471280 -1.416343 -1.077571
1.900251 -3.418572 -3.451540 -3.254219 -1.161697 -1.202168 -1.082849 -0.895722 -0.953957 -0.817663 -1.481795 -1.425911 -1.083251
1.893343 -3.409150 -3.442116 -3.245317 -1.159128 -1.199520 -1.080237 -0.902706 -0.960448 -0.823472 -1.492310 -1.435480 -1.088931
1.886451 -3.399729 -3.432692 -3.236415 -1.156560 -1.196873 -1.077626 -0.909691 -0.966939 -0.829281 -1.502825 -1.445048 -1.094611
1.879576 -3.390307 -3.423269 -3.227513 -1.153991 -1.194225 -1.075014 -0.916675 -0.973431 -0.835091 -1.513339 -1.454617 -1.100290
1.872717 -3.380885 -3.413845 -3.218611 -1.151422 -1.191577 -1.072403 -0.923659 -0.979922 -0.840900 -1.523854 -1.464186 -1.105970
1.865874 -3.371477 -3.404436 -3.209719 -1.148970 -1.189048 -1.069905 -0.930695 -0.986468 -0.846722 -1.534223 -1.473647 -1.111551
1.859048 -3.362133 -3.395102 -3.200876 -1.147095 -1.187109 -1.067972 -0.937982 -0.993285 -0.852607 -1.543865 -1.482574 -1.116646
1.852237 -3.352790 -3.385767 -3.192032 -1.145219 -1.185170 -1.066038 -0.945269 -1.000102 -0.858491 -1.553507 -1.491502 -1.121740
1.845444 -3.343447 -3.376433 -3.183189 -1.143344 -1.183231 -1.064105 -0.952556 -1.006919 -0.864376 -1.563149 -1.500429 -1.126834
1.838666 -3.334103 -3.367098 -3.174346 -1.141469 -1.181291 -1.062171 -0.959843 -1.013736 -0.870261 -1.572791 -1.509357 -1.131928
1.831904 -3.324760 -3.357764 -3.165503 -1.139593 -1.179352 -1.060238 -0.967130 -1.020552 -0.876145 -1.582433 -1.518284 -1.137023
1.825159 -3.315417 -3.348429 -3.156659 -1.137718 -1.177413 -1.058304 -0.974417 -1.027369 -0.882030 -1.592075 -1.527212 -1.142117
1.818429 -3.306126 -3.339139 -3.147854 -1.136289 -1.175954 -1.056809 -0.981840 -1.034249 -0.887966 -1.600830 -1.535674 -1.146832
1.811716 -3.296859 -3.329871 -3.139067 -1.135078 -1.174729 -1.055526 -0.989330 -1.041159 -0.893926 -1.609154 -1.543909 -1.151363
1.805019 -3.287593 -3.320602 -3.130280 -1.133867 -1.173504 -1.054244 -0.996820 -1.048069 -0.899887 -1.617478 -1.552144 -1.155894
1.798337 -3.278327 -3.311333 -3.121493 -1.132656 -1.172278 -1.052962 -1.004310 -1.054979 -0.905847 -1.625802 -1.560379 -1.160424
1.791672 -3.269061 -3.302065 -3.112706 -1.131445 -1.171053 -1.051679 -1.011800 -1.061889 -0.911808 -1.634126 -1.568614 -1.164955
1.785022 -3.259795 -3.292796 -3.103919 -1.130234 -1.169828 -1.050397 -1.019291 -1.068799 -0.917768 -1.642449 -1.576849 -1.169486
1.778388 -3.250544 -3.283541 -3.095143 -1.129137 -1.168723 -1.049215 -1.026814 -1.075739 -0.923736 -1.650532 -1.584941 -1.173903
1.771770 -3.241365 -3.274350 -3.086420 -1.128567 -1.168174 -1.048497 -1.034493 -1.082823 -0.929736 -1.657499 -1.592373 -1.177793
1.765168 -3.232186 -3.265158 -3.077697 -1.127997 -1.167626 -1.047780 -1.042171 -1.089906 -0.935737 -1.664465 -1.599806 -1.181683
1.758582 -3.223006 -3.255967 -3.068974 -1.127427 -1.167077 -1.047062 -1.049849 -1.096990 -0.941737 -1.671432 -1.607238 -1.185573
1.752011 -3.213827 -3.246775 -3.060251 -1.126857 -1.166528 -1.046345 -1.057528 -1.104073 -0.947737 -1.678399 -1.614670 -1.189463
1.745456 -3.204648 -3.237584 -3.051528 -1.126286 -1.165979 -1.045628 -1.065206 -1.111156 -0.953738 -1.685365 -1.622102 -1.193353
1.738916 -3.195468 -3.228392 -3.042805 -1.125716 -1.165430 -1.044910 -1.072885 -1.118240 -0.959738 -1.692332 -1.629535 -1.197243
1.732392 -3.186366 -3.219289 -3.034124 -1.125571 -1.165301 -1.044631 -1.080687 -1.125460 -0.965767 -1.698364 -1.636344 -1.200727
1.725884 -3.177299 -3.210228 -3.025462 -1.125622 -1.165367 -1.044555 -1.088546 -1.132744 -0.971809 -1.703962 -1.642864 -1.204021
1.719391 -3.168232 -3.201167 -3.016800 -1.125674 -1.165432 -1.044480 -1.096406 -1.140028 -0.977851 -1.709560 -1.649384 -1.207316
1.712914 -3.159165 -3.192106 -3.008138 -1.125725 -1.165497 -1.044404 -1.104265 -1.147312 -0.983893 -1.715158 -1.655904 -1.210611
1.706452 -3.150098 -3.183044 -2.999476 -1.125777 -1.165563 -1.044328 -1.112125 -1.154596 -0.989935 -1.720756 -1.662425 -1.213905
1.700005 -3.141031 -3.173983 -2.990814 -1.125828 -1.165628 -1.044252 -1.119984 -1.161880 -0.995977 -1.726354 -1.668945 -1.217200
1.693574 -3.131987 -3.164948 -2.982176 -1.125991 -1.165808 -1.044293 -1.127874 -1.169195 -1.002034 -1.731694 -1.675293 -1.220403
1.687158 -3.123039 -3.156024 -2.973639 -1.126634 -1.166484 -1.044839 -1.135893 -1.176643 -1.008157 -1.735922 -1.680897 -1.223210
1.680757 -3.114092 -3.147101 -2.965101 -1.127277 -1.167161 -1.045385 -1.143913 -1.184092 -1.014280 -1.740150 -1.686501 -1.226017
1.674372 -3.105145 -3.138177 -2.956564 -1.127920 -1.167837 -1.045931 -1.151933 -1.191540 -1.020403 -1.744379 -1.692105 -1.228824
1.668001 -3.096197 -3.129253 -2.948027 -1.128564 -1.168513 -1.046477 -1.159952 -1.198988 -1.026526 -1.748607 -1.697708 -1.231631
1.661646 -3.087250 -3.120330 -2.939489 -1.129207 -1.169189 -1.047023 -1.167972 -1.206436 -1.032649 -1.752835 -1.703312 -1.234438
1.655306 -3.078303 -3.111406 -2.930952 -1.129850 -1.169865 -1.047569 -1.175992 -1.213885 -1.038772 -1.757063 -1.708916 -1.237245
1.648982 -3.069444 -3.102533 -2.922499 -1.130880 -1.170938 -1.048500 -1.184112 -1.221382 -1.044940 -1.760398 -1.713856 -1.239739
1.642672 -3.060625 -3.093682 -2.914083 -1.132081 -1.172188 -1.049601 -1.192277 -1.228901 -1.051129 -1.763336 -1.718500 -1.242095
1.636377 -3.051807 -3.084831 -2.905668 -1.133283 -1.173438 -1.050703 -1.200442 -1.236420 -1.057317 -1.766275 -1.723144 -1.244450
1.630097 -3.042988 -3.075980 -2.897252 -1.134484 -1.174688 -1.051805 -1.208607 -1.243939 -1.063506 -1.769214 -1.727789 -1.246805
1.623833 -3.034169 -3.067129 -2.888836 -1.135686 -1.175938 -1.052907 -1.216772 -1.251458 -1.069694 -1.772153 -1.732433 -1.249160
1.617583 -3.025350 -3.058278 -2.880421 -1.136887 -1.177188 -1.054009 -1.224937 -1.258977 -1.075883 -1.775091 -1.737077 -1.251516
1.611348 -3.016567 -3.049458 -2.872030 -1.138197 -1.178552 -1.055223 -1.233130 -1.266515 -1.082067 -1.777797 -1.741487 -1.253761
1.605128 -3.007929 -3.040767 -2.863741 -1.139949 -1.180384 -1.056894 -1.241437 -1.274128 -1.088232 -1.779554 -1.744943 -1.255561
1.598922 -2.999290 -3.032076 -2.855451 -1.141701 -1.182215 -1.058564 -1.249744 -1.281741 -1.094397 -1.781311 -1.748398 -1.257362
1.592732 -2.990652 -3.023385 -2.847162 -1.143453 -1.184046 -1.060235 -1.258050 -1.289354 -1.100562 -1.783067 -1.751854 -1.259162
1.586556 -2.982013 -3.014693 -2.838873 -1.145205 -1.185878 -1.061905 -1.266357 -1.296968 -1.106726 -1.784824 -1.755310 -1.260962
1.580395 -2.973375 -3.006002 -2.830583 -1.146956 -1.187709 -1.063576 -1.274664 -1.304581 -1.112891 -1.786581 -1.758765 -1.262763
1.574249 -2.964737 -2.997311 -2.822294 -1.148708 -1.189540 -1.065246 -1.282970 -1.312194 -1.119056 -1.788338 -1.762221 -1.264563
1.568117 -2.956193 -2.988703 -2.814066 -1.150665 -1.191591 -1.067116 -1.291367 -1.319899 -1.125164 -1.789310 -1.765040 -1.266089
1.562000 -2.947690 -2.980130 -2.805863 -1.152709 -1.193735 -1.069069 -1.299802 -1.327642 -1.131247 -1.789950 -1.767589 -1.267498
1.555897 -2.939187 -2.971558 -2.797661 -1.154753 -1.195878 -1.071023 -1.308237 -1.335386 -1.137331 -1.790590 -1.770138 -1.268907
1.549809 -2.930684 -2.962985 -2.789458 -1.156797 -1.198022 -1.072976 -1.316671 -1.343129 -1.143415 -1.791230 -1.772687 -1.270316
1.543736 -2.922181 -2.954412 -2.781256 -1.158841 -1.200165 -1.074930 -1.325106 -1.350873 -1.149498 -1.791869 -1.775236 -1.271725
1.537677 -2.913678 -2.945839 -2.773053 -1.160885 -1.202309 -1.076883 -1.333541 -1.358616 -1.155582 -1.792509 -1.777785 -1.273135
1.531632 -2.905218 -2.937307 -2.764883 -1.163007 -1.204526 -1.078908 -1.342005 -1.366398 -1.161654 -1.792934 -1.780059 -1.274475
1.525602 -2.896925 -2.928930 -2.756837 -1.165431 -1.207024 -1.081207 -1.350582 -1.374324 -1.167682 -1.792540 -1.781282 -1.275552
1.519586 -2.888632 -2.920553 -2.748790 -1.167855 -1.209523 -1.083506 -1.359158 -1.382250 -1.173710 -1.792145 -1.782506 -1.276629
1.513585 -2.880338 -2.912176 -2.740743 -1.170278 -1.212022 -1.085804 -1.367734 -1.390176 -1.179738 -1.791751 -1.783729 -1.277706
1.507597 -2.872045 -2.903799 -2.732697 -1.172702 -1.214520 -1.088103 -1.376311 -1.398102 -1.185766 -1.791357 -1.784953 -1.278782
1.501624 -2.863752 -2.895422 -2.724650 -1.175125 -1.217019 -1.090401 -1.384887 -1.406028 -1.191795 -1.790962 -1.786176 -1.279859
1.495666 -2.855458 -2.887045 -2.716603 -1.177549 -1.219517 -1.092700 -1.393464 -1.413954 -1.197823 -1.790568 -1.787399 -1.280936
1.489721 -2.847291 -2.878788 -2.708653 -1.180205 -1.222213 -1.095207 -1.402046 -1.421933 -1.203842 -1.789491 -1.787973 -1.281724
1.483791 -2.839174 -2.870579 -2.700742 -1.182954 -1.224989 -1.097797 -1.410630 -1.429933 -1.209857 -1.788140 -1.788285 -1.282395
1.477874 -2.831057 -2.862369 -2.692831 -1.185703 -1.227764 -1.100388 -1.419215 -1.437933 -1.215872 -1.786788 -1.788597 -1.283066
1.471972 -2.822939 -2.854160 -2.684919 -1.188453 -1.230539 -1.102979 -1.427799 -1.445934 -1.221888 -1.785436 -1.788909 -1.283736
1.466084 -2.814822 -2.845951 -2.677008 -1.191202 -1.233315 -1.105570 -1.436383 -1.453934 -1.227903 -1.784085 -1.789221 -1.284407
1.460210 -2.806705 -2.837742 -2.669096 -1.193952 -1.236090 -1.108160 -1.444968 -1.461934 -1.233918 -1.782733 -1.789533 -1.285078
1.454350 -2.798633 -2.829575 -2.661226 -1.196770 -1.238939 -1.110822 -1.453546 -1.469946 -1.239930 -1.781206 -1.789578 -1.285686
1.448504 -2.790725 -2.821561 -2.653502 -1.199835 -1.242051 -1.113739 -1.462103 -1.477997 -1.245927 -1.779046 -1.788664 -1.286067
1.442672 -2.782816 -2.813547 -2.645779 -1.202900 -1.245162 -1.116656 -1.470661 -1.486049 -1.251924 -1.776887 -1.787751 -1.286448
1.436853 -2.774907 -2.805532 -2.638055 -1.205965 -1.248274 -1.119574 -1.479218 -1.494101 -1.257921 -1.774728 -1.786837 -1.286829
1.431049 -2.766998 -2.797518 -2.630332 -1.209030 -1.251386 -1.122491 -1.487775 -1.502152 -1.263919 -1.772568 -1.785923 -1.287210
1.425258 -2.759089 -2.789504 -2.622608 -1.212095 -1.254498 -1.125408 -1.496332 -1.510204 -1.269916 -1.770409 -1.785009 -1.287591
1.419481 -2.751180 -2.781490 -2.614885 -1.215160 -1.257610 -1.128326 -1.504890 -1.518255 -1.275913 -1.768249 -1.784095 -1.287972
1.413718 -2.743430 -2.773637 -2.607328 -1.218435 -1.260910 -1.131403 -1.513407 -1.526282 -1.281872 -1.765674 -1.782770 -1.288201
1.407969 -2.735740 -2.765848 -2.599835 -1.221791 -1.264282 -1.134542 -1.521908 -1.534300 -1.287815 -1.762938 -1.781287 -1.288371
1.402233 -2.728050 -2.758058 -2.592342 -1.225146 -1.267654 -1.137681 -1.530410 -1.542317 -1.293759 -1.760203 -1.779803 -1.288541
1.396511 -2.720360 -2.750268 -2.584849 -1.228502 -1.271026 -1.140820 -1.538912 -1.550335 -1.299703 -1.757468 -1.778320 -1.288710
1.390803 -2.712670 -2.742478 -2.577356 -1.231858 -1.274398 -1.143959 -1.547413 -1.558352 -1.305646 -1.754732 -1.776836 -1.288880
1.385108 -2.704981 -2.734688 -2.569863 -1.235213 -1.277770 -1.147099 -1.555915 -1.566370 -1.311590 -1.751997 -1.775353 -1.289050
1.379427 -2.697345 -2.726954 -2.562427 -1.238631 -1.281205 -1.150281 -1.564397 -1.574407 -1.317514 -1.749235 -1.773794 -1.289179
1.373759 -2.689891 -2.719406 -2.555186 -1.242259 -1.284852 -1.153611 -1.572812 -1.582510 -1.323374 -1.746382 -1.771981 -1.289171
1.368105 -2.682438 -2.711859 -2.547946 -1.245887 -1.288500 -1.156941 -1.581226 -1.590612 -1.329234 -1.743529 -1.770168 -1.289163
1.362464 -2.674984 -2.704312 -2.540705 -1.249515 -1.292148 -1.160271 -1.589641 -1.598715 -1.335094 -1.740676 -1.768355 -1.289154
1.356837 -2.667531 -2.696765 -2.533464 -1.253143 -1.295796 -1.163602 -1.598056 -1.606818 -1.340953 -1.737823 -1.766542 -1.289146
1.351223 -2.660078 -2.689217 -2.526224 -1.256771 -1.299443 -1.166932 -1.606471 -1.614921 -1.346813 -1.734970 -1.764728 -1.289137
1.345623 -2.652624 -2.681670 -2.518983 -1.260399 -1.303091 -1.170262 -1.614886 -1.623024 -1.352673 -1.732117 -1.762915 -1.289129
1.340036 -2.645393 -2.674339 -2.511958 -1.264214 -1.306930 -1.173727 -1.623213 -1.631149 -1.358429 -1.729225 -1.760785 -1.289019
1.334462 -2.638242 -2.667086 -2.505011 -1.268098 -1.310840 -1.177243 -1.631507 -1.639283 -1.364147 -1.726318 -1.758538 -1.288871
1.328901 -2.631092 -2.659833 -2.498064 -1.271982 -1.314749 -1.180758 -1.639802 -1.647416 -1.369866 -1.723410 -1.756291 -1.288724
1.323354 -2.623942 -2.652580 -2.491117 -1.275865 -1.318658 -1.184273 -1.648097 -1.655549 -1.375584 -1.720503 -1.754044 -1.288577
1.317820 -2.616791 -2.645327 -2.484170 -1.279749 -1.322567 -1.187788 -1.656391 -1.663683 -1.381303 -1.717596 -1.751798 -1.288430
1.312299 -2.609641 -2.638074 -2.477223 -1.283632 -1.326476 -1.191303 -1.664686 -1.671816 -1.387021 -1.714689 -1.749551 -1.288282
1.306791 -2.602577 -2.630903 -2.470353 -1.287570 -1.330437 -1.194854 -1.672943 -1.679935 -1.392697 -1.711778 -1.747256 -1.288077
1.301296 -2.595788 -2.623998 -2.463730 -1.291682 -1.334564 -1.198521 -1.681079 -1.688010 -1.398234 -1.708851 -1.744804 -1.287688
1.295815 -2.588999 -2.617093 -2.457107 -1.295793 -1.338691 -1.202188 -1.689215 -1.696084 -1.403772 -1.705925 -1.742352 -1.287298
1.290346 -2.582210 -2.610188 -2.450484 -1.299905 -1.342818 -1.205855 -1.697351 -1.704159 -1.409309 -1.702998 -1.739900 -1.286909
1.284891 -2.575422 -2.603282 -2.443861 -1.304016 -1.346945 -1.209522 -1.705487 -1.712234 -1.414847 -1.700071 -1.737449 -1.286519
1.279448 -2.568633 -2.596377 -2.437239 -1.308128 -1.351071 -1.213188 -1.713623 -1.720308 -1.420384 -1.697145 -1.734997 -1.286130
1.274019 -2.561844 -2.589472 -2.430616 -1.312239 -1.355198 -1.216855 -1.721759 -1.728383 -1.425922 -1.694218 -1.732545 -1.285740
1.268602 -2.555356 -2.582854 -2.424230 -1.316518 -1.359460 -1.220633 -1.729766 -1.736426 -1.431333 -1.691317 -1.729915 -1.285329
1.263198 -2.548971 -2.576336 -2.417928 -1.320856 -1.363769 -1.224450 -1.737727 -1.744458 -1.436701 -1.688425 -1.727222 -1.284910
1.257808 -2.542587 -2.569818 -2.411625 -1.325194 -1.368078 -1.228266 -1.745688 -1.752490 -1.442069 -1.685533 -1.724529 -1.284492
1.252430 -2.536202 -2.563300 -2.405323 -1.329531 -1.372387 -1.232083 -1.753649 -1.760521 -1.447437 -1.682641 -1.721837 -1.284073
1.247065 -2.529818 -2.556782 -2.399020 -1.333869 -1.376696 -1.235899 -1.761611 -1.768553 -1.452804 -1.679749 -1.719144 -1.283654
1.241712 -2.523433 -2.550264 -2.392718 -1.338206 -1.381005 -1.239716 -1.769572 -1.776585 -1.458172 -1.676857 -1.716451 -1.283235
1.236372 -2.517149 -2.543847 -2.386505 -1.342594 -1.385356 -1.243571 -1.777480 -1.784620 -1.463479 -1.673979 -1.713735 -1.282769
1.231046 -2.511167 -2.537735 -2.380568 -1.347133 -1.389837 -1.247544 -1.785228 -1.792664 -1.468600 -1.671144 -1.710946 -1.282158
1.225731 -2.505186 -2.531623 -2.374631 -1.351672 -1.394317 -1.251517 -1.792976 -1.800708 -1.473721 -1.668309 -1.708157 -1.281547
1.220430 -2.499205 -2.525511 -2.368693 -1.356212 -1.398798 -1.255491 -1.800724 -1.808752 -1.478842 -1.665474 -1.705369 -1.280936
1.215141 -2.493223 -2.519399 -2.362756 -1.360751 -1.403278 -1.259464 -1.808472 -1.816795 -1.483964 -1.662639 -1.702580 -1.280325
1.209864 -2.487242 -2.513288 -2.356819 -1.365290 -1.407759 -1.263437 -1.816220 -1.824839 -1.489085 -1.659804 -1.699791 -1.279714
1.204601 -2.481261 -2.507176 -2.350882 -1.369830 -1.412239 -1.267410 -1.823968 -1.832883 -1.494206 -1.656969 -1.697003 -1.279103
1.199349 -2.475584 -2.501344 -2.345225 -1.374505 -1.416863 -1.271482 -1.831497 -1.840822 -1.499198 -1.654193 -1.694384 -1.278337
1.194111 -2.470007 -2.495604 -2.339661 -1.379225 -1.421533 -1.275586 -1.838956 -1.848727 -1.504147 -1.651437 -1.691821 -1.277519
1.188884 -2.464431 -2.489865 -2.334098 -1.383945 -1.426204 -1.279690 -1.846414 -1.856633 -1.509097 -1.648680 -1.689258 -1.276701
1.183671 -2.458854 -2.484125 -2.328534 -1.388664 -1.430874 -1.283794 -1.853872 -1.864538 -1.514046 -1.645924 -1.686695 -1.275883
1.178469 -2.453277 -2.478386 -2.322970 -1.393384 -1.435545 -1.287898 -1.861330 -1.872443 -1.518996 -1.643168 -1.684132 -1.275065
1.173280 -2.447701 -2.472646 -2.317406 -1.398104 -1.440215 -1.292002 -1.868788 -1.880348 -1.523945 -1.640411 -1.681568 -1.274247
1.168104 -2.442239 -2.467028 -2.311950 -1.402869 -1.444929 -1.296136 -1.876135 -1.888176 -1.528832 -1.637682 -1.678972 -1.273394
1.162939 -2.437110 -2.461762 -2.306803 -1.407762 -1.449771 -1.300356 -1.883162 -1.895780 -1.533536 -1.635034 -1.676279 -1.272440
