#Average average black hole accretion rate (BHAR) to star formation rate (SFR) ratio as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(BHAR/SFR)
0.149588 14.850000 -0.867085
0.149588 14.900000 -0.804829
0.149588 14.950000 -0.742996
0.143699 11.000000 -3.595133
0.143699 11.050000 -3.549133
0.143699 11.100000 -3.503132
0.143699 11.150000 -3.467925
0.143699 11.200000 -3.432717
0.143699 11.250000 -3.397509
0.143699 11.300000 -3.362301
0.143699 11.350000 -3.339779
0.143699 11.400000 -3.317257
0.143699 11.450000 -3.294735
0.143699 11.500000 -3.272213
0.143699 11.550000 -3.259928
0.143699 11.600000 -3.247643
0.143699 11.650000 -3.235357
0.143699 11.700000 -3.223071
0.143699 11.750000 -3.218855
0.143699 11.800000 -3.214638
0.143699 11.850000 -3.210420
0.143699 11.900000 -3.206204
0.143699 11.950000 -3.210436
0.143699 12.000000 -3.214668
0.143699 12.050000 -3.218900
0.143699 12.100000 -3.223132
0.143699 12.150000 -3.235250
0.143699 12.200000 -3.247367
0.143699 12.250000 -3.259485
0.143699 12.300000 -3.271602
0.143699 12.350000 -3.288122
0.143699 12.400000 -3.304642
0.143699 12.450000 -3.321164
0.143699 12.500000 -3.337684
0.143699 12.550000 -3.347354
0.143699 12.600000 -3.357024
0.143699 12.650000 -3.366694
0.143699 12.700000 -3.376364
0.143699 12.750000 -3.358338
0.143699 12.800000 -3.340312
0.143699 12.850000 -3.322286
0.143699 12.900000 -3.304260
0.143699 12.950000 -3.253121
0.143699 13.000000 -3.201982
0.143699 13.050000 -3.150844
0.143699 13.100000 -3.099705
0.143699 13.150000 -3.034009
0.143699 13.200000 -2.968314
0.143699 13.250000 -2.902618
0.143699 13.300000 -2.836922
0.143699 13.350000 -2.770416
0.143699 13.400000 -2.703908
0.143699 13.450000 -2.637402
0.143699 13.500000 -2.570895
0.143699 13.550000 -2.506470
0.143699 13.600000 -2.442046
0.143699 13.650000 -2.377622
0.143699 13.700000 -2.313197
0.143699 13.750000 -2.250005
0.143699 13.800000 -2.186813
0.143699 13.850000 -2.123622
0.143699 13.900000 -2.060430
0.143699 13.950000 -1.997636
0.143699 14.000000 -1.934842
0.143699 14.050000 -1.872048
0.143699 14.100000 -1.809255
0.143699 14.150000 -1.746515
0.143699 14.200000 -1.683776
0.143699 14.250000 -1.621036
0.143699 14.300000 -1.558296
0.143699 14.350000 -1.495641
0.143699 14.400000 -1.432985
0.143699 14.450000 -1.370329
0.143699 14.500000 -1.307674
0.143699 14.550000 -1.245253
0.143699 14.600000 -1.182833
0.143699 14.650000 -1.120412
0.143699 14.700000 -1.057991
0.143699 14.750000 -0.995918
0.143699 14.800000 -0.933845
0.143699 14.850000 -0.871773
0.143699 14.900000 -0.809700
0.143699 14.950000 -0.748034
0.137809 11.000000 -3.597294
0.137809 11.050000 -3.551627
0.137809 11.100000 -3.505960
0.137809 11.150000 -3.471203
0.137809 11.200000 -3.436446
0.137809 11.250000 -3.401688
0.137809 11.300000 -3.366931
0.137809 11.350000 -3.344934
0.137809 11.400000 -3.322937
0.137809 11.450000 -3.300940
0.137809 11.500000 -3.278943
0.137809 11.550000 -3.267093
0.137809 11.600000 -3.255244
0.137809 11.650000 -3.243395
0.137809 11.700000 -3.231544
0.137809 11.750000 -3.227604
0.137809 11.800000 -3.223664
0.137809 11.850000 -3.219724
0.137809 11.900000 -3.215783
0.137809 11.950000 -3.220266
0.137809 12.000000 -3.224748
0.137809 12.050000 -3.229232
0.137809 12.100000 -3.233715
0.137809 12.150000 -3.246153
0.137809 12.200000 -3.258592
0.137809 12.250000 -3.271031
0.137809 12.300000 -3.283469
0.137809 12.350000 -3.300264
0.137809 12.400000 -3.317060
0.137809 12.450000 -3.333855
0.137809 12.500000 -3.350650
0.137809 12.550000 -3.360003
0.137809 12.600000 -3.369356
0.137809 12.650000 -3.378709
0.137809 12.700000 -3.388062
0.137809 12.750000 -3.368640
0.137809 12.800000 -3.349217
0.137809 12.850000 -3.329795
0.137809 12.900000 -3.310372
0.137809 12.950000 -3.257844
0.137809 13.000000 -3.205316
0.137809 13.050000 -3.152788
0.137809 13.100000 -3.100260
0.137809 13.150000 -3.034022
0.137809 13.200000 -2.967784
0.137809 13.250000 -2.901546
0.137809 13.300000 -2.835308
0.137809 13.350000 -2.768794
0.137809 13.400000 -2.702280
0.137809 13.450000 -2.635765
0.137809 13.500000 -2.569251
0.137809 13.550000 -2.505029
0.137809 13.600000 -2.440807
0.137809 13.650000 -2.376584
0.137809 13.700000 -2.312361
0.137809 13.750000 -2.249439
0.137809 13.800000 -2.186517
0.137809 13.850000 -2.123595
0.137809 13.900000 -2.060673
0.137809 13.950000 -1.998157
0.137809 14.000000 -1.935640
0.137809 14.050000 -1.873124
0.137809 14.100000 -1.810607
0.137809 14.150000 -1.748127
0.137809 14.200000 -1.685645
0.137809 14.250000 -1.623164
0.137809 14.300000 -1.560684
0.137809 14.350000 -1.498260
0.137809 14.400000 -1.435837
0.137809 14.450000 -1.373414
0.137809 14.500000 -1.310991
0.137809 14.550000 -1.248775
0.137809 14.600000 -1.186560
0.137809 14.650000 -1.124344
0.137809 14.700000 -1.062129
0.137809 14.750000 -1.000239
0.137809 14.800000 -0.938350
0.137809 14.850000 -0.876460
0.137809 14.900000 -0.814571
0.137809 14.950000 -0.753071
0.131919 11.000000 -3.599455
0.131919 11.050000 -3.554121
0.131919 11.100000 -3.508788
0.131919 11.150000 -3.474481
0.131919 11.200000 -3.440175
0.131919 11.250000 -3.405868
0.131919 11.300000 -3.371561
0.131919 11.350000 -3.350089
0.131919 11.400000 -3.328616
0.131919 11.450000 -3.307144
0.131919 11.500000 -3.285671
0.131919 11.550000 -3.274258
0.131919 11.600000 -3.262844
0.131919 11.650000 -3.251431
0.131919 11.700000 -3.240017
0.131919 11.750000 -3.236354
0.131919 11.800000 -3.232691
0.131919 11.850000 -3.229026
0.131919 11.900000 -3.225363
0.131919 11.950000 -3.230097
0.131919 12.000000 -3.234829
0.131919 12.050000 -3.239563
0.131919 12.100000 -3.244297
0.131919 12.150000 -3.257057
0.131919 12.200000 -3.269817
0.131919 12.250000 -3.282577
0.131919 12.300000 -3.295337
0.131919 12.350000 -3.312407
0.131919 12.400000 -3.329477
0.131919 12.450000 -3.346547
0.131919 12.500000 -3.363616
0.131919 12.550000 -3.372652
0.131919 12.600000 -3.381689
0.131919 12.650000 -3.390725
0.131919 12.700000 -3.399761
0.131919 12.750000 -3.378941
0.131919 12.800000 -3.358122
0.131919 12.850000 -3.337303
0.131919 12.900000 -3.316483
0.131919 12.950000 -3.262567
0.131919 13.000000 -3.208650
0.131919 13.050000 -3.154733
0.131919 13.100000 -3.100816
0.131919 13.150000 -3.034036
0.131919 13.200000 -2.967255
0.131919 13.250000 -2.900474
0.131919 13.300000 -2.833693
0.131919 13.350000 -2.767172
0.131919 13.400000 -2.700650
0.131919 13.450000 -2.634129
0.131919 13.500000 -2.567606
0.131919 13.550000 -2.503586
0.131919 13.600000 -2.439567
0.131919 13.650000 -2.375546
0.131919 13.700000 -2.311527
0.131919 13.750000 -2.248874
0.131919 13.800000 -2.186222
0.131919 13.850000 -2.123569
0.131919 13.900000 -2.060916
0.131919 13.950000 -1.998678
0.131919 14.000000 -1.936438
0.131919 14.050000 -1.874199
0.131919 14.100000 -1.811959
0.131919 14.150000 -1.749737
0.131919 14.200000 -1.687515
0.131919 14.250000 -1.625294
0.131919 14.300000 -1.563072
0.131919 14.350000 -1.500881
0.131919 14.400000 -1.438689
0.131919 14.450000 -1.376498
0.131919 14.500000 -1.314308
0.131919 14.550000 -1.252297
0.131919 14.600000 -1.190287
0.131919 14.650000 -1.128278
0.131919 14.700000 -1.066267
0.131919 14.750000 -1.004561
0.131919 14.800000 -0.942854
0.131919 14.850000 -0.881148
0.131919 14.900000 -0.819442
0.131919 14.950000 -0.758107
0.126120 11.000000 -3.601549
0.126120 11.050000 -3.556588
0.126120 11.100000 -3.511627
0.126120 11.150000 -3.477836
0.126120 11.200000 -3.444046
0.126120 11.250000 -3.410255
0.126120 11.300000 -3.376464
0.126120 11.350000 -3.355623
0.126120 11.400000 -3.334782
0.126120 11.450000 -3.313940
0.126120 11.500000 -3.293099
0.126120 11.550000 -3.282239
0.126120 11.600000 -3.271379
0.126120 11.650000 -3.260519
0.126120 11.700000 -3.249659
0.126120 11.750000 -3.246350
0.126120 11.800000 -3.243040
0.126120 11.850000 -3.239730
0.126120 11.900000 -3.236420
0.126120 11.950000 -3.241449
0.126120 12.000000 -3.246479
0.126120 12.050000 -3.251509
0.126120 12.100000 -3.256539
0.126120 12.150000 -3.269662
0.126120 12.200000 -3.282784
0.126120 12.250000 -3.295907
0.126120 12.300000 -3.309030
0.126120 12.350000 -3.326386
0.126120 12.400000 -3.343741
0.126120 12.450000 -3.361097
0.126120 12.500000 -3.378452
0.126120 12.550000 -3.387021
0.126120 12.600000 -3.395590
0.126120 12.650000 -3.404159
0.126120 12.700000 -3.412728
0.126120 12.750000 -3.390229
0.126120 12.800000 -3.367731
0.126120 12.850000 -3.345233
0.126120 12.900000 -3.322735
0.126120 12.950000 -3.267338
0.126120 13.000000 -3.211941
0.126120 13.050000 -3.156543
0.126120 13.100000 -3.101145
0.126120 13.150000 -3.033844
0.126120 13.200000 -2.966542
0.126120 13.250000 -2.899240
0.126120 13.300000 -2.831938
0.126120 13.350000 -2.765434
0.126120 13.400000 -2.698930
0.126120 13.450000 -2.632426
0.126120 13.500000 -2.565921
0.126120 13.550000 -2.502122
0.126120 13.600000 -2.438323
0.126120 13.650000 -2.374524
0.126120 13.700000 -2.310725
0.126120 13.750000 -2.248359
0.126120 13.800000 -2.185992
0.126120 13.850000 -2.123626
0.126120 13.900000 -2.061260
0.126120 13.950000 -1.999312
0.126120 14.000000 -1.937366
0.126120 14.050000 -1.875418
0.126120 14.100000 -1.813472
0.126120 14.150000 -1.751522
0.126120 14.200000 -1.689573
0.126120 14.250000 -1.627623
0.126120 14.300000 -1.565675
0.126120 14.350000 -1.503727
0.126120 14.400000 -1.441780
0.126120 14.450000 -1.379832
0.126120 14.500000 -1.317885
0.126120 14.550000 -1.256090
0.126120 14.600000 -1.194295
0.126120 14.650000 -1.132500
0.126120 14.700000 -1.070705
0.126120 14.750000 -1.009189
0.126120 14.800000 -0.947672
0.126120 14.850000 -0.886157
0.126120 14.900000 -0.824640
0.126120 14.950000 -0.763478
0.120321 11.000000 -3.603643
0.120321 11.050000 -3.559054
0.120321 11.100000 -3.514466
0.120321 11.150000 -3.481191
0.120321 11.200000 -3.447916
0.120321 11.250000 -3.414641
0.120321 11.300000 -3.381366
0.120321 11.350000 -3.361156
0.120321 11.400000 -3.340947
0.120321 11.450000 -3.320737
0.120321 11.500000 -3.300527
0.120321 11.550000 -3.290221
0.120321 11.600000 -3.279914
0.120321 11.650000 -3.269608
0.120321 11.700000 -3.259301
0.120321 11.750000 -3.256345
0.120321 11.800000 -3.253388
0.120321 11.850000 -3.250433
0.120321 11.900000 -3.247476
0.120321 11.950000 -3.252803
0.120321 12.000000 -3.258128
0.120321 12.050000 -3.263454
0.120321 12.100000 -3.268781
0.120321 12.150000 -3.282266
0.120321 12.200000 -3.295751
0.120321 12.250000 -3.309236
0.120321 12.300000 -3.322722
0.120321 12.350000 -3.340364
0.120321 12.400000 -3.358004
0.120321 12.450000 -3.375646
0.120321 12.500000 -3.393287
0.120321 12.550000 -3.401389
0.120321 12.600000 -3.409491
0.120321 12.650000 -3.417593
0.120321 12.700000 -3.425695
0.120321 12.750000 -3.401517
0.120321 12.800000 -3.377341
0.120321 12.850000 -3.353163
0.120321 12.900000 -3.328987
0.120321 12.950000 -3.272109
0.120321 13.000000 -3.215231
0.120321 13.050000 -3.158353
0.120321 13.100000 -3.101475
0.120321 13.150000 -3.033652
0.120321 13.200000 -2.965829
0.120321 13.250000 -2.898006
0.120321 13.300000 -2.830183
0.120321 13.350000 -2.763696
0.120321 13.400000 -2.697209
0.120321 13.450000 -2.630722
0.120321 13.500000 -2.564236
0.120321 13.550000 -2.500658
0.120321 13.600000 -2.437080
0.120321 13.650000 -2.373501
0.120321 13.700000 -2.309923
0.120321 13.750000 -2.247843
0.120321 13.800000 -2.185763
0.120321 13.850000 -2.123683
0.120321 13.900000 -2.061602
0.120321 13.950000 -1.999948
0.120321 14.000000 -1.938292
0.120321 14.050000 -1.876638
0.120321 14.100000 -1.814983
0.120321 14.150000 -1.753306
0.120321 14.200000 -1.691630
0.120321 14.250000 -1.629954
0.120321 14.300000 -1.568277
0.120321 14.350000 -1.506573
0.120321 14.400000 -1.444870
0.120321 14.450000 -1.383167
0.120321 14.500000 -1.321462
0.120321 14.550000 -1.259882
0.120321 14.600000 -1.198303
0.120321 14.650000 -1.136722
0.120321 14.700000 -1.075142
0.120321 14.750000 -1.013816
0.120321 14.800000 -0.952491
0.120321 14.850000 -0.891165
0.120321 14.900000 -0.829840
0.120321 14.950000 -0.768849
0.114522 11.000000 -3.605737
0.114522 11.050000 -3.561522
0.114522 11.100000 -3.517306
0.114522 11.150000 -3.484546
0.114522 11.200000 -3.451787
0.114522 11.250000 -3.419028
0.114522 11.300000 -3.386268
0.114522 11.350000 -3.366690
0.114522 11.400000 -3.347112
0.114522 11.450000 -3.327534
0.114522 11.500000 -3.307955
0.114522 11.550000 -3.298202
0.114522 11.600000 -3.288449
0.114522 11.650000 -3.278696
0.114522 11.700000 -3.268943
0.114522 11.750000 -3.266341
0.114522 11.800000 -3.263738
0.114522 11.850000 -3.261135
0.114522 11.900000 -3.258533
0.114522 11.950000 -3.264155
0.114522 12.000000 -3.269778
0.114522 12.050000 -3.275400
0.114522 12.100000 -3.281023
0.114522 12.150000 -3.294871
0.114522 12.200000 -3.308719
0.114522 12.250000 -3.322567
0.114522 12.300000 -3.336414
0.114522 12.350000 -3.354342
0.114522 12.400000 -3.372268
0.114522 12.450000 -3.390196
0.114522 12.500000 -3.408122
0.114522 12.550000 -3.415757
0.114522 12.600000 -3.423392
0.114522 12.650000 -3.431027
0.114522 12.700000 -3.438662
0.114522 12.750000 -3.412805
0.114522 12.800000 -3.386950
0.114522 12.850000 -3.361093
0.114522 12.900000 -3.335238
0.114522 12.950000 -3.276880
0.114522 13.000000 -3.218521
0.114522 13.050000 -3.160163
0.114522 13.100000 -3.101804
0.114522 13.150000 -3.033460
0.114522 13.200000 -2.965116
0.114522 13.250000 -2.896772
0.114522 13.300000 -2.828428
0.114522 13.350000 -2.761959
0.114522 13.400000 -2.695489
0.114522 13.450000 -2.629019
0.114522 13.500000 -2.562550
0.114522 13.550000 -2.499193
0.114522 13.600000 -2.435836
0.114522 13.650000 -2.372479
0.114522 13.700000 -2.309122
0.114522 13.750000 -2.247327
0.114522 13.800000 -2.185533
0.114522 13.850000 -2.123739
0.114522 13.900000 -2.061944
0.114522 13.950000 -2.000582
0.114522 14.000000 -1.939220
0.114522 14.050000 -1.877857
0.114522 14.100000 -1.816495
0.114522 14.150000 -1.755091
0.114522 14.200000 -1.693687
0.114522 14.250000 -1.632284
0.114522 14.300000 -1.570880
0.114522 14.350000 -1.509420
0.114522 14.400000 -1.447960
0.114522 14.450000 -1.386500
0.114522 14.500000 -1.325040
0.114522 14.550000 -1.263675
0.114522 14.600000 -1.202310
0.114522 14.650000 -1.140944
0.114522 14.700000 -1.079579
0.114522 14.750000 -1.018444
0.114522 14.800000 -0.957309
0.114522 14.850000 -0.896174
0.114522 14.900000 -0.835038
0.114522 14.950000 -0.774220
0.108812 11.000000 -3.607577
0.108812 11.050000 -3.563758
0.108812 11.100000 -3.519941
0.108812 11.150000 -3.487749
0.108812 11.200000 -3.455558
0.108812 11.250000 -3.423367
0.108812 11.300000 -3.391176
0.108812 11.350000 -3.372338
0.108812 11.400000 -3.353502
0.108812 11.450000 -3.334664
0.108812 11.500000 -3.315827
0.108812 11.550000 -3.306779
0.108812 11.600000 -3.297730
0.108812 11.650000 -3.288682
0.108812 11.700000 -3.279634
0.108812 11.750000 -3.277505
0.108812 11.800000 -3.275376
0.108812 11.850000 -3.273247
0.108812 11.900000 -3.271118
0.108812 11.950000 -3.277112
0.108812 12.000000 -3.283106
0.108812 12.050000 -3.289100
0.108812 12.100000 -3.295095
0.108812 12.150000 -3.309363
0.108812 12.200000 -3.323630
0.108812 12.250000 -3.337897
0.108812 12.300000 -3.352165
0.108812 12.350000 -3.370378
0.108812 12.400000 -3.388592
0.108812 12.450000 -3.406805
0.108812 12.500000 -3.425019
0.108812 12.550000 -3.431961
0.108812 12.600000 -3.438904
0.108812 12.650000 -3.445847
0.108812 12.700000 -3.452790
0.108812 12.750000 -3.424916
0.108812 12.800000 -3.397042
0.108812 12.850000 -3.369168
0.108812 12.900000 -3.341294
0.108812 12.950000 -3.281390
0.108812 13.000000 -3.221487
0.108812 13.050000 -3.161583
0.108812 13.100000 -3.101679
0.108812 13.150000 -3.032858
0.108812 13.200000 -2.964038
0.108812 13.250000 -2.895217
0.108812 13.300000 -2.826397
0.108812 13.350000 -2.759981
0.108812 13.400000 -2.693566
0.108812 13.450000 -2.627151
0.108812 13.500000 -2.560735
0.108812 13.550000 -2.497625
0.108812 13.600000 -2.434514
0.108812 13.650000 -2.371404
0.108812 13.700000 -2.308293
0.108812 13.750000 -2.246806
0.108812 13.800000 -2.185320
0.108812 13.850000 -2.123832
0.108812 13.900000 -2.062346
0.108812 13.950000 -2.001295
0.108812 14.000000 -1.940245
0.108812 14.050000 -1.879195
0.108812 14.100000 -1.818143
0.108812 14.150000 -1.757031
0.108812 14.200000 -1.695917
0.108812 14.250000 -1.634803
0.108812 14.300000 -1.573689
0.108812 14.350000 -1.512489
0.108812 14.400000 -1.451288
0.108812 14.450000 -1.390087
0.108812 14.500000 -1.328886
0.108812 14.550000 -1.267749
0.108812 14.600000 -1.206611
0.108812 14.650000 -1.145473
0.108812 14.700000 -1.084336
0.108812 14.750000 -1.023401
0.108812 14.800000 -0.962467
0.108812 14.850000 -0.901531
0.108812 14.900000 -0.840597
0.108812 14.950000 -0.779959
0.103101 11.000000 -3.609416
0.103101 11.050000 -3.565996
0.103101 11.100000 -3.522577
0.103101 11.150000 -3.490953
0.103101 11.200000 -3.459329
0.103101 11.250000 -3.427706
0.103101 11.300000 -3.396083
0.103101 11.350000 -3.377987
0.103101 11.400000 -3.359891
0.103101 11.450000 -3.341795
0.103101 11.500000 -3.323699
0.103101 11.550000 -3.315355
0.103101 11.600000 -3.307012
0.103101 11.650000 -3.298668
0.103101 11.700000 -3.290324
0.103101 11.750000 -3.288669
0.103101 11.800000 -3.287013
0.103101 11.850000 -3.285358
0.103101 11.900000 -3.283703
0.103101 11.950000 -3.290069
0.103101 12.000000 -3.296434
0.103101 12.050000 -3.302801
0.103101 12.100000 -3.309167
0.103101 12.150000 -3.323854
0.103101 12.200000 -3.338542
0.103101 12.250000 -3.353228
0.103101 12.300000 -3.367915
0.103101 12.350000 -3.386416
0.103101 12.400000 -3.404915
0.103101 12.450000 -3.423415
0.103101 12.500000 -3.441915
0.103101 12.550000 -3.448165
0.103101 12.600000 -3.454416
0.103101 12.650000 -3.460667
0.103101 12.700000 -3.466918
0.103101 12.750000 -3.437026
0.103101 12.800000 -3.407134
0.103101 12.850000 -3.377242
0.103101 12.900000 -3.347351
0.103101 12.950000 -3.285901
0.103101 13.000000 -3.224453
0.103101 13.050000 -3.163004
0.103101 13.100000 -3.101554
0.103101 13.150000 -3.032257
0.103101 13.200000 -2.962960
0.103101 13.250000 -2.893663
0.103101 13.300000 -2.824366
0.103101 13.350000 -2.758004
0.103101 13.400000 -2.691642
0.103101 13.450000 -2.625281
0.103101 13.500000 -2.558920
0.103101 13.550000 -2.496055
0.103101 13.600000 -2.433192
0.103101 13.650000 -2.370328
0.103101 13.700000 -2.307464
0.103101 13.750000 -2.246285
0.103101 13.800000 -2.185106
0.103101 13.850000 -2.123926
0.103101 13.900000 -2.062747
0.103101 13.950000 -2.002009
0.103101 14.000000 -1.941270
0.103101 14.050000 -1.880531
0.103101 14.100000 -1.819792
0.103101 14.150000 -1.758969
0.103101 14.200000 -1.698146
0.103101 14.250000 -1.637323
0.103101 14.300000 -1.576500
0.103101 14.350000 -1.515558
0.103101 14.400000 -1.454617
0.103101 14.450000 -1.393675
0.103101 14.500000 -1.332733
0.103101 14.550000 -1.271823
0.103101 14.600000 -1.210913
0.103101 14.650000 -1.150002
0.103101 14.700000 -1.089092
0.103101 14.750000 -1.028357
0.103101 14.800000 -0.967624
0.103101 14.850000 -0.906889
0.103101 14.900000 -0.846156
0.103101 14.950000 -0.785697
0.097391 11.000000 -3.611257
0.097391 11.050000 -3.568234
0.097391 11.100000 -3.525211
0.097391 11.150000 -3.494156
0.097391 11.200000 -3.463101
0.097391 11.250000 -3.432045
0.097391 11.300000 -3.400990
0.097391 11.350000 -3.383635
0.097391 11.400000 -3.366280
0.097391 11.450000 -3.348926
0.097391 11.500000 -3.331571
0.097391 11.550000 -3.323932
0.097391 11.600000 -3.316293
0.097391 11.650000 -3.308654
0.097391 11.700000 -3.301014
0.097391 11.750000 -3.299833
0.097391 11.800000 -3.298651
0.097391 11.850000 -3.297470
0.097391 11.900000 -3.296288
0.097391 11.950000 -3.303026
0.097391 12.000000 -3.309763
0.097391 12.050000 -3.316501
0.097391 12.100000 -3.323239
0.097391 12.150000 -3.338346
0.097391 12.200000 -3.353452
0.097391 12.250000 -3.368559
0.097391 12.300000 -3.383666
0.097391 12.350000 -3.402452
0.097391 12.400000 -3.421238
0.097391 12.450000 -3.440024
0.097391 12.500000 -3.458811
0.097391 12.550000 -3.464370
0.097391 12.600000 -3.469928
0.097391 12.650000 -3.475487
0.097391 12.700000 -3.481046
0.097391 12.750000 -3.449136
0.097391 12.800000 -3.417227
0.097391 12.850000 -3.385317
0.097391 12.900000 -3.353407
0.097391 12.950000 -3.290413
0.097391 13.000000 -3.227419
0.097391 13.050000 -3.164424
0.097391 13.100000 -3.101429
0.097391 13.150000 -3.031656
0.097391 13.200000 -2.961882
0.097391 13.250000 -2.892108
0.097391 13.300000 -2.822334
0.097391 13.350000 -2.756027
0.097391 13.400000 -2.689720
0.097391 13.450000 -2.623412
0.097391 13.500000 -2.557104
0.097391 13.550000 -2.494487
0.097391 13.600000 -2.431870
0.097391 13.650000 -2.369253
0.097391 13.700000 -2.306635
0.097391 13.750000 -2.245763
0.097391 13.800000 -2.184892
0.097391 13.850000 -2.124020
0.097391 13.900000 -2.063149
0.097391 13.950000 -2.002722
0.097391 14.000000 -1.942295
0.097391 14.050000 -1.881867
0.097391 14.100000 -1.821441
0.097391 14.150000 -1.760908
0.097391 14.200000 -1.700375
0.097391 14.250000 -1.639842
0.097391 14.300000 -1.579309
0.097391 14.350000 -1.518627
0.097391 14.400000 -1.457944
0.097391 14.450000 -1.397262
0.097391 14.500000 -1.336579
0.097391 14.550000 -1.275896
0.097391 14.600000 -1.215213
0.097391 14.650000 -1.154531
0.097391 14.700000 -1.093847
0.097391 14.750000 -1.033315
0.097391 14.800000 -0.972781
0.097391 14.850000 -0.912248
0.097391 14.900000 -0.851714
0.097391 14.950000 -0.791435
0.091769 11.000000 -3.612807
0.091769 11.050000 -3.570210
0.091769 11.100000 -3.527612
0.091769 11.150000 -3.497189
0.091769 11.200000 -3.466765
0.091769 11.250000 -3.436341
0.091769 11.300000 -3.405918
0.091769 11.350000 -3.389447
0.091769 11.400000 -3.372976
0.091769 11.450000 -3.356505
0.091769 11.500000 -3.340035
0.091769 11.550000 -3.333310
0.091769 11.600000 -3.326586
0.091769 11.650000 -3.319860
0.091769 11.700000 -3.313136
0.091769 11.750000 -3.312601
0.091769 11.800000 -3.312067
0.091769 11.850000 -3.311532
0.091769 11.900000 -3.310998
0.091769 11.950000 -3.318218
0.091769 12.000000 -3.325439
0.091769 12.050000 -3.332661
0.091769 12.100000 -3.339881
0.091769 12.150000 -3.355492
0.091769 12.200000 -3.371103
0.091769 12.250000 -3.386714
0.091769 12.300000 -3.402324
0.091769 12.350000 -3.421394
0.091769 12.400000 -3.440464
0.091769 12.450000 -3.459533
0.091769 12.500000 -3.478603
0.091769 12.550000 -3.483135
0.091769 12.600000 -3.487666
0.091769 12.650000 -3.492197
0.091769 12.700000 -3.496729
0.091769 12.750000 -3.462367
0.091769 12.800000 -3.428005
0.091769 12.850000 -3.393642
0.091769 12.900000 -3.359280
0.091769 12.950000 -3.294673
0.091769 13.000000 -3.230067
0.091769 13.050000 -3.165459
0.091769 13.100000 -3.100852
0.091769 13.150000 -3.030648
0.091769 13.200000 -2.960442
0.091769 13.250000 -2.890237
0.091769 13.300000 -2.820032
0.091769 13.350000 -2.753814
0.091769 13.400000 -2.687597
0.091769 13.450000 -2.621379
0.091769 13.500000 -2.555161
0.091769 13.550000 -2.492817
0.091769 13.600000 -2.430472
0.091769 13.650000 -2.368128
0.091769 13.700000 -2.305783
0.091769 13.750000 -2.245241
0.091769 13.800000 -2.184701
0.091769 13.850000 -2.124160
0.091769 13.900000 -2.063619
0.091769 13.950000 -2.003525
0.091769 14.000000 -1.943432
0.091769 14.050000 -1.883339
0.091769 14.100000 -1.823246
0.091769 14.150000 -1.763024
0.091769 14.200000 -1.702802
0.091769 14.250000 -1.642580
0.091769 14.300000 -1.582358
0.091769 14.350000 -1.521954
0.091769 14.400000 -1.461548
0.091769 14.450000 -1.401142
0.091769 14.500000 -1.340738
0.091769 14.550000 -1.280298
0.091769 14.600000 -1.219858
0.091769 14.650000 -1.159418
0.091769 14.700000 -1.098978
0.091769 14.750000 -1.038658
0.091769 14.800000 -0.978339
0.091769 14.850000 -0.918019
0.091769 14.900000 -0.857699
0.091769 14.950000 -0.797612
0.086147 11.000000 -3.614357
0.086147 11.050000 -3.572185
0.086147 11.100000 -3.530012
0.086147 11.150000 -3.500221
0.086147 11.200000 -3.470429
0.086147 11.250000 -3.440637
0.086147 11.300000 -3.410845
0.086147 11.350000 -3.395259
0.086147 11.400000 -3.379671
0.086147 11.450000 -3.364085
0.086147 11.500000 -3.348499
0.086147 11.550000 -3.342688
0.086147 11.600000 -3.336877
0.086147 11.650000 -3.331067
0.086147 11.700000 -3.325257
0.086147 11.750000 -3.325369
0.086147 11.800000 -3.325483
0.086147 11.850000 -3.325595
0.086147 11.900000 -3.325707
0.086147 11.950000 -3.333411
0.086147 12.000000 -3.341116
0.086147 12.050000 -3.348820
0.086147 12.100000 -3.356524
0.086147 12.150000 -3.372639
0.086147 12.200000 -3.388753
0.086147 12.250000 -3.404868
0.086147 12.300000 -3.420983
0.086147 12.350000 -3.440336
0.086147 12.400000 -3.459688
0.086147 12.450000 -3.479041
0.086147 12.500000 -3.498394
0.086147 12.550000 -3.501898
0.086147 12.600000 -3.505403
0.086147 12.650000 -3.508908
0.086147 12.700000 -3.512413
0.086147 12.750000 -3.475597
0.086147 12.800000 -3.438782
0.086147 12.850000 -3.401968
0.086147 12.900000 -3.365153
0.086147 12.950000 -3.298934
0.086147 13.000000 -3.232714
0.086147 13.050000 -3.166494
0.086147 13.100000 -3.100274
0.086147 13.150000 -3.029639
0.086147 13.200000 -2.959003
0.086147 13.250000 -2.888366
0.086147 13.300000 -2.817730
0.086147 13.350000 -2.751602
0.086147 13.400000 -2.685474
0.086147 13.450000 -2.619346
0.086147 13.500000 -2.553218
0.086147 13.550000 -2.491146
0.086147 13.600000 -2.429074
0.086147 13.650000 -2.367002
0.086147 13.700000 -2.304930
0.086147 13.750000 -2.244720
0.086147 13.800000 -2.184509
0.086147 13.850000 -2.124299
0.086147 13.900000 -2.064088
0.086147 13.950000 -2.004329
0.086147 14.000000 -1.944570
0.086147 14.050000 -1.884810
0.086147 14.100000 -1.825051
0.086147 14.150000 -1.765140
0.086147 14.200000 -1.705230
