#Average black hole merger rate (BHMR) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHMR)@log(Mpeak)=12 log10(BHMR)_16@log(Mpeak)=12 log10(BHMR)_84@log(Mpeak)=12 log10(BHMR)@log(Mpeak)=13 log10(BHMR)_16@log(Mpeak)=13 log10(BHMR)_84@log(Mpeak)=13 log10(BHMR)@log(Mpeak)=14 log10(BHMR)_16@log(Mpeak)=14 log10(BHMR)_84@log(Mpeak)=14 log10(BHMR)@log(Mpeak)=15 log10(BHMR)_16@log(Mpeak)=15 log10(BHMR)_84@log(Mpeak)=15
3.959849 -8.910336 -11.789597 -9.014358 -6.922583 -9.807803 -7.034956 -5.181261 -8.087602 -5.311047 -3.711972 -6.665092 -3.864548
3.948034 -8.894695 -11.773304 -8.998530 -6.907863 -9.791561 -7.020072 -5.166882 -8.073181 -5.296201 -3.699623 -6.651634 -3.852181
3.936248 -8.879053 -11.757011 -8.982702 -6.893142 -9.775319 -7.005187 -5.152502 -8.058759 -5.281355 -3.687274 -6.638177 -3.839813
3.924491 -8.864607 -11.741685 -8.968438 -6.879549 -9.760188 -6.991592 -5.138914 -8.044669 -5.267354 -3.675403 -6.625154 -3.827914
3.912761 -8.851383 -11.727347 -8.955771 -6.867109 -9.746194 -6.979315 -5.126135 -8.030916 -5.254216 -3.664020 -6.612576 -3.816493
3.901059 -8.838159 -11.713009 -8.943105 -6.854669 -9.732199 -6.967037 -5.113356 -8.017163 -5.241077 -3.652637 -6.599999 -3.805072
3.889385 -8.824935 -11.698671 -8.930438 -6.842229 -9.718204 -6.954760 -5.100577 -8.003410 -5.227939 -3.641254 -6.587421 -3.793650
3.877738 -8.811711 -11.684333 -8.917771 -6.829789 -9.704209 -6.942483 -5.087798 -7.989657 -5.214801 -3.629872 -6.574843 -3.782229
3.866120 -8.798486 -11.669995 -8.905105 -6.817349 -9.690214 -6.930205 -5.075019 -7.975905 -5.201663 -3.618489 -6.562266 -3.770808
3.854529 -8.785262 -11.655657 -8.892438 -6.804909 -9.676219 -6.917928 -5.062240 -7.962152 -5.188525 -3.607106 -6.549688 -3.759387
3.842966 -8.773119 -11.642311 -8.881021 -6.793386 -9.663114 -6.906559 -5.050127 -7.949034 -5.176157 -3.596288 -6.537653 -3.748523
3.831430 -8.760977 -11.628965 -8.869605 -6.781863 -9.650008 -6.895191 -5.038016 -7.935917 -5.163790 -3.585470 -6.525619 -3.737659
3.819922 -8.748835 -11.615619 -8.858189 -6.770340 -9.636903 -6.883823 -5.025904 -7.922800 -5.151423 -3.574652 -6.513585 -3.726795
3.808441 -8.736692 -11.602273 -8.846772 -6.758818 -9.623798 -6.872454 -5.013792 -7.909683 -5.139055 -3.563834 -6.501551 -3.715931
3.796988 -8.724550 -11.588927 -8.835356 -6.747295 -9.610693 -6.861086 -5.001680 -7.896566 -5.126688 -3.553017 -6.489516 -3.705068
3.785561 -8.712408 -11.575581 -8.823939 -6.735772 -9.597587 -6.849718 -4.989569 -7.883449 -5.114321 -3.542199 -6.477482 -3.694204
3.774162 -8.699455 -11.561632 -8.811612 -6.723372 -9.583653 -6.837494 -4.977033 -7.869946 -5.101571 -3.531061 -6.465136 -3.683024
3.762791 -8.685706 -11.547091 -8.798391 -6.710109 -9.568904 -6.824428 -4.964082 -7.856063 -5.088446 -3.519610 -6.452482 -3.671534
3.751446 -8.671958 -11.532549 -8.785169 -6.696846 -9.554156 -6.811363 -4.951130 -7.842180 -5.075321 -3.508158 -6.439829 -3.660044
3.740128 -8.658209 -11.518007 -8.771947 -6.683583 -9.539407 -6.798298 -4.938179 -7.828297 -5.062196 -3.496706 -6.427176 -3.648555
3.728837 -8.644460 -11.503465 -8.758726 -6.670321 -9.524658 -6.785233 -4.925227 -7.814415 -5.049071 -3.485254 -6.414523 -3.637065
3.717574 -8.630712 -11.488923 -8.745504 -6.657058 -9.509909 -6.772167 -4.912276 -7.800532 -5.035946 -3.473803 -6.401870 -3.625575
3.706337 -8.616977 -11.474393 -8.732294 -6.643807 -9.495172 -6.759112 -4.899332 -7.786656 -5.022829 -3.462365 -6.389229 -3.614099
3.695126 -8.604723 -11.461055 -8.720375 -6.631811 -9.481617 -6.747127 -4.887194 -7.773495 -5.010554 -3.452397 -6.377928 -3.604077
3.683943 -8.592469 -11.447716 -8.708456 -6.619815 -9.468063 -6.735141 -4.875055 -7.760335 -4.998280 -3.442430 -6.366628 -3.594055
3.672786 -8.580215 -11.434378 -8.696536 -6.607820 -9.454509 -6.723156 -4.862917 -7.747174 -4.986005 -3.432462 -6.355327 -3.584033
3.661655 -8.567961 -11.421040 -8.684617 -6.595824 -9.440954 -6.711170 -4.850779 -7.734013 -4.973730 -3.422494 -6.344027 -3.574011
3.650552 -8.555707 -11.407701 -8.672698 -6.583828 -9.427400 -6.699185 -4.838640 -7.720853 -4.961456 -3.412527 -6.332726 -3.563989
3.639474 -8.543453 -11.394363 -8.660779 -6.571833 -9.413846 -6.687200 -4.826502 -7.707692 -4.949181 -3.402559 -6.321426 -3.553967
3.628423 -8.531882 -11.381618 -8.649033 -6.560389 -9.400825 -6.675625 -4.814751 -7.694892 -4.937309 -3.393119 -6.310616 -3.544468
3.617399 -8.520957 -11.369434 -8.637452 -6.549465 -9.388308 -6.664438 -4.803364 -7.682433 -4.925817 -3.384179 -6.300269 -3.535464
3.606400 -8.510031 -11.357250 -8.625871 -6.538542 -9.375791 -6.653252 -4.791978 -7.669974 -4.914325 -3.375238 -6.289922 -3.526459
3.595428 -8.499106 -11.345066 -8.614289 -6.527619 -9.363275 -6.642065 -4.780591 -7.657515 -4.902833 -3.366297 -6.279575 -3.517454
3.584482 -8.488181 -11.332883 -8.602708 -6.516696 -9.350758 -6.630879 -4.769205 -7.645056 -4.891341 -3.357356 -6.269228 -3.508449
3.573562 -8.477256 -11.320699 -8.591127 -6.505773 -9.338241 -6.619692 -4.757818 -7.632597 -4.879849 -3.348415 -6.258881 -3.499445
3.562668 -8.466299 -11.308491 -8.579520 -6.494820 -9.325696 -6.608472 -4.746411 -7.620119 -4.868342 -3.339466 -6.248526 -3.490432
3.551800 -8.453724 -11.295093 -8.566621 -6.482346 -9.311678 -6.595568 -4.733942 -7.606641 -4.856029 -3.330095 -6.237737 -3.481031
3.540958 -8.441150 -11.281695 -8.553723 -6.469873 -9.297661 -6.582665 -4.721473 -7.593163 -4.843716 -3.320723 -6.226948 -3.471630
3.530141 -8.428576 -11.268298 -8.540824 -6.457400 -9.283644 -6.569761 -4.709004 -7.579686 -4.831404 -3.311352 -6.216159 -3.462229
3.519351 -8.416002 -11.254900 -8.527926 -6.444927 -9.269627 -6.556857 -4.696535 -7.566208 -4.819091 -3.301980 -6.205370 -3.452829
3.508586 -8.403427 -11.241502 -8.515027 -6.432454 -9.255609 -6.543954 -4.684066 -7.552730 -4.806779 -3.292609 -6.194581 -3.443428
3.497847 -8.390853 -11.228104 -8.502128 -6.419980 -9.241592 -6.531050 -4.671597 -7.539253 -4.794466 -3.283237 -6.183792 -3.434027
3.487133 -8.378985 -11.215273 -8.489499 -6.408105 -9.228142 -6.518914 -4.659492 -7.527064 -4.782542 -3.274057 -6.173719 -3.424979
3.476445 -8.367759 -11.202956 -8.477115 -6.396773 -9.215207 -6.507475 -4.647716 -7.516045 -4.770970 -3.265051 -6.164296 -3.416252
3.465782 -8.356532 -11.190639 -8.464730 -6.385442 -9.202271 -6.496036 -4.635940 -7.505026 -4.759398 -3.256045 -6.154872 -3.407525
3.455145 -8.345305 -11.178322 -8.452346 -6.374110 -9.189336 -6.484596 -4.624164 -7.494007 -4.747827 -3.247038 -6.145449 -3.398798
3.444533 -8.334078 -11.166005 -8.439961 -6.362778 -9.176400 -6.473157 -4.612389 -7.482989 -4.736255 -3.238032 -6.136026 -3.390071
3.433946 -8.322852 -11.153688 -8.427576 -6.351446 -9.163465 -6.461718 -4.600613 -7.471970 -4.724683 -3.229026 -6.126603 -3.381344
3.423385 -8.311659 -11.141401 -8.415234 -6.340141 -9.150602 -6.450311 -4.588855 -7.460981 -4.713132 -3.220033 -6.117221 -3.372620
3.412849 -8.301595 -11.130080 -8.404284 -6.329729 -9.140138 -6.439972 -4.577699 -7.451001 -4.702240 -3.211475 -6.109220 -3.364001
3.402338 -8.291532 -11.118760 -8.393333 -6.319318 -9.129675 -6.429634 -4.566543 -7.441021 -4.691348 -3.202917 -6.101220 -3.355381
3.391851 -8.281469 -11.107440 -8.382383 -6.308906 -9.119211 -6.419295 -4.555386 -7.431041 -4.680456 -3.194358 -6.093219 -3.346761
3.381390 -8.271405 -11.096120 -8.371433 -6.298495 -9.108747 -6.408957 -4.544230 -7.421061 -4.669564 -3.185800 -6.085218 -3.338141
3.370954 -8.261342 -11.084799 -8.360482 -6.288083 -9.098284 -6.398618 -4.533074 -7.411081 -4.658672 -3.177242 -6.077218 -3.329521
3.360543 -8.251279 -11.073479 -8.349532 -6.277672 -9.087820 -6.388280 -4.521917 -7.401101 -4.647781 -3.168684 -6.069217 -3.320902
3.350156 -8.240301 -11.061375 -8.337744 -6.266371 -9.076465 -6.377305 -4.510492 -7.390906 -4.636650 -3.159993 -6.061119 -3.311999
3.339794 -8.228525 -11.048589 -8.325227 -6.254295 -9.064332 -6.365776 -4.498832 -7.380525 -4.625312 -3.151186 -6.052935 -3.302850
3.329457 -8.216749 -11.035802 -8.312710 -6.242219 -9.052199 -6.354248 -4.487173 -7.370143 -4.613973 -3.142379 -6.044751 -3.293701
3.319144 -8.204973 -11.023016 -8.300193 -6.230144 -9.040066 -6.342719 -4.475513 -7.359762 -4.602635 -3.133571 -6.036567 -3.284553
3.308856 -8.193198 -11.010229 -8.287675 -6.218068 -9.027933 -6.331190 -4.463853 -7.349380 -4.591296 -3.124764 -6.028383 -3.275404
3.298593 -8.181422 -10.997442 -8.275158 -6.205992 -9.015800 -6.319661 -4.452194 -7.338999 -4.579957 -3.115957 -6.020200 -3.266255
3.288354 -8.169720 -10.984710 -8.262716 -6.193975 -9.003750 -6.308158 -4.440577 -7.328652 -4.568663 -3.107216 -6.012072 -3.257187
3.278139 -8.159822 -10.973298 -8.252134 -6.183409 -8.993746 -6.297300 -4.430020 -7.319173 -4.558448 -3.100112 -6.005324 -3.250101
3.267949 -8.149925 -10.961885 -8.241553 -6.172843 -8.983742 -6.286441 -4.419462 -7.309694 -4.548232 -3.093008 -5.998575 -3.243016
3.257783 -8.140027 -10.950473 -8.230971 -6.162277 -8.973738 -6.275582 -4.408905 -7.300216 -4.538017 -3.085904 -5.991827 -3.235931
3.247641 -8.130129 -10.939061 -8.220389 -6.151711 -8.963734 -6.264723 -4.398348 -7.290737 -4.527802 -3.078800 -5.985079 -3.228846
3.237523 -8.120232 -10.927649 -8.209807 -6.141145 -8.953730 -6.253864 -4.387790 -7.281258 -4.517587 -3.071696 -5.978330 -3.221760
3.227430 -8.110334 -10.916237 -8.199225 -6.130579 -8.943726 -6.243005 -4.377233 -7.271779 -4.507372 -3.064592 -5.971582 -3.214675
3.217360 -8.100725 -10.905104 -8.189467 -6.120180 -8.933911 -6.232331 -4.366833 -7.262363 -4.497408 -3.057633 -5.964978 -3.207542
3.207315 -8.091356 -10.894206 -8.180400 -6.109920 -8.924255 -6.221811 -4.356565 -7.252999 -4.487655 -3.050797 -5.958495 -3.200368
3.197293 -8.081988 -10.883307 -8.171333 -6.099661 -8.914598 -6.211291 -4.346296 -7.243636 -4.477902 -3.043960 -5.952012 -3.193194
3.187296 -8.072620 -10.872408 -8.162265 -6.089402 -8.904941 -6.200770 -4.336028 -7.234272 -4.468149 -3.037123 -5.945529 -3.186020
3.177322 -8.063252 -10.861510 -8.153198 -6.079142 -8.895285 -6.190250 -4.325759 -7.224909 -4.458395 -3.030286 -5.939046 -3.178846
3.167371 -8.053883 -10.850611 -8.144131 -6.068883 -8.885628 -6.179730 -4.315491 -7.215545 -4.448642 -3.023449 -5.932562 -3.171672
3.157445 -8.044450 -10.839622 -8.135015 -6.058560 -8.875923 -6.169147 -4.305187 -7.206147 -4.438858 -3.016601 -5.926066 -3.164497
3.147542 -8.033752 -10.826874 -8.124952 -6.047016 -8.865269 -6.157351 -4.294191 -7.196076 -4.428476 -3.009527 -5.919315 -3.157294
3.137663 -8.023054 -10.814126 -8.114890 -6.035471 -8.854615 -6.145555 -4.283196 -7.186005 -4.418093 -3.002454 -5.912563 -3.150091
3.127807 -8.012357 -10.801378 -8.104827 -6.023926 -8.843962 -6.133759 -4.272200 -7.175934 -4.407711 -2.995380 -5.905811 -3.142888
3.117975 -8.001659 -10.788630 -8.094765 -6.012381 -8.833308 -6.121963 -4.261205 -7.165863 -4.397328 -2.988307 -5.899060 -3.135685
3.108166 -7.990961 -10.775882 -8.084702 -6.000837 -8.822654 -6.110167 -4.250209 -7.155792 -4.386946 -2.981233 -5.892308 -3.128482
3.098381 -7.980263 -10.763134 -8.074640 -5.989292 -8.812000 -6.098371 -4.239214 -7.145721 -4.376563 -2.974160 -5.885556 -3.121279
3.088619 -7.970692 -10.751667 -8.065069 -5.978595 -8.802065 -6.087444 -4.228727 -7.136077 -4.366684 -2.967273 -5.878831 -3.114313
3.078880 -7.962028 -10.741232 -8.055895 -5.968580 -8.792709 -6.077218 -4.218651 -7.126775 -4.357210 -2.960536 -5.872128 -3.107539
3.069164 -7.953363 -10.730796 -8.046721 -5.958565 -8.783352 -6.066992 -4.208574 -7.117473 -4.347736 -2.953799 -5.865424 -3.100764
3.059471 -7.944699 -10.720361 -8.037546 -5.948550 -8.773995 -6.056766 -4.198497 -7.108171 -4.338263 -2.947063 -5.858721 -3.093990
3.049802 -7.936034 -10.709925 -8.028372 -5.938535 -8.764639 -6.046540 -4.188420 -7.098869 -4.328789 -2.940326 -5.852017 -3.087216
3.040156 -7.927370 -10.699490 -8.019198 -5.928520 -8.755282 -6.036314 -4.178343 -7.089567 -4.319315 -2.933590 -5.845314 -3.080441
3.030532 -7.918674 -10.688953 -8.009986 -5.918471 -8.745902 -6.026069 -4.168254 -7.080245 -4.309811 -2.926856 -5.838577 -3.073701
3.020932 -7.909473 -10.676808 -8.000183 -5.907881 -8.736160 -6.015515 -4.157963 -7.070603 -4.299828 -2.920178 -5.831314 -3.067498
3.011354 -7.900273 -10.664662 -7.990380 -5.897290 -8.726419 -6.004960 -4.147672 -7.060961 -4.289845 -2.913499 -5.824051 -3.061295
3.001799 -7.891073 -10.652516 -7.980577 -5.886700 -8.716677 -5.994406 -4.137382 -7.051318 -4.279861 -2.906821 -5.816787 -3.055093
2.992267 -7.881873 -10.640371 -7.970774 -5.876109 -8.706935 -5.983852 -4.127091 -7.041676 -4.269878 -2.900142 -5.809524 -3.048890
2.982758 -7.872672 -10.628225 -7.960971 -5.865519 -8.697193 -5.973297 -4.116801 -7.032034 -4.259895 -2.893464 -5.802261 -3.042687
2.973271 -7.863472 -10.616080 -7.951168 -5.854929 -8.687451 -5.962743 -4.106510 -7.022391 -4.249911 -2.886785 -5.794998 -3.036485
2.963807 -7.854167 -10.603893 -7.941603 -5.844325 -8.677647 -5.952298 -4.096279 -7.011768 -4.239702 -2.880300 -5.786951 -3.030256
2.954365 -7.844781 -10.591675 -7.932221 -5.833710 -8.667796 -5.941937 -4.086093 -7.000386 -4.229317 -2.873964 -5.778298 -3.024007
2.944946 -7.835396 -10.579458 -7.922840 -5.823096 -8.657946 -5.931576 -4.075907 -6.989005 -4.218933 -2.867628 -5.769645 -3.017758
2.935549 -7.826010 -10.567240 -7.913458 -5.812481 -8.648095 -5.921215 -4.065721 -6.977623 -4.208549 -2.861292 -5.760992 -3.011509
2.926175 -7.816624 -10.555022 -7.904077 -5.801867 -8.638244 -5.910854 -4.055535 -6.966241 -4.198164 -2.854956 -5.752339 -3.005259
2.916823 -7.807238 -10.542804 -7.894696 -5.791252 -8.628393 -5.900494 -4.045349 -6.954859 -4.187780 -2.848620 -5.743686 -2.999010
2.907494 -7.797940 -10.530672 -7.885421 -5.780700 -8.618576 -5.890196 -4.035275 -6.943574 -4.177512 -2.842375 -5.735094 -2.992846
2.898186 -7.789826 -10.519702 -7.877596 -5.770990 -8.609221 -5.880752 -4.026717 -6.933595 -4.168832 -2.837362 -5.727319 -2.987826
2.888901 -7.781713 -10.508731 -7.869771 -5.761281 -8.599866 -5.871308 -4.018159 -6.923615 -4.160151 -2.832350 -5.719545 -2.982807
2.879638 -7.773599 -10.497761 -7.861946 -5.751571 -8.590511 -5.861864 -4.009601 -6.913636 -4.151471 -2.827337 -5.711771 -2.977787
2.870397 -7.765485 -10.486791 -7.854121 -5.741861 -8.581156 -5.852420 -4.001042 -6.903656 -4.142790 -2.822324 -5.703996 -2.972768
2.861177 -7.757371 -10.475821 -7.846296 -5.732151 -8.571801 -5.842976 -3.992484 -6.893677 -4.134110 -2.817311 -5.696222 -2.967748
2.851980 -7.749257 -10.464851 -7.838471 -5.722441 -8.562446 -5.833533 -3.983926 -6.883698 -4.125429 -2.812299 -5.688448 -2.962728
2.842805 -7.740276 -10.453139 -7.829727 -5.711998 -8.552514 -5.823382 -3.975043 -6.873303 -4.116474 -2.807211 -5.680448 -2.957530
2.833652 -7.730652 -10.440876 -7.820301 -5.701010 -8.542152 -5.812706 -3.965918 -6.862601 -4.107314 -2.802067 -5.672281 -2.952198
2.824520 -7.721027 -10.428613 -7.810874 -5.690023 -8.531791 -5.802029 -3.956794 -6.851899 -4.098154 -2.796924 -5.664113 -2.946867
2.815410 -7.711402 -10.416351 -7.801448 -5.679035 -8.521429 -5.791353 -3.947670 -6.841196 -4.088995 -2.791780 -5.655946 -2.941535
2.806322 -7.701777 -10.404088 -7.792021 -5.668047 -8.511068 -5.780677 -3.938545 -6.830494 -4.079835 -2.786636 -5.647779 -2.936204
2.797256 -7.692152 -10.391826 -7.782595 -5.657059 -8.500706 -5.770001 -3.929421 -6.819792 -4.070675 -2.781492 -5.639612 -2.930872
2.788211 -7.682664 -10.379707 -7.773312 -5.646177 -8.490347 -5.759403 -3.920349 -6.809109 -4.061572 -2.776367 -5.631524 -2.925520
2.779188 -7.674788 -10.369269 -7.765712 -5.636535 -8.480013 -5.749716 -3.911890 -6.798658 -4.053126 -2.771458 -5.624375 -2.919928
2.770186 -7.666911 -10.358831 -7.758112 -5.626893 -8.469680 -5.740029 -3.903432 -6.788207 -4.044680 -2.766549 -5.617225 -2.914337
2.761205 -7.659034 -10.348393 -7.750511 -5.617250 -8.459346 -5.730342 -3.894973 -6.777757 -4.036234 -2.761640 -5.610075 -2.908745
2.752246 -7.651157 -10.337955 -7.742911 -5.607608 -8.449013 -5.720655 -3.886515 -6.767306 -4.027788 -2.756731 -5.602925 -2.903153
2.743309 -7.643280 -10.327517 -7.735311 -5.597965 -8.438679 -5.710968 -3.878056 -6.756855 -4.019342 -2.751822 -5.595775 -2.897562
2.734392 -7.635403 -10.317079 -7.727711 -5.588323 -8.428346 -5.701282 -3.869598 -6.746404 -4.010896 -2.746913 -5.588626 -2.891970
2.725497 -7.627242 -10.306896 -7.719803 -5.578435 -8.417509 -5.691235 -3.861099 -6.735889 -4.002401 -2.742061 -5.582292 -2.886345
2.716623 -7.618880 -10.296896 -7.711675 -5.568373 -8.406314 -5.680932 -3.852571 -6.725329 -3.993871 -2.737250 -5.576540 -2.880697
2.707770 -7.610517 -10.286895 -7.703548 -5.558310 -8.395119 -5.670629 -3.844044 -6.714769 -3.985342 -2.732438 -5.570789 -2.875049
2.698939 -7.602155 -10.276895 -7.695420 -5.548247 -8.383924 -5.660326 -3.835516 -6.704209 -3.976812 -2.727627 -5.565037 -2.869400
2.690128 -7.593792 -10.266894 -7.687293 -5.538185 -8.372729 -5.650023 -3.826988 -6.693649 -3.968282 -2.722816 -5.559286 -2.863752
2.681338 -7.585429 -10.256894 -7.679166 -5.528122 -8.361534 -5.639720 -3.818461 -6.683088 -3.959753 -2.718005 -5.553534 -2.858103
2.672570 -7.577086 -10.247061 -7.671032 -5.518065 -8.350341 -5.629378 -3.809943 -6.672606 -3.951215 -2.713202 -5.547779 -2.852450
2.663822 -7.568943 -10.238955 -7.662836 -5.508070 -8.339172 -5.618639 -3.801531 -6.662920 -3.942594 -2.708485 -5.541985 -2.846743
2.655095 -7.560800 -10.230849 -7.654639 -5.498075 -8.328002 -5.607899 -3.793118 -6.653235 -3.933972 -2.703768 -5.536191 -2.841035
2.646388 -7.552656 -10.222743 -7.646443 -5.488079 -8.316832 -5.597160 -3.784705 -6.643549 -3.925351 -2.699051 -5.530398 -2.835328
2.637703 -7.544513 -10.214637 -7.638247 -5.478084 -8.305663 -5.586420 -3.776293 -6.633864 -3.916730 -2.694333 -5.524604 -2.829621
2.629038 -7.536370 -10.206531 -7.630050 -5.468088 -8.294493 -5.575681 -3.767880 -6.624178 -3.908109 -2.689616 -5.518811 -2.823914
2.620394 -7.528227 -10.198425 -7.621854 -5.458093 -8.283323 -5.564942 -3.759467 -6.614492 -3.899487 -2.684899 -5.513017 -2.818207
2.611770 -7.520509 -10.191121 -7.614168 -5.448363 -8.272197 -5.555272 -3.751247 -6.605651 -3.891069 -2.680456 -5.507384 -2.812706
2.603167 -7.513084 -10.184366 -7.606830 -5.438815 -8.261100 -5.546334 -3.743159 -6.597387 -3.882791 -2.676201 -5.501860 -2.807347
2.594585 -7.505658 -10.177611 -7.599493 -5.429266 -8.250003 -5.537396 -3.735070 -6.589124 -3.874512 -2.671946 -5.496337 -2.801988
2.586023 -7.498232 -10.170856 -7.592156 -5.419718 -8.238907 -5.528458 -3.726982 -6.580860 -3.866234 -2.667691 -5.490813 -2.796628
2.577481 -7.490806 -10.164101 -7.584819 -5.410170 -8.227810 -5.519520 -3.718894 -6.572596 -3.857955 -2.663436 -5.485289 -2.791269
2.568959 -7.483380 -10.157346 -7.577482 -5.400622 -8.216713 -5.510582 -3.710805 -6.564332 -3.849676 -2.659181 -5.479766 -2.785910
2.560458 -7.475876 -10.150526 -7.570004 -5.391011 -8.205624 -5.501582 -3.702700 -6.556054 -3.841394 -2.655052 -5.474323 -2.780729
2.551978 -7.467659 -10.143112 -7.561244 -5.380835 -8.194602 -5.492021 -3.694437 -6.547637 -3.833080 -2.652084 -5.469618 -2.777183
2.543517 -7.459441 -10.135698 -7.552483 -5.370658 -8.183579 -5.482461 -3.686173 -6.539219 -3.824766 -2.649115 -5.464914 -2.773636
2.535076 -7.451223 -10.128284 -7.543723 -5.360481 -8.172557 -5.472900 -3.677910 -6.530802 -3.816452 -2.646146 -5.460210 -2.770089
2.526656 -7.443005 -10.120870 -7.534963 -5.350305 -8.161535 -5.463339 -3.669647 -6.522385 -3.808138 -2.643178 -5.455505 -2.766543
2.518256 -7.434787 -10.113456 -7.526202 -5.340128 -8.150513 -5.453779 -3.661384 -6.513968 -3.799823 -2.640209 -5.450801 -2.762996
2.509875 -7.426570 -10.106042 -7.517442 -5.329951 -8.139491 -5.444218 -3.653121 -6.505551 -3.791509 -2.637240 -5.446096 -2.759449
2.501515 -7.419162 -10.099329 -7.509254 -5.320298 -8.129682 -5.434847 -3.645769 -6.497372 -3.784096 -2.634468 -5.440903 -2.756637
2.493175 -7.412285 -10.093078 -7.501444 -5.310988 -8.120669 -5.425601 -3.639017 -6.489349 -3.777274 -2.631826 -5.435389 -2.754306
2.484854 -7.405409 -10.086827 -7.493633 -5.301679 -8.111656 -5.416354 -3.632264 -6.481326 -3.770452 -2.629184 -5.429875 -2.751976
2.476553 -7.398533 -10.080575 -7.485822 -5.292369 -8.102644 -5.407108 -3.625511 -6.473304 -3.763630 -2.626542 -5.424361 -2.749645
2.468272 -7.391656 -10.074324 -7.478011 -5.283060 -8.093631 -5.397862 -3.618758 -6.465281 -3.756808 -2.623900 -5.418848 -2.747315
2.460011 -7.384780 -10.068073 -7.470200 -5.273750 -8.084618 -5.388615 -3.612005 -6.457258 -3.749986 -2.621257 -5.413334 -2.744984
2.451770 -7.377789 -10.061726 -7.462434 -5.264358 -8.075421 -5.379293 -3.605239 -6.449126 -3.743178 -2.618617 -5.407712 -2.742671
2.443548 -7.369854 -10.054591 -7.455036 -5.254288 -8.064707 -5.369352 -3.598364 -6.440097 -3.736484 -2.615993 -5.401204 -2.740501
2.435345 -7.361920 -10.047456 -7.447638 -5.244218 -8.053993 -5.359410 -3.591489 -6.431068 -3.729790 -2.613368 -5.394697 -2.738330
2.427162 -7.353986 -10.040321 -7.440240 -5.234148 -8.043279 -5.349469 -3.584615 -6.422038 -3.723095 -2.610744 -5.388189 -2.736160
2.418999 -7.346052 -10.033186 -7.432842 -5.224078 -8.032565 -5.339527 -3.577740 -6.413009 -3.716401 -2.608119 -5.381681 -2.733990
2.410855 -7.338118 -10.026052 -7.425444 -5.214008 -8.021851 -5.329586 -3.570865 -6.403980 -3.709707 -2.605495 -5.375174 -2.731819
2.402731 -7.330183 -10.018917 -7.418046 -5.203938 -8.011137 -5.319644 -3.563990 -6.394951 -3.703013 -2.602871 -5.368666 -2.729649
2.394626 -7.322790 -10.012219 -7.411245 -5.194321 -8.000107 -5.310252 -3.557340 -6.386071 -3.696563 -2.600443 -5.362193 -2.725811
2.386540 -7.315738 -10.005797 -7.404821 -5.184990 -7.988879 -5.301206 -3.550830 -6.377287 -3.690268 -2.598139 -5.355741 -2.720923
2.378473 -7.308686 -9.999374 -7.398398 -5.175658 -7.977651 -5.292159 -3.544321 -6.368502 -3.683974 -2.595835 -5.349289 -2.716034
2.370426 -7.301633 -9.992952 -7.391974 -5.166327 -7.966422 -5.283113 -3.537811 -6.359717 -3.677679 -2.593531 -5.342837 -2.711145
2.362398 -7.294581 -9.986530 -7.385550 -5.156996 -7.955194 -5.274066 -3.531302 -6.350932 -3.671384 -2.591227 -5.336385 -2.706256
2.354389 -7.287529 -9.980107 -7.379126 -5.147665 -7.943965 -5.265020 -3.524792 -6.342147 -3.665089 -2.588923 -5.329933 -2.701368
2.346399 -7.280388 -9.973565 -7.372616 -5.138289 -7.932696 -5.255968 -3.518279 -6.333355 -3.658750 -2.586631 -5.323474 -2.696726
2.338428 -7.272589 -9.966133 -7.365467 -5.128582 -7.921125 -5.246873 -3.511740 -6.324510 -3.652087 -2.584427 -5.316962 -2.693923
2.330476 -7.264790 -9.958701 -7.358318 -5.118875 -7.909554 -5.237778 -3.505201 -6.315665 -3.645424 -2.582222 -5.310451 -2.691120
2.322543 -7.256990 -9.951269 -7.351168 -5.109169 -7.897983 -5.228683 -3.498662 -6.306820 -3.638761 -2.580017 -5.303939 -2.688317
2.314629 -7.249191 -9.943837 -7.344019 -5.099462 -7.886412 -5.219589 -3.492123 -6.297974 -3.632098 -2.577812 -5.297428 -2.685514
2.306733 -7.241392 -9.936404 -7.336870 -5.089755 -7.874841 -5.210494 -3.485584 -6.289129 -3.625436 -2.575608 -5.290916 -2.682712
2.298857 -7.233592 -9.928972 -7.329720 -5.080048 -7.863270 -5.201399 -3.479045 -6.280284 -3.618773 -2.573403 -5.284405 -2.679909
2.290999 -7.226164 -9.920631 -7.322942 -5.070934 -7.852200 -5.192958 -3.472647 -6.271516 -3.612371 -2.571367 -5.279181 -2.676739
2.283160 -7.218960 -9.911739 -7.316387 -5.062177 -7.841432 -5.184912 -3.466333 -6.262796 -3.606127 -2.569433 -5.274734 -2.673348
2.275340 -7.211756 -9.902848 -7.309832 -5.053420 -7.830665 -5.176867 -3.460019 -6.254075 -3.599883 -2.567499 -5.270288 -2.669957
2.267538 -7.204553 -9.893957 -7.303277 -5.044664 -7.819898 -5.168821 -3.453705 -6.245355 -3.593639 -2.565564 -5.265842 -2.666566
2.259755 -7.197349 -9.885066 -7.296722 -5.035907 -7.809131 -5.160776 -3.447391 -6.236634 -3.587394 -2.563630 -5.261396 -2.663175
