#Average black hole merger rate (BHMR) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHMR)@log(Mpeak)=12 log10(BHMR)_16@log(Mpeak)=12 log10(BHMR)_84@log(Mpeak)=12 log10(BHMR)@log(Mpeak)=13 log10(BHMR)_16@log(Mpeak)=13 log10(BHMR)_84@log(Mpeak)=13 log10(BHMR)@log(Mpeak)=14 log10(BHMR)_16@log(Mpeak)=14 log10(BHMR)_84@log(Mpeak)=14 log10(BHMR)@log(Mpeak)=15 log10(BHMR)_16@log(Mpeak)=15 log10(BHMR)_84@log(Mpeak)=15
1.132211 -5.965561 -8.518635 -6.069304 -3.886389 -6.487735 -4.012954 -2.929556 -5.270357 -2.951906 -1.860313 -4.367618 -1.954235
1.127132 -5.959329 -8.516052 -6.063032 -3.882687 -6.485521 -4.009083 -2.928369 -5.264692 -2.948936 -1.854915 -4.363459 -1.948824
1.122065 -5.953096 -8.513469 -6.056759 -3.878986 -6.483307 -4.005212 -2.927181 -5.259028 -2.945965 -1.849518 -4.359300 -1.943414
1.117010 -5.946864 -8.510886 -6.050487 -3.875285 -6.481093 -4.001342 -2.925993 -5.253363 -2.942995 -1.844120 -4.355141 -1.938004
1.111968 -5.940631 -8.508303 -6.044215 -3.871583 -6.478879 -3.997471 -2.924806 -5.247698 -2.940025 -1.838723 -4.350983 -1.932593
1.106937 -5.934399 -8.505721 -6.037942 -3.867882 -6.476665 -3.993600 -2.923618 -5.242034 -2.937054 -1.833326 -4.346824 -1.927183
1.101919 -5.928200 -8.503179 -6.031650 -3.864225 -6.473680 -3.989796 -2.922406 -5.236405 -2.934313 -1.828008 -4.342688 -1.921898
1.096912 -5.922092 -8.500748 -6.025305 -3.860688 -6.468583 -3.986175 -2.921127 -5.230871 -2.932199 -1.822908 -4.338614 -1.916956
1.091917 -5.915985 -8.498318 -6.018959 -3.857152 -6.463486 -3.982553 -2.919848 -5.225338 -2.930085 -1.817808 -4.334541 -1.912015
1.086934 -5.909878 -8.495887 -6.012614 -3.853616 -6.458390 -3.978932 -2.918568 -5.219805 -2.927971 -1.812709 -4.330468 -1.907073
1.081963 -5.903771 -8.493456 -6.006269 -3.850080 -6.453293 -3.975310 -2.917289 -5.214272 -2.925857 -1.807609 -4.326395 -1.902132
1.077004 -5.897664 -8.491026 -5.999923 -3.846544 -6.448196 -3.971689 -2.916010 -5.208739 -2.923743 -1.802509 -4.322321 -1.897190
1.072057 -5.891557 -8.488595 -5.993578 -3.843008 -6.443099 -3.968068 -2.914731 -5.203206 -2.921629 -1.797410 -4.318248 -1.892249
1.067121 -5.885518 -8.485336 -5.987374 -3.839583 -6.437405 -3.964375 -2.913346 -5.197769 -2.919476 -1.792886 -4.314323 -1.888032
1.062198 -5.879500 -8.481833 -5.981213 -3.836192 -6.431534 -3.960662 -2.911930 -5.192361 -2.917311 -1.788533 -4.310441 -1.884028
1.057286 -5.873481 -8.478329 -5.975051 -3.832801 -6.425664 -3.956949 -2.910513 -5.186953 -2.915146 -1.784179 -4.306560 -1.880025
1.052385 -5.867463 -8.474826 -5.968890 -3.829410 -6.419793 -3.953236 -2.909097 -5.181544 -2.912981 -1.779826 -4.302678 -1.876022
1.047497 -5.861444 -8.471322 -5.962729 -3.826019 -6.413923 -3.949522 -2.907681 -5.176136 -2.910817 -1.775473 -4.298796 -1.872019
1.042620 -5.855426 -8.467818 -5.956567 -3.822628 -6.408053 -3.945809 -2.906265 -5.170727 -2.908652 -1.771119 -4.294915 -1.868016
1.037754 -5.849415 -8.463461 -5.950412 -3.819266 -6.402862 -3.942157 -2.904728 -5.165370 -2.906517 -1.766858 -4.291056 -1.864012
1.032900 -5.843425 -8.456874 -5.944273 -3.815979 -6.399443 -3.938663 -2.902875 -5.160146 -2.904462 -1.762835 -4.287254 -1.860006
1.028058 -5.837435 -8.450288 -5.938134 -3.812693 -6.396025 -3.935170 -2.901022 -5.154923 -2.902407 -1.758812 -4.283452 -1.856000
1.023227 -5.831445 -8.443702 -5.931995 -3.809407 -6.392607 -3.931676 -2.899168 -5.149699 -2.900352 -1.754789 -4.279650 -1.851994
1.018408 -5.825454 -8.437116 -5.925856 -3.806120 -6.389189 -3.928183 -2.897315 -5.144475 -2.898298 -1.750766 -4.275849 -1.847988
1.013600 -5.819464 -8.430529 -5.919717 -3.802834 -6.385770 -3.924689 -2.895462 -5.139251 -2.896243 -1.746744 -4.272047 -1.843982
1.008804 -5.813474 -8.423943 -5.913578 -3.799547 -6.382352 -3.921196 -2.893609 -5.134028 -2.894188 -1.742721 -4.268245 -1.839976
1.004019 -5.807624 -8.419594 -5.907572 -3.796396 -6.378984 -3.917836 -2.891193 -5.129082 -2.892031 -1.738863 -4.264344 -1.835867
0.999246 -5.801814 -8.415870 -5.901603 -3.793282 -6.375631 -3.914512 -2.888620 -5.124213 -2.889846 -1.735051 -4.260414 -1.831729
0.994484 -5.796003 -8.412145 -5.895635 -3.790168 -6.372277 -3.911189 -2.886047 -5.119345 -2.887661 -1.731240 -4.256485 -1.827591
0.989733 -5.790193 -8.408420 -5.889666 -3.787054 -6.368924 -3.907866 -2.883474 -5.114477 -2.885476 -1.727428 -4.252556 -1.823454
0.984993 -5.784382 -8.404695 -5.883697 -3.783940 -6.365570 -3.904543 -2.880901 -5.109608 -2.883291 -1.723616 -4.248626 -1.819316
0.980265 -5.778572 -8.400970 -5.877728 -3.780826 -6.362217 -3.901219 -2.878328 -5.104740 -2.881106 -1.719804 -4.244697 -1.815178
0.975548 -5.772800 -8.396998 -5.871902 -3.777757 -6.358609 -3.897953 -2.875708 -5.101748 -2.878938 -1.716047 -4.241757 -1.811134
0.970843 -5.767122 -8.392413 -5.866432 -3.774803 -6.354369 -3.894830 -2.872970 -5.103421 -2.876810 -1.712426 -4.241278 -1.807322
0.966148 -5.761445 -8.387827 -5.860961 -3.771848 -6.350128 -3.891706 -2.870233 -5.105095 -2.874682 -1.708805 -4.240799 -1.803509
0.961465 -5.755767 -8.383241 -5.855490 -3.768894 -6.345888 -3.888582 -2.867495 -5.106768 -2.872555 -1.705183 -4.240320 -1.799697
0.956793 -5.750090 -8.378655 -5.850019 -3.765939 -6.341647 -3.885458 -2.864758 -5.108442 -2.870427 -1.701562 -4.239841 -1.795885
0.952132 -5.744413 -8.374070 -5.844549 -3.762984 -6.337407 -3.882335 -2.862020 -5.110115 -2.868300 -1.697941 -4.239362 -1.792073
0.947482 -5.738735 -8.369484 -5.839078 -3.760030 -6.333166 -3.879211 -2.859283 -5.111789 -2.866172 -1.694320 -4.238883 -1.788260
0.942843 -5.733156 -8.363183 -5.833242 -3.757198 -6.333198 -3.876203 -2.856427 -5.113904 -2.863294 -1.690842 -4.239930 -1.785157
0.938215 -5.727603 -8.356432 -5.827310 -3.754398 -6.334352 -3.873225 -2.853540 -5.116135 -2.860218 -1.687403 -4.241379 -1.782239
0.933599 -5.722050 -8.349681 -5.821378 -3.751598 -6.335506 -3.870248 -2.850653 -5.118366 -2.857142 -1.683964 -4.242827 -1.779322
0.928993 -5.716497 -8.342930 -5.815446 -3.748798 -6.336660 -3.867270 -2.847765 -5.120597 -2.854067 -1.680525 -4.244276 -1.776405
0.924398 -5.710944 -8.336179 -5.809515 -3.745998 -6.337814 -3.864292 -2.844878 -5.122828 -2.850991 -1.677086 -4.245724 -1.773487
0.919814 -5.705391 -8.329427 -5.803583 -3.743198 -6.338968 -3.861315 -2.841991 -5.125059 -2.847915 -1.673646 -4.247173 -1.770570
0.915242 -5.699875 -8.322596 -5.797745 -3.740443 -6.338151 -3.858379 -2.839066 -5.126918 -2.844913 -1.670257 -4.247478 -1.767781
0.910680 -5.694448 -8.315573 -5.792128 -3.737794 -6.332669 -3.855545 -2.836051 -5.127895 -2.842083 -1.666988 -4.245075 -1.765296
0.906128 -5.689021 -8.308550 -5.786511 -3.735146 -6.327187 -3.852710 -2.833037 -5.128873 -2.839253 -1.663719 -4.242672 -1.762811
0.901588 -5.683594 -8.301527 -5.780894 -3.732497 -6.321705 -3.849875 -2.830022 -5.129851 -2.836423 -1.660450 -4.240269 -1.760325
0.897059 -5.678166 -8.294505 -5.775277 -3.729849 -6.316222 -3.847040 -2.827007 -5.130828 -2.833593 -1.657180 -4.237865 -1.757840
0.892540 -5.672739 -8.287482 -5.769660 -3.727201 -6.310740 -3.844205 -2.823992 -5.131806 -2.830763 -1.653911 -4.235462 -1.755355
0.888032 -5.667312 -8.280459 -5.764044 -3.724552 -6.305258 -3.841370 -2.820977 -5.132784 -2.827933 -1.650642 -4.233059 -1.752870
0.883535 -5.661955 -8.277017 -5.758821 -3.722140 -6.298064 -3.838589 -2.817847 -5.130709 -2.824551 -1.647492 -4.228911 -1.750278
0.879048 -5.656617 -8.274459 -5.753696 -3.719786 -6.290448 -3.835820 -2.814688 -5.127880 -2.821033 -1.644371 -4.224332 -1.747659
0.874572 -5.651278 -8.271901 -5.748570 -3.717433 -6.282832 -3.833051 -2.811529 -5.125051 -2.817515 -1.641250 -4.219753 -1.745041
0.870107 -5.645939 -8.269344 -5.743445 -3.715079 -6.275216 -3.830283 -2.808370 -5.122223 -2.813996 -1.638129 -4.215173 -1.742422
0.865653 -5.640600 -8.266786 -5.738320 -3.712725 -6.267599 -3.827514 -2.805211 -5.119394 -2.810478 -1.635008 -4.210594 -1.739804
0.861209 -5.635261 -8.264228 -5.733194 -3.710371 -6.259983 -3.824745 -2.802052 -5.116565 -2.806960 -1.631886 -4.206015 -1.737185
0.856776 -5.629979 -8.260906 -5.728128 -3.708172 -6.254599 -3.822097 -2.798884 -5.113339 -2.803588 -1.628815 -4.202297 -1.734608
0.852353 -5.624826 -8.255855 -5.723195 -3.706322 -6.254263 -3.819722 -2.795693 -5.109217 -2.800544 -1.625857 -4.200528 -1.732123
0.847941 -5.619673 -8.250805 -5.718263 -3.704471 -6.253927 -3.817346 -2.792503 -5.105094 -2.797500 -1.622898 -4.198759 -1.729638
0.843539 -5.614519 -8.245754 -5.713330 -3.702621 -6.253590 -3.814970 -2.789313 -5.100971 -2.794457 -1.619939 -4.196990 -1.727153
0.839148 -5.609366 -8.240704 -5.708397 -3.700771 -6.253254 -3.812595 -2.786122 -5.096848 -2.791413 -1.616981 -4.195221 -1.724668
0.834767 -5.604213 -8.235653 -5.703465 -3.698921 -6.252918 -3.810219 -2.782932 -5.092725 -2.788370 -1.614022 -4.193453 -1.722183
0.830397 -5.599060 -8.230602 -5.698532 -3.697070 -6.252581 -3.807844 -2.779741 -5.088603 -2.785326 -1.611063 -4.191684 -1.719698
0.826037 -5.594024 -8.223775 -5.693786 -3.695340 -6.251798 -3.805572 -2.776504 -5.085140 -2.782982 -1.608221 -4.191740 -1.717313
0.821687 -5.589015 -8.216535 -5.689082 -3.693637 -6.250912 -3.803324 -2.773255 -5.081830 -2.780800 -1.605405 -4.192219 -1.714951
0.817348 -5.584006 -8.209295 -5.684379 -3.691934 -6.250025 -3.801076 -2.770006 -5.078520 -2.778617 -1.602589 -4.192698 -1.712589
0.813019 -5.578997 -8.202056 -5.679676 -3.690232 -6.249139 -3.798828 -2.766758 -5.075210 -2.776435 -1.599774 -4.193177 -1.710227
0.808701 -5.573989 -8.194816 -5.674973 -3.688529 -6.248252 -3.796580 -2.763509 -5.071900 -2.774253 -1.596958 -4.193657 -1.707865
0.804392 -5.568980 -8.187576 -5.670270 -3.686827 -6.247366 -3.794332 -2.760260 -5.068590 -2.772071 -1.594142 -4.194136 -1.705503
0.800095 -5.564018 -8.180030 -5.665412 -3.685171 -6.245523 -3.792124 -2.756999 -5.065344 -2.769994 -1.591449 -4.192941 -1.703252
0.795807 -5.559158 -8.171820 -5.660222 -3.683616 -6.241615 -3.790004 -2.753711 -5.062237 -2.768146 -1.589021 -4.188132 -1.701239
0.791529 -5.554299 -8.163610 -5.655032 -3.682062 -6.237706 -3.787884 -2.750423 -5.059130 -2.766298 -1.586593 -4.183322 -1.699226
0.787262 -5.549439 -8.155401 -5.649842 -3.680508 -6.233798 -3.785764 -2.747135 -5.056023 -2.764450 -1.584165 -4.178513 -1.697214
0.783005 -5.544579 -8.147191 -5.644652 -3.678953 -6.229890 -3.783644 -2.743848 -5.052916 -2.762602 -1.581737 -4.173704 -1.695201
0.778758 -5.539719 -8.138981 -5.639462 -3.677399 -6.225982 -3.781524 -2.740560 -5.049809 -2.760754 -1.579308 -4.168895 -1.693189
0.774521 -5.534859 -8.130772 -5.634272 -3.675845 -6.222074 -3.779404 -2.737272 -5.046701 -2.758906 -1.576880 -4.164085 -1.691176
0.770294 -5.530124 -8.124739 -5.629891 -3.674413 -6.218322 -3.777263 -2.733966 -5.043920 -2.756870 -1.574606 -4.161948 -1.688984
0.766077 -5.525417 -8.119180 -5.625685 -3.673009 -6.214604 -3.775119 -2.730656 -5.041208 -2.754792 -1.572365 -4.160390 -1.686753
0.761871 -5.520710 -8.113620 -5.621480 -3.671604 -6.210886 -3.772974 -2.727346 -5.038497 -2.752715 -1.570125 -4.158833 -1.684523
0.757674 -5.516003 -8.108060 -5.617275 -3.670200 -6.207168 -3.770829 -2.724036 -5.035786 -2.750637 -1.567884 -4.157276 -1.682292
0.753487 -5.511295 -8.102501 -5.613069 -3.668795 -6.203450 -3.768684 -2.720726 -5.033075 -2.748560 -1.565643 -4.155718 -1.680061
0.749310 -5.506588 -8.096941 -5.608864 -3.667391 -6.199732 -3.766539 -2.717416 -5.030364 -2.746482 -1.563402 -4.154161 -1.677831
0.745144 -5.501933 -8.090207 -5.604619 -3.666035 -6.195211 -3.764504 -2.714105 -5.027344 -2.744272 -1.561196 -4.152560 -1.675911
0.740987 -5.497383 -8.081049 -5.600295 -3.664782 -6.189034 -3.762695 -2.710789 -5.023687 -2.741790 -1.559061 -4.150868 -1.674632
0.736840 -5.492834 -8.071891 -5.595971 -3.663529 -6.182857 -3.760885 -2.707474 -5.020029 -2.739308 -1.556926 -4.149177 -1.673353
0.732703 -5.488284 -8.062733 -5.591647 -3.662276 -6.176679 -3.759076 -2.704158 -5.016372 -2.736825 -1.554791 -4.147486 -1.672074
0.728576 -5.483735 -8.053575 -5.587323 -3.661023 -6.170502 -3.757267 -2.700843 -5.012715 -2.734343 -1.552656 -4.145794 -1.670795
0.724458 -5.479185 -8.044418 -5.582999 -3.659770 -6.164325 -3.755457 -2.697527 -5.009058 -2.731860 -1.550521 -4.144103 -1.669516
0.720351 -5.474636 -8.035260 -5.578675 -3.658517 -6.158148 -3.753648 -2.694212 -5.005401 -2.729378 -1.548385 -4.142411 -1.668237
0.716253 -5.470221 -8.025924 -5.574210 -3.657392 -6.151796 -3.752120 -2.690903 -5.001440 -2.726395 -1.546334 -4.136726 -1.666808
0.712165 -5.465833 -8.016553 -5.569717 -3.656294 -6.145409 -3.750650 -2.687596 -4.997417 -2.723311 -1.544299 -4.130230 -1.665349
0.708087 -5.461445 -8.007181 -5.565224 -3.655195 -6.139022 -3.749179 -2.684289 -4.993393 -2.720226 -1.542263 -4.123734 -1.663889
0.704018 -5.457058 -7.997809 -5.560731 -3.654097 -6.132634 -3.747708 -2.680981 -4.989370 -2.717142 -1.540228 -4.117238 -1.662430
0.699959 -5.452670 -7.988438 -5.556238 -3.652999 -6.126247 -3.746238 -2.677674 -4.985347 -2.714058 -1.538193 -4.110741 -1.660971
0.695910 -5.448282 -7.979066 -5.551745 -3.651900 -6.119860 -3.744767 -2.674367 -4.981324 -2.710973 -1.536158 -4.104245 -1.659512
0.691870 -5.443950 -7.972228 -5.547570 -3.650853 -6.114011 -3.743476 -2.671064 -4.977924 -2.708068 -1.534155 -4.097708 -1.658030
0.687840 -5.439725 -7.970388 -5.544023 -3.649907 -6.109225 -3.742539 -2.667771 -4.975753 -2.705517 -1.532215 -4.091089 -1.656503
0.683820 -5.435500 -7.968548 -5.540477 -3.648961 -6.104439 -3.741601 -2.664477 -4.973583 -2.702966 -1.530274 -4.084470 -1.654976
0.679809 -5.431275 -7.966708 -5.536930 -3.648015 -6.099654 -3.740664 -2.661184 -4.971412 -2.700414 -1.528334 -4.077851 -1.653449
0.675808 -5.427050 -7.964868 -5.533383 -3.647069 -6.094868 -3.739726 -2.657890 -4.969242 -2.697863 -1.526393 -4.071232 -1.651922
0.671816 -5.422826 -7.963028 -5.529837 -3.646124 -6.090082 -3.738789 -2.654597 -4.967071 -2.695312 -1.524453 -4.064613 -1.650396
0.667834 -5.418601 -7.961188 -5.526290 -3.645178 -6.085296 -3.737852 -2.651304 -4.964900 -2.692760 -1.522512 -4.057994 -1.648869
0.663861 -5.414516 -7.958854 -5.521616 -3.644363 -6.081423 -3.736791 -2.647944 -4.961445 -2.689798 -1.520647 -4.051363 -1.647433
0.659898 -5.410458 -7.956427 -5.516729 -3.643573 -6.077723 -3.735708 -2.644573 -4.957747 -2.686759 -1.518796 -4.044728 -1.646014
0.655944 -5.406400 -7.954000 -5.511842 -3.642783 -6.074023 -3.734625 -2.641201 -4.954048 -2.683719 -1.516946 -4.038094 -1.644595
0.652000 -5.402342 -7.951573 -5.506955 -3.641993 -6.070323 -3.733541 -2.637830 -4.950350 -2.680680 -1.515095 -4.031460 -1.643176
0.648065 -5.398284 -7.949146 -5.502068 -3.641203 -6.066623 -3.732458 -2.634458 -4.946652 -2.677640 -1.513244 -4.024826 -1.641757
0.644139 -5.394226 -7.946719 -5.497181 -3.640414 -6.062923 -3.731375 -2.631086 -4.942954 -2.674601 -1.511393 -4.018191 -1.640339
0.640223 -5.390233 -7.943095 -5.492618 -3.639683 -6.059826 -3.730337 -2.627741 -4.939259 -2.671765 -1.509574 -4.014646 -1.638944
0.636316 -5.386361 -7.937212 -5.488668 -3.639063 -6.057867 -3.729386 -2.624446 -4.935571 -2.669315 -1.507814 -4.016926 -1.637595
0.632419 -5.382490 -7.931329 -5.484718 -3.638443 -6.055908 -3.728435 -2.621151 -4.931882 -2.666865 -1.506054 -4.019206 -1.636246
0.628530 -5.378619 -7.925446 -5.480768 -3.637823 -6.053949 -3.727484 -2.617856 -4.928193 -2.664415 -1.504294 -4.021486 -1.634897
0.624651 -5.374748 -7.919563 -5.476818 -3.637204 -6.051990 -3.726532 -2.614560 -4.924505 -2.661965 -1.502534 -4.023767 -1.633549
0.620781 -5.370877 -7.913680 -5.472869 -3.636584 -6.050031 -3.725581 -2.611265 -4.920816 -2.659515 -1.500774 -4.026047 -1.632200
0.616921 -5.367005 -7.907798 -5.468919 -3.635964 -6.048072 -3.724630 -2.607970 -4.917127 -2.657065 -1.499014 -4.028327 -1.630851
0.613069 -5.363288 -7.901763 -5.465138 -3.635487 -6.043011 -3.723307 -2.604779 -4.913448 -2.654678 -1.497325 -4.025385 -1.629245
0.609227 -5.359598 -7.895702 -5.461387 -3.635035 -6.037407 -3.721920 -2.601607 -4.909771 -2.652302 -1.495649 -4.021532 -1.627594
0.605394 -5.355908 -7.889640 -5.457636 -3.634583 -6.031804 -3.720533 -2.598434 -4.906093 -2.649926 -1.493972 -4.017679 -1.625942
0.601570 -5.352218 -7.883579 -5.453885 -3.634131 -6.026201 -3.719145 -2.595262 -4.902416 -2.647550 -1.492296 -4.013825 -1.624291
0.597755 -5.348528 -7.877518 -5.450133 -3.633679 -6.020598 -3.717758 -2.592089 -4.898738 -2.645173 -1.490620 -4.009972 -1.622640
0.593949 -5.344838 -7.871457 -5.446382 -3.633227 -6.014994 -3.716371 -2.588917 -4.895061 -2.642797 -1.488943 -4.006119 -1.620989
0.590153 -5.341214 -7.864864 -5.442713 -3.632836 -6.009366 -3.714936 -2.585787 -4.892161 -2.640257 -1.487295 -4.002105 -1.619372
0.586365 -5.337710 -7.857313 -5.439193 -3.632555 -6.003693 -3.713416 -2.582735 -4.890666 -2.637422 -1.485700 -3.997802 -1.617818
0.582586 -5.334206 -7.849761 -5.435673 -3.632274 -5.998019 -3.711896 -2.579682 -4.889172 -2.634586 -1.484104 -3.993499 -1.616265
0.578817 -5.330702 -7.842209 -5.432152 -3.631993 -5.992346 -3.710377 -2.576630 -4.887678 -2.631750 -1.482508 -3.989197 -1.614711
0.575056 -5.327198 -7.834657 -5.428632 -3.631712 -5.986673 -3.708857 -2.573578 -4.886184 -2.628914 -1.480912 -3.984894 -1.613157
0.571304 -5.323694 -7.827105 -5.425111 -3.631430 -5.980999 -3.707337 -2.570526 -4.884689 -2.626079 -1.479316 -3.980591 -1.611603
0.567562 -5.320190 -7.819554 -5.421591 -3.631149 -5.975326 -3.705817 -2.567473 -4.883195 -2.623243 -1.477720 -3.976288 -1.610049
0.563828 -5.316851 -7.813642 -5.417828 -3.631020 -5.969692 -3.704287 -2.564526 -4.877950 -2.620321 -1.476191 -3.971055 -1.608381
0.560103 -5.313539 -7.807995 -5.414027 -3.630915 -5.964063 -3.702755 -2.561594 -4.872101 -2.617386 -1.474673 -3.965673 -1.606693
0.556387 -5.310226 -7.802347 -5.410226 -3.630809 -5.958435 -3.701224 -2.558663 -4.866252 -2.614451 -1.473155 -3.960290 -1.605006
0.552680 -5.306914 -7.796700 -5.406424 -3.630704 -5.952807 -3.699692 -2.555732 -4.860403 -2.611515 -1.471636 -3.954908 -1.603319
0.548981 -5.303602 -7.791052 -5.402623 -3.630599 -5.947179 -3.698160 -2.552801 -4.854554 -2.608580 -1.470118 -3.949526 -1.601632
0.545292 -5.300289 -7.785405 -5.398821 -3.630494 -5.941551 -3.696629 -2.549870 -4.848705 -2.605645 -1.468600 -3.944143 -1.599944
0.541611 -5.297049 -7.778999 -5.395134 -3.630455 -5.938670 -3.695395 -2.546981 -4.843651 -2.602896 -1.467113 -3.938754 -1.598185
0.537939 -5.293933 -7.771281 -5.391645 -3.630530 -5.940542 -3.694677 -2.544165 -4.839974 -2.600471 -1.465678 -3.933353 -1.596300
0.534275 -5.290818 -7.763562 -5.388156 -3.630606 -5.942413 -3.693960 -2.541349 -4.836298 -2.598045 -1.464244 -3.927953 -1.594416
0.530621 -5.287703 -7.755844 -5.384667 -3.630681 -5.944285 -3.693242 -2.538533 -4.832621 -2.595620 -1.462810 -3.922552 -1.592531
0.526975 -5.284587 -7.748126 -5.381178 -3.630756 -5.946156 -3.692524 -2.535716 -4.828944 -2.593195 -1.461375 -3.917152 -1.590647
0.523338 -5.281472 -7.740407 -5.377689 -3.630832 -5.948028 -3.691806 -2.532900 -4.825267 -2.590769 -1.459941 -3.911751 -1.588762
0.519709 -5.278356 -7.732689 -5.374200 -3.630907 -5.949900 -3.691089 -2.530084 -4.821590 -2.588344 -1.458507 -3.906350 -1.586878
0.516089 -5.275418 -7.724799 -5.370905 -3.631145 -5.953193 -3.690636 -2.527368 -4.818082 -2.585537 -1.457262 -3.906089 -1.585229
0.512478 -5.272505 -7.716884 -5.367638 -3.631407 -5.956698 -3.690222 -2.524667 -4.814599 -2.582674 -1.456046 -3.906589 -1.583616
0.508875 -5.269593 -7.708969 -5.364372 -3.631670 -5.960202 -3.689808 -2.521966 -4.811115 -2.579811 -1.454829 -3.907089 -1.582002
0.505281 -5.266680 -7.701053 -5.361105 -3.631932 -5.963706 -3.689394 -2.519265 -4.807632 -2.576948 -1.453613 -3.907589 -1.580388
0.501696 -5.263768 -7.693138 -5.357839 -3.632194 -5.967210 -3.688980 -2.516563 -4.804149 -2.574084 -1.452396 -3.908089 -1.578774
0.498119 -5.260856 -7.685223 -5.354573 -3.632457 -5.970715 -3.688566 -2.513862 -4.800666 -2.571221 -1.451180 -3.908589 -1.577161
0.494551 -5.258022 -7.677346 -5.351379 -3.632791 -5.973288 -3.688104 -2.511202 -4.797829 -2.569103 -1.449986 -3.908287 -1.575572
0.490991 -5.255320 -7.669531 -5.348306 -3.633246 -5.974319 -3.687562 -2.508611 -4.796063 -2.568218 -1.448830 -3.906653 -1.574027
0.487439 -5.252618 -7.661717 -5.345233 -3.633700 -5.975349 -3.687020 -2.506020 -4.794298 -2.567334 -1.447674 -3.905019 -1.572481
0.483896 -5.249916 -7.653903 -5.342160 -3.634154 -5.976380 -3.686479 -2.503428 -4.792532 -2.566450 -1.446517 -3.903386 -1.570936
0.480362 -5.247213 -7.646088 -5.339087 -3.634609 -5.977411 -3.685937 -2.500837 -4.790767 -2.565565 -1.445361 -3.901752 -1.569390
0.476835 -5.244511 -7.638274 -5.336014 -3.635063 -5.978441 -3.685395 -2.498246 -4.789001 -2.564681 -1.444205 -3.900118 -1.567844
0.473318 -5.241809 -7.630460 -5.332940 -3.635517 -5.979472 -3.684853 -2.495654 -4.787236 -2.563797 -1.443049 -3.898485 -1.566299
0.469808 -5.239308 -7.622749 -5.330051 -3.636148 -5.975184 -3.684500 -2.493158 -4.781854 -2.561262 -1.441943 -3.892678 -1.564811
0.466307 -5.236834 -7.615052 -5.327187 -3.636803 -5.970180 -3.684172 -2.490675 -4.775984 -2.558504 -1.440845 -3.886309 -1.563330
0.462815 -5.234361 -7.607354 -5.324323 -3.637458 -5.965175 -3.683845 -2.488192 -4.770114 -2.555746 -1.439747 -3.879940 -1.561850
0.459330 -5.231887 -7.599657 -5.321459 -3.638113 -5.960170 -3.683517 -2.485709 -4.764244 -2.552988 -1.438648 -3.873571 -1.560370
0.455854 -5.229413 -7.591960 -5.318594 -3.638768 -5.955166 -3.683190 -2.483226 -4.758374 -2.550230 -1.437550 -3.867202 -1.558889
0.452386 -5.226940 -7.584263 -5.315730 -3.639422 -5.950161 -3.682862 -2.480743 -4.752504 -2.547472 -1.436452 -3.860833 -1.557409
0.448927 -5.224677 -7.577086 -5.313067 -3.640156 -5.945767 -3.683074 -2.478299 -4.747203 -2.544771 -1.435374 -3.854445 -1.555952
0.445476 -5.222752 -7.570738 -5.310724 -3.641014 -5.942346 -3.684143 -2.475917 -4.742809 -2.542160 -1.434330 -3.848027 -1.554531
0.442033 -5.220826 -7.564390 -5.308381 -3.641872 -5.938926 -3.685213 -2.473535 -4.738414 -2.539548 -1.433285 -3.841609 -1.553111
0.438598 -5.218900 -7.558042 -5.306038 -3.642731 -5.935505 -3.686282 -2.471153 -4.734020 -2.536937 -1.432240 -3.835191 -1.551691
0.435171 -5.216974 -7.551694 -5.303696 -3.643589 -5.932084 -3.687352 -2.468771 -4.729626 -2.534325 -1.431196 -3.828773 -1.550270
0.431753 -5.215049 -7.545346 -5.301353 -3.644447 -5.928663 -3.688421 -2.466389 -4.725231 -2.531714 -1.430151 -3.822354 -1.548850
0.428342 -5.213123 -7.538998 -5.299010 -3.645306 -5.925242 -3.689491 -2.464006 -4.720837 -2.529102 -1.429106 -3.815936 -1.547430
0.424940 -5.211396 -7.537219 -5.296841 -3.646351 -5.920550 -3.690221 -2.461710 -4.716392 -2.526651 -1.428107 -3.809471 -1.546109
0.421546 -5.209693 -7.536000 -5.294693 -3.647420 -5.915703 -3.690908 -2.459425 -4.711942 -2.524220 -1.427113 -3.803000 -1.544801
0.418160 -5.207990 -7.534780 -5.292545 -3.648488 -5.910856 -3.691596 -2.457139 -4.707491 -2.521789 -1.426119 -3.796529 -1.543493
0.414782 -5.206287 -7.533561 -5.290397 -3.649556 -5.906009 -3.692284 -2.454853 -4.703040 -2.519358 -1.425125 -3.790058 -1.542185
0.411412 -5.204584 -7.532341 -5.288249 -3.650625 -5.901162 -3.692972 -2.452567 -4.698590 -2.516927 -1.424131 -3.783587 -1.540876
0.408050 -5.202881 -7.531122 -5.286101 -3.651693 -5.896315 -3.693660 -2.450282 -4.694139 -2.514495 -1.423137 -3.777116 -1.539568
0.404696 -5.201273 -7.529947 -5.284037 -3.652854 -5.891660 -3.694049 -2.448036 -4.689667 -2.512381 -1.422164 -3.771096 -1.538467
0.401350 -5.199811 -7.528838 -5.282099 -3.654157 -5.887299 -3.693981 -2.445852 -4.685162 -2.510749 -1.421221 -3.765763 -1.537681
