#Average black hole Eddington ratio (eta_avg) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity,
#with a redshift-independent black hole mass--galaxy bulge mass relation.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(eta_avg)[Msun]
7.790705 11.500000 -0.041211
7.790705 11.550000 -0.039216
7.790705 11.600000 -0.037222
7.790705 11.650000 -0.035228
7.790705 11.700000 -0.033234
7.790705 11.750000 -0.030590
7.790705 11.800000 -0.027947
7.790705 11.850000 -0.025304
7.790705 11.900000 -0.022660
7.790705 11.950000 -0.019235
7.790705 12.000000 -0.015809
7.745201 11.000000 -0.064219
7.745201 11.050000 -0.063204
7.745201 11.100000 -0.062189
7.745201 11.150000 -0.060917
7.745201 11.200000 -0.059646
7.745201 11.250000 -0.058374
7.745201 11.300000 -0.057102
7.745201 11.350000 -0.055487
7.745201 11.400000 -0.053871
7.745201 11.450000 -0.052256
7.745201 11.500000 -0.050640
7.745201 11.550000 -0.048556
7.745201 11.600000 -0.046471
7.745201 11.650000 -0.044387
7.745201 11.700000 -0.042303
7.745201 11.750000 -0.039576
7.745201 11.800000 -0.036849
7.745201 11.850000 -0.034123
7.745201 11.900000 -0.031396
7.745201 11.950000 -0.027898
7.745201 12.000000 -0.024401
7.745201 12.050000 -0.020903
7.700397 11.000000 -0.073426
7.700397 11.050000 -0.072300
7.700397 11.100000 -0.071174
7.700397 11.150000 -0.069791
7.700397 11.200000 -0.068407
7.700397 11.250000 -0.067023
7.700397 11.300000 -0.065639
7.700397 11.350000 -0.063913
7.700397 11.400000 -0.062186
7.700397 11.450000 -0.060460
7.700397 11.500000 -0.058734
7.700397 11.550000 -0.056544
7.700397 11.600000 -0.054353
7.700397 11.650000 -0.052163
7.700397 11.700000 -0.049973
7.700397 11.750000 -0.047150
7.700397 11.800000 -0.044326
7.700397 11.850000 -0.041502
7.700397 11.900000 -0.038678
7.700397 11.950000 -0.035094
7.700397 12.000000 -0.031510
7.700397 12.050000 -0.027925
7.655592 11.000000 -0.082632
7.655592 11.050000 -0.081396
7.655592 11.100000 -0.080160
7.655592 11.150000 -0.078664
7.655592 11.200000 -0.077168
7.655592 11.250000 -0.075672
7.655592 11.300000 -0.074176
7.655592 11.350000 -0.072339
7.655592 11.400000 -0.070501
7.655592 11.450000 -0.068664
7.655592 11.500000 -0.066827
7.655592 11.550000 -0.064531
7.655592 11.600000 -0.062236
7.655592 11.650000 -0.059940
7.655592 11.700000 -0.057644
7.655592 11.750000 -0.054723
7.655592 11.800000 -0.051802
7.655592 11.850000 -0.048881
7.655592 11.900000 -0.045961
7.655592 11.950000 -0.042290
7.655592 12.000000 -0.038619
7.655592 12.050000 -0.034948
7.610788 11.000000 -0.091839
7.610788 11.050000 -0.090492
7.610788 11.100000 -0.089145
7.610788 11.150000 -0.087537
7.610788 11.200000 -0.085929
7.610788 11.250000 -0.084321
7.610788 11.300000 -0.082713
7.610788 11.350000 -0.080765
7.610788 11.400000 -0.078817
7.610788 11.450000 -0.076869
7.610788 11.500000 -0.074921
7.610788 11.550000 -0.072519
7.610788 11.600000 -0.070118
7.610788 11.650000 -0.067716
7.610788 11.700000 -0.065315
7.610788 11.750000 -0.062297
7.610788 11.800000 -0.059279
7.610788 11.850000 -0.056261
7.610788 11.900000 -0.053243
7.610788 11.950000 -0.049485
7.610788 12.000000 -0.045728
7.610788 12.050000 -0.041970
7.610788 12.100000 -0.038213
7.566672 11.000000 -0.100053
7.566672 11.050000 -0.098580
7.566672 11.100000 -0.097107
7.566672 11.150000 -0.095372
7.566672 11.200000 -0.093637
7.566672 11.250000 -0.091902
7.566672 11.300000 -0.090168
7.566672 11.350000 -0.088096
7.566672 11.400000 -0.086024
7.566672 11.450000 -0.083953
7.566672 11.500000 -0.081881
7.566672 11.550000 -0.079363
7.566672 11.600000 -0.076845
7.566672 11.650000 -0.074326
7.566672 11.700000 -0.071808
7.566672 11.750000 -0.068684
7.566672 11.800000 -0.065560
7.566672 11.850000 -0.062436
7.566672 11.900000 -0.059313
7.566672 11.950000 -0.055460
7.566672 12.000000 -0.051608
7.566672 12.050000 -0.047756
7.566672 12.100000 -0.043903
