#Average average specific black hole accretion rate (SBHAR) to specific star formation rate (SSFR) ratio as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(SBHAR/SSFR)
0.301241 13.350000 -0.206829
0.301241 13.400000 -0.145418
0.301241 13.450000 -0.084003
0.301241 13.500000 -0.022591
0.301241 13.550000 0.042830
0.301241 13.600000 0.108252
0.301241 13.650000 0.173674
0.301241 13.700000 0.239095
0.301241 13.750000 0.305428
0.301241 13.800000 0.371760
0.301241 13.850000 0.438095
0.301241 13.900000 0.504427
0.301241 13.950000 0.570789
0.301241 14.000000 0.637151
0.301241 14.050000 0.703512
0.301241 14.100000 0.769875
0.301241 14.150000 0.835915
0.301241 14.200000 0.901955
0.301241 14.250000 0.967997
0.301241 14.300000 1.034037
0.301241 14.350000 1.099502
0.301241 14.400000 1.164968
0.301241 14.450000 1.230432
0.301241 14.500000 1.295898
0.301241 14.550000 1.360642
0.301241 14.600000 1.425385
0.301241 14.650000 1.490127
0.301241 14.700000 1.554871
0.301241 14.750000 1.618882
0.301241 14.800000 1.682893
0.301241 14.850000 1.746905
0.301241 14.900000 1.810916
0.301241 14.950000 1.874271
0.294574 11.000000 -0.131447
0.294574 11.050000 -0.138540
0.294574 11.100000 -0.145633
0.294574 11.150000 -0.154612
0.294574 11.200000 -0.163592
0.294574 11.250000 -0.172571
0.294574 11.300000 -0.181552
0.294574 11.350000 -0.191652
0.294574 11.400000 -0.201753
0.294574 11.450000 -0.211853
0.294574 11.500000 -0.221955
0.294574 11.550000 -0.231760
0.294574 11.600000 -0.241565
0.294574 11.650000 -0.251372
0.294574 11.700000 -0.261177
0.294574 11.750000 -0.271026
0.294574 11.800000 -0.280874
0.294574 11.850000 -0.290723
0.294574 11.900000 -0.300572
0.294574 11.950000 -0.312243
0.294574 12.000000 -0.323915
0.294574 12.050000 -0.335586
0.294574 12.100000 -0.347258
0.294574 12.150000 -0.361656
0.294574 12.200000 -0.376056
0.294574 12.250000 -0.390455
0.294574 12.300000 -0.404854
0.294574 12.350000 -0.421580
0.294574 12.400000 -0.438307
0.294574 12.450000 -0.455033
0.294574 12.500000 -0.471759
0.294574 12.550000 -0.487349
0.294574 12.600000 -0.502938
0.294574 12.650000 -0.518528
0.294574 12.700000 -0.534116
0.294574 12.750000 -0.538007
0.294574 12.800000 -0.541899
0.294574 12.850000 -0.545789
0.294574 12.900000 -0.549679
0.294574 12.950000 -0.527563
0.294574 13.000000 -0.505450
0.294574 13.050000 -0.483333
0.294574 13.100000 -0.461220
0.294574 13.150000 -0.412717
0.294574 13.200000 -0.364215
0.294574 13.250000 -0.315713
0.294574 13.300000 -0.267210
0.294574 13.350000 -0.205638
0.294574 13.400000 -0.144063
0.294574 13.450000 -0.082491
0.294574 13.500000 -0.020917
0.294574 13.550000 0.044405
0.294574 13.600000 0.109729
0.294574 13.650000 0.175051
0.294574 13.700000 0.240376
0.294574 13.750000 0.306514
0.294574 13.800000 0.372654
0.294574 13.850000 0.438793
0.294574 13.900000 0.504931
0.294574 13.950000 0.571076
0.294574 14.000000 0.637222
0.294574 14.050000 0.703365
0.294574 14.100000 0.769510
0.294574 14.150000 0.835339
0.294574 14.200000 0.901168
0.294574 14.250000 0.966997
0.294574 14.300000 1.032825
0.294574 14.350000 1.098093
0.294574 14.400000 1.163360
0.294574 14.450000 1.228627
0.294574 14.500000 1.293895
0.294574 14.550000 1.358455
0.294574 14.600000 1.423016
0.294574 14.650000 1.487575
0.294574 14.700000 1.552134
0.294574 14.750000 1.615975
0.294574 14.800000 1.679816
0.294574 14.850000 1.743657
0.294574 14.900000 1.807497
0.294574 14.950000 1.870691
0.287908 11.000000 -0.134327
0.287908 11.050000 -0.141453
0.287908 11.100000 -0.148580
0.287908 11.150000 -0.157647
0.287908 11.200000 -0.166713
0.287908 11.250000 -0.175778
0.287908 11.300000 -0.184844
0.287908 11.350000 -0.195048
0.287908 11.400000 -0.205253
0.287908 11.450000 -0.215457
0.287908 11.500000 -0.225663
0.287908 11.550000 -0.235549
0.287908 11.600000 -0.245436
0.287908 11.650000 -0.255322
0.287908 11.700000 -0.265207
0.287908 11.750000 -0.275131
0.287908 11.800000 -0.285055
0.287908 11.850000 -0.294979
0.287908 11.900000 -0.304901
0.287908 11.950000 -0.316692
0.287908 12.000000 -0.328483
0.287908 12.050000 -0.340273
0.287908 12.100000 -0.352064
0.287908 12.150000 -0.366636
0.287908 12.200000 -0.381209
0.287908 12.250000 -0.395782
0.287908 12.300000 -0.410357
0.287908 12.350000 -0.427267
0.287908 12.400000 -0.444179
0.287908 12.450000 -0.461089
0.287908 12.500000 -0.478002
0.287908 12.550000 -0.493628
0.287908 12.600000 -0.509254
0.287908 12.650000 -0.524881
0.287908 12.700000 -0.540508
0.287908 12.750000 -0.543988
0.287908 12.800000 -0.547467
0.287908 12.850000 -0.550947
0.287908 12.900000 -0.554427
0.287908 12.950000 -0.531482
0.287908 13.000000 -0.508537
0.287908 13.050000 -0.485591
0.287908 13.100000 -0.462646
0.287908 13.150000 -0.413529
0.287908 13.200000 -0.364411
0.287908 13.250000 -0.315295
0.287908 13.300000 -0.266178
0.287908 13.350000 -0.204444
0.287908 13.400000 -0.142710
0.287908 13.450000 -0.080978
0.287908 13.500000 -0.019245
0.287908 13.550000 0.045980
0.287908 13.600000 0.111206
0.287908 13.650000 0.176431
0.287908 13.700000 0.241656
0.287908 13.750000 0.307601
0.287908 13.800000 0.373547
0.287908 13.850000 0.439491
0.287908 13.900000 0.505436
0.287908 13.950000 0.571364
0.287908 14.000000 0.637292
0.287908 14.050000 0.703219
0.287908 14.100000 0.769147
0.287908 14.150000 0.834764
0.287908 14.200000 0.900381
0.287908 14.250000 0.965996
0.287908 14.300000 1.031614
0.287908 14.350000 1.096683
0.287908 14.400000 1.161752
0.287908 14.450000 1.226821
0.287908 14.500000 1.291890
0.287908 14.550000 1.356268
0.287908 14.600000 1.420645
0.287908 14.650000 1.485022
0.287908 14.700000 1.549398
0.287908 14.750000 1.613068
0.287908 14.800000 1.676738
0.287908 14.850000 1.740409
0.287908 14.900000 1.804079
0.287908 14.950000 1.867112
0.281241 11.000000 -0.137206
0.281241 11.050000 -0.144366
0.281241 11.100000 -0.151529
0.281241 11.150000 -0.160679
0.281241 11.200000 -0.169832
0.281241 11.250000 -0.178985
0.281241 11.300000 -0.188137
0.281241 11.350000 -0.198445
0.281241 11.400000 -0.208755
0.281241 11.450000 -0.219063
0.281241 11.500000 -0.229372
0.281241 11.550000 -0.239338
0.281241 11.600000 -0.249305
0.281241 11.650000 -0.259271
0.281241 11.700000 -0.269238
0.281241 11.750000 -0.279236
0.281241 11.800000 -0.289235
0.281241 11.850000 -0.299233
0.281241 11.900000 -0.309232
0.281241 11.950000 -0.321141
0.281241 12.000000 -0.333051
0.281241 12.050000 -0.344959
0.281241 12.100000 -0.356870
0.281241 12.150000 -0.371616
0.281241 12.200000 -0.386363
0.281241 12.250000 -0.401110
0.281241 12.300000 -0.415857
0.281241 12.350000 -0.432954
0.281241 12.400000 -0.450050
0.281241 12.450000 -0.467147
0.281241 12.500000 -0.484242
0.281241 12.550000 -0.499907
0.281241 12.600000 -0.515571
0.281241 12.650000 -0.531235
0.281241 12.700000 -0.546900
0.281241 12.750000 -0.549968
0.281241 12.800000 -0.553037
0.281241 12.850000 -0.556106
0.281241 12.900000 -0.559176
0.281241 12.950000 -0.535400
0.281241 13.000000 -0.511626
0.281241 13.050000 -0.487849
0.281241 13.100000 -0.464074
0.281241 13.150000 -0.414341
0.281241 13.200000 -0.364609
0.281241 13.250000 -0.314877
0.281241 13.300000 -0.265144
0.281241 13.350000 -0.203251
0.281241 13.400000 -0.141358
0.281241 13.450000 -0.079464
0.281241 13.500000 -0.017572
0.281241 13.550000 0.047555
0.281241 13.600000 0.112682
0.281241 13.650000 0.177810
0.281241 13.700000 0.242937
0.281241 13.750000 0.308687
0.281241 13.800000 0.374439
0.281241 13.850000 0.440190
0.281241 13.900000 0.505942
0.281241 13.950000 0.571652
0.281241 14.000000 0.637362
0.281241 14.050000 0.703072
0.281241 14.100000 0.768782
0.281241 14.150000 0.834187
0.281241 14.200000 0.899593
0.281241 14.250000 0.964997
0.281241 14.300000 1.030402
0.281241 14.350000 1.095273
0.281241 14.400000 1.160145
0.281241 14.450000 1.225016
0.281241 14.500000 1.289887
0.281241 14.550000 1.354081
0.281241 14.600000 1.418275
0.281241 14.650000 1.482469
0.281241 14.700000 1.546664
0.281241 14.750000 1.610162
0.281241 14.800000 1.673662
0.281241 14.850000 1.737160
0.281241 14.900000 1.800660
0.281241 14.950000 1.863532
0.274677 11.000000 -0.140162
0.274677 11.050000 -0.147375
0.274677 11.100000 -0.154589
0.274677 11.150000 -0.163848
0.274677 11.200000 -0.173107
0.274677 11.250000 -0.182368
0.274677 11.300000 -0.191626
0.274677 11.350000 -0.202060
0.274677 11.400000 -0.212494
0.274677 11.450000 -0.222926
0.274677 11.500000 -0.233360
0.274677 11.550000 -0.243420
0.274677 11.600000 -0.253481
0.274677 11.650000 -0.263541
0.274677 11.700000 -0.273601
0.274677 11.750000 -0.283682
0.274677 11.800000 -0.293761
0.274677 11.850000 -0.303843
0.274677 11.900000 -0.313924
0.274677 11.950000 -0.325958
0.274677 12.000000 -0.337994
0.274677 12.050000 -0.350030
0.274677 12.100000 -0.362066
0.274677 12.150000 -0.376998
0.274677 12.200000 -0.391930
0.274677 12.250000 -0.406862
0.274677 12.300000 -0.421796
0.274677 12.350000 -0.439087
0.274677 12.400000 -0.456380
0.274677 12.450000 -0.473669
0.274677 12.500000 -0.490962
0.274677 12.550000 -0.506651
0.274677 12.600000 -0.522342
0.274677 12.650000 -0.538032
0.274677 12.700000 -0.553723
0.274677 12.750000 -0.556323
0.274677 12.800000 -0.558923
0.274677 12.850000 -0.561523
0.274677 12.900000 -0.564123
0.274677 12.950000 -0.539463
0.274677 13.000000 -0.514803
0.274677 13.050000 -0.490145
0.274677 13.100000 -0.465486
0.274677 13.150000 -0.415140
0.274677 13.200000 -0.364794
0.274677 13.250000 -0.314448
0.274677 13.300000 -0.264103
0.274677 13.350000 -0.202065
0.274677 13.400000 -0.140027
0.274677 13.450000 -0.077989
0.274677 13.500000 -0.015950
0.274677 13.550000 0.049070
0.274677 13.600000 0.114090
0.274677 13.650000 0.179109
0.274677 13.700000 0.244128
0.274677 13.750000 0.309680
0.274677 13.800000 0.375232
0.274677 13.850000 0.440783
0.274677 13.900000 0.506335
0.274677 13.950000 0.571824
0.274677 14.000000 0.637313
0.274677 14.050000 0.702803
0.274677 14.100000 0.768293
0.274677 14.150000 0.833483
0.274677 14.200000 0.898673
0.274677 14.250000 0.963865
0.274677 14.300000 1.029054
0.274677 14.350000 1.093727
0.274677 14.400000 1.158400
0.274677 14.450000 1.223072
0.274677 14.500000 1.287743
0.274677 14.550000 1.351754
0.274677 14.600000 1.415765
0.274677 14.650000 1.479775
0.274677 14.700000 1.543785
0.274677 14.750000 1.607114
0.274677 14.800000 1.670444
0.274677 14.850000 1.733772
0.274677 14.900000 1.797102
0.274677 14.950000 1.859812
0.268113 11.000000 -0.143117
0.268113 11.050000 -0.150384
0.268113 11.100000 -0.157650
0.268113 11.150000 -0.167016
0.268113 11.200000 -0.176383
0.268113 11.250000 -0.185749
0.268113 11.300000 -0.195116
0.268113 11.350000 -0.205674
0.268113 11.400000 -0.216230
0.268113 11.450000 -0.226789
0.268113 11.500000 -0.237346
0.268113 11.550000 -0.247502
0.268113 11.600000 -0.257656
0.268113 11.650000 -0.267811
0.268113 11.700000 -0.277965
0.268113 11.750000 -0.288128
0.268113 11.800000 -0.298291
0.268113 11.850000 -0.308453
0.268113 11.900000 -0.318616
0.268113 11.950000 -0.330778
0.268113 12.000000 -0.342939
0.268113 12.050000 -0.355100
0.268113 12.100000 -0.367261
0.268113 12.150000 -0.382380
0.268113 12.200000 -0.397498
0.268113 12.250000 -0.412615
0.268113 12.300000 -0.427733
0.268113 12.350000 -0.445219
0.268113 12.400000 -0.462707
0.268113 12.450000 -0.480194
0.268113 12.500000 -0.497682
0.268113 12.550000 -0.513397
0.268113 12.600000 -0.529114
0.268113 12.650000 -0.544830
0.268113 12.700000 -0.560547
0.268113 12.750000 -0.562677
0.268113 12.800000 -0.564808
0.268113 12.850000 -0.566938
0.268113 12.900000 -0.569070
0.268113 12.950000 -0.543527
0.268113 13.000000 -0.517984
0.268113 13.050000 -0.492441
0.268113 13.100000 -0.466899
0.268113 13.150000 -0.415939
0.268113 13.200000 -0.364980
0.268113 13.250000 -0.314021
0.268113 13.300000 -0.263061
0.268113 13.350000 -0.200878
0.268113 13.400000 -0.138695
0.268113 13.450000 -0.076511
0.268113 13.500000 -0.014327
0.268113 13.550000 0.050584
0.268113 13.600000 0.115497
0.268113 13.650000 0.180409
0.268113 13.700000 0.245320
0.268113 13.750000 0.310672
0.268113 13.800000 0.376023
0.268113 13.850000 0.441376
0.268113 13.900000 0.506728
0.268113 13.950000 0.571996
0.268113 14.000000 0.637265
0.268113 14.050000 0.702534
0.268113 14.100000 0.767802
0.268113 14.150000 0.832778
0.268113 14.200000 0.897755
0.268113 14.250000 0.962731
0.268113 14.300000 1.027707
0.268113 14.350000 1.092181
0.268113 14.400000 1.156654
0.268113 14.450000 1.221127
0.268113 14.500000 1.285600
0.268113 14.550000 1.349427
0.268113 14.600000 1.413254
0.268113 14.650000 1.477082
0.268113 14.700000 1.540908
0.268113 14.750000 1.604066
0.268113 14.800000 1.667226
0.268113 14.850000 1.730384
0.268113 14.900000 1.793542
0.268113 14.950000 1.856095
0.261548 11.000000 -0.146072
0.261548 11.050000 -0.153391
0.261548 11.100000 -0.160710
0.261548 11.150000 -0.170184
0.261548 11.200000 -0.179658
0.261548 11.250000 -0.189131
0.261548 11.300000 -0.198606
0.261548 11.350000 -0.209288
0.261548 11.400000 -0.219970
0.261548 11.450000 -0.230652
0.261548 11.500000 -0.241335
0.261548 11.550000 -0.251583
0.261548 11.600000 -0.261832
0.261548 11.650000 -0.272080
0.261548 11.700000 -0.282330
0.261548 11.750000 -0.292573
0.261548 11.800000 -0.302818
0.261548 11.850000 -0.313063
0.261548 11.900000 -0.323308
0.261548 11.950000 -0.335595
0.261548 12.000000 -0.347884
0.261548 12.050000 -0.360171
0.261548 12.100000 -0.372458
0.261548 12.150000 -0.387761
0.261548 12.200000 -0.403065
0.261548 12.250000 -0.418367
0.261548 12.300000 -0.433671
0.261548 12.350000 -0.451353
0.261548 12.400000 -0.469036
0.261548 12.450000 -0.486718
0.261548 12.500000 -0.504401
0.261548 12.550000 -0.520143
0.261548 12.600000 -0.535884
0.261548 12.650000 -0.551627
0.261548 12.700000 -0.567370
0.261548 12.750000 -0.569031
0.261548 12.800000 -0.570693
0.261548 12.850000 -0.572354
0.261548 12.900000 -0.574016
0.261548 12.950000 -0.547590
0.261548 13.000000 -0.521163
0.261548 13.050000 -0.494737
0.261548 13.100000 -0.468310
0.261548 13.150000 -0.416738
0.261548 13.200000 -0.365165
0.261548 13.250000 -0.313593
0.261548 13.300000 -0.262020
0.261548 13.350000 -0.199691
0.261548 13.400000 -0.137363
0.261548 13.450000 -0.075034
0.261548 13.500000 -0.012705
0.261548 13.550000 0.052100
0.261548 13.600000 0.116903
0.261548 13.650000 0.181708
0.261548 13.700000 0.246513
0.261548 13.750000 0.311665
0.261548 13.800000 0.376816
0.261548 13.850000 0.441970
0.261548 13.900000 0.507121
0.261548 13.950000 0.572169
0.261548 14.000000 0.637217
0.261548 14.050000 0.702265
0.261548 14.100000 0.767312
0.261548 14.150000 0.832074
0.261548 14.200000 0.896836
0.261548 14.250000 0.961598
0.261548 14.300000 1.026360
0.261548 14.350000 1.090634
0.261548 14.400000 1.154908
0.261548 14.450000 1.219182
0.261548 14.500000 1.283456
0.261548 14.550000 1.347099
0.261548 14.600000 1.410744
0.261548 14.650000 1.474387
0.261548 14.700000 1.538031
0.261548 14.750000 1.601019
0.261548 14.800000 1.664008
0.261548 14.850000 1.726996
0.261548 14.900000 1.789986
0.261548 14.950000 1.852376
0.255085 11.000000 -0.149089
0.255085 11.050000 -0.156486
0.255085 11.100000 -0.163884
0.255085 11.150000 -0.173493
0.255085 11.200000 -0.183104
0.255085 11.250000 -0.192714
0.255085 11.300000 -0.202324
0.255085 11.350000 -0.213162
0.255085 11.400000 -0.223999
0.255085 11.450000 -0.234836
0.255085 11.500000 -0.245673
0.255085 11.550000 -0.256036
0.255085 11.600000 -0.266401
0.255085 11.650000 -0.276765
0.255085 11.700000 -0.287128
0.255085 11.750000 -0.297464
0.255085 11.800000 -0.307800
0.255085 11.850000 -0.318137
0.255085 11.900000 -0.328472
0.255085 11.950000 -0.340895
0.255085 12.000000 -0.353316
0.255085 12.050000 -0.365738
0.255085 12.100000 -0.378160
0.255085 12.150000 -0.393661
0.255085 12.200000 -0.409163
0.255085 12.250000 -0.424665
0.255085 12.300000 -0.440166
0.255085 12.350000 -0.458058
0.255085 12.400000 -0.475948
0.255085 12.450000 -0.493839
0.255085 12.500000 -0.511733
0.255085 12.550000 -0.527487
0.255085 12.600000 -0.543244
0.255085 12.650000 -0.558999
0.255085 12.700000 -0.574756
0.255085 12.750000 -0.575880
0.255085 12.800000 -0.577006
0.255085 12.850000 -0.578131
0.255085 12.900000 -0.579256
0.255085 12.950000 -0.551886
0.255085 13.000000 -0.524513
0.255085 13.050000 -0.497143
0.255085 13.100000 -0.469772
0.255085 13.150000 -0.417582
0.255085 13.200000 -0.365395
0.255085 13.250000 -0.313205
0.255085 13.300000 -0.261018
0.255085 13.350000 -0.198554
0.255085 13.400000 -0.136092
0.255085 13.450000 -0.073629
0.255085 13.500000 -0.011167
0.255085 13.550000 0.053524
0.255085 13.600000 0.118213
0.255085 13.650000 0.182902
0.255085 13.700000 0.247592
0.255085 13.750000 0.312541
0.255085 13.800000 0.377488
0.255085 13.850000 0.442435
0.255085 13.900000 0.507383
0.255085 13.950000 0.572207
0.255085 14.000000 0.637030
0.255085 14.050000 0.701854
0.255085 14.100000 0.766677
0.255085 14.150000 0.831221
0.255085 14.200000 0.895766
0.255085 14.250000 0.960311
0.255085 14.300000 1.024856
0.255085 14.350000 1.088930
0.255085 14.400000 1.153002
0.255085 14.450000 1.217078
0.255085 14.500000 1.281151
0.255085 14.550000 1.344610
0.255085 14.600000 1.408070
0.255085 14.650000 1.471530
0.255085 14.700000 1.534988
0.255085 14.750000 1.597806
0.255085 14.800000 1.660626
0.255085 14.850000 1.723445
0.255085 14.900000 1.786264
0.255085 14.950000 1.848495
0.248622 11.000000 -0.152106
0.248622 11.050000 -0.159580
0.248622 11.100000 -0.167056
0.248622 11.150000 -0.176803
0.248622 11.200000 -0.186549
0.248622 11.250000 -0.196295
0.248622 11.300000 -0.206042
0.248622 11.350000 -0.217035
0.248622 11.400000 -0.228027
0.248622 11.450000 -0.239020
0.248622 11.500000 -0.250012
0.248622 11.550000 -0.260491
0.248622 11.600000 -0.270969
0.248622 11.650000 -0.281448
0.248622 11.700000 -0.291926
0.248622 11.750000 -0.302354
0.248622 11.800000 -0.312781
0.248622 11.850000 -0.323210
0.248622 11.900000 -0.333637
0.248622 11.950000 -0.346193
0.248622 12.000000 -0.358749
0.248622 12.050000 -0.371305
0.248622 12.100000 -0.383862
0.248622 12.150000 -0.399562
0.248622 12.200000 -0.415262
0.248622 12.250000 -0.430961
0.248622 12.300000 -0.446662
0.248622 12.350000 -0.464762
0.248622 12.400000 -0.482862
0.248622 12.450000 -0.500962
0.248622 12.500000 -0.519063
0.248622 12.550000 -0.534831
0.248622 12.600000 -0.550602
0.248622 12.650000 -0.566373
0.248622 12.700000 -0.582141
0.248622 12.750000 -0.582731
0.248622 12.800000 -0.583319
0.248622 12.850000 -0.583908
0.248622 12.900000 -0.584496
0.248622 12.950000 -0.556180
0.248622 13.000000 -0.527864
0.248622 13.050000 -0.499549
0.248622 13.100000 -0.471234
0.248622 13.150000 -0.418429
0.248622 13.200000 -0.365623
0.248622 13.250000 -0.312818
0.248622 13.300000 -0.260014
0.248622 13.350000 -0.197417
0.248622 13.400000 -0.134820
0.248622 13.450000 -0.072223
0.248622 13.500000 -0.009627
0.248622 13.550000 0.054948
0.248622 13.600000 0.119523
0.248622 13.650000 0.184097
0.248622 13.700000 0.248672
0.248622 13.750000 0.313415
0.248622 13.800000 0.378158
0.248622 13.850000 0.442902
0.248622 13.900000 0.507645
0.248622 13.950000 0.572244
0.248622 14.000000 0.636843
0.248622 14.050000 0.701442
0.248622 14.100000 0.766041
0.248622 14.150000 0.830369
0.248622 14.200000 0.894697
0.248622 14.250000 0.959024
0.248622 14.300000 1.023353
0.248622 14.350000 1.087225
0.248622 14.400000 1.151100
0.248622 14.450000 1.214971
0.248622 14.500000 1.278844
0.248622 14.550000 1.342120
0.248622 14.600000 1.405396
0.248622 14.650000 1.468671
0.248622 14.700000 1.531947
0.248622 14.750000 1.594597
0.248622 14.800000 1.657244
0.248622 14.850000 1.719893
0.248622 14.900000 1.782542
0.248622 14.950000 1.844614
0.242158 11.000000 -0.155120
0.242158 11.050000 -0.162676
0.242158 11.100000 -0.170229
0.242158 11.150000 -0.180112
0.242158 11.200000 -0.189996
0.242158 11.250000 -0.199878
0.242158 11.300000 -0.209760
0.242158 11.350000 -0.220907
0.242158 11.400000 -0.232056
0.242158 11.450000 -0.243204
0.242158 11.500000 -0.254350
0.242158 11.550000 -0.264944
0.242158 11.600000 -0.275538
0.242158 11.650000 -0.286130
0.242158 11.700000 -0.296724
0.242158 11.750000 -0.307244
0.242158 11.800000 -0.317763
0.242158 11.850000 -0.328281
0.242158 11.900000 -0.338801
0.242158 11.950000 -0.351492
0.242158 12.000000 -0.364182
0.242158 12.050000 -0.376872
0.242158 12.100000 -0.389564
0.242158 12.150000 -0.405462
0.242158 12.200000 -0.421361
0.242158 12.250000 -0.437259
0.242158 12.300000 -0.453158
0.242158 12.350000 -0.471466
0.242158 12.400000 -0.489775
0.242158 12.450000 -0.508083
0.242158 12.500000 -0.526393
0.242158 12.550000 -0.542177
0.242158 12.600000 -0.557960
0.242158 12.650000 -0.573744
0.242158 12.700000 -0.589528
0.242158 12.750000 -0.589579
0.242158 12.800000 -0.589632
0.242158 12.850000 -0.589684
0.242158 12.900000 -0.589736
0.242158 12.950000 -0.560476
0.242158 13.000000 -0.531215
0.242158 13.050000 -0.501954
0.242158 13.100000 -0.472695
0.242158 13.150000 -0.419274
0.242158 13.200000 -0.365853
0.242158 13.250000 -0.312431
0.242158 13.300000 -0.259011
0.242158 13.350000 -0.196280
0.242158 13.400000 -0.133548
0.242158 13.450000 -0.070819
0.242158 13.500000 -0.008087
0.242158 13.550000 0.056373
0.242158 13.600000 0.120831
0.242158 13.650000 0.185292
0.242158 13.700000 0.249751
0.242158 13.750000 0.314291
0.242158 13.800000 0.378829
0.242158 13.850000 0.443368
0.242158 13.900000 0.507906
0.242158 13.950000 0.572282
0.242158 14.000000 0.636656
0.242158 14.050000 0.701031
0.242158 14.100000 0.765405
0.242158 14.150000 0.829517
0.242158 14.200000 0.893627
0.242158 14.250000 0.957739
0.242158 14.300000 1.021848
0.242158 14.350000 1.085522
0.242158 14.400000 1.149194
0.242158 14.450000 1.212866
0.242158 14.500000 1.276539
0.242158 14.550000 1.339631
0.242158 14.600000 1.402722
0.242158 14.650000 1.465815
0.242158 14.700000 1.528907
0.242158 14.750000 1.591385
0.242158 14.800000 1.653863
0.242158 14.850000 1.716342
0.242158 14.900000 1.778820
0.242158 14.950000 1.840732
0.235794 11.000000 -0.158188
0.235794 11.050000 -0.165846
0.235794 11.100000 -0.173504
0.235794 11.150000 -0.183555
0.235794 11.200000 -0.193604
0.235794 11.250000 -0.203654
0.235794 11.300000 -0.213706
0.235794 11.350000 -0.225042
0.235794 11.400000 -0.236379
0.235794 11.450000 -0.247714
0.235794 11.500000 -0.259049
0.235794 11.550000 -0.269783
0.235794 11.600000 -0.280516
0.235794 11.650000 -0.291248
0.235794 11.700000 -0.301981
0.235794 11.750000 -0.312604
0.235794 11.800000 -0.323226
0.235794 11.850000 -0.333848
0.235794 11.900000 -0.344471
0.235794 11.950000 -0.357305
0.235794 12.000000 -0.370139
0.235794 12.050000 -0.382974
0.235794 12.100000 -0.395807
0.235794 12.150000 -0.411918
0.235794 12.200000 -0.428029
0.235794 12.250000 -0.444141
0.235794 12.300000 -0.460252
0.235794 12.350000 -0.478780
0.235794 12.400000 -0.497310
0.235794 12.450000 -0.515840
0.235794 12.500000 -0.534371
0.235794 12.550000 -0.550146
0.235794 12.600000 -0.565924
0.235794 12.650000 -0.581701
0.235794 12.700000 -0.597478
0.235794 12.750000 -0.596909
0.235794 12.800000 -0.596342
0.235794 12.850000 -0.595773
0.235794 12.900000 -0.595205
0.235794 12.950000 -0.564935
0.235794 13.000000 -0.534665
0.235794 13.050000 -0.504394
0.235794 13.100000 -0.474123
0.235794 13.150000 -0.420087
0.235794 13.200000 -0.366052
0.235794 13.250000 -0.312018
0.235794 13.300000 -0.257982
0.235794 13.350000 -0.195133
0.235794 13.400000 -0.132284
0.235794 13.450000 -0.069435
0.235794 13.500000 -0.006586
0.235794 13.550000 0.057748
0.235794 13.600000 0.122082
0.235794 13.650000 0.186417
0.235794 13.700000 0.250751
0.235794 13.750000 0.315077
0.235794 13.800000 0.379405
0.235794 13.850000 0.443732
0.235794 13.900000 0.508057
0.235794 13.950000 0.572203
0.235794 14.000000 0.636348
0.235794 14.050000 0.700492
0.235794 14.100000 0.764637
0.235794 14.150000 0.828527
0.235794 14.200000 0.892417
0.235794 14.250000 0.956308
0.235794 14.300000 1.020199
0.235794 14.350000 1.083666
0.235794 14.400000 1.147137
0.235794 14.450000 1.210605
0.235794 14.500000 1.274075
0.235794 14.550000 1.336981
0.235794 14.600000 1.399887
0.235794 14.650000 1.462793
0.235794 14.700000 1.525701
0.235794 14.750000 1.588009
0.235794 14.800000 1.650317
0.235794 14.850000 1.712625
0.235794 14.900000 1.774932
0.235794 14.950000 1.836686
0.229430 11.000000 -0.161253
0.229430 11.050000 -0.169017
0.229430 11.100000 -0.176780
0.229430 11.150000 -0.186997
0.229430 11.200000 -0.197214
0.229430 11.250000 -0.207432
0.229430 11.300000 -0.217650
0.229430 11.350000 -0.229176
0.229430 11.400000 -0.240700
0.229430 11.450000 -0.252224
0.229430 11.500000 -0.263749
0.229430 11.550000 -0.274622
0.229430 11.600000 -0.285493
0.229430 11.650000 -0.296366
0.229430 11.700000 -0.307239
0.229430 11.750000 -0.317965
0.229430 11.800000 -0.328690
0.229430 11.850000 -0.339415
0.229430 11.900000 -0.350141
0.229430 11.950000 -0.363120
0.229430 12.000000 -0.376097
0.229430 12.050000 -0.389074
0.229430 12.100000 -0.402052
0.229430 12.150000 -0.418375
0.229430 12.200000 -0.434699
0.229430 12.250000 -0.451022
0.229430 12.300000 -0.467345
0.229430 12.350000 -0.486095
0.229430 12.400000 -0.504846
0.229430 12.450000 -0.523597
0.229430 12.500000 -0.542347
0.229430 12.550000 -0.558117
0.229430 12.600000 -0.573888
0.229430 12.650000 -0.589659
0.229430 12.700000 -0.605428
0.229430 12.750000 -0.604239
0.229430 12.800000 -0.603052
0.229430 12.850000 -0.601864
0.229430 12.900000 -0.600675
0.229430 12.950000 -0.569394
0.229430 13.000000 -0.538114
0.229430 13.050000 -0.506833
0.229430 13.100000 -0.475553
0.229430 13.150000 -0.420904
0.229430 13.200000 -0.366253
0.229430 13.250000 -0.311603
0.229430 13.300000 -0.256955
0.229430 13.350000 -0.193987
0.229430 13.400000 -0.131020
0.229430 13.450000 -0.068052
0.229430 13.500000 -0.005085
0.229430 13.550000 0.059124
0.229430 13.600000 0.123332
0.229430 13.650000 0.187542
