#Average black hole Eddington ratio (eta_avg) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(eta_avg)@log(Mpeak)=12 log10(eta_avg)_16@log(Mpeak)=12 log10(eta_avg)_84@log(Mpeak)=12 log10(eta_avg)@log(Mpeak)=13 log10(eta_avg)_16@log(Mpeak)=13 log10(eta_avg)_84@log(Mpeak)=13 log10(eta_avg)@log(Mpeak)=14 log10(eta_avg)_16@log(Mpeak)=14 log10(eta_avg)_84@log(Mpeak)=14 log10(eta_avg)@log(Mpeak)=15 log10(eta_avg)_16@log(Mpeak)=15 log10(eta_avg)_84@log(Mpeak)=15
3.683943 -1.100200 -1.150286 -0.992354 -1.052922 -1.102454 -0.961311 -0.991934 -1.047339 -0.912296 -1.070744 -1.137483 -0.988340
3.672786 -1.103079 -1.153232 -0.995364 -1.054954 -1.104568 -0.963549 -0.993944 -1.049450 -0.914445 -1.076196 -1.143127 -0.993958
3.661655 -1.105958 -1.156178 -0.998373 -1.056986 -1.106682 -0.965787 -0.995954 -1.051561 -0.916593 -1.081649 -1.148771 -0.999576
3.650552 -1.108837 -1.159124 -1.001383 -1.059018 -1.108796 -0.968025 -0.997964 -1.053671 -0.918742 -1.087102 -1.154415 -1.005195
3.639474 -1.111716 -1.162070 -1.004392 -1.061050 -1.110911 -0.970264 -0.999974 -1.055782 -0.920890 -1.092555 -1.160059 -1.010813
3.628423 -1.114550 -1.164964 -1.007362 -1.063027 -1.112974 -0.972447 -1.002035 -1.057957 -0.923083 -1.098220 -1.165915 -1.016634
3.617399 -1.117341 -1.167808 -1.010293 -1.064952 -1.114990 -0.974578 -1.004145 -1.060193 -0.925319 -1.104085 -1.171969 -1.022646
3.606400 -1.120133 -1.170652 -1.013225 -1.066878 -1.117006 -0.976710 -1.006254 -1.062429 -0.927554 -1.109950 -1.178023 -1.028659
3.595428 -1.122925 -1.173497 -1.016156 -1.068803 -1.119022 -0.978842 -1.008363 -1.064665 -0.929790 -1.115815 -1.184078 -1.034671
3.584482 -1.125716 -1.176341 -1.019088 -1.070729 -1.121038 -0.980973 -1.010472 -1.066901 -0.932025 -1.121681 -1.190132 -1.040684
3.573562 -1.128508 -1.179185 -1.022019 -1.072654 -1.123054 -0.983105 -1.012581 -1.069137 -0.934261 -1.127546 -1.196186 -1.046696
3.562668 -1.131302 -1.182032 -1.024952 -1.074581 -1.125071 -0.985237 -1.014695 -1.071377 -0.936501 -1.133419 -1.202248 -1.052718
3.551800 -1.134189 -1.184992 -1.027966 -1.076566 -1.127134 -0.987413 -1.017021 -1.073847 -0.938950 -1.139723 -1.208665 -1.059211
3.540958 -1.137076 -1.187952 -1.030980 -1.078552 -1.129196 -0.989588 -1.019347 -1.076316 -0.941399 -1.146026 -1.215081 -1.065704
3.530141 -1.139964 -1.190912 -1.033994 -1.080538 -1.131259 -0.991764 -1.021674 -1.078785 -0.943848 -1.152329 -1.221498 -1.072198
3.519351 -1.142851 -1.193872 -1.037008 -1.082523 -1.133321 -0.993939 -1.024000 -1.081254 -0.946298 -1.158632 -1.227915 -1.078691
3.508586 -1.145739 -1.196832 -1.040022 -1.084509 -1.135384 -0.996115 -1.026326 -1.083723 -0.948747 -1.164936 -1.234332 -1.085185
3.497847 -1.148626 -1.199792 -1.043036 -1.086494 -1.137446 -0.998290 -1.028653 -1.086193 -0.951196 -1.171239 -1.240749 -1.091678
3.487133 -1.151409 -1.202642 -1.045959 -1.088374 -1.139405 -1.000377 -1.031014 -1.088692 -0.953674 -1.177718 -1.247354 -1.098359
3.476445 -1.154097 -1.205393 -1.048801 -1.090157 -1.141268 -1.002383 -1.033408 -1.091219 -0.956178 -1.184356 -1.254130 -1.105210
3.465782 -1.156784 -1.208143 -1.051643 -1.091940 -1.143131 -1.004389 -1.035801 -1.093745 -0.958682 -1.190994 -1.260907 -1.112061
3.455145 -1.159472 -1.210893 -1.054484 -1.093723 -1.144995 -1.006395 -1.038195 -1.096272 -0.961186 -1.197632 -1.267683 -1.118913
3.444533 -1.162160 -1.213643 -1.057326 -1.095506 -1.146858 -1.008401 -1.040589 -1.098798 -0.963690 -1.204270 -1.274459 -1.125764
3.433946 -1.164848 -1.216394 -1.060167 -1.097289 -1.148721 -1.010407 -1.042982 -1.101325 -0.966194 -1.210908 -1.281235 -1.132615
3.423385 -1.167534 -1.219142 -1.063007 -1.099069 -1.150582 -1.012411 -1.045380 -1.103857 -0.968703 -1.217557 -1.288021 -1.139478
3.412849 -1.170150 -1.221829 -1.065784 -1.100764 -1.152352 -1.014341 -1.047939 -1.106548 -0.971381 -1.224568 -1.295123 -1.146713
3.402338 -1.172767 -1.224516 -1.068561 -1.102459 -1.154123 -1.016271 -1.050497 -1.109239 -0.974059 -1.231579 -1.302226 -1.153948
3.391851 -1.175384 -1.227203 -1.071338 -1.104154 -1.155893 -1.018201 -1.053056 -1.111931 -0.976738 -1.238590 -1.309328 -1.161182
3.381390 -1.178000 -1.229890 -1.074114 -1.105849 -1.157663 -1.020131 -1.055614 -1.114622 -0.979416 -1.245601 -1.316431 -1.168417
3.370954 -1.180617 -1.232576 -1.076891 -1.107544 -1.159433 -1.022061 -1.058172 -1.117314 -0.982095 -1.252612 -1.323533 -1.175652
3.360543 -1.183234 -1.235263 -1.079668 -1.109239 -1.161203 -1.023991 -1.060731 -1.120005 -0.984773 -1.259623 -1.330635 -1.182887
3.350156 -1.185851 -1.237941 -1.082448 -1.110933 -1.162970 -1.025918 -1.063403 -1.122807 -0.987566 -1.266837 -1.337921 -1.190311
3.339794 -1.188470 -1.240611 -1.085229 -1.112626 -1.164734 -1.027842 -1.066176 -1.125703 -0.990460 -1.274228 -1.345365 -1.197898
3.329457 -1.191089 -1.243282 -1.088011 -1.114320 -1.166497 -1.029765 -1.068948 -1.128600 -0.993353 -1.281618 -1.352810 -1.205486
3.319144 -1.193708 -1.245952 -1.090793 -1.116013 -1.168261 -1.031689 -1.071721 -1.131497 -0.996247 -1.289009 -1.360254 -1.213074
3.308856 -1.196327 -1.248622 -1.093575 -1.117706 -1.170024 -1.033613 -1.074493 -1.134394 -0.999140 -1.296400 -1.367699 -1.220662
3.298593 -1.198945 -1.251292 -1.096357 -1.119400 -1.171788 -1.035537 -1.077266 -1.137291 -1.002034 -1.303791 -1.375143 -1.228250
3.288354 -1.201560 -1.253958 -1.099135 -1.121089 -1.173548 -1.037457 -1.080045 -1.140195 -1.004934 -1.311191 -1.382596 -1.235847
3.278139 -1.204061 -1.256500 -1.101812 -1.122686 -1.175221 -1.039298 -1.082988 -1.143269 -1.007991 -1.318830 -1.390251 -1.243673
3.267949 -1.206561 -1.259042 -1.104490 -1.124283 -1.176893 -1.041140 -1.085932 -1.146343 -1.011047 -1.326468 -1.397907 -1.251500
3.257783 -1.209062 -1.261585 -1.107168 -1.125880 -1.178566 -1.042981 -1.088876 -1.149418 -1.014104 -1.334107 -1.405562 -1.259326
3.247641 -1.211563 -1.264127 -1.109846 -1.127477 -1.180239 -1.044822 -1.091819 -1.152492 -1.017161 -1.341745 -1.413217 -1.267153
3.237523 -1.214064 -1.266669 -1.112524 -1.129073 -1.181912 -1.046663 -1.094763 -1.155566 -1.020218 -1.349384 -1.420872 -1.274979
3.227430 -1.216565 -1.269211 -1.115201 -1.130670 -1.183585 -1.048504 -1.097706 -1.158640 -1.023275 -1.357022 -1.428527 -1.282805
3.217360 -1.219015 -1.271705 -1.117830 -1.132225 -1.185217 -1.050313 -1.100810 -1.161868 -1.026489 -1.364794 -1.436291 -1.290707
3.207315 -1.221422 -1.274159 -1.120417 -1.133745 -1.186815 -1.052097 -1.104047 -1.165224 -1.029833 -1.372677 -1.444145 -1.298672
3.197293 -1.223829 -1.276612 -1.123004 -1.135264 -1.188413 -1.053880 -1.107285 -1.168580 -1.033177 -1.380559 -1.451999 -1.306637
3.187296 -1.226236 -1.279066 -1.125591 -1.136784 -1.190011 -1.055663 -1.110522 -1.171936 -1.036522 -1.388442 -1.459853 -1.314602
3.177322 -1.228643 -1.281519 -1.128178 -1.138303 -1.191609 -1.057446 -1.113760 -1.175293 -1.039866 -1.396325 -1.467707 -1.322567
3.167371 -1.231050 -1.283973 -1.130765 -1.139823 -1.193207 -1.059230 -1.116997 -1.178649 -1.043211 -1.404208 -1.475561 -1.330532
3.157445 -1.233454 -1.286423 -1.133349 -1.141341 -1.194803 -1.061011 -1.120251 -1.182022 -1.046571 -1.412102 -1.483425 -1.338510
3.147542 -1.235787 -1.288806 -1.135870 -1.142825 -1.196356 -1.062751 -1.123834 -1.185735 -1.050248 -1.420231 -1.491499 -1.346733
3.137663 -1.238120 -1.291189 -1.138390 -1.144308 -1.197909 -1.064492 -1.127417 -1.189447 -1.053925 -1.428360 -1.499572 -1.354957
3.127807 -1.240454 -1.293573 -1.140911 -1.145792 -1.199463 -1.066233 -1.131001 -1.193159 -1.057601 -1.436489 -1.507645 -1.363181
3.117975 -1.242787 -1.295956 -1.143432 -1.147276 -1.201016 -1.067974 -1.134584 -1.196871 -1.061278 -1.444618 -1.515718 -1.371404
3.108166 -1.245121 -1.298339 -1.145952 -1.148760 -1.202569 -1.069715 -1.138167 -1.200583 -1.064955 -1.452747 -1.523791 -1.379628
3.098381 -1.247454 -1.300722 -1.148473 -1.150243 -1.204122 -1.071456 -1.141750 -1.204296 -1.068632 -1.460875 -1.531864 -1.387852
3.088619 -1.249765 -1.303075 -1.150973 -1.151724 -1.205684 -1.073178 -1.145523 -1.208203 -1.072500 -1.469127 -1.540017 -1.396191
3.078880 -1.252058 -1.305403 -1.153457 -1.153203 -1.207253 -1.074885 -1.149449 -1.212267 -1.076524 -1.477478 -1.548234 -1.404623
3.069164 -1.254351 -1.307730 -1.155942 -1.154682 -1.208822 -1.076592 -1.153375 -1.216331 -1.080547 -1.485830 -1.556451 -1.413055
3.059471 -1.256644 -1.310058 -1.158426 -1.156161 -1.210391 -1.078299 -1.157302 -1.220395 -1.084570 -1.494181 -1.564669 -1.421487
3.049802 -1.258937 -1.312386 -1.160910 -1.157640 -1.211960 -1.080006 -1.161228 -1.224459 -1.088593 -1.502532 -1.572886 -1.429919
3.040156 -1.261230 -1.314714 -1.163394 -1.159119 -1.213529 -1.081713 -1.165154 -1.228523 -1.092616 -1.510883 -1.581103 -1.438351
3.030532 -1.263515 -1.317033 -1.165872 -1.160593 -1.215096 -1.083414 -1.169099 -1.232606 -1.096659 -1.519246 -1.589332 -1.446789
3.020932 -1.265661 -1.319207 -1.168243 -1.162005 -1.216622 -1.085021 -1.173352 -1.236994 -1.101015 -1.527805 -1.597749 -1.455307
3.011354 -1.267806 -1.321380 -1.170614 -1.163417 -1.218148 -1.086628 -1.177604 -1.241382 -1.105371 -1.536363 -1.606166 -1.463825
3.001799 -1.269952 -1.323554 -1.172985 -1.164828 -1.219675 -1.088234 -1.181857 -1.245770 -1.109728 -1.544921 -1.614583 -1.472343
2.992267 -1.272098 -1.325728 -1.175356 -1.166240 -1.221201 -1.089841 -1.186109 -1.250159 -1.114084 -1.553479 -1.623000 -1.480862
2.982758 -1.274244 -1.327902 -1.177727 -1.167652 -1.222728 -1.091448 -1.190362 -1.254547 -1.118440 -1.562037 -1.631417 -1.489380
2.973271 -1.276389 -1.330075 -1.180099 -1.169063 -1.224254 -1.093054 -1.194614 -1.258935 -1.122796 -1.570596 -1.639834 -1.497898
2.963807 -1.278543 -1.332241 -1.182463 -1.170520 -1.225821 -1.094695 -1.199067 -1.263523 -1.127364 -1.579278 -1.648379 -1.506489
2.954365 -1.280702 -1.334400 -1.184823 -1.172010 -1.227419 -1.096363 -1.203675 -1.268265 -1.132097 -1.588055 -1.657021 -1.515135
2.944946 -1.282861 -1.336559 -1.187182 -1.173501 -1.229018 -1.098031 -1.208283 -1.273007 -1.136829 -1.596833 -1.665664 -1.523781
2.935549 -1.285021 -1.338718 -1.189542 -1.174991 -1.230616 -1.099699 -1.212890 -1.277749 -1.141561 -1.605611 -1.674306 -1.532427
2.926175 -1.287180 -1.340877 -1.191901 -1.176482 -1.232215 -1.101367 -1.217498 -1.282491 -1.146293 -1.614388 -1.682949 -1.541073
2.916823 -1.289339 -1.343036 -1.194261 -1.177973 -1.233813 -1.103035 -1.222106 -1.287233 -1.151025 -1.623166 -1.691591 -1.549719
2.907494 -1.291492 -1.345187 -1.196616 -1.179462 -1.235411 -1.104703 -1.226732 -1.291993 -1.155775 -1.631952 -1.700241 -1.558368
2.898186 -1.293563 -1.347240 -1.198906 -1.180943 -1.237001 -1.106362 -1.231613 -1.296998 -1.160759 -1.640852 -1.708985 -1.567056
2.888901 -1.295634 -1.349292 -1.201196 -1.182424 -1.238590 -1.108020 -1.236494 -1.302003 -1.165743 -1.649751 -1.717729 -1.575744
2.879638 -1.297705 -1.351345 -1.203486 -1.183905 -1.240180 -1.109679 -1.241375 -1.307008 -1.170727 -1.658650 -1.726473 -1.584432
2.870397 -1.299776 -1.353398 -1.205776 -1.185386 -1.241770 -1.111338 -1.246256 -1.312012 -1.175711 -1.667550 -1.735217 -1.593119
2.861177 -1.301847 -1.355450 -1.208066 -1.186866 -1.243360 -1.112996 -1.251137 -1.317017 -1.180695 -1.676449 -1.743961 -1.601807
2.851980 -1.303918 -1.357503 -1.210356 -1.188347 -1.244950 -1.114655 -1.256018 -1.322022 -1.185679 -1.685349 -1.752705 -1.610495
2.842805 -1.305900 -1.359462 -1.212574 -1.189813 -1.246531 -1.116299 -1.261059 -1.327165 -1.190819 -1.694362 -1.761509 -1.619181
2.833652 -1.307817 -1.361353 -1.214738 -1.191268 -1.248107 -1.117934 -1.266217 -1.332411 -1.196075 -1.703460 -1.770357 -1.627866
2.824520 -1.309734 -1.363243 -1.216902 -1.192724 -1.249682 -1.119568 -1.271375 -1.337656 -1.201331 -1.712558 -1.779205 -1.636552
2.815410 -1.311651 -1.365134 -1.219067 -1.194179 -1.251258 -1.121202 -1.276533 -1.342902 -1.206588 -1.721655 -1.788053 -1.645237
2.806322 -1.313568 -1.367025 -1.221231 -1.195634 -1.252833 -1.122836 -1.281692 -1.348148 -1.211844 -1.730753 -1.796901 -1.653922
2.797256 -1.315485 -1.368915 -1.223395 -1.197089 -1.254409 -1.124470 -1.286850 -1.353394 -1.217100 -1.739851 -1.805749 -1.662607
2.788211 -1.317406 -1.370811 -1.225562 -1.198555 -1.255995 -1.126112 -1.292038 -1.358669 -1.222388 -1.748967 -1.814605 -1.671297
2.779188 -1.319378 -1.372775 -1.227760 -1.200141 -1.257715 -1.127859 -1.297581 -1.364280 -1.228036 -1.758299 -1.823556 -1.680036
2.770186 -1.321350 -1.374738 -1.229958 -1.201727 -1.259435 -1.129605 -1.303124 -1.369892 -1.233684 -1.767631 -1.832508 -1.688775
2.761205 -1.323321 -1.376701 -1.232157 -1.203313 -1.261155 -1.131351 -1.308667 -1.375504 -1.239332 -1.776963 -1.841460 -1.697515
2.752246 -1.325293 -1.378665 -1.234355 -1.204900 -1.262874 -1.133097 -1.314209 -1.381116 -1.244980 -1.786295 -1.850412 -1.706254
2.743309 -1.327265 -1.380628 -1.236553 -1.206486 -1.264594 -1.134843 -1.319752 -1.386728 -1.250629 -1.795627 -1.859364 -1.714993
2.734392 -1.329236 -1.382591 -1.238751 -1.208072 -1.266314 -1.136589 -1.325295 -1.392340 -1.256277 -1.804959 -1.868316 -1.723732
2.725497 -1.331101 -1.384460 -1.240876 -1.209643 -1.268017 -1.138310 -1.331009 -1.398106 -1.262090 -1.814407 -1.877347 -1.732448
2.716623 -1.332890 -1.386262 -1.242948 -1.211203 -1.269709 -1.140014 -1.336846 -1.403982 -1.268022 -1.823940 -1.886435 -1.741146
2.707770 -1.334678 -1.388064 -1.245019 -1.212763 -1.271401 -1.141717 -1.342683 -1.409858 -1.273953 -1.833472 -1.895523 -1.749845
2.698939 -1.336467 -1.389866 -1.247091 -1.214323 -1.273093 -1.143420 -1.348520 -1.415734 -1.279884 -1.843004 -1.904611 -1.758543
2.690128 -1.338255 -1.391667 -1.249163 -1.215883 -1.274784 -1.145124 -1.354357 -1.421610 -1.285816 -1.852536 -1.913699 -1.767242
2.681338 -1.340044 -1.393469 -1.251235 -1.217443 -1.276476 -1.146827 -1.360193 -1.427486 -1.291747 -1.862068 -1.922787 -1.775940
2.672570 -1.341830 -1.395269 -1.253305 -1.219013 -1.278177 -1.148541 -1.366061 -1.433392 -1.297709 -1.871623 -1.931890 -1.784641
2.663822 -1.343593 -1.397048 -1.255364 -1.220678 -1.279965 -1.150359 -1.372241 -1.439603 -1.303987 -1.881402 -1.941147 -1.793362
2.655095 -1.345356 -1.398826 -1.257422 -1.222343 -1.281753 -1.152177 -1.378421 -1.445815 -1.310265 -1.891181 -1.950403 -1.802083
2.646388 -1.347119 -1.400605 -1.259481 -1.224008 -1.283541 -1.153995 -1.384602 -1.452027 -1.316542 -1.900960 -1.959660 -1.810804
2.637703 -1.348883 -1.402384 -1.261539 -1.225674 -1.285330 -1.155813 -1.390782 -1.458239 -1.322820 -1.910739 -1.968917 -1.819525
2.629038 -1.350646 -1.404162 -1.263597 -1.227339 -1.287118 -1.157632 -1.396963 -1.464451 -1.329098 -1.920518 -1.978174 -1.828245
2.620394 -1.352409 -1.405941 -1.265656 -1.229004 -1.288906 -1.159450 -1.403143 -1.470663 -1.335375 -1.930297 -1.987430 -1.836966
2.611770 -1.354129 -1.407689 -1.267685 -1.230717 -1.290745 -1.161313 -1.409501 -1.477038 -1.341827 -1.940210 -1.996804 -1.845669
2.603167 -1.355818 -1.409417 -1.269694 -1.232464 -1.292617 -1.163206 -1.415981 -1.483526 -1.348399 -1.950215 -2.006257 -1.854360
2.594585 -1.357508 -1.411144 -1.271702 -1.234210 -1.294490 -1.165100 -1.422461 -1.490013 -1.354970 -1.960220 -2.015710 -1.863050
2.586023 -1.359198 -1.412872 -1.273711 -1.235956 -1.296363 -1.166993 -1.428941 -1.496500 -1.361542 -1.970224 -2.025163 -1.871741
2.577481 -1.360887 -1.414599 -1.275720 -1.237702 -1.298236 -1.168886 -1.435421 -1.502988 -1.368113 -1.980229 -2.034616 -1.880432
2.568959 -1.362577 -1.416327 -1.277729 -1.239448 -1.300109 -1.170780 -1.441901 -1.509475 -1.374684 -1.990234 -2.044069 -1.889122
2.560458 -1.364257 -1.418045 -1.279729 -1.241208 -1.301997 -1.172687 -1.448399 -1.515975 -1.381274 -2.000259 -2.053541 -1.897819
2.551978 -1.365844 -1.419681 -1.281647 -1.243097 -1.304021 -1.174715 -1.455063 -1.522588 -1.388027 -2.010467 -2.063183 -1.906569
2.543517 -1.367432 -1.421318 -1.283565 -1.244985 -1.306045 -1.176744 -1.461728 -1.529201 -1.394781 -2.020675 -2.072825 -1.915320
2.535076 -1.369019 -1.422954 -1.285483 -1.246874 -1.308069 -1.178773 -1.468392 -1.535814 -1.401534 -2.030883 -2.082467 -1.924071
2.526656 -1.370606 -1.424591 -1.287401 -1.248762 -1.310093 -1.180801 -1.475056 -1.542427 -1.408288 -2.041091 -2.092109 -1.932822
2.518256 -1.372194 -1.426227 -1.289319 -1.250651 -1.312117 -1.182830 -1.481720 -1.549040 -1.415041 -2.051299 -2.101751 -1.941572
2.509875 -1.373781 -1.427863 -1.291237 -1.252539 -1.314141 -1.184859 -1.488385 -1.555653 -1.421795 -2.061507 -2.111393 -1.950323
2.501515 -1.375371 -1.429504 -1.293157 -1.254570 -1.316306 -1.187028 -1.495171 -1.562381 -1.428699 -2.071911 -2.121133 -1.959064
2.493175 -1.376963 -1.431148 -1.295079 -1.256693 -1.318564 -1.189289 -1.502037 -1.569185 -1.435703 -2.082443 -2.130938 -1.967798
2.484854 -1.378554 -1.432791 -1.297001 -1.258816 -1.320821 -1.191551 -1.508903 -1.575988 -1.442707 -2.092975 -2.140744 -1.976533
2.476553 -1.380145 -1.434435 -1.298923 -1.260940 -1.323079 -1.193812 -1.515769 -1.582792 -1.449711 -2.103507 -2.150549 -1.985267
2.468272 -1.381737 -1.436078 -1.300845 -1.263063 -1.325337 -1.196073 -1.522635 -1.589595 -1.456714 -2.114039 -2.160354 -1.994001
2.460011 -1.383328 -1.437722 -1.302767 -1.265186 -1.327594 -1.198335 -1.529501 -1.596399 -1.463718 -2.124571 -2.170159 -2.002736
2.451770 -1.384908 -1.439356 -1.304681 -1.267325 -1.329864 -1.200611 -1.536383 -1.603217 -1.470736 -2.135139 -2.179993 -2.011471
2.443548 -1.386394 -1.440906 -1.306528 -1.269596 -1.332234 -1.203007 -1.543397 -1.610156 -1.477863 -2.146002 -2.190067 -2.020213
2.435345 -1.387880 -1.442456 -1.308375 -1.271866 -1.334605 -1.205402 -1.550410 -1.617095 -1.484990 -2.156866 -2.200141 -2.028956
2.427162 -1.389366 -1.444006 -1.310221 -1.274137 -1.336975 -1.207798 -1.557424 -1.624034 -1.492118 -2.167729 -2.210215 -2.037698
2.418999 -1.390852 -1.445556 -1.312068 -1.276407 -1.339345 -1.210194 -1.564437 -1.630973 -1.499245 -2.178592 -2.220289 -2.046441
2.410855 -1.392338 -1.447106 -1.313915 -1.278677 -1.341716 -1.212590 -1.571451 -1.637912 -1.506372 -2.189455 -2.230364 -2.055184
2.402731 -1.393824 -1.448656 -1.315761 -1.280948 -1.344086 -1.214986 -1.578465 -1.644851 -1.513500 -2.200319 -2.240438 -2.063926
2.394626 -1.395280 -1.450203 -1.317562 -1.283342 -1.346562 -1.217511 -1.585581 -1.651888 -1.520727 -2.211390 -2.250623 -2.072658
2.386540 -1.396718 -1.451747 -1.319334 -1.285814 -1.349106 -1.220119 -1.592763 -1.658986 -1.528017 -2.222593 -2.260879 -2.081384
2.378473 -1.398155 -1.453292 -1.321106 -1.288286 -1.351650 -1.222726 -1.599944 -1.666084 -1.535306 -2.233796 -2.271135 -2.090110
2.370426 -1.399592 -1.454836 -1.322878 -1.290758 -1.354193 -1.225333 -1.607126 -1.673183 -1.542596 -2.244999 -2.281391 -2.098835
2.362398 -1.401030 -1.456380 -1.324650 -1.293230 -1.356737 -1.227940 -1.614307 -1.680281 -1.549886 -2.256202 -2.291647 -2.107561
2.354389 -1.402467 -1.457925 -1.326422 -1.295702 -1.359281 -1.230547 -1.621489 -1.687379 -1.557176 -2.267405 -2.301902 -2.116287
2.346399 -1.403899 -1.459472 -1.328186 -1.298199 -1.361850 -1.233178 -1.628691 -1.694495 -1.564485 -2.278647 -2.312168 -2.125013
2.338428 -1.405291 -1.461041 -1.329885 -1.300882 -1.364610 -1.235992 -1.636049 -1.701743 -1.571938 -2.290181 -2.322504 -2.133738
2.330476 -1.406683 -1.462610 -1.331585 -1.303566 -1.367371 -1.238805 -1.643407 -1.708991 -1.579392 -2.301715 -2.332841 -2.142462
2.322543 -1.408075 -1.464179 -1.333285 -1.306249 -1.370132 -1.241619 -1.650765 -1.716238 -1.586845 -2.313249 -2.343177 -2.151187
2.314629 -1.409467 -1.465748 -1.334984 -1.308932 -1.372892 -1.244432 -1.658123 -1.723486 -1.594299 -2.324783 -2.353514 -2.159912
2.306733 -1.410859 -1.467317 -1.336684 -1.311616 -1.375653 -1.247246 -1.665481 -1.730734 -1.601752 -2.336317 -2.363850 -2.168637
2.298857 -1.412251 -1.468886 -1.338384 -1.314299 -1.378413 -1.250059 -1.672839 -1.737982 -1.609206 -2.347851 -2.374187 -2.177362
2.290999 -1.413590 -1.470416 -1.340037 -1.317107 -1.381304 -1.252996 -1.680296 -1.745306 -1.616714 -2.359572 -2.384547 -2.186011
2.283160 -1.414898 -1.471923 -1.341663 -1.319991 -1.384274 -1.256007 -1.687813 -1.752677 -1.624255 -2.371405 -2.394921 -2.194613
2.275340 -1.416205 -1.473429 -1.343289 -1.322875 -1.387244 -1.259018 -1.695329 -1.760048 -1.631797 -2.383238 -2.405295 -2.203215
2.267538 -1.417513 -1.474936 -1.344915 -1.325759 -1.390214 -1.262029 -1.702846 -1.767419 -1.639338 -2.395071 -2.415670 -2.211817
2.259755 -1.418821 -1.476442 -1.346541 -1.328643 -1.393183 -1.265041 -1.710363 -1.774789 -1.646880 -2.406905 -2.426044 -2.220419
2.251990 -1.420128 -1.477949 -1.348167 -1.331527 -1.396153 -1.268052 -1.717880 -1.782160 -1.654421 -2.418738 -2.436419 -2.229021
2.244244 -1.421436 -1.479456 -1.349792 -1.334444 -1.399156 -1.271096 -1.725418 -1.789546 -1.661978 -2.430600 -2.446798 -2.237612
2.236517 -1.422743 -1.480970 -1.351405 -1.337587 -1.402384 -1.274367 -1.733102 -1.797037 -1.669637 -2.442658 -2.457212 -2.246133
2.228808 -1.424051 -1.482484 -1.353018 -1.340729 -1.405612 -1.277637 -1.740785 -1.804527 -1.677297 -2.454717 -2.467627 -2.254654
2.221117 -1.425359 -1.483997 -1.354631 -1.343872 -1.408840 -1.280907 -1.748469 -1.812017 -1.684957 -2.466775 -2.478041 -2.263175
2.213444 -1.426666 -1.485511 -1.356244 -1.347015 -1.412068 -1.284178 -1.756153 -1.819507 -1.692616 -2.478834 -2.488455 -2.271696
2.205790 -1.427974 -1.487025 -1.357857 -1.350158 -1.415295 -1.287448 -1.763837 -1.826998 -1.700276 -2.490892 -2.498869 -2.280217
2.198154 -1.429281 -1.488538 -1.359470 -1.353301 -1.418523 -1.290719 -1.771521 -1.834488 -1.707936 -2.502951 -2.509284 -2.288738
2.190536 -1.430527 -1.489982 -1.361048 -1.356575 -1.421873 -1.294118 -1.779258 -1.842054 -1.715606 -2.515110 -2.519688 -2.297208
2.182936 -1.431736 -1.491385 -1.362607 -1.359925 -1.425294 -1.297593 -1.787027 -1.849665 -1.723283 -2.527327 -2.530086 -2.305647
2.175355 -1.432945 -1.492788 -1.364165 -1.363275 -1.428714 -1.301068 -1.794795 -1.857275 -1.730959 -2.539544 -2.540484 -2.314087
2.167791 -1.434154 -1.494191 -1.365723 -1.366625 -1.432135 -1.304543 -1.802564 -1.864886 -1.738636 -2.551761 -2.550883 -2.322526
2.160246 -1.435363 -1.495594 -1.367282 -1.369975 -1.435555 -1.308018 -1.810333 -1.872496 -1.746312 -2.563978 -2.561281 -2.330965
2.152718 -1.436572 -1.496997 -1.368840 -1.373325 -1.438976 -1.311492 -1.818101 -1.880106 -1.753989 -2.576195 -2.571679 -2.339405
2.145208 -1.437783 -1.498398 -1.370398 -1.376714 -1.442435 -1.315007 -1.825885 -1.887735 -1.761667 -2.588420 -2.582089 -2.347821
2.137717 -1.439010 -1.499789 -1.371954 -1.380344 -1.446131 -1.318766 -1.833759 -1.895479 -1.769358 -2.600698 -2.592569 -2.356090
2.130243 -1.440236 -1.501180 -1.373509 -1.383975 -1.449828 -1.322525 -1.841634 -1.903223 -1.777049 -2.612975 -2.603048 -2.364360
2.122787 -1.441463 -1.502571 -1.375064 -1.387606 -1.453524 -1.326284 -1.849509 -1.910967 -1.784739 -2.625253 -2.613528 -2.372630
2.115348 -1.442689 -1.503962 -1.376619 -1.391236 -1.457220 -1.330043 -1.857384 -1.918712 -1.792430 -2.637530 -2.624007 -2.380899
2.107928 -1.443916 -1.505353 -1.378174 -1.394867 -1.460917 -1.333802 -1.865258 -1.926456 -1.800121 -2.649808 -2.634487 -2.389169
2.100525 -1.445142 -1.506744 -1.379730 -1.398497 -1.464613 -1.337561 -1.873133 -1.934200 -1.807812 -2.662085 -2.644967 -2.397439
2.093140 -1.446318 -1.508098 -1.381235 -1.402272 -1.468464 -1.341470 -1.881056 -1.941965 -1.815495 -2.674309 -2.655308 -2.405537
2.085772 -1.447465 -1.509431 -1.382714 -1.406126 -1.472401 -1.345461 -1.889007 -1.949742 -1.823174 -2.686503 -2.665573 -2.413540
2.078422 -1.448612 -1.510764 -1.384192 -1.409981 -1.476337 -1.349452 -1.896957 -1.957519 -1.830852 -2.698697 -2.675838 -2.421543
