#Average black hole Eddington ratio (eta_avg) as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(eta_avg)@log(Mpeak)=12 log10(eta_avg)_16@log(Mpeak)=12 log10(eta_avg)_84@log(Mpeak)=12 log10(eta_avg)@log(Mpeak)=13 log10(eta_avg)_16@log(Mpeak)=13 log10(eta_avg)_84@log(Mpeak)=13 log10(eta_avg)@log(Mpeak)=14 log10(eta_avg)_16@log(Mpeak)=14 log10(eta_avg)_84@log(Mpeak)=14 log10(eta_avg)@log(Mpeak)=15 log10(eta_avg)_16@log(Mpeak)=15 log10(eta_avg)_84@log(Mpeak)=15
1.013600 -1.795186 -1.883191 -1.763373 -2.451732 -2.524237 -2.403003 -3.345731 -3.342121 -3.033929 -3.081098 -3.116749 -2.819342
1.008804 -1.798795 -1.887002 -1.767088 -2.458202 -2.530840 -2.409298 -3.350942 -3.347747 -3.038415 -3.079404 -3.115369 -2.818756
1.004019 -1.802530 -1.890954 -1.770951 -2.464676 -2.537428 -2.415592 -3.355770 -3.352995 -3.042687 -3.077860 -3.114032 -2.818234
0.999246 -1.806300 -1.894944 -1.774855 -2.471150 -2.544012 -2.421886 -3.360492 -3.358138 -3.046901 -3.076358 -3.112707 -2.817729
0.994484 -1.810070 -1.898935 -1.778759 -2.477624 -2.550596 -2.428179 -3.365213 -3.363282 -3.051114 -3.074856 -3.111382 -2.817225
0.989733 -1.813840 -1.902925 -1.782663 -2.484098 -2.557179 -2.434473 -3.369934 -3.368425 -3.055328 -3.073354 -3.110057 -2.816721
0.984993 -1.817611 -1.906916 -1.786567 -2.490572 -2.563763 -2.440767 -3.374655 -3.373568 -3.059541 -3.071852 -3.108732 -2.816216
0.980265 -1.821381 -1.910906 -1.790471 -2.497047 -2.570347 -2.447060 -3.379376 -3.378711 -3.063754 -3.070350 -3.107407 -2.815712
0.975548 -1.825193 -1.914942 -1.794422 -2.503523 -2.576933 -2.453353 -3.383961 -3.383742 -3.067892 -3.068901 -3.106108 -2.815205
0.970843 -1.829109 -1.919091 -1.798491 -2.510003 -2.583523 -2.459642 -3.388207 -3.388492 -3.071841 -3.067586 -3.104871 -2.814692
0.966148 -1.833024 -1.923240 -1.802560 -2.516484 -2.590113 -2.465932 -3.392452 -3.393242 -3.075791 -3.066271 -3.103634 -2.814179
0.961465 -1.836940 -1.927388 -1.806629 -2.522965 -2.596704 -2.472221 -3.396698 -3.397992 -3.079740 -3.064956 -3.102398 -2.813666
0.956793 -1.840856 -1.931537 -1.810698 -2.529446 -2.603294 -2.478511 -3.400943 -3.402742 -3.083690 -3.063641 -3.101161 -2.813153
0.952132 -1.844772 -1.935686 -1.814767 -2.535926 -2.609884 -2.484800 -3.405189 -3.407492 -3.087639 -3.062325 -3.099925 -2.812640
0.947482 -1.848688 -1.939835 -1.818835 -2.542407 -2.616474 -2.491090 -3.409434 -3.412242 -3.091589 -3.061010 -3.098688 -2.812127
0.942843 -1.852695 -1.944072 -1.822997 -2.548890 -2.623048 -2.497394 -3.413309 -3.416614 -3.095329 -3.059844 -3.097568 -2.811653
0.938215 -1.856726 -1.948333 -1.827183 -2.555373 -2.629617 -2.503702 -3.417087 -3.420885 -3.099014 -3.058716 -3.096479 -2.811188
0.933599 -1.860757 -1.952594 -1.831370 -2.561856 -2.636186 -2.510009 -3.420864 -3.425157 -3.102699 -3.057588 -3.095390 -2.810724
0.928993 -1.864787 -1.956854 -1.835556 -2.568338 -2.642755 -2.516317 -3.424641 -3.429428 -3.106385 -3.056461 -3.094301 -2.810260
0.924398 -1.868818 -1.961115 -1.839742 -2.574821 -2.649324 -2.522625 -3.428419 -3.433700 -3.110070 -3.055333 -3.093212 -2.809796
0.919814 -1.872849 -1.965375 -1.843928 -2.581304 -2.655893 -2.528932 -3.432196 -3.437971 -3.113755 -3.054205 -3.092123 -2.809332
0.915242 -1.876912 -1.969661 -1.848152 -2.587788 -2.662461 -2.535236 -3.435838 -3.442103 -3.117368 -3.053132 -3.091055 -2.808904
0.910680 -1.881052 -1.974007 -1.852464 -2.594272 -2.669026 -2.541532 -3.439160 -3.445903 -3.120808 -3.052188 -3.090038 -2.808565
0.906128 -1.885192 -1.978353 -1.856776 -2.600755 -2.675592 -2.547827 -3.442482 -3.449703 -3.124249 -3.051244 -3.089022 -2.808225
0.901588 -1.889332 -1.982698 -1.861088 -2.607239 -2.682157 -2.554122 -3.445804 -3.453502 -3.127689 -3.050300 -3.088005 -2.807885
0.897059 -1.893472 -1.987044 -1.865400 -2.613723 -2.688723 -2.560418 -3.449126 -3.457302 -3.131130 -3.049355 -3.086988 -2.807545
0.892540 -1.897612 -1.991389 -1.869712 -2.620207 -2.695288 -2.566713 -3.452448 -3.461102 -3.134570 -3.048411 -3.085971 -2.807205
0.888032 -1.901752 -1.995735 -1.874024 -2.626691 -2.701854 -2.573008 -3.455770 -3.464902 -3.138011 -3.047467 -3.084955 -2.806865
0.883535 -1.905977 -2.000188 -1.878412 -2.633176 -2.708398 -2.579244 -3.458742 -3.468236 -3.141294 -3.046664 -3.084111 -2.806588
0.879048 -1.910223 -2.004668 -1.882819 -2.639661 -2.714937 -2.585465 -3.461628 -3.471455 -3.144538 -3.045896 -3.083311 -2.806326
0.874572 -1.914470 -2.009149 -1.887225 -2.646146 -2.721475 -2.591686 -3.464514 -3.474674 -3.147782 -3.045128 -3.082510 -2.806065
0.870107 -1.918716 -2.013629 -1.891632 -2.652632 -2.728014 -2.597908 -3.467400 -3.477894 -3.151026 -3.044360 -3.081709 -2.805803
0.865653 -1.922963 -2.018109 -1.896039 -2.659117 -2.734553 -2.604129 -3.470285 -3.481113 -3.154270 -3.043592 -3.080909 -2.805541
0.861209 -1.927209 -2.022589 -1.900446 -2.665602 -2.741091 -2.610350 -3.473171 -3.484332 -3.157515 -3.042824 -3.080108 -2.805280
0.856776 -1.931488 -2.027098 -1.904883 -2.672089 -2.747615 -2.616567 -3.475943 -3.487416 -3.160677 -3.042108 -3.079355 -2.805034
0.852353 -1.935842 -2.031672 -1.909390 -2.678578 -2.754103 -2.622775 -3.478459 -3.490192 -3.163657 -3.041511 -3.078708 -2.804823
0.847941 -1.940195 -2.036246 -1.913896 -2.685068 -2.760591 -2.628982 -3.480975 -3.492969 -3.166636 -3.040913 -3.078061 -2.804613
0.843539 -1.944548 -2.040820 -1.918403 -2.691558 -2.767079 -2.635190 -3.483491 -3.495745 -3.169615 -3.040316 -3.077414 -2.804402
0.839148 -1.948902 -2.045394 -1.922910 -2.698048 -2.773567 -2.641398 -3.486007 -3.498522 -3.172594 -3.039719 -3.076768 -2.804192
0.834767 -1.953255 -2.049969 -1.927416 -2.704537 -2.780055 -2.647605 -3.488523 -3.501298 -3.175573 -3.039121 -3.076121 -2.803981
0.830397 -1.957608 -2.054543 -1.931923 -2.711027 -2.786543 -2.653813 -3.491039 -3.504075 -3.178552 -3.038524 -3.075474 -2.803771
0.826037 -1.962039 -2.059169 -1.936501 -2.717517 -2.793016 -2.660023 -3.493355 -3.506699 -3.181447 -3.038060 -3.074786 -2.803631
0.821687 -1.966487 -2.063808 -1.941095 -2.724007 -2.799485 -2.666234 -3.495625 -3.509289 -3.184323 -3.037628 -3.074089 -2.803508
0.817348 -1.970936 -2.068447 -1.945689 -2.730497 -2.805955 -2.672444 -3.497895 -3.511878 -3.187200 -3.037195 -3.073392 -2.803385
0.813019 -1.975384 -2.073085 -1.950284 -2.736987 -2.812425 -2.678655 -3.500165 -3.514467 -3.190076 -3.036763 -3.072695 -2.803262
0.808701 -1.979833 -2.077724 -1.954878 -2.743477 -2.818894 -2.684866 -3.502434 -3.517056 -3.192952 -3.036330 -3.071997 -2.803139
0.804392 -1.984281 -2.082362 -1.959473 -2.749967 -2.825364 -2.691077 -3.504704 -3.519646 -3.195828 -3.035898 -3.071300 -2.803016
0.800095 -1.988759 -2.087026 -1.964093 -2.756457 -2.831826 -2.697284 -3.506889 -3.522149 -3.198646 -3.035516 -3.070647 -2.802925
0.795807 -1.993299 -2.091742 -1.968768 -2.762949 -2.838272 -2.703485 -3.508890 -3.524469 -3.201340 -3.035244 -3.070088 -2.802904
0.791529 -1.997838 -2.096457 -1.973443 -2.769440 -2.844718 -2.709686 -3.510890 -3.526788 -3.204034 -3.034973 -3.069529 -2.802883
0.787262 -2.002378 -2.101173 -1.978119 -2.775931 -2.851164 -2.715887 -3.512891 -3.529107 -3.206728 -3.034701 -3.068970 -2.802862
0.783005 -2.006918 -2.105889 -1.982794 -2.782423 -2.857610 -2.722088 -3.514892 -3.531427 -3.209422 -3.034429 -3.068411 -2.802841
0.778758 -2.011458 -2.110605 -1.987469 -2.788914 -2.864055 -2.728289 -3.516893 -3.533746 -3.212116 -3.034157 -3.067852 -2.802820
0.774521 -2.015998 -2.115321 -1.992145 -2.795405 -2.870501 -2.734490 -3.518894 -3.536065 -3.214810 -3.033886 -3.067293 -2.802799
0.770294 -2.020611 -2.120120 -1.996883 -2.801900 -2.876951 -2.740696 -3.520686 -3.538118 -3.217325 -3.033743 -3.066892 -2.802850
0.766077 -2.025240 -2.124937 -2.001635 -2.808395 -2.883401 -2.746903 -3.522433 -3.540113 -3.219800 -3.033628 -3.066526 -2.802917
0.761871 -2.029869 -2.129755 -2.006387 -2.814890 -2.889851 -2.753110 -3.524180 -3.542108 -3.222276 -3.033513 -3.066160 -2.802983
0.757674 -2.034498 -2.134572 -2.011139 -2.821385 -2.896301 -2.759317 -3.525927 -3.544104 -3.224751 -3.033398 -3.065794 -2.803050
0.753487 -2.039127 -2.139389 -2.015891 -2.827880 -2.902752 -2.765525 -3.527674 -3.546099 -3.227226 -3.033283 -3.065428 -2.803117
0.749310 -2.043756 -2.144206 -2.020644 -2.834374 -2.909202 -2.771732 -3.529421 -3.548094 -3.229702 -3.033168 -3.065062 -2.803184
0.745144 -2.048413 -2.149061 -2.025434 -2.840871 -2.915659 -2.777942 -3.531096 -3.550007 -3.232167 -3.033103 -3.064748 -2.803270
0.740987 -2.053129 -2.153995 -2.030303 -2.847372 -2.922129 -2.784158 -3.532623 -3.551752 -3.234613 -3.033141 -3.064540 -2.803398
0.736840 -2.057845 -2.158929 -2.035171 -2.853873 -2.928599 -2.790374 -3.534150 -3.553498 -3.237059 -3.033179 -3.064332 -2.803527
0.732703 -2.062561 -2.163862 -2.040040 -2.860373 -2.935069 -2.796589 -3.535678 -3.555243 -3.239504 -3.033217 -3.064124 -2.803655
0.728576 -2.067276 -2.168796 -2.044909 -2.866874 -2.941539 -2.802805 -3.537205 -3.556988 -3.241950 -3.033255 -3.063916 -2.803783
0.724458 -2.071992 -2.173729 -2.049778 -2.873374 -2.948010 -2.809021 -3.538732 -3.558734 -3.244396 -3.033293 -3.063709 -2.803911
0.720351 -2.076708 -2.178663 -2.054647 -2.879875 -2.954480 -2.815236 -3.540259 -3.560479 -3.246842 -3.033332 -3.063501 -2.804039
0.716253 -2.081496 -2.183654 -2.059573 -2.886380 -2.960940 -2.821396 -3.541632 -3.562045 -3.249148 -3.033494 -3.063407 -2.804215
0.712165 -2.086298 -2.188656 -2.064511 -2.892886 -2.967398 -2.827544 -3.542974 -3.563575 -3.251425 -3.033682 -3.063336 -2.804401
0.708087 -2.091100 -2.193658 -2.069449 -2.899392 -2.973856 -2.833692 -3.544316 -3.565105 -3.253703 -3.033870 -3.063265 -2.804587
0.704018 -2.095902 -2.198660 -2.074387 -2.905897 -2.980314 -2.839840 -3.545658 -3.566635 -3.255980 -3.034057 -3.063193 -2.804773
0.699959 -2.100705 -2.203663 -2.079325 -2.912403 -2.986772 -2.845988 -3.547000 -3.568165 -3.258258 -3.034245 -3.063122 -2.804959
0.695910 -2.105507 -2.208665 -2.084263 -2.918909 -2.993230 -2.852136 -3.548341 -3.569695 -3.260536 -3.034433 -3.063051 -2.805145
0.691870 -2.110336 -2.213687 -2.089219 -2.925414 -2.999679 -2.858282 -3.549629 -3.571165 -3.262781 -3.034670 -3.063050 -2.805362
0.687840 -2.115218 -2.218748 -2.094210 -2.931916 -3.006108 -2.864427 -3.550810 -3.572517 -3.264964 -3.035003 -3.063186 -2.805640
0.683820 -2.120099 -2.223809 -2.099201 -2.938418 -3.012537 -2.870572 -3.551991 -3.573869 -3.267147 -3.035337 -3.063323 -2.805918
0.679809 -2.124981 -2.228870 -2.104192 -2.944921 -3.018967 -2.876717 -3.553172 -3.575222 -3.269329 -3.035670 -3.063459 -2.806196
0.675808 -2.129863 -2.233932 -2.109183 -2.951423 -3.025396 -2.882861 -3.554352 -3.576574 -3.271512 -3.036004 -3.063595 -2.806474
0.671816 -2.134745 -2.238993 -2.114174 -2.957925 -3.031825 -2.889006 -3.555533 -3.577926 -3.273695 -3.036337 -3.063731 -2.806752
0.667834 -2.139626 -2.244054 -2.119165 -2.964428 -3.038254 -2.895151 -3.556714 -3.579279 -3.275877 -3.036671 -3.063868 -2.807030
0.663861 -2.144574 -2.249173 -2.124215 -2.970931 -3.044646 -2.901266 -3.557782 -3.580385 -3.278001 -3.037125 -3.064141 -2.807450
0.659898 -2.149534 -2.254303 -2.129275 -2.977434 -3.051030 -2.907376 -3.558829 -3.581446 -3.280115 -3.037602 -3.064440 -2.807896
0.655944 -2.154494 -2.259433 -2.134335 -2.983937 -3.057414 -2.913487 -3.559876 -3.582506 -3.282228 -3.038080 -3.064739 -2.808343
0.652000 -2.159454 -2.264563 -2.139395 -2.990440 -3.063798 -2.919597 -3.560922 -3.583567 -3.284341 -3.038557 -3.065038 -2.808789
0.648065 -2.164414 -2.269693 -2.144455 -2.996943 -3.070183 -2.925707 -3.561969 -3.584627 -3.286454 -3.039034 -3.065337 -2.809236
0.644139 -2.169374 -2.274823 -2.149515 -3.003446 -3.076567 -2.931817 -3.563016 -3.585688 -3.288567 -3.039511 -3.065636 -2.809682
0.640223 -2.174361 -2.279979 -2.154598 -3.009951 -3.082957 -2.937902 -3.564025 -3.586675 -3.290637 -3.040037 -3.065967 -2.810159
0.636316 -2.179398 -2.285184 -2.159723 -3.016459 -3.089360 -2.943939 -3.564962 -3.587525 -3.292626 -3.040654 -3.066360 -2.810694
0.632419 -2.184435 -2.290389 -2.164849 -3.022967 -3.095762 -2.949976 -3.565900 -3.588375 -3.294614 -3.041272 -3.066753 -2.811229
0.628530 -2.189472 -2.295593 -2.169974 -3.029475 -3.102165 -2.956013 -3.566838 -3.589225 -3.296603 -3.041889 -3.067146 -2.811764
0.624651 -2.194509 -2.300798 -2.175099 -3.035983 -3.108567 -2.962050 -3.567775 -3.590074 -3.298591 -3.042506 -3.067539 -2.812299
0.620781 -2.199546 -2.306003 -2.180224 -3.042491 -3.114970 -2.968087 -3.568713 -3.590924 -3.300580 -3.043124 -3.067932 -2.812835
0.616921 -2.204583 -2.311208 -2.185350 -3.048999 -3.121372 -2.974124 -3.569651 -3.591774 -3.302568 -3.043741 -3.068326 -2.813370
0.613069 -2.209685 -2.316481 -2.190519 -3.055515 -3.127793 -2.980145 -3.570515 -3.592480 -3.304407 -3.044474 -3.068886 -2.813985
0.609227 -2.214798 -2.321767 -2.195697 -3.062033 -3.134216 -2.986163 -3.571366 -3.593160 -3.306220 -3.045227 -3.069476 -2.814614
0.605394 -2.219912 -2.327053 -2.200874 -3.068550 -3.140640 -2.992180 -3.572217 -3.593841 -3.308033 -3.045980 -3.070065 -2.815242
0.601570 -2.225026 -2.332338 -2.206051 -3.075068 -3.147063 -2.998198 -3.573068 -3.594522 -3.309846 -3.046733 -3.070655 -2.815871
0.597755 -2.230139 -2.337624 -2.211229 -3.081585 -3.153487 -3.004215 -3.573920 -3.595203 -3.311659 -3.047486 -3.071245 -2.816500
0.593949 -2.235253 -2.342909 -2.216406 -3.088103 -3.159910 -3.010233 -3.574771 -3.595884 -3.313471 -3.048240 -3.071834 -2.817129
0.590153 -2.240394 -2.348212 -2.221610 -3.094626 -3.166365 -3.016251 -3.575599 -3.596572 -3.315266 -3.049040 -3.072438 -2.817797
0.586365 -2.245585 -2.353545 -2.226860 -3.101160 -3.172875 -3.022271 -3.576384 -3.597275 -3.317027 -3.049927 -3.073065 -2.818536
0.582586 -2.250777 -2.358878 -2.232111 -3.107693 -3.179386 -3.028291 -3.577170 -3.597977 -3.318788 -3.050815 -3.073692 -2.819275
0.578817 -2.255968 -2.364211 -2.237361 -3.114226 -3.185897 -3.034311 -3.577956 -3.598679 -3.320549 -3.051702 -3.074320 -2.820014
0.575056 -2.261159 -2.369545 -2.242612 -3.120760 -3.192407 -3.040330 -3.578741 -3.599381 -3.322309 -3.052589 -3.074947 -2.820752
0.571304 -2.266351 -2.374878 -2.247862 -3.127293 -3.198918 -3.046350 -3.579527 -3.600083 -3.324070 -3.053476 -3.075575 -2.821491
0.567562 -2.271542 -2.380211 -2.253113 -3.133826 -3.205428 -3.052370 -3.580313 -3.600785 -3.325831 -3.054363 -3.076202 -2.822230
0.563828 -2.276809 -2.385614 -2.258440 -3.140378 -3.212046 -3.058391 -3.581058 -3.601399 -3.327492 -3.055364 -3.076960 -2.823060
0.560103 -2.282088 -2.391028 -2.263779 -3.146932 -3.218681 -3.064413 -3.581797 -3.601999 -3.329136 -3.056384 -3.077739 -2.823905
0.556387 -2.287368 -2.396442 -2.269118 -3.153487 -3.225316 -3.070434 -3.582536 -3.602599 -3.330780 -3.057404 -3.078519 -2.824750
0.552680 -2.292647 -2.401856 -2.274457 -3.160041 -3.231951 -3.076456 -3.583274 -3.603199 -3.332424 -3.058423 -3.079298 -2.825595
0.548981 -2.297926 -2.407270 -2.279796 -3.166596 -3.238586 -3.082478 -3.584013 -3.603799 -3.334068 -3.059443 -3.080077 -2.826440
0.545292 -2.303205 -2.412684 -2.285135 -3.173150 -3.245221 -3.088499 -3.584752 -3.604399 -3.335712 -3.060462 -3.080856 -2.827286
0.541611 -2.308517 -2.418134 -2.290514 -3.179715 -3.251851 -3.094511 -3.585480 -3.604946 -3.337330 -3.061530 -3.081676 -2.828131
0.537939 -2.313885 -2.423646 -2.295962 -3.186297 -3.258471 -3.100504 -3.586189 -3.605402 -3.338901 -3.062681 -3.082567 -2.828977
0.534275 -2.319253 -2.429157 -2.301409 -3.192879 -3.265091 -3.106498 -3.586899 -3.605858 -3.340472 -3.063832 -3.083457 -2.829823
0.530621 -2.324621 -2.434669 -2.306857 -3.199461 -3.271711 -3.112491 -3.587608 -3.606314 -3.342043 -3.064983 -3.084347 -2.830669
0.526975 -2.329989 -2.440180 -2.312305 -3.206043 -3.278331 -3.118485 -3.588317 -3.606769 -3.343614 -3.066134 -3.085238 -2.831515
0.523338 -2.335356 -2.445692 -2.317752 -3.212625 -3.284951 -3.124478 -3.589027 -3.607225 -3.345185 -3.067285 -3.086128 -2.832360
0.519709 -2.340724 -2.451204 -2.323200 -3.219207 -3.291571 -3.130472 -3.589736 -3.607681 -3.346756 -3.068436 -3.087018 -2.833206
0.516089 -2.346172 -2.456815 -2.328725 -3.225821 -3.298219 -3.136486 -3.590477 -3.608095 -3.348242 -3.069700 -3.087950 -2.834096
0.512478 -2.351631 -2.462440 -2.334261 -3.232439 -3.304871 -3.142503 -3.591222 -3.608503 -3.349715 -3.070982 -3.088887 -2.834991
0.508875 -2.357091 -2.468066 -2.339797 -3.239057 -3.311522 -3.148521 -3.591968 -3.608911 -3.351189 -3.072264 -3.089825 -2.835887
0.505281 -2.362550 -2.473691 -2.345334 -3.245676 -3.318174 -3.154538 -3.592714 -3.609318 -3.352663 -3.073545 -3.090762 -2.836783
0.501696 -2.368010 -2.479317 -2.350870 -3.252294 -3.324826 -3.160555 -3.593459 -3.609726 -3.354136 -3.074827 -3.091700 -2.837679
0.498119 -2.373469 -2.484943 -2.356406 -3.258913 -3.331478 -3.166572 -3.594205 -3.610134 -3.355610 -3.076108 -3.092638 -2.838574
0.494551 -2.378964 -2.490592 -2.361971 -3.265548 -3.338135 -3.172598 -3.594973 -3.610594 -3.357078 -3.077439 -3.093609 -2.839471
0.490991 -2.384516 -2.496282 -2.367584 -3.272209 -3.344801 -3.178636 -3.595780 -3.611142 -3.358536 -3.078850 -3.094636 -2.840369
0.487439 -2.390069 -2.501972 -2.373197 -3.278870 -3.351467 -3.184674 -3.596586 -3.611690 -3.359995 -3.080261 -3.095664 -2.841267
0.483896 -2.395621 -2.507662 -2.378810 -3.285532 -3.358133 -3.190713 -3.597393 -3.612238 -3.361453 -3.081673 -3.096691 -2.842165
0.480362 -2.401174 -2.513352 -2.384423 -3.292193 -3.364800 -3.196751 -3.598199 -3.612786 -3.362912 -3.083084 -3.097719 -2.843062
0.476835 -2.406726 -2.519042 -2.390036 -3.298855 -3.371466 -3.202790 -3.599005 -3.613334 -3.364370 -3.084495 -3.098746 -2.843960
0.473318 -2.412279 -2.524732 -2.395649 -3.305516 -3.378132 -3.208828 -3.599812 -3.613881 -3.365829 -3.085907 -3.099774 -2.844858
0.469808 -2.417917 -2.530484 -2.401303 -3.312219 -3.384754 -3.214859 -3.600675 -3.614510 -3.367183 -3.087432 -3.100914 -2.845775
0.466307 -2.423567 -2.536244 -2.406962 -3.318928 -3.391371 -3.220889 -3.601545 -3.615149 -3.368523 -3.088973 -3.102069 -2.846695
0.462815 -2.429216 -2.542004 -2.412621 -3.325637 -3.397987 -3.226919 -3.602416 -3.615789 -3.369863 -3.090514 -3.103224 -2.847615
0.459330 -2.434866 -2.547764 -2.418281 -3.332346 -3.404603 -3.232949 -3.603287 -3.616428 -3.371203 -3.092056 -3.104379 -2.848534
0.455854 -2.440516 -2.553525 -2.423940 -3.339055 -3.411220 -3.238979 -3.604157 -3.617067 -3.372544 -3.093597 -3.105534 -2.849454
0.452386 -2.446166 -2.559285 -2.429599 -3.345764 -3.417836 -3.245009 -3.605028 -3.617707 -3.373884 -3.095138 -3.106689 -2.850374
0.448927 -2.451855 -2.565081 -2.435287 -3.352490 -3.424479 -3.251047 -3.605924 -3.618367 -3.375239 -3.096729 -3.107887 -2.851306
0.445476 -2.457608 -2.570933 -2.441020 -3.359242 -3.431165 -3.257099 -3.606862 -3.619059 -3.376620 -3.098400 -3.109152 -2.852258
0.442033 -2.463361 -2.576785 -2.446753 -3.365995 -3.437851 -3.263151 -3.607800 -3.619751 -3.378000 -3.100071 -3.110417 -2.853210
0.438598 -2.469114 -2.582637 -2.452486 -3.372747 -3.444536 -3.269203 -3.608738 -3.620443 -3.379380 -3.101742 -3.111682 -2.854162
0.435171 -2.474867 -2.588490 -2.458220 -3.379500 -3.451222 -3.275255 -3.609676 -3.621135 -3.380760 -3.103413 -3.112947 -2.855114
0.431753 -2.480620 -2.594342 -2.463953 -3.386252 -3.457908 -3.281306 -3.610614 -3.621828 -3.382141 -3.105084 -3.114212 -2.856066
0.428342 -2.486373 -2.600194 -2.469686 -3.393005 -3.464594 -3.287358 -3.611552 -3.622520 -3.383521 -3.106755 -3.115476 -2.857018
0.424940 -2.492224 -2.606136 -2.475499 -3.399801 -3.471401 -3.293351 -3.612552 -3.623322 -3.384884 -3.108543 -3.116816 -2.858056
0.421546 -2.498087 -2.612088 -2.481321 -3.406603 -3.478222 -3.299337 -3.613559 -3.624137 -3.386245 -3.110344 -3.118164 -2.859105
0.418160 -2.503949 -2.618041 -2.487143 -3.413405 -3.485044 -3.305323 -3.614567 -3.624953 -3.387606 -3.112146 -3.119512 -2.860154
0.414782 -2.509812 -2.623994 -2.492966 -3.420207 -3.491866 -3.311309 -3.615574 -3.625768 -3.388967 -3.113947 -3.120860 -2.861202
0.411412 -2.515674 -2.629946 -2.498788 -3.427009 -3.498687 -3.317294 -3.616582 -3.626584 -3.390328 -3.115749 -3.122208 -2.862251
0.408050 -2.521537 -2.635899 -2.504611 -3.433810 -3.505509 -3.323280 -3.617589 -3.627399 -3.391689 -3.117550 -3.123556 -2.863300
0.404696 -2.527446 -2.641889 -2.510466 -3.440634 -3.512356 -3.329236 -3.618625 -3.628319 -3.393025 -3.119404 -3.124899 -2.864377
0.401350 -2.533427 -2.647936 -2.516371 -3.447492 -3.519243 -3.335145 -3.619704 -3.629400 -3.394323 -3.121336 -3.126235 -2.865499
0.398012 -2.539407 -2.653984 -2.522277 -3.454350 -3.526129 -3.341054 -3.620783 -3.630480 -3.395622 -3.123269 -3.127570 -2.866621
0.394682 -2.545388 -2.660031 -2.528182 -3.461207 -3.533015 -3.346963 -3.621862 -3.631561 -3.396920 -3.125202 -3.128906 -2.867743
0.391360 -2.551368 -2.666078 -2.534087 -3.468065 -3.539902 -3.352872 -3.622941 -3.632641 -3.398219 -3.127134 -3.130242 -2.868865
0.388046 -2.557349 -2.672125 -2.539992 -3.474923 -3.546788 -3.358781 -3.624020 -3.633721 -3.399517 -3.129067 -3.131577 -2.869987
0.384740 -2.563329 -2.678172 -2.545898 -3.481780 -3.553674 -3.364690 -3.625099 -3.634802 -3.400816 -3.131000 -3.132913 -2.871109
0.381441 -2.569425 -2.684313 -2.551900 -3.488694 -3.560597 -3.370663 -3.626244 -3.635949 -3.402121 -3.133046 -3.134316 -2.872234
0.378151 -2.575533 -2.690465 -2.557912 -3.495614 -3.567523 -3.376643 -3.627397 -3.637104 -3.403426 -3.135105 -3.135726 -2.873359
0.374868 -2.581641 -2.696616 -2.563925 -3.502534 -3.574449 -3.382623 -3.628549 -3.638259 -3.404732 -3.137163 -3.137136 -2.874484
0.371593 -2.587749 -2.702768 -2.569938 -3.509454 -3.581375 -3.388603 -3.629701 -3.639414 -3.406038 -3.139222 -3.138546 -2.875609
0.368326 -2.593857 -2.708919 -2.575951 -3.516373 -3.588301 -3.394583 -3.630854 -3.640569 -3.407344 -3.141281 -3.139957 -2.876735
0.365067 -2.599966 -2.715071 -2.581963 -3.523293 -3.595227 -3.400563 -3.632006 -3.641724 -3.408650 -3.143340 -3.141367 -2.877860
0.361815 -2.606131 -2.721277 -2.588046 -3.530242 -3.602182 -3.406581 -3.633190 -3.642938 -3.409970 -3.145451 -3.142840 -2.878978
0.358572 -2.612380 -2.727563 -2.594230 -3.537234 -3.609179 -3.412655 -3.634419 -3.644239 -3.411311 -3.147639 -3.144404 -2.880085
0.355336 -2.618629 -2.733850 -2.600415 -3.544226 -3.616176 -3.418728 -3.635649 -3.645540 -3.412653 -3.149827 -3.145969 -2.881192
0.352107 -2.624878 -2.740136 -2.606600 -3.551218 -3.623173 -3.424802 -3.636879 -3.646841 -3.413994 -3.152015 -3.147533 -2.882299
0.348887 -2.631127 -2.746423 -2.612784 -3.558210 -3.630170 -3.430875 -3.638108 -3.648142 -3.415336 -3.154203 -3.149097 -2.883406
0.345674 -2.637376 -2.752709 -2.618969 -3.565202 -3.637167 -3.436949 -3.639338 -3.649443 -3.416678 -3.156391 -3.150662 -2.884512
0.342468 -2.643625 -2.758995 -2.625153 -3.572194 -3.644164 -3.443022 -3.640567 -3.650744 -3.418019 -3.158578 -3.152226 -2.885619
0.339271 -2.650015 -2.765423 -2.631431 -3.579259 -3.651137 -3.449151 -3.641869 -3.651995 -3.419309 -3.160887 -3.153967 -2.886727
0.336081 -2.656419 -2.771864 -2.637718 -3.586330 -3.658107 -3.455285 -3.643178 -3.653241 -3.420595 -3.163207 -3.155726 -2.887834
0.332898 -2.662823 -2.778306 -2.644006 -3.593402 -3.665078 -3.461419 -3.644487 -3.654487 -3.421880 -3.165527 -3.157484 -2.888942
0.329723 -2.669227 -2.784747 -2.650293 -3.600473 -3.672049 -3.467553 -3.645796 -3.655734 -3.423165 -3.167847 -3.159243 -2.890049
0.326556 -2.675630 -2.791188 -2.656580 -3.607545 -3.679020 -3.473687 -3.647105 -3.656980 -3.424451 -3.170167 -3.161001 -2.891157
0.323396 -2.682034 -2.797630 -2.662867 -3.614617 -3.685991 -3.479822 -3.648414 -3.658226 -3.425736 -3.172487 -3.162759 -2.892264
