#Average star formation rate (SFR) as a function of halo peak mass (Mpeak) and redshift (z) from Trinity.
#Ref: Zhang et al. (2021)
#z log10(Mpeak)[Msun] log10(SFR)[Msun]
0.235794 14.500000 -0.520898
0.235794 14.550000 -0.549502
0.235794 14.600000 -0.578106
0.235794 14.650000 -0.606710
0.235794 14.700000 -0.635315
0.235794 14.750000 -0.664003
0.235794 14.800000 -0.692692
0.235794 14.850000 -0.721380
0.235794 14.900000 -0.750068
0.235794 14.950000 -0.778813
0.229430 11.000000 -0.665441
0.229430 11.050000 -0.562841
0.229430 11.100000 -0.460241
0.229430 11.150000 -0.368359
0.229430 11.200000 -0.276477
0.229430 11.250000 -0.184595
0.229430 11.300000 -0.092713
0.229430 11.350000 -0.019115
0.229430 11.400000 0.054483
0.229430 11.450000 0.128080
0.229430 11.500000 0.201678
0.229430 11.550000 0.250844
0.229430 11.600000 0.300009
0.229430 11.650000 0.349175
0.229430 11.700000 0.398341
0.229430 11.750000 0.423668
0.229430 11.800000 0.448995
0.229430 11.850000 0.474322
0.229430 11.900000 0.499650
0.229430 11.950000 0.507275
0.229430 12.000000 0.514899
0.229430 12.050000 0.522524
0.229430 12.100000 0.530149
0.229430 12.150000 0.526287
0.229430 12.200000 0.522425
0.229430 12.250000 0.518563
0.229430 12.300000 0.514701
0.229430 12.350000 0.503371
0.229430 12.400000 0.492041
0.229430 12.450000 0.480710
0.229430 12.500000 0.469380
0.229430 12.550000 0.452916
0.229430 12.600000 0.436453
0.229430 12.650000 0.419990
0.229430 12.700000 0.403526
0.229430 12.750000 0.383396
0.229430 12.800000 0.363267
0.229430 12.850000 0.343137
0.229430 12.900000 0.323007
0.229430 12.950000 0.300237
0.229430 13.000000 0.277468
0.229430 13.050000 0.254698
0.229430 13.100000 0.231929
0.229430 13.150000 0.207278
0.229430 13.200000 0.182626
0.229430 13.250000 0.157975
0.229430 13.300000 0.133324
0.229430 13.350000 0.107352
0.229430 13.400000 0.081380
0.229430 13.450000 0.055408
0.229430 13.500000 0.029437
0.229430 13.550000 0.002551
0.229430 13.600000 -0.024334
0.229430 13.650000 -0.051220
0.229430 13.700000 -0.078105
0.229430 13.750000 -0.105615
0.229430 13.800000 -0.133125
0.229430 13.850000 -0.160634
0.229430 13.900000 -0.188144
0.229430 13.950000 -0.216077
0.229430 14.000000 -0.244009
0.229430 14.050000 -0.271942
0.229430 14.100000 -0.299875
0.229430 14.150000 -0.328092
0.229430 14.200000 -0.356310
0.229430 14.250000 -0.384527
0.229430 14.300000 -0.412744
0.229430 14.350000 -0.441152
0.229430 14.400000 -0.469561
0.229430 14.450000 -0.497969
0.229430 14.500000 -0.526377
0.229430 14.550000 -0.554912
0.229430 14.600000 -0.583448
0.229430 14.650000 -0.611983
0.229430 14.700000 -0.640519
0.229430 14.750000 -0.669139
0.229430 14.800000 -0.697760
0.229430 14.850000 -0.726380
0.229430 14.900000 -0.755001
0.229430 14.950000 -0.783678
0.223066 11.000000 -0.668479
0.223066 11.050000 -0.566609
0.223066 11.100000 -0.464739
0.223066 11.150000 -0.373510
0.223066 11.200000 -0.282280
0.223066 11.250000 -0.191050
0.223066 11.300000 -0.099820
0.223066 11.350000 -0.026670
0.223066 11.400000 0.046480
0.223066 11.450000 0.119629
0.223066 11.500000 0.192779
0.223066 11.550000 0.241784
0.223066 11.600000 0.290789
0.223066 11.650000 0.339794
0.223066 11.700000 0.388799
0.223066 11.750000 0.414167
0.223066 11.800000 0.439534
0.223066 11.850000 0.464902
0.223066 11.900000 0.490269
0.223066 11.950000 0.497988
0.223066 12.000000 0.505708
0.223066 12.050000 0.513427
0.223066 12.100000 0.521146
0.223066 12.150000 0.517368
0.223066 12.200000 0.513591
0.223066 12.250000 0.509813
0.223066 12.300000 0.506035
0.223066 12.350000 0.494776
0.223066 12.400000 0.483517
0.223066 12.450000 0.472258
0.223066 12.500000 0.460998
0.223066 12.550000 0.444604
0.223066 12.600000 0.428209
0.223066 12.650000 0.411814
0.223066 12.700000 0.395419
0.223066 12.750000 0.375360
0.223066 12.800000 0.355300
0.223066 12.850000 0.335241
0.223066 12.900000 0.315182
0.223066 12.950000 0.292487
0.223066 13.000000 0.269791
0.223066 13.050000 0.247095
0.223066 13.100000 0.224400
0.223066 13.150000 0.199824
0.223066 13.200000 0.175248
0.223066 13.250000 0.150673
0.223066 13.300000 0.126097
0.223066 13.350000 0.100201
0.223066 13.400000 0.074305
0.223066 13.450000 0.048409
0.223066 13.500000 0.022513
0.223066 13.550000 -0.004298
0.223066 13.600000 -0.031108
0.223066 13.650000 -0.057919
0.223066 13.700000 -0.084729
0.223066 13.750000 -0.112165
0.223066 13.800000 -0.139601
0.223066 13.850000 -0.167038
0.223066 13.900000 -0.194474
0.223066 13.950000 -0.222334
0.223066 14.000000 -0.250195
0.223066 14.050000 -0.278055
0.223066 14.100000 -0.305916
0.223066 14.150000 -0.334062
0.223066 14.200000 -0.362209
0.223066 14.250000 -0.390355
0.223066 14.300000 -0.418502
0.223066 14.350000 -0.446840
0.223066 14.400000 -0.475179
0.223066 14.450000 -0.503517
0.223066 14.500000 -0.531856
0.223066 14.550000 -0.560323
0.223066 14.600000 -0.588789
0.223066 14.650000 -0.617256
0.223066 14.700000 -0.645723
0.223066 14.750000 -0.674276
0.223066 14.800000 -0.702828
0.223066 14.850000 -0.731381
0.223066 14.900000 -0.759933
0.223066 14.950000 -0.788543
0.216800 11.000000 -0.671434
0.216800 11.050000 -0.570322
0.216800 11.100000 -0.469210
0.216800 11.150000 -0.378655
0.216800 11.200000 -0.288099
0.216800 11.250000 -0.197543
0.216800 11.300000 -0.106987
0.216800 11.350000 -0.034300
0.216800 11.400000 0.038388
0.216800 11.450000 0.111075
0.216800 11.500000 0.183763
0.216800 11.550000 0.232602
0.216800 11.600000 0.281442
0.216800 11.650000 0.330281
0.216800 11.700000 0.379121
0.216800 11.750000 0.404533
0.216800 11.800000 0.429946
0.216800 11.850000 0.455359
0.216800 11.900000 0.480772
0.216800 11.950000 0.488596
0.216800 12.000000 0.496421
0.216800 12.050000 0.504245
0.216800 12.100000 0.512070
0.216800 12.150000 0.508386
0.216800 12.200000 0.504702
0.216800 12.250000 0.501019
0.216800 12.300000 0.497335
0.216800 12.350000 0.486154
0.216800 12.400000 0.474972
0.216800 12.450000 0.463791
0.216800 12.500000 0.452610
0.216800 12.550000 0.436286
0.216800 12.600000 0.419963
0.216800 12.650000 0.403640
0.216800 12.700000 0.387317
0.216800 12.750000 0.367330
0.216800 12.800000 0.347342
0.216800 12.850000 0.327355
0.216800 12.900000 0.307368
0.216800 12.950000 0.284746
0.216800 13.000000 0.262124
0.216800 13.050000 0.239502
0.216800 13.100000 0.216880
0.216800 13.150000 0.192379
0.216800 13.200000 0.167877
0.216800 13.250000 0.143376
0.216800 13.300000 0.118875
0.216800 13.350000 0.093053
0.216800 13.400000 0.067231
0.216800 13.450000 0.041409
0.216800 13.500000 0.015587
0.216800 13.550000 -0.011150
0.216800 13.600000 -0.037887
0.216800 13.650000 -0.064625
0.216800 13.700000 -0.091362
0.216800 13.750000 -0.118727
0.216800 13.800000 -0.146091
0.216800 13.850000 -0.173456
0.216800 13.900000 -0.200820
0.216800 13.950000 -0.228611
0.216800 14.000000 -0.256402
0.216800 14.050000 -0.284192
0.216800 14.100000 -0.311983
0.216800 14.150000 -0.340061
0.216800 14.200000 -0.368139
0.216800 14.250000 -0.396217
0.216800 14.300000 -0.424295
0.216800 14.350000 -0.452566
0.216800 14.400000 -0.480837
0.216800 14.450000 -0.509108
0.216800 14.500000 -0.537379
0.216800 14.550000 -0.565780
0.216800 14.600000 -0.594180
0.216800 14.650000 -0.622581
0.216800 14.700000 -0.650981
0.216800 14.750000 -0.679468
0.216800 14.800000 -0.707955
0.216800 14.850000 -0.736443
0.216800 14.900000 -0.764930
0.216800 14.950000 -0.793474
0.210534 11.000000 -0.674390
0.210534 11.050000 -0.574036
0.210534 11.100000 -0.473681
0.210534 11.150000 -0.383800
0.210534 11.200000 -0.293918
0.210534 11.250000 -0.204037
0.210534 11.300000 -0.114155
0.210534 11.350000 -0.041930
0.210534 11.400000 0.030296
0.210534 11.450000 0.102521
0.210534 11.500000 0.174746
0.210534 11.550000 0.223420
0.210534 11.600000 0.272094
0.210534 11.650000 0.320768
0.210534 11.700000 0.369442
0.210534 11.750000 0.394900
0.210534 11.800000 0.420358
0.210534 11.850000 0.445816
0.210534 11.900000 0.471274
0.210534 11.950000 0.479204
0.210534 12.000000 0.487134
0.210534 12.050000 0.495063
0.210534 12.100000 0.502993
0.210534 12.150000 0.499403
0.210534 12.200000 0.495814
0.210534 12.250000 0.492224
0.210534 12.300000 0.488635
0.210534 12.350000 0.477531
0.210534 12.400000 0.466428
0.210534 12.450000 0.455324
0.210534 12.500000 0.444221
0.210534 12.550000 0.427969
0.210534 12.600000 0.411718
0.210534 12.650000 0.395466
0.210534 12.700000 0.379215
0.210534 12.750000 0.359300
0.210534 12.800000 0.339384
0.210534 12.850000 0.319469
0.210534 12.900000 0.299554
0.210534 12.950000 0.277005
0.210534 13.000000 0.254457
0.210534 13.050000 0.231908
0.210534 13.100000 0.209360
0.210534 13.150000 0.184933
0.210534 13.200000 0.160506
0.210534 13.250000 0.136080
0.210534 13.300000 0.111653
0.210534 13.350000 0.085905
0.210534 13.400000 0.060158
0.210534 13.450000 0.034410
0.210534 13.500000 0.008662
0.210534 13.550000 -0.018002
0.210534 13.600000 -0.044667
0.210534 13.650000 -0.071331
0.210534 13.700000 -0.097995
0.210534 13.750000 -0.125288
0.210534 13.800000 -0.152581
0.210534 13.850000 -0.179874
0.210534 13.900000 -0.207167
0.210534 13.950000 -0.234888
0.210534 14.000000 -0.262608
0.210534 14.050000 -0.290329
0.210534 14.100000 -0.318049
0.210534 14.150000 -0.346059
0.210534 14.200000 -0.374068
0.210534 14.250000 -0.402078
0.210534 14.300000 -0.430087
0.210534 14.350000 -0.458291
0.210534 14.400000 -0.486495
0.210534 14.450000 -0.514699
0.210534 14.500000 -0.542903
0.210534 14.550000 -0.571237
0.210534 14.600000 -0.599571
0.210534 14.650000 -0.627906
0.210534 14.700000 -0.656240
0.210534 14.750000 -0.684661
0.210534 14.800000 -0.713083
0.210534 14.850000 -0.741504
0.210534 14.900000 -0.769926
0.210534 14.950000 -0.798406
0.204268 11.000000 -0.677345
0.204268 11.050000 -0.577749
0.204268 11.100000 -0.478152
0.204268 11.150000 -0.388945
0.204268 11.200000 -0.299738
0.204268 11.250000 -0.210530
0.204268 11.300000 -0.121323
0.204268 11.350000 -0.049560
0.204268 11.400000 0.022203
0.204268 11.450000 0.093967
0.204268 11.500000 0.165730
0.204268 11.550000 0.214238
0.204268 11.600000 0.262746
0.204268 11.650000 0.311255
0.204268 11.700000 0.359763
0.204268 11.750000 0.385267
0.204268 11.800000 0.410770
0.204268 11.850000 0.436273
0.204268 11.900000 0.461777
0.204268 11.950000 0.469812
0.204268 12.000000 0.477847
0.204268 12.050000 0.485882
0.204268 12.100000 0.493916
0.204268 12.150000 0.490421
0.204268 12.200000 0.486926
0.204268 12.250000 0.483430
0.204268 12.300000 0.479935
0.204268 12.350000 0.468909
0.204268 12.400000 0.457883
0.204268 12.450000 0.446858
0.204268 12.500000 0.435832
0.204268 12.550000 0.419652
0.204268 12.600000 0.403473
0.204268 12.650000 0.387293
0.204268 12.700000 0.371113
0.204268 12.750000 0.351270
0.204268 12.800000 0.331426
0.204268 12.850000 0.311583
0.204268 12.900000 0.291740
0.204268 12.950000 0.269265
0.204268 13.000000 0.246790
0.204268 13.050000 0.224315
0.204268 13.100000 0.201840
0.204268 13.150000 0.177488
0.204268 13.200000 0.153135
0.204268 13.250000 0.128783
0.204268 13.300000 0.104431
0.204268 13.350000 0.078757
0.204268 13.400000 0.053084
0.204268 13.450000 0.027410
0.204268 13.500000 0.001737
0.204268 13.550000 -0.024855
0.204268 13.600000 -0.051446
0.204268 13.650000 -0.078037
0.204268 13.700000 -0.104628
0.204268 13.750000 -0.131850
0.204268 13.800000 -0.159071
0.204268 13.850000 -0.186292
0.204268 13.900000 -0.213514
0.204268 13.950000 -0.241164
0.204268 14.000000 -0.268815
0.204268 14.050000 -0.296466
0.204268 14.100000 -0.324116
0.204268 14.150000 -0.352057
0.204268 14.200000 -0.379998
0.204268 14.250000 -0.407939
0.204268 14.300000 -0.435880
0.204268 14.350000 -0.464017
0.204268 14.400000 -0.492153
0.204268 14.450000 -0.520290
0.204268 14.500000 -0.548426
0.204268 14.550000 -0.576694
0.204268 14.600000 -0.604962
0.204268 14.650000 -0.633230
0.204268 14.700000 -0.661498
0.204268 14.750000 -0.689854
0.204268 14.800000 -0.718210
0.204268 14.850000 -0.746566
0.204268 14.900000 -0.774923
0.204268 14.950000 -0.803338
0.198098 11.000000 -0.680181
0.198098 11.050000 -0.581372
0.198098 11.100000 -0.482562
0.198098 11.150000 -0.394053
0.198098 11.200000 -0.305543
0.198098 11.250000 -0.217033
0.198098 11.300000 -0.128523
0.198098 11.350000 -0.057239
0.198098 11.400000 0.014045
0.198098 11.450000 0.085329
0.198098 11.500000 0.156613
0.198098 11.550000 0.204948
0.198098 11.600000 0.253282
0.198098 11.650000 0.301617
0.198098 11.700000 0.349951
0.198098 11.750000 0.375503
0.198098 11.800000 0.401054
0.198098 11.850000 0.426605
0.198098 11.900000 0.452157
0.198098 11.950000 0.460307
0.198098 12.000000 0.468457
0.198098 12.050000 0.476607
0.198098 12.100000 0.484757
0.198098 12.150000 0.481366
0.198098 12.200000 0.477975
0.198098 12.250000 0.474584
0.198098 12.300000 0.471193
0.198098 12.350000 0.460252
0.198098 12.400000 0.449312
0.198098 12.450000 0.438371
0.198098 12.500000 0.427430
0.198098 12.550000 0.411326
0.198098 12.600000 0.395221
0.198098 12.650000 0.379117
0.198098 12.700000 0.363013
0.198098 12.750000 0.343243
0.198098 12.800000 0.323472
0.198098 12.850000 0.303702
0.198098 12.900000 0.283932
0.198098 12.950000 0.261531
0.198098 13.000000 0.239129
0.198098 13.050000 0.216727
0.198098 13.100000 0.194326
0.198098 13.150000 0.170047
0.198098 13.200000 0.145768
0.198098 13.250000 0.121489
0.198098 13.300000 0.097210
0.198098 13.350000 0.071609
0.198098 13.400000 0.046008
0.198098 13.450000 0.020407
0.198098 13.500000 -0.005194
0.198098 13.550000 -0.031714
0.198098 13.600000 -0.058234
0.198098 13.650000 -0.084754
0.198098 13.700000 -0.111274
0.198098 13.750000 -0.138427
0.198098 13.800000 -0.165579
0.198098 13.850000 -0.192731
0.198098 13.900000 -0.219883
0.198098 13.950000 -0.247466
0.198098 14.000000 -0.275048
0.198098 14.050000 -0.302631
0.198098 14.100000 -0.330214
0.198098 14.150000 -0.358089
0.198098 14.200000 -0.385964
0.198098 14.250000 -0.413839
0.198098 14.300000 -0.441714
0.198098 14.350000 -0.469785
0.198098 14.400000 -0.497857
0.198098 14.450000 -0.525929
0.198098 14.500000 -0.554001
0.198098 14.550000 -0.582205
0.198098 14.600000 -0.610410
0.198098 14.650000 -0.638614
0.198098 14.700000 -0.666818
0.198098 14.750000 -0.695111
0.198098 14.800000 -0.723405
0.198098 14.850000 -0.751698
0.198098 14.900000 -0.779991
0.198098 14.950000 -0.808344
0.191928 11.000000 -0.683018
0.191928 11.050000 -0.584995
0.191928 11.100000 -0.486973
0.191928 11.150000 -0.399160
0.191928 11.200000 -0.311348
0.191928 11.250000 -0.223536
0.191928 11.300000 -0.135724
0.191928 11.350000 -0.064919
0.191928 11.400000 0.005887
0.191928 11.450000 0.076692
0.191928 11.500000 0.147497
0.191928 11.550000 0.195657
0.191928 11.600000 0.243818
0.191928 11.650000 0.291979
0.191928 11.700000 0.340139
0.191928 11.750000 0.365739
0.191928 11.800000 0.391338
0.191928 11.850000 0.416937
0.191928 11.900000 0.442537
0.191928 11.950000 0.450802
0.191928 12.000000 0.459068
0.191928 12.050000 0.467333
0.191928 12.100000 0.475598
0.191928 12.150000 0.472312
0.191928 12.200000 0.469025
0.191928 12.250000 0.465738
0.191928 12.300000 0.462451
0.191928 12.350000 0.451596
0.191928 12.400000 0.440740
0.191928 12.450000 0.429884
0.191928 12.500000 0.419028
0.191928 12.550000 0.402999
0.191928 12.600000 0.386970
0.191928 12.650000 0.370941
0.191928 12.700000 0.354912
0.191928 12.750000 0.335215
0.191928 12.800000 0.315518
0.191928 12.850000 0.295822
0.191928 12.900000 0.276125
0.191928 12.950000 0.253796
0.191928 13.000000 0.231468
0.191928 13.050000 0.209140
0.191928 13.100000 0.186812
0.191928 13.150000 0.162606
0.191928 13.200000 0.138401
0.191928 13.250000 0.114195
0.191928 13.300000 0.089989
0.191928 13.350000 0.064461
0.191928 13.400000 0.038932
0.191928 13.450000 0.013404
0.191928 13.500000 -0.012125
0.191928 13.550000 -0.038574
0.191928 13.600000 -0.065023
0.191928 13.650000 -0.091472
0.191928 13.700000 -0.117921
0.191928 13.750000 -0.145003
0.191928 13.800000 -0.172086
0.191928 13.850000 -0.199169
0.191928 13.900000 -0.226251
0.191928 13.950000 -0.253767
0.191928 14.000000 -0.281282
0.191928 14.050000 -0.308797
0.191928 14.100000 -0.336312
0.191928 14.150000 -0.364121
0.191928 14.200000 -0.391930
0.191928 14.250000 -0.419739
0.191928 14.300000 -0.447547
0.191928 14.350000 -0.475554
0.191928 14.400000 -0.503562
0.191928 14.450000 -0.531569
0.191928 14.500000 -0.559576
0.191928 14.550000 -0.587716
0.191928 14.600000 -0.615857
0.191928 14.650000 -0.643997
0.191928 14.700000 -0.672138
0.191928 14.750000 -0.700368
0.191928 14.800000 -0.728599
0.191928 14.850000 -0.756829
0.191928 14.900000 -0.785059
0.191928 14.950000 -0.813350
0.185758 11.000000 -0.685854
0.185758 11.050000 -0.588618
0.185758 11.100000 -0.491383
0.185758 11.150000 -0.404268
0.185758 11.200000 -0.317153
0.185758 11.250000 -0.230039
0.185758 11.300000 -0.142924
0.185758 11.350000 -0.072598
0.185758 11.400000 -0.002272
0.185758 11.450000 0.068054
0.185758 11.500000 0.138381
0.185758 11.550000 0.186367
0.185758 11.600000 0.234354
0.185758 11.650000 0.282341
0.185758 11.700000 0.330327
0.185758 11.750000 0.355975
0.185758 11.800000 0.381622
0.185758 11.850000 0.407269
0.185758 11.900000 0.432917
0.185758 11.950000 0.441297
0.185758 12.000000 0.449678
0.185758 12.050000 0.458059
0.185758 12.100000 0.466439
0.185758 12.150000 0.463257
0.185758 12.200000 0.460074
0.185758 12.250000 0.456892
0.185758 12.300000 0.453710
0.185758 12.350000 0.442939
0.185758 12.400000 0.432168
0.185758 12.450000 0.421397
0.185758 12.500000 0.410626
0.185758 12.550000 0.394673
0.185758 12.600000 0.378719
0.185758 12.650000 0.362765
0.185758 12.700000 0.346812
0.185758 12.750000 0.327188
0.185758 12.800000 0.307565
0.185758 12.850000 0.287941
0.185758 12.900000 0.268317
0.185758 12.950000 0.246062
0.185758 13.000000 0.223807
0.185758 13.050000 0.201552
0.185758 13.100000 0.179298
0.185758 13.150000 0.155165
0.185758 13.200000 0.131033
0.185758 13.250000 0.106901
0.185758 13.300000 0.082769
0.185758 13.350000 0.057313
0.185758 13.400000 0.031857
0.185758 13.450000 0.006401
0.185758 13.500000 -0.019055
0.185758 13.550000 -0.045433
0.185758 13.600000 -0.071811
0.185758 13.650000 -0.098189
0.185758 13.700000 -0.124567
0.185758 13.750000 -0.151580
0.185758 13.800000 -0.178594
0.185758 13.850000 -0.205607
0.185758 13.900000 -0.232620
0.185758 13.950000 -0.260068
0.185758 14.000000 -0.287515
0.185758 14.050000 -0.314963
0.185758 14.100000 -0.342411
0.185758 14.150000 -0.370153
0.185758 14.200000 -0.397896
0.185758 14.250000 -0.425639
0.185758 14.300000 -0.453381
0.185758 14.350000 -0.481323
0.185758 14.400000 -0.509266
0.185758 14.450000 -0.537208
0.185758 14.500000 -0.565150
0.185758 14.550000 -0.593227
0.185758 14.600000 -0.621304
0.185758 14.650000 -0.649381
0.185758 14.700000 -0.677458
0.185758 14.750000 -0.705625
0.185758 14.800000 -0.733793
0.185758 14.850000 -0.761960
0.185758 14.900000 -0.790128
0.185758 14.950000 -0.818356
0.179683 11.000000 -0.688533
0.179683 11.050000 -0.592114
0.179683 11.100000 -0.495695
0.179683 11.150000 -0.409303
0.179683 11.200000 -0.322911
0.179683 11.250000 -0.236519
0.179683 11.300000 -0.150127
0.179683 11.350000 -0.080299
0.179683 11.400000 -0.010471
0.179683 11.450000 0.059357
0.179683 11.500000 0.129184
0.179683 11.550000 0.176985
0.179683 11.600000 0.224786
0.179683 11.650000 0.272587
0.179683 11.700000 0.320388
0.179683 11.750000 0.346083
0.179683 11.800000 0.371778
0.179683 11.850000 0.397473
0.179683 11.900000 0.423169
0.179683 11.950000 0.431673
0.179683 12.000000 0.440178
0.179683 12.050000 0.448683
0.179683 12.100000 0.457188
0.179683 12.150000 0.454120
0.179683 12.200000 0.451053
0.179683 12.250000 0.447985
0.179683 12.300000 0.444918
0.179683 12.350000 0.434239
0.179683 12.400000 0.423561
0.179683 12.450000 0.412882
0.179683 12.500000 0.402204
0.179683 12.550000 0.386330
0.179683 12.600000 0.370456
0.179683 12.650000 0.354582
0.179683 12.700000 0.338708
0.179683 12.750000 0.319159
0.179683 12.800000 0.299611
0.179683 12.850000 0.280062
0.179683 12.900000 0.260513
0.179683 12.950000 0.238331
0.179683 13.000000 0.216149
0.179683 13.050000 0.193968
0.179683 13.100000 0.171786
0.179683 13.150000 0.147726
0.179683 13.200000 0.123666
0.179683 13.250000 0.099606
0.179683 13.300000 0.075546
0.179683 13.350000 0.050161
0.179683 13.400000 0.024776
0.179683 13.450000 -0.000610
0.179683 13.500000 -0.025995
0.179683 13.550000 -0.052304
0.179683 13.600000 -0.078613
0.179683 13.650000 -0.104922
0.179683 13.700000 -0.131230
0.179683 13.750000 -0.158177
0.179683 13.800000 -0.185123
0.179683 13.850000 -0.212069
0.179683 13.900000 -0.239015
0.179683 13.950000 -0.266398
0.179683 14.000000 -0.293780
0.179683 14.050000 -0.321163
0.179683 14.100000 -0.348545
0.179683 14.150000 -0.376224
0.179683 14.200000 -0.403903
0.179683 14.250000 -0.431582
0.179683 14.300000 -0.459262
0.179683 14.350000 -0.487142
0.179683 14.400000 -0.515022
0.179683 14.450000 -0.542902
0.179683 14.500000 -0.570782
0.179683 14.550000 -0.598798
0.179683 14.600000 -0.626814
0.179683 14.650000 -0.654830
0.179683 14.700000 -0.682846
0.179683 14.750000 -0.710953
0.179683 14.800000 -0.739061
0.179683 14.850000 -0.767168
0.179683 14.900000 -0.795276
0.179683 14.950000 -0.823445
0.173608 11.000000 -0.691213
0.173608 11.050000 -0.595610
0.173608 11.100000 -0.500007
0.173608 11.150000 -0.414338
0.173608 11.200000 -0.328668
0.173608 11.250000 -0.242999
0.173608 11.300000 -0.157329
0.173608 11.350000 -0.088000
0.173608 11.400000 -0.018671
0.173608 11.450000 0.050659
0.173608 11.500000 0.119988
0.173608 11.550000 0.167603
0.173608 11.600000 0.215218
0.173608 11.650000 0.262833
0.173608 11.700000 0.310448
0.173608 11.750000 0.336191
0.173608 11.800000 0.361934
0.173608 11.850000 0.387677
0.173608 11.900000 0.413420
0.173608 11.950000 0.422049
0.173608 12.000000 0.430678
0.173608 12.050000 0.439307
0.173608 12.100000 0.447936
0.173608 12.150000 0.444984
0.173608 12.200000 0.442031
0.173608 12.250000 0.439078
0.173608 12.300000 0.436125
0.173608 12.350000 0.425540
0.173608 12.400000 0.414954
0.173608 12.450000 0.404368
0.173608 12.500000 0.393782
0.173608 12.550000 0.377988
0.173608 12.600000 0.362193
0.173608 12.650000 0.346399
0.173608 12.700000 0.330605
0.173608 12.750000 0.311131
0.173608 12.800000 0.291657
0.173608 12.850000 0.272182
0.173608 12.900000 0.252708
0.173608 12.950000 0.230600
0.173608 13.000000 0.208491
0.173608 13.050000 0.186383
0.173608 13.100000 0.164274
0.173608 13.150000 0.140287
0.173608 13.200000 0.116299
0.173608 13.250000 0.092311
0.173608 13.300000 0.068323
0.173608 13.350000 0.043009
0.173608 13.400000 0.017694
0.173608 13.450000 -0.007620
0.173608 13.500000 -0.032934
0.173608 13.550000 -0.059174
0.173608 13.600000 -0.085414
0.173608 13.650000 -0.111654
0.173608 13.700000 -0.137894
0.173608 13.750000 -0.164773
0.173608 13.800000 -0.191652
0.173608 13.850000 -0.218531
0.173608 13.900000 -0.245411
0.173608 13.950000 -0.272728
0.173608 14.000000 -0.300045
0.173608 14.050000 -0.327362
0.173608 14.100000 -0.354680
0.173608 14.150000 -0.382295
0.173608 14.200000 -0.409911
0.173608 14.250000 -0.437526
0.173608 14.300000 -0.465142
0.173608 14.350000 -0.492960
0.173608 14.400000 -0.520778
0.173608 14.450000 -0.548596
0.173608 14.500000 -0.576414
0.173608 14.550000 -0.604369
0.173608 14.600000 -0.632324
0.173608 14.650000 -0.660279
0.173608 14.700000 -0.688234
0.173608 14.750000 -0.716281
0.173608 14.800000 -0.744329
0.173608 14.850000 -0.772376
0.173608 14.900000 -0.800423
0.173608 14.950000 -0.828533
0.167533 11.000000 -0.693892
0.167533 11.050000 -0.599105
0.167533 11.100000 -0.504319
0.167533 11.150000 -0.419372
0.167533 11.200000 -0.334426
0.167533 11.250000 -0.249479
0.167533 11.300000 -0.164532
0.167533 11.350000 -0.095701
0.167533 11.400000 -0.026870
0.167533 11.450000 0.041961
0.167533 11.500000 0.110792
0.167533 11.550000 0.158221
0.167533 11.600000 0.205650
0.167533 11.650000 0.253080
0.167533 11.700000 0.300509
0.167533 11.750000 0.326300
0.167533 11.800000 0.352091
0.167533 11.850000 0.377881
0.167533 11.900000 0.403672
0.167533 11.950000 0.412426
0.167533 12.000000 0.421179
0.167533 12.050000 0.429932
0.167533 12.100000 0.438685
0.167533 12.150000 0.435847
0.167533 12.200000 0.433009
0.167533 12.250000 0.430171
0.167533 12.300000 0.427333
0.167533 12.350000 0.416840
0.167533 12.400000 0.406347
0.167533 12.450000 0.395853
0.167533 12.500000 0.385360
0.167533 12.550000 0.369645
0.167533 12.600000 0.353931
0.167533 12.650000 0.338216
0.167533 12.700000 0.322501
0.167533 12.750000 0.303102
0.167533 12.800000 0.283702
0.167533 12.850000 0.264303
0.167533 12.900000 0.244904
0.167533 12.950000 0.222869
0.167533 13.000000 0.200833
0.167533 13.050000 0.178798
0.167533 13.100000 0.156763
0.167533 13.150000 0.132847
0.167533 13.200000 0.108932
0.167533 13.250000 0.085016
0.167533 13.300000 0.061100
0.167533 13.350000 0.035857
0.167533 13.400000 0.010613
0.167533 13.450000 -0.014630
0.167533 13.500000 -0.039874
0.167533 13.550000 -0.066045
0.167533 13.600000 -0.092216
0.167533 13.650000 -0.118387
0.167533 13.700000 -0.144557
0.167533 13.750000 -0.171370
0.167533 13.800000 -0.198182
0.167533 13.850000 -0.224994
0.167533 13.900000 -0.251806
0.167533 13.950000 -0.279058
0.167533 14.000000 -0.306310
0.167533 14.050000 -0.333562
0.167533 14.100000 -0.360814
0.167533 14.150000 -0.388366
0.167533 14.200000 -0.415918
0.167533 14.250000 -0.443470
0.167533 14.300000 -0.471022
0.167533 14.350000 -0.498778
0.167533 14.400000 -0.526534
0.167533 14.450000 -0.554290
0.167533 14.500000 -0.582046
0.167533 14.550000 -0.609940
0.167533 14.600000 -0.637834
0.167533 14.650000 -0.665728
0.167533 14.700000 -0.693622
0.167533 14.750000 -0.721609
0.167533 14.800000 -0.749597
0.167533 14.850000 -0.777584
0.167533 14.900000 -0.805571
0.167533 14.950000 -0.833621
0.161552 11.000000 -0.696371
0.161552 11.050000 -0.602432
0.161552 11.100000 -0.508494
0.161552 11.150000 -0.424296
0.161552 11.200000 -0.340098
0.161552 11.250000 -0.255901
0.161552 11.300000 -0.171703
0.161552 11.350000 -0.103392
