#Average black hole accretion rate (BHAR) to average star formation rate (SFR) ratio as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHAR/SFR)@log(Mpeak)=12 log10(BHAR/SFR)_16@log(Mpeak)=12 log10(BHAR/SFR)_84@log(Mpeak)=12 log10(BHAR/SFR)@log(Mpeak)=13 log10(BHAR/SFR)_16@log(Mpeak)=13 log10(BHAR/SFR)_84@log(Mpeak)=13 log10(BHAR/SFR)@log(Mpeak)=14 log10(BHAR/SFR)_16@log(Mpeak)=14 log10(BHAR/SFR)_84@log(Mpeak)=14 log10(BHAR/SFR)@log(Mpeak)=15 log10(BHAR/SFR)_16@log(Mpeak)=15 log10(BHAR/SFR)_84@log(Mpeak)=15
3.971691 -5.059797 -5.166307 -4.792229 -4.180470 -4.267670 -3.986484 -3.428629 -3.515008 -3.289518 -2.879055 -2.971371 -2.767797
3.959849 -5.049259 -5.154761 -4.781902 -4.171717 -4.258226 -3.977915 -3.421210 -3.507169 -3.282144 -2.874370 -2.966362 -2.763021
3.948034 -5.038721 -5.143215 -4.771575 -4.162963 -4.248782 -3.969346 -3.413791 -3.499330 -3.274771 -2.869685 -2.961352 -2.758245
3.936248 -5.028183 -5.131669 -4.761249 -4.154210 -4.239338 -3.960778 -3.406372 -3.491492 -3.267397 -2.865000 -2.956343 -2.753468
3.924491 -5.017738 -5.120288 -4.750968 -4.145501 -4.229973 -3.952261 -3.399011 -3.483747 -3.260045 -2.860481 -2.951499 -2.748824
3.912761 -5.007388 -5.109077 -4.740733 -4.136837 -4.220687 -3.943798 -3.391707 -3.476097 -3.252715 -2.856131 -2.946823 -2.744316
3.901059 -4.997038 -5.097865 -4.730499 -4.128173 -4.211402 -3.935335 -3.384404 -3.468448 -3.245385 -2.851781 -2.942148 -2.739808
3.889385 -4.986688 -5.086653 -4.720265 -4.119509 -4.202117 -3.926871 -3.377101 -3.460799 -3.238055 -2.847431 -2.937473 -2.735299
3.877738 -4.976338 -5.075441 -4.710031 -4.110845 -4.192831 -3.918408 -3.369797 -3.453150 -3.230725 -2.843081 -2.932797 -2.730791
3.866120 -4.965988 -5.064229 -4.699797 -4.102180 -4.183546 -3.909945 -3.362494 -3.445501 -3.223396 -2.838731 -2.928122 -2.726283
3.854529 -4.955638 -5.053017 -4.689563 -4.093516 -4.174261 -3.901481 -3.355191 -3.437852 -3.216066 -2.834381 -2.923447 -2.721774
3.842966 -4.945606 -5.042321 -4.679668 -4.085072 -4.165154 -3.893193 -3.348115 -3.430461 -3.208955 -2.830444 -2.919210 -2.717615
3.831430 -4.935574 -5.031625 -4.669773 -4.076629 -4.156047 -3.884905 -3.341040 -3.423070 -3.201845 -2.826507 -2.914973 -2.713455
3.819922 -4.925542 -5.020929 -4.659878 -4.068185 -4.146940 -3.876617 -3.333965 -3.415679 -3.194735 -2.822571 -2.910737 -2.709295
3.808441 -4.915510 -5.010233 -4.649983 -4.059741 -4.137833 -3.868329 -3.326890 -3.408288 -3.187624 -2.818634 -2.906500 -2.705136
3.796988 -4.905479 -4.999538 -4.640088 -4.051297 -4.128726 -3.860041 -3.319814 -3.400897 -3.180514 -2.814698 -2.902264 -2.700976
3.785561 -4.895447 -4.988842 -4.630193 -4.042853 -4.119619 -3.851752 -3.312739 -3.393506 -3.173404 -2.810761 -2.898027 -2.696816
3.774162 -4.885701 -4.978449 -4.620557 -4.034645 -4.110761 -3.843719 -3.305864 -3.386322 -3.166503 -2.807103 -2.894069 -2.692892
3.762791 -4.876237 -4.968354 -4.611174 -4.026667 -4.102147 -3.835935 -3.299185 -3.379342 -3.159809 -2.803717 -2.890384 -2.689199
3.751446 -4.866772 -4.958260 -4.601792 -4.018689 -4.093533 -3.828152 -3.292507 -3.372361 -3.153115 -2.800332 -2.886700 -2.685505
3.740128 -4.857308 -4.948165 -4.592410 -4.010711 -4.084919 -3.820368 -3.285828 -3.365380 -3.146421 -2.796947 -2.883015 -2.681812
3.728837 -4.847843 -4.938070 -4.583027 -4.002733 -4.076304 -3.812584 -3.279149 -3.358399 -3.139727 -2.793562 -2.879331 -2.678119
3.717574 -4.838379 -4.927976 -4.573645 -3.994755 -4.067690 -3.804801 -3.272471 -3.351419 -3.133033 -2.790177 -2.875646 -2.674425
3.706337 -4.828915 -4.917882 -4.564263 -3.986777 -4.059077 -3.797018 -3.265793 -3.344439 -3.126340 -2.786795 -2.871965 -2.670735
3.695126 -4.819594 -4.907819 -4.555006 -3.978842 -4.050577 -3.789304 -3.259243 -3.337620 -3.119747 -2.783749 -2.868608 -2.667371
3.683943 -4.810273 -4.897756 -4.545749 -3.970906 -4.042076 -3.781590 -3.252692 -3.330800 -3.113153 -2.780704 -2.865252 -2.664007
3.672786 -4.800952 -4.887694 -4.536491 -3.962970 -4.033576 -3.773877 -3.246142 -3.323980 -3.106559 -2.777658 -2.861895 -2.660643
3.661655 -4.791631 -4.877631 -4.527234 -3.955034 -4.025076 -3.766163 -3.239591 -3.317161 -3.099966 -2.774612 -2.858539 -2.657278
3.650552 -4.782310 -4.867569 -4.517976 -3.947098 -4.016575 -3.758449 -3.233041 -3.310341 -3.093372 -2.771567 -2.855182 -2.653914
3.639474 -4.772989 -4.857506 -4.508719 -3.939162 -4.008075 -3.750735 -3.226490 -3.303521 -3.086778 -2.768521 -2.851826 -2.650550
3.628423 -4.763805 -4.847550 -4.499551 -3.931307 -3.999688 -3.743107 -3.220059 -3.296815 -3.080321 -2.765672 -2.848664 -2.647374
3.617399 -4.754750 -4.837694 -4.490468 -3.923527 -3.991409 -3.735560 -3.213740 -3.290216 -3.073992 -2.763010 -2.845685 -2.644375
3.606400 -4.745695 -4.827838 -4.481385 -3.915748 -3.983129 -3.728013 -3.207422 -3.283617 -3.067663 -2.760347 -2.842707 -2.641376
3.595428 -4.736640 -4.817982 -4.472302 -3.907969 -3.974850 -3.720466 -3.201103 -3.277018 -3.061334 -2.757685 -2.839728 -2.638376
3.584482 -4.727585 -4.808126 -4.463219 -3.900189 -3.966571 -3.712919 -3.194784 -3.270419 -3.055005 -2.755022 -2.836749 -2.635377
3.573562 -4.718530 -4.798270 -4.454136 -3.892410 -3.958291 -3.705371 -3.188466 -3.263820 -3.048676 -2.752360 -2.833771 -2.632378
3.562668 -4.709485 -4.788423 -4.445062 -3.884639 -3.950020 -3.697831 -3.182156 -3.257230 -3.042356 -2.749707 -2.830802 -2.629389
3.551800 -4.700959 -4.779040 -4.436479 -3.877277 -3.942168 -3.690664 -3.176286 -3.251094 -3.036466 -2.747562 -2.828344 -2.626873
3.540958 -4.692432 -4.769657 -4.427895 -3.869915 -3.934316 -3.683497 -3.170415 -3.244957 -3.030577 -2.745417 -2.825887 -2.624357
3.530141 -4.683906 -4.760273 -4.419312 -3.862553 -3.926465 -3.676329 -3.164545 -3.238821 -3.024688 -2.743272 -2.823429 -2.621841
3.519351 -4.675380 -4.750890 -4.410728 -3.855191 -3.918613 -3.669162 -3.158675 -3.232684 -3.018799 -2.741126 -2.820971 -2.619325
3.508586 -4.666854 -4.741507 -4.402144 -3.847829 -3.910761 -3.661994 -3.152805 -3.226548 -3.012909 -2.738981 -2.818513 -2.616809
3.497847 -4.658327 -4.732124 -4.393561 -3.840466 -3.902909 -3.654827 -3.146934 -3.220411 -3.007020 -2.736836 -2.816055 -2.614293
3.487133 -4.649886 -4.722785 -4.385105 -3.833136 -3.895103 -3.647707 -3.141166 -3.214370 -3.001229 -2.734872 -2.813780 -2.611964
3.476445 -4.641521 -4.713488 -4.376764 -3.825834 -3.887337 -3.640630 -3.135490 -3.208417 -2.995526 -2.733074 -2.811671 -2.609805
3.465782 -4.633156 -4.704190 -4.368424 -3.818532 -3.879572 -3.633553 -3.129813 -3.202464 -2.989824 -2.731276 -2.809562 -2.607645
3.455145 -4.624792 -4.694893 -4.360084 -3.811230 -3.871807 -3.626476 -3.124137 -3.196510 -2.984121 -2.729477 -2.807453 -2.605486
3.444533 -4.616427 -4.685595 -4.351744 -3.803929 -3.864042 -3.619399 -3.118461 -3.190557 -2.978419 -2.727679 -2.805344 -2.603327
3.433946 -4.608062 -4.676298 -4.343403 -3.796627 -3.856276 -3.612322 -3.112785 -3.184604 -2.972716 -2.725880 -2.803235 -2.601167
3.423385 -4.599705 -4.667008 -4.335072 -3.789329 -3.848517 -3.605249 -3.107116 -3.178658 -2.967021 -2.724092 -2.801137 -2.599020
3.412849 -4.591614 -4.657990 -4.327033 -3.782180 -3.840963 -3.598303 -3.101701 -3.172974 -2.961561 -2.722660 -2.799390 -2.597254
3.402338 -4.583523 -4.648971 -4.318994 -3.775030 -3.833409 -3.591358 -3.096287 -3.167291 -2.956101 -2.721227 -2.797644 -2.595489
3.391851 -4.575432 -4.639953 -4.310955 -3.767881 -3.825855 -3.584412 -3.090872 -3.161607 -2.950640 -2.719794 -2.795897 -2.593724
3.381390 -4.567341 -4.630934 -4.302917 -3.760731 -3.818301 -3.577466 -3.085457 -3.155923 -2.945180 -2.718362 -2.794151 -2.591958
3.370954 -4.559250 -4.621916 -4.294878 -3.753581 -3.810747 -3.570521 -3.080043 -3.150239 -2.939720 -2.716929 -2.792404 -2.590193
3.360543 -4.551159 -4.612897 -4.286839 -3.746432 -3.803193 -3.563575 -3.074628 -3.144555 -2.934260 -2.715496 -2.790657 -2.588427
3.350156 -4.543268 -4.604168 -4.278963 -3.739421 -3.795808 -3.556779 -3.069385 -3.139044 -2.928967 -2.714291 -2.789099 -2.586870
3.339794 -4.535552 -4.595692 -4.271230 -3.732531 -3.788569 -3.550112 -3.064291 -3.133682 -2.923820 -2.713284 -2.787703 -2.585494
3.329457 -4.527836 -4.587215 -4.263496 -3.725641 -3.781330 -3.543445 -3.059198 -3.128320 -2.918673 -2.712277 -2.786308 -2.584117
3.319144 -4.520120 -4.578739 -4.255763 -3.718751 -3.774091 -3.536779 -3.054105 -3.122959 -2.913526 -2.711269 -2.784913 -2.582741
3.308856 -4.512404 -4.570262 -4.248029 -3.711861 -3.766852 -3.530112 -3.049011 -3.117597 -2.908379 -2.710262 -2.783517 -2.581365
3.298593 -4.504689 -4.561785 -4.240296 -3.704971 -3.759613 -3.523445 -3.043918 -3.112235 -2.903232 -2.709255 -2.782122 -2.579989
3.288354 -4.496981 -4.553322 -4.232572 -3.698086 -3.752383 -3.516785 -3.038834 -3.106884 -2.898092 -2.708259 -2.780737 -2.578623
3.278139 -4.489482 -4.545181 -4.225076 -3.691327 -3.745374 -3.510279 -3.033981 -3.101791 -2.893126 -2.707545 -2.779592 -2.577507
3.267949 -4.481982 -4.537041 -4.217580 -3.684568 -3.738365 -3.503774 -3.029127 -3.096698 -2.888160 -2.706832 -2.778447 -2.576392
3.257783 -4.474483 -4.528900 -4.210083 -3.677809 -3.731356 -3.497269 -3.024274 -3.091605 -2.883194 -2.706118 -2.777302 -2.575276
3.247641 -4.466983 -4.520759 -4.202587 -3.671050 -3.724347 -3.490763 -3.019420 -3.086512 -2.878228 -2.705405 -2.776157 -2.574161
3.237523 -4.459483 -4.512619 -4.195091 -3.664291 -3.717339 -3.484258 -3.014567 -3.081419 -2.873262 -2.704691 -2.775013 -2.573046
3.227430 -4.451984 -4.504478 -4.187595 -3.657532 -3.710330 -3.477752 -3.009714 -3.076326 -2.868296 -2.703978 -2.773868 -2.571930
3.217360 -4.444605 -4.496505 -4.180256 -3.650844 -3.703383 -3.471310 -3.005035 -3.071414 -2.863495 -2.703425 -2.772859 -2.570937
3.207315 -4.437327 -4.488673 -4.173048 -3.644216 -3.696489 -3.464921 -3.000504 -3.066654 -2.858832 -2.703006 -2.771964 -2.570046
3.197293 -4.430049 -4.480840 -4.165840 -3.637587 -3.689595 -3.458532 -2.995973 -3.061893 -2.854169 -2.702588 -2.771068 -2.569156
3.187296 -4.422770 -4.473008 -4.158632 -3.630958 -3.682700 -3.452142 -2.991441 -3.057133 -2.849506 -2.702169 -2.770173 -2.568265
3.177322 -4.415492 -4.465176 -4.151424 -3.624329 -3.675806 -3.445753 -2.986910 -3.052372 -2.844842 -2.701751 -2.769278 -2.567375
3.167371 -4.408214 -4.457343 -4.144217 -3.617701 -3.668911 -3.439364 -2.982379 -3.047611 -2.840179 -2.701333 -2.768383 -2.566484
3.157445 -4.400948 -4.449520 -4.137024 -3.611080 -3.662025 -3.432977 -2.977866 -3.042870 -2.835534 -2.700930 -2.767501 -2.565606
3.147542 -4.393907 -4.441870 -4.130128 -3.604612 -3.655302 -3.426640 -2.973704 -3.038501 -2.831222 -2.700829 -2.766885 -2.564969
3.137663 -4.386865 -4.434220 -4.123233 -3.598143 -3.648579 -3.420303 -2.969542 -3.034131 -2.826910 -2.700728 -2.766268 -2.564331
3.127807 -4.379824 -4.426570 -4.116337 -3.591675 -3.641856 -3.413965 -2.965381 -3.029762 -2.822598 -2.700628 -2.765651 -2.563693
3.117975 -4.372783 -4.418920 -4.109442 -3.585207 -3.635133 -3.407628 -2.961219 -3.025392 -2.818287 -2.700527 -2.765034 -2.563056
3.108166 -4.365742 -4.411270 -4.102546 -3.578738 -3.628410 -3.401291 -2.957057 -3.021023 -2.813975 -2.700426 -2.764418 -2.562418
3.098381 -4.358701 -4.403620 -4.095651 -3.572270 -3.621687 -3.394954 -2.952895 -3.016653 -2.809663 -2.700326 -2.763801 -2.561780
3.088619 -4.351813 -4.396107 -4.088883 -3.565911 -3.615106 -3.388712 -2.948939 -3.012500 -2.805565 -2.700391 -2.763315 -2.561265
3.078880 -4.345049 -4.388705 -4.082217 -3.559640 -3.608638 -3.382547 -2.945148 -3.008522 -2.801638 -2.700589 -2.762934 -2.560847
3.069164 -4.338284 -4.381303 -4.075552 -3.553369 -3.602170 -3.376382 -2.941356 -3.004544 -2.797712 -2.700787 -2.762553 -2.560430
3.059471 -4.331520 -4.373900 -4.068887 -3.547099 -3.595703 -3.370216 -2.937565 -3.000566 -2.793785 -2.700985 -2.762172 -2.560013
3.049802 -4.324756 -4.366498 -4.062221 -3.540828 -3.589235 -3.364051 -2.933773 -2.996588 -2.789859 -2.701183 -2.761791 -2.559595
3.040156 -4.317992 -4.359095 -4.055556 -3.534557 -3.582768 -3.357886 -2.929982 -2.992610 -2.785932 -2.701381 -2.761410 -2.559178
3.030532 -4.311234 -4.351703 -4.048895 -3.528290 -3.576307 -3.351723 -2.926208 -2.988651 -2.782021 -2.701593 -2.761043 -2.558771
3.020932 -4.304593 -4.344461 -4.042312 -3.522093 -3.569954 -3.345600 -2.922711 -2.984988 -2.778358 -2.702038 -2.760884 -2.558536
3.011354 -4.297952 -4.337219 -4.035729 -3.515896 -3.563602 -3.339476 -2.919213 -2.981325 -2.774696 -2.702483 -2.760725 -2.558301
3.001799 -4.291310 -4.329978 -4.029146 -3.509699 -3.557249 -3.333352 -2.915716 -2.977662 -2.771033 -2.702928 -2.760566 -2.558066
2.992267 -4.284669 -4.322736 -4.022563 -3.503502 -3.550896 -3.327228 -2.912219 -2.973999 -2.767370 -2.703373 -2.760407 -2.557831
2.982758 -4.278028 -4.315495 -4.015980 -3.497305 -3.544544 -3.321104 -2.908722 -2.970336 -2.763708 -2.703818 -2.760248 -2.557595
2.973271 -4.271386 -4.308253 -4.009397 -3.491108 -3.538191 -3.314980 -2.905224 -2.966674 -2.760045 -2.704263 -2.760090 -2.557360
2.963807 -4.264922 -4.301240 -4.002989 -3.485056 -3.531987 -3.308991 -2.901935 -2.963219 -2.756569 -2.704877 -2.760076 -2.557212
2.954365 -4.258596 -4.294404 -3.996716 -3.479115 -3.525897 -3.303105 -2.898807 -2.959924 -2.753237 -2.705621 -2.760175 -2.557130
2.944946 -4.252269 -4.287568 -3.990442 -3.473174 -3.519807 -3.297219 -2.895679 -2.956630 -2.749905 -2.706365 -2.760274 -2.557049
2.935549 -4.245942 -4.280732 -3.984169 -3.467233 -3.513717 -3.291333 -2.892551 -2.953336 -2.746572 -2.707108 -2.760373 -2.556967
2.926175 -4.239615 -4.273896 -3.977896 -3.461292 -3.507627 -3.285447 -2.889423 -2.950042 -2.743240 -2.707852 -2.760472 -2.556886
2.916823 -4.233289 -4.267059 -3.971622 -3.455351 -3.501537 -3.279561 -2.886295 -2.946747 -2.739908 -2.708596 -2.760572 -2.556804
2.907494 -4.226976 -4.260241 -3.965362 -3.449419 -3.495457 -3.273682 -2.883186 -2.943472 -2.736592 -2.709352 -2.760680 -2.556729
2.898186 -4.220846 -4.253658 -3.959274 -3.443619 -3.489508 -3.267910 -2.880327 -2.940445 -2.733487 -2.710270 -2.760921 -2.556736
2.888901 -4.214716 -4.247076 -3.953187 -3.437818 -3.483559 -3.262138 -2.877468 -2.937418 -2.730383 -2.711188 -2.761162 -2.556744
2.879638 -4.208585 -4.240494 -3.947099 -3.432017 -3.477610 -3.256366 -2.874608 -2.934391 -2.727279 -2.712106 -2.761403 -2.556751
2.870397 -4.202455 -4.233912 -3.941011 -3.426217 -3.471661 -3.250594 -2.871749 -2.931365 -2.724174 -2.713024 -2.761644 -2.556759
2.861177 -4.196325 -4.227330 -3.934923 -3.420416 -3.465712 -3.244822 -2.868890 -2.928338 -2.721070 -2.713942 -2.761885 -2.556766
2.851980 -4.190195 -4.220748 -3.928836 -3.414616 -3.459763 -3.239050 -2.866031 -2.925311 -2.717966 -2.714860 -2.762126 -2.556774
2.842805 -4.184112 -4.214269 -3.922807 -3.408850 -3.453882 -3.233268 -2.863301 -2.922418 -2.714994 -2.715903 -2.762468 -2.556821
2.833652 -4.178063 -4.207866 -3.916821 -3.403111 -3.448050 -3.227478 -2.860668 -2.919624 -2.712121 -2.717039 -2.762887 -2.556899
2.824520 -4.172014 -4.201464 -3.910835 -3.397371 -3.442218 -3.221688 -2.858034 -2.916831 -2.709249 -2.718175 -2.763306 -2.556977
2.815410 -4.165965 -4.195061 -3.904849 -3.391632 -3.436386 -3.215898 -2.855401 -2.914037 -2.706376 -2.719311 -2.763724 -2.557055
2.806322 -4.159916 -4.188658 -3.898863 -3.385892 -3.430555 -3.210108 -2.852767 -2.911243 -2.703503 -2.720447 -2.764143 -2.557133
2.797256 -4.153867 -4.182256 -3.892877 -3.380153 -3.424723 -3.204319 -2.850134 -2.908449 -2.700631 -2.721582 -2.764562 -2.557211
2.788211 -4.147845 -4.175889 -3.886913 -3.374436 -3.418913 -3.198545 -2.847533 -2.905687 -2.697790 -2.722741 -2.765000 -2.557303
2.779188 -4.142135 -4.169942 -3.881197 -3.368978 -3.413356 -3.192963 -2.845314 -2.903299 -2.695324 -2.724164 -2.765666 -2.557563
2.770186 -4.136426 -4.163994 -3.875482 -3.363520 -3.407800 -3.187381 -2.843094 -2.900911 -2.692858 -2.725587 -2.766333 -2.557824
2.761205 -4.130716 -4.158047 -3.869766 -3.358063 -3.402243 -3.181798 -2.840875 -2.898524 -2.690392 -2.727010 -2.767000 -2.558084
2.752246 -4.125006 -4.152099 -3.864050 -3.352605 -3.396687 -3.176216 -2.838656 -2.896136 -2.687927 -2.728433 -2.767666 -2.558344
2.743309 -4.119297 -4.146152 -3.858335 -3.347147 -3.391130 -3.170634 -2.836437 -2.893748 -2.685461 -2.729856 -2.768333 -2.558604
2.734392 -4.113587 -4.140204 -3.852619 -3.341690 -3.385574 -3.165052 -2.834217 -2.891360 -2.682995 -2.731279 -2.769000 -2.558864
2.725497 -4.107901 -4.134297 -3.846966 -3.336260 -3.380038 -3.159489 -2.832155 -2.889118 -2.680678 -2.732823 -2.769765 -2.559147
2.716623 -4.102232 -4.128420 -3.841356 -3.330850 -3.374518 -3.153939 -2.830205 -2.886979 -2.678467 -2.734454 -2.770601 -2.559447
2.707770 -4.096563 -4.122542 -3.835747 -3.325441 -3.368997 -3.148390 -2.828255 -2.884840 -2.676256 -2.736085 -2.771437 -2.559746
2.698939 -4.090893 -4.116665 -3.830137 -3.320031 -3.363476 -3.142841 -2.826305 -2.882701 -2.674046 -2.737716 -2.772273 -2.560045
2.690128 -4.085224 -4.110787 -3.824528 -3.314621 -3.357955 -3.137292 -2.824355 -2.880562 -2.671835 -2.739346 -2.773109 -2.560345
2.681338 -4.079555 -4.104909 -3.818918 -3.309212 -3.352434 -3.131743 -2.822405 -2.878423 -2.669624 -2.740977 -2.773945 -2.560644
2.672570 -4.073903 -4.099050 -3.813329 -3.303820 -3.346931 -3.126209 -2.820486 -2.876312 -2.667444 -2.742631 -2.774801 -2.560947
2.663822 -4.068430 -4.093373 -3.807945 -3.298608 -3.341600 -3.120839 -2.818883 -2.874493 -2.665575 -2.744520 -2.775860 -2.561290
2.655095 -4.062957 -4.087697 -3.802561 -3.293397 -3.336270 -3.115469 -2.817280 -2.872674 -2.663705 -2.746409 -2.776918 -2.561632
2.646388 -4.057484 -4.082020 -3.797177 -3.288185 -3.330940 -3.110099 -2.815677 -2.870855 -2.661836 -2.748298 -2.777977 -2.561975
2.637703 -4.052011 -4.076343 -3.791793 -3.282974 -3.325609 -3.104729 -2.814074 -2.869035 -2.659967 -2.750187 -2.779035 -2.562317
2.629038 -4.046538 -4.070667 -3.786409 -3.277762 -3.320279 -3.099359 -2.812471 -2.867216 -2.658097 -2.752075 -2.780094 -2.562660
2.620394 -4.041065 -4.064990 -3.781025 -3.272551 -3.314949 -3.093989 -2.810868 -2.865397 -2.656228 -2.753964 -2.781153 -2.563003
2.611770 -4.035675 -4.059400 -3.775725 -3.267432 -3.309719 -3.088683 -2.809449 -2.863749 -2.654533 -2.755985 -2.782340 -2.563334
2.603167 -4.030341 -4.053870 -3.770482 -3.262378 -3.304558 -3.083420 -2.808155 -2.862218 -2.652956 -2.758095 -2.783615 -2.563659
2.594585 -4.025007 -4.048339 -3.765240 -3.257324 -3.299397 -3.078158 -2.806861 -2.860688 -2.651380 -2.760205 -2.784889 -2.563983
2.586023 -4.019673 -4.042809 -3.759997 -3.252270 -3.294236 -3.072895 -2.805566 -2.859157 -2.649804 -2.762315 -2.786164 -2.564308
2.577481 -4.014339 -4.037278 -3.754755 -3.247215 -3.289075 -3.067632 -2.804272 -2.857627 -2.648228 -2.764425 -2.787439 -2.564632
2.568959 -4.009005 -4.031748 -3.749512 -3.242161 -3.283915 -3.062370 -2.802978 -2.856096 -2.646651 -2.766535 -2.788714 -2.564956
2.560458 -4.003680 -4.026227 -3.744280 -3.237124 -3.278773 -3.057121 -2.801702 -2.854579 -2.645090 -2.768661 -2.790012 -2.565270
2.551978 -3.998427 -4.020803 -3.739137 -3.232241 -3.273810 -3.052004 -2.800595 -2.853192 -2.643664 -2.770929 -2.791522 -2.565487
2.543517 -3.993175 -4.015379 -3.733995 -3.227358 -3.268847 -3.046886 -2.799487 -2.851806 -2.642238 -2.773196 -2.793032 -2.565705
2.535076 -3.987923 -4.009955 -3.728853 -3.222475 -3.263884 -3.041768 -2.798380 -2.850419 -2.640812 -2.775464 -2.794542 -2.565922
2.526656 -3.982671 -4.004531 -3.723711 -3.217592 -3.258922 -3.036651 -2.797272 -2.849032 -2.639385 -2.777732 -2.796052 -2.566139
2.518256 -3.977418 -3.999107 -3.718568 -3.212709 -3.253959 -3.031533 -2.796165 -2.847645 -2.637959 -2.779999 -2.797562 -2.566356
2.509875 -3.972166 -3.993683 -3.713426 -3.207827 -3.248996 -3.026415 -2.795057 -2.846258 -2.636533 -2.782267 -2.799072 -2.566573
2.501515 -3.967038 -3.988403 -3.708425 -3.203119 -3.244197 -3.021475 -2.794099 -2.844978 -2.635241 -2.784707 -2.800706 -2.566786
2.493175 -3.961993 -3.983219 -3.703517 -3.198526 -3.239507 -3.016652 -2.793238 -2.843770 -2.634036 -2.787260 -2.802420 -2.566996
2.484854 -3.956947 -3.978034 -3.698608 -3.193933 -3.234817 -3.011828 -2.792378 -2.842561 -2.632831 -2.789812 -2.804135 -2.567207
2.476553 -3.951902 -3.972850 -3.693700 -3.189340 -3.230127 -3.007004 -2.791518 -2.841352 -2.631626 -2.792365 -2.805850 -2.567417
2.468272 -3.946856 -3.967666 -3.688792 -3.184747 -3.225437 -3.002181 -2.790657 -2.840143 -2.630421 -2.794917 -2.807564 -2.567627
2.460011 -3.941811 -3.962481 -3.683883 -3.180154 -3.220747 -2.997357 -2.789797 -2.838934 -2.629216 -2.797470 -2.809279 -2.567837
2.451770 -3.936772 -3.957302 -3.678983 -3.175579 -3.216077 -2.992556 -2.788955 -2.837741 -2.628026 -2.800052 -2.811025 -2.568034
2.443548 -3.931793 -3.952170 -3.674147 -3.171150 -3.211572 -2.987932 -2.788268 -2.836671 -2.626955 -2.802876 -2.813032 -2.568120
2.435345 -3.926813 -3.947037 -3.669312 -3.166721 -3.207066 -2.983309 -2.787580 -2.835602 -2.625884 -2.805700 -2.815040 -2.568207
2.427162 -3.921834 -3.941905 -3.664476 -3.162292 -3.202561 -2.978685 -2.786892 -2.834532 -2.624813 -2.808523 -2.817047 -2.568293
2.418999 -3.916854 -3.936773 -3.659641 -3.157863 -3.198056 -2.974062 -2.786204 -2.833463 -2.623742 -2.811347 -2.819055 -2.568379
2.410855 -3.911875 -3.931640 -3.654805 -3.153435 -3.193550 -2.969438 -2.785516 -2.832394 -2.622671 -2.814171 -2.821063 -2.568466
2.402731 -3.906895 -3.926508 -3.649970 -3.149006 -3.189045 -2.964815 -2.784828 -2.831324 -2.621600 -2.816995 -2.823070 -2.568552
2.394626 -3.901986 -3.921434 -3.645208 -3.144708 -3.184672 -2.960318 -2.784266 -2.830361 -2.620620 -2.819989 -2.825243 -2.568628
2.386540 -3.897121 -3.916397 -3.640493 -3.140493 -3.180384 -2.955902 -2.783783 -2.829464 -2.619698 -2.823090 -2.827521 -2.568697
2.378473 -3.892256 -3.911360 -3.635778 -3.136278 -3.176095 -2.951486 -2.783300 -2.828568 -2.618776 -2.826192 -2.829799 -2.568766
2.370426 -3.887391 -3.906323 -3.631063 -3.132063 -3.171806 -2.947070 -2.782818 -2.827671 -2.617853 -2.829293 -2.832077 -2.568835
2.362398 -3.882525 -3.901286 -3.626348 -3.127848 -3.167517 -2.942654 -2.782335 -2.826774 -2.616931 -2.832394 -2.834355 -2.568904
2.354389 -3.877660 -3.896249 -3.621633 -3.123633 -3.163228 -2.938238 -2.781852 -2.825878 -2.616009 -2.835496 -2.836632 -2.568973
2.346399 -3.872808 -3.891228 -3.616933 -3.119444 -3.158965 -2.933846 -2.781396 -2.825005 -2.615105 -2.838629 -2.838932 -2.569041
2.338428 -3.868055 -3.886323 -3.612346 -3.115450 -3.154901 -2.929639 -2.781143 -2.824308 -2.614344 -2.841999 -2.841391 -2.569105
2.330476 -3.863301 -3.881417 -3.607760 -3.111456 -3.150836 -2.925432 -2.780889 -2.823611 -2.613583 -2.845369 -2.843850 -2.569170
2.322543 -3.858547 -3.876512 -3.603173 -3.107462 -3.146771 -2.921224 -2.780636 -2.822915 -2.612821 -2.848739 -2.846310 -2.569234
2.314629 -3.853793 -3.871607 -3.598586 -3.103468 -3.142706 -2.917017 -2.780383 -2.822218 -2.612060 -2.852109 -2.848769 -2.569298
2.306733 -3.849039 -3.866702 -3.593999 -3.099474 -3.138641 -2.912810 -2.780129 -2.821521 -2.611298 -2.855479 -2.851228 -2.569363
2.298857 -3.844285 -3.861796 -3.589412 -3.095480 -3.134577 -2.908602 -2.779876 -2.820824 -2.610537 -2.858849 -2.853687 -2.569427
2.290999 -3.839559 -3.856927 -3.584869 -3.091599 -3.130655 -2.904514 -2.779746 -2.820239 -2.609834 -2.862360 -2.856237 -2.569314
2.283160 -3.834849 -3.852079 -3.580352 -3.087787 -3.126821 -2.900497 -2.779689 -2.819721 -2.609168 -2.865956 -2.858842 -2.569095
2.275340 -3.830139 -3.847231 -3.575834 -3.083975 -3.122986 -2.896480 -2.779633 -2.819203 -2.608501 -2.869551 -2.861446 -2.568875
