#Average black hole accretion rate (BHAR) to average star formation rate (SFR) ratio as a function of halo peak mass at z=0 and redshift from Trinity.
#Ref: Zhang et al. (2021)
#z log10(BHAR/SFR)@log(Mpeak)=12 log10(BHAR/SFR)_16@log(Mpeak)=12 log10(BHAR/SFR)_84@log(Mpeak)=12 log10(BHAR/SFR)@log(Mpeak)=13 log10(BHAR/SFR)_16@log(Mpeak)=13 log10(BHAR/SFR)_84@log(Mpeak)=13 log10(BHAR/SFR)@log(Mpeak)=14 log10(BHAR/SFR)_16@log(Mpeak)=14 log10(BHAR/SFR)_84@log(Mpeak)=14 log10(BHAR/SFR)@log(Mpeak)=15 log10(BHAR/SFR)_16@log(Mpeak)=15 log10(BHAR/SFR)_84@log(Mpeak)=15
1.147520 -3.176480 -3.190368 -2.943774 -2.862187 -2.878577 -2.631760 -2.987186 -2.972652 -2.460729 -2.151644 -2.223878 -1.523069
1.142405 -3.174070 -3.187979 -2.941491 -2.862594 -2.878782 -2.631623 -2.987651 -2.973274 -2.458055 -2.141720 -2.213079 -1.514384
1.137302 -3.171660 -3.185589 -2.939207 -2.863000 -2.878987 -2.631485 -2.988117 -2.973895 -2.455381 -2.131797 -2.202279 -1.505699
1.132211 -3.169350 -3.183304 -2.937007 -2.863441 -2.879221 -2.631398 -2.988275 -2.974197 -2.452555 -2.122117 -2.191627 -1.497093
1.127132 -3.167072 -3.181050 -2.934831 -2.863893 -2.879462 -2.631327 -2.988339 -2.974400 -2.449682 -2.112514 -2.181022 -1.488512
1.122065 -3.164794 -3.178797 -2.932656 -2.864345 -2.879704 -2.631256 -2.988402 -2.974603 -2.446809 -2.102911 -2.170416 -1.479932
1.117010 -3.162516 -3.176543 -2.930481 -2.864797 -2.879946 -2.631185 -2.988465 -2.974806 -2.443936 -2.093307 -2.159810 -1.471351
1.111968 -3.160237 -3.174290 -2.928306 -2.865249 -2.880188 -2.631115 -2.988528 -2.975009 -2.441063 -2.083704 -2.149204 -1.462770
1.106937 -3.157959 -3.172037 -2.926131 -2.865701 -2.880430 -2.631044 -2.988591 -2.975212 -2.438190 -2.074101 -2.138598 -1.454189
1.101919 -3.155717 -3.169819 -2.923984 -2.866165 -2.880681 -2.630982 -2.988546 -2.975328 -2.435268 -2.064587 -2.128012 -1.445651
1.096912 -3.153573 -3.167701 -2.921915 -2.866662 -2.880957 -2.630947 -2.988201 -2.975207 -2.432212 -2.055318 -2.117482 -1.437230
1.091917 -3.151429 -3.165583 -2.919846 -2.867159 -2.881233 -2.630912 -2.987857 -2.975086 -2.429155 -2.046049 -2.106951 -1.428809
1.086934 -3.149285 -3.163464 -2.917776 -2.867656 -2.881509 -2.630877 -2.987513 -2.974965 -2.426099 -2.036780 -2.096420 -1.420388
1.081963 -3.147142 -3.161346 -2.915707 -2.868153 -2.881785 -2.630842 -2.987168 -2.974844 -2.423043 -2.027511 -2.085890 -1.411967
1.077004 -3.144998 -3.159227 -2.913638 -2.868650 -2.882061 -2.630807 -2.986824 -2.974723 -2.419987 -2.018242 -2.075359 -1.403546
1.072057 -3.142854 -3.157109 -2.911568 -2.869147 -2.882337 -2.630771 -2.986480 -2.974602 -2.416931 -2.008973 -2.064828 -1.395125
1.067121 -3.140828 -3.155109 -2.909555 -2.869686 -2.882654 -2.630767 -2.985829 -2.974108 -2.413639 -1.999963 -2.054666 -1.386840
1.062198 -3.138837 -3.153143 -2.907558 -2.870237 -2.882984 -2.630772 -2.985087 -2.973504 -2.410278 -1.991028 -2.044612 -1.378594
1.057286 -3.136845 -3.151178 -2.905562 -2.870788 -2.883313 -2.630776 -2.984346 -2.972901 -2.406917 -1.982094 -2.034559 -1.370349
1.052385 -3.134854 -3.149212 -2.903565 -2.871339 -2.883642 -2.630781 -2.983604 -2.972297 -2.403556 -1.973159 -2.024505 -1.362104
1.047497 -3.132863 -3.147247 -2.901568 -2.871890 -2.883972 -2.630786 -2.982862 -2.971693 -2.400195 -1.964225 -2.014452 -1.353859
1.042620 -3.130871 -3.145281 -2.899571 -2.872441 -2.884301 -2.630791 -2.982121 -2.971089 -2.396834 -1.955290 -2.004398 -1.345614
1.037754 -3.128917 -3.143351 -2.897603 -2.873005 -2.884643 -2.630803 -2.981265 -2.970346 -2.393443 -1.946445 -1.994416 -1.337442
1.032900 -3.127057 -3.141512 -2.895707 -2.873603 -2.885015 -2.630838 -2.980113 -2.969241 -2.389973 -1.937833 -1.984620 -1.329462
1.028058 -3.125198 -3.139673 -2.893812 -2.874200 -2.885388 -2.630872 -2.978960 -2.968135 -2.386503 -1.929220 -1.974824 -1.321482
1.023227 -3.123339 -3.137835 -2.891917 -2.874798 -2.885761 -2.630907 -2.977807 -2.967029 -2.383033 -1.920608 -1.965028 -1.313502
1.018408 -3.121480 -3.135996 -2.890021 -2.875396 -2.886133 -2.630941 -2.976654 -2.965924 -2.379563 -1.911996 -1.955233 -1.305522
1.013600 -3.119621 -3.134157 -2.888126 -2.875993 -2.886506 -2.630976 -2.975501 -2.964818 -2.376093 -1.903384 -1.945437 -1.297542
1.008804 -3.117761 -3.132318 -2.886231 -2.876591 -2.886879 -2.631010 -2.974348 -2.963712 -2.372623 -1.894771 -1.935641 -1.289562
1.004019 -3.116010 -3.130586 -2.884439 -2.877235 -2.887293 -2.631067 -2.972884 -2.962247 -2.369073 -1.886409 -1.926120 -1.281692
0.999246 -3.114290 -3.128883 -2.882676 -2.877892 -2.887719 -2.631130 -2.971333 -2.960682 -2.365499 -1.878115 -1.916675 -1.273853
0.994484 -3.112569 -3.127181 -2.880914 -2.878549 -2.888145 -2.631192 -2.969782 -2.959117 -2.361926 -1.869822 -1.907230 -1.266014
0.989733 -3.110848 -3.125478 -2.879151 -2.879206 -2.888571 -2.631255 -2.968230 -2.957552 -2.358353 -1.861529 -1.897785 -1.258174
0.984993 -3.109127 -3.123775 -2.877388 -2.879863 -2.888996 -2.631318 -2.966679 -2.955987 -2.354779 -1.853236 -1.888340 -1.250335
0.980265 -3.107407 -3.122073 -2.875625 -2.880520 -2.889422 -2.631380 -2.965128 -2.954422 -2.351206 -1.844943 -1.878895 -1.242496
0.975548 -3.105724 -3.120408 -2.873901 -2.881195 -2.889860 -2.631445 -2.963467 -2.952748 -2.347589 -1.836740 -1.869516 -1.234709
0.970843 -3.104137 -3.118838 -2.872272 -2.881916 -2.890326 -2.631516 -2.961535 -2.950805 -2.343861 -1.828762 -1.860301 -1.227051
0.966148 -3.102551 -3.117268 -2.870643 -2.882637 -2.890793 -2.631587 -2.959603 -2.948862 -2.340134 -1.820784 -1.851087 -1.219393
0.961465 -3.100964 -3.115698 -2.869014 -2.883358 -2.891260 -2.631658 -2.957670 -2.946919 -2.336406 -1.812806 -1.841872 -1.211736
0.956793 -3.099377 -3.114128 -2.867385 -2.884080 -2.891727 -2.631729 -2.955738 -2.944976 -2.332679 -1.804828 -1.832658 -1.204078
0.952132 -3.097790 -3.112559 -2.865756 -2.884801 -2.892193 -2.631800 -2.953806 -2.943033 -2.328952 -1.796849 -1.823443 -1.196420
0.947482 -3.096203 -3.110989 -2.864126 -2.885522 -2.892660 -2.631871 -2.951873 -2.941090 -2.325224 -1.788871 -1.814229 -1.188762
0.942843 -3.094705 -3.109508 -2.862588 -2.886291 -2.893176 -2.631927 -2.949647 -2.938828 -2.321479 -1.781143 -1.805461 -1.181246
0.938215 -3.093230 -3.108050 -2.861074 -2.887073 -2.893704 -2.631980 -2.947343 -2.936483 -2.317729 -1.773480 -1.796810 -1.173766
0.933599 -3.091756 -3.106592 -2.859560 -2.887855 -2.894232 -2.632033 -2.945039 -2.934138 -2.313980 -1.765817 -1.788159 -1.166286
0.928993 -3.090281 -3.105134 -2.858045 -2.888637 -2.894761 -2.632085 -2.942735 -2.931793 -2.310230 -1.758153 -1.779508 -1.158807
0.924398 -3.088806 -3.103676 -2.856531 -2.889419 -2.895289 -2.632138 -2.940431 -2.929448 -2.306480 -1.750490 -1.770857 -1.151327
0.919814 -3.087331 -3.102219 -2.855017 -2.890201 -2.895817 -2.632191 -2.938127 -2.927103 -2.302730 -1.742827 -1.762207 -1.143847
0.915242 -3.085889 -3.100798 -2.853535 -2.891000 -2.896372 -2.632261 -2.935716 -2.924645 -2.299012 -1.735256 -1.753663 -1.136435
0.910680 -3.084522 -3.099465 -2.852133 -2.891842 -2.896991 -2.632369 -2.933054 -2.921921 -2.295370 -1.727903 -1.745373 -1.129181
0.906128 -3.083155 -3.098132 -2.850731 -2.892683 -2.897609 -2.632478 -2.930391 -2.919198 -2.291727 -1.720549 -1.737082 -1.121927
0.901588 -3.081789 -3.096799 -2.849329 -2.893524 -2.898227 -2.632587 -2.927729 -2.916474 -2.288085 -1.713196 -1.728792 -1.114673
0.897059 -3.080422 -3.095466 -2.847927 -2.894366 -2.898845 -2.632696 -2.925067 -2.913750 -2.284443 -1.705842 -1.720502 -1.107420
0.892540 -3.079055 -3.094133 -2.846525 -2.895207 -2.899464 -2.632805 -2.922404 -2.911026 -2.280800 -1.698489 -1.712212 -1.100166
0.888032 -3.077689 -3.092801 -2.845123 -2.896048 -2.900082 -2.632914 -2.919742 -2.908302 -2.277158 -1.691135 -1.703922 -1.092912
0.883535 -3.076409 -3.091546 -2.843808 -2.896938 -2.900777 -2.633043 -2.916808 -2.905231 -2.273437 -1.684026 -1.695924 -1.085715
0.879048 -3.075150 -3.090312 -2.842514 -2.897839 -2.901491 -2.633177 -2.913807 -2.902073 -2.269698 -1.676976 -1.687998 -1.078532
0.874572 -3.073892 -3.089077 -2.841221 -2.898741 -2.902205 -2.633311 -2.910805 -2.898916 -2.265959 -1.669926 -1.680072 -1.071349
0.870107 -3.072633 -3.087842 -2.839927 -2.899642 -2.902918 -2.633445 -2.907804 -2.895759 -2.262219 -1.662876 -1.672147 -1.064165
0.865653 -3.071375 -3.086608 -2.838634 -2.900544 -2.903632 -2.633579 -2.904803 -2.892601 -2.258480 -1.655826 -1.664221 -1.056982
0.861209 -3.070116 -3.085373 -2.837340 -2.901445 -2.904346 -2.633713 -2.901802 -2.889444 -2.254741 -1.648777 -1.656295 -1.049799
0.856776 -3.068893 -3.084169 -2.836080 -2.902367 -2.905082 -2.633842 -2.898718 -2.886152 -2.250997 -1.641819 -1.648467 -1.042618
0.852353 -3.067748 -3.083036 -2.834895 -2.903333 -2.905868 -2.633958 -2.895446 -2.882557 -2.247242 -1.635068 -1.640858 -1.035443
0.847941 -3.066603 -3.081902 -2.833711 -2.904300 -2.906654 -2.634073 -2.892175 -2.878962 -2.243487 -1.628317 -1.633250 -1.028269
0.843539 -3.065459 -3.080768 -2.832526 -2.905266 -2.907439 -2.634189 -2.888903 -2.875367 -2.239732 -1.621567 -1.625641 -1.021094
0.839148 -3.064314 -3.079635 -2.831341 -2.906233 -2.908225 -2.634305 -2.885631 -2.871771 -2.235977 -1.614816 -1.618032 -1.013920
0.834767 -3.063169 -3.078501 -2.830156 -2.907199 -2.909011 -2.634420 -2.882360 -2.868176 -2.232222 -1.608066 -1.610424 -1.006745
0.830397 -3.062025 -3.077368 -2.828971 -2.908166 -2.909796 -2.634536 -2.879088 -2.864581 -2.228467 -1.601315 -1.602815 -0.999570
0.826037 -3.060965 -3.076308 -2.827867 -2.909182 -2.910634 -2.634663 -2.875699 -2.860856 -2.224635 -1.594802 -1.595482 -0.992486
0.821687 -3.059925 -3.075265 -2.826782 -2.910210 -2.911484 -2.634792 -2.872283 -2.857101 -2.220785 -1.588344 -1.588213 -0.985423
0.817348 -3.058885 -3.074222 -2.825697 -2.911238 -2.912334 -2.634922 -2.868867 -2.853346 -2.216935 -1.581886 -1.580944 -0.978360
0.813019 -3.057845 -3.073179 -2.824611 -2.912266 -2.913183 -2.635051 -2.865450 -2.849592 -2.213085 -1.575428 -1.573675 -0.971297
0.808701 -3.056805 -3.072136 -2.823526 -2.913294 -2.914033 -2.635181 -2.862034 -2.845837 -2.209235 -1.568970 -1.566406 -0.964234
0.804392 -3.055765 -3.071093 -2.822441 -2.914322 -2.914883 -2.635310 -2.858618 -2.842082 -2.205385 -1.562513 -1.559137 -0.957170
0.800095 -3.054757 -3.070075 -2.821384 -2.915370 -2.915758 -2.635437 -2.855148 -2.838291 -2.201539 -1.556145 -1.551992 -0.950154
0.795807 -3.053818 -3.069112 -2.820390 -2.916459 -2.916689 -2.635555 -2.851561 -2.834421 -2.197704 -1.549974 -1.545115 -0.943238
0.791529 -3.052880 -3.068148 -2.819395 -2.917549 -2.917620 -2.635674 -2.847975 -2.830551 -2.193868 -1.543802 -1.538239 -0.936321
0.787262 -3.051942 -3.067185 -2.818401 -2.918639 -2.918551 -2.635793 -2.844388 -2.826681 -2.190033 -1.537631 -1.531362 -0.929405
0.783005 -3.051003 -3.066222 -2.817406 -2.919729 -2.919482 -2.635912 -2.840802 -2.822811 -2.186198 -1.531459 -1.524485 -0.922489
0.778758 -3.050065 -3.065259 -2.816411 -2.920819 -2.920412 -2.636031 -2.837215 -2.818941 -2.182362 -1.525288 -1.517609 -0.915573
0.774521 -3.049127 -3.064295 -2.815417 -2.921908 -2.921343 -2.636150 -2.833629 -2.815072 -2.178527 -1.519116 -1.510732 -0.908657
0.770294 -3.048272 -3.063409 -2.814481 -2.923051 -2.922348 -2.636229 -2.829914 -2.811089 -2.174572 -1.513175 -1.504068 -0.901710
0.766077 -3.047436 -3.062539 -2.813559 -2.924205 -2.923368 -2.636299 -2.826172 -2.807082 -2.170593 -1.507285 -1.497451 -0.894757
0.761871 -3.046600 -3.061669 -2.812636 -2.925359 -2.924389 -2.636370 -2.822429 -2.803075 -2.166613 -1.501395 -1.490833 -0.887804
0.757674 -3.045764 -3.060799 -2.811713 -2.926513 -2.925409 -2.636440 -2.818687 -2.799068 -2.162633 -1.495504 -1.484216 -0.880851
0.753487 -3.044927 -3.059930 -2.810791 -2.927667 -2.926429 -2.636511 -2.814945 -2.795061 -2.158653 -1.489614 -1.477598 -0.873898
0.749310 -3.044091 -3.059060 -2.809868 -2.928821 -2.927450 -2.636581 -2.811202 -2.791054 -2.154673 -1.483723 -1.470981 -0.866945
0.745144 -3.043288 -3.058222 -2.808983 -2.929997 -2.928504 -2.636662 -2.807419 -2.787036 -2.150701 -1.477923 -1.464492 -0.859990
0.740987 -3.042553 -3.057449 -2.808175 -2.931217 -2.929629 -2.636765 -2.803554 -2.782997 -2.146746 -1.472307 -1.458269 -0.853032
0.736840 -3.041818 -3.056676 -2.807367 -2.932438 -2.930753 -2.636869 -2.799688 -2.778957 -2.142791 -1.466692 -1.452046 -0.846074
0.732703 -3.041084 -3.055904 -2.806559 -2.933658 -2.931877 -2.636972 -2.795822 -2.774918 -2.138835 -1.461077 -1.445823 -0.839116
0.728576 -3.040349 -3.055131 -2.805752 -2.934878 -2.933002 -2.637075 -2.791957 -2.770879 -2.134880 -1.455462 -1.439600 -0.832158
0.724458 -3.039614 -3.054359 -2.804944 -2.936099 -2.934126 -2.637178 -2.788091 -2.766839 -2.130925 -1.449847 -1.433377 -0.825199
0.720351 -3.038879 -3.053586 -2.804136 -2.937319 -2.935250 -2.637281 -2.784225 -2.762800 -2.126970 -1.444232 -1.427154 -0.818241
0.716253 -3.038232 -3.052892 -2.803431 -2.938594 -2.936468 -2.637414 -2.780285 -2.758716 -2.122977 -1.438842 -1.420955 -0.811390
0.712165 -3.037602 -3.052213 -2.802746 -2.939881 -2.937704 -2.637553 -2.776330 -2.754622 -2.118977 -1.433497 -1.414762 -0.804561
0.708087 -3.036972 -3.051535 -2.802062 -2.941167 -2.938940 -2.637693 -2.772375 -2.750529 -2.114976 -1.428153 -1.408568 -0.797731
0.704018 -3.036342 -3.050856 -2.801378 -2.942454 -2.940176 -2.637832 -2.768419 -2.746436 -2.110976 -1.422808 -1.402374 -0.790902
0.699959 -3.035713 -3.050178 -2.800693 -2.943740 -2.941412 -2.637971 -2.764464 -2.742342 -2.106975 -1.417464 -1.396180 -0.784072
0.695910 -3.035083 -3.049500 -2.800009 -2.945027 -2.942648 -2.638110 -2.760509 -2.738249 -2.102975 -1.412120 -1.389987 -0.777243
0.691870 -3.034486 -3.048850 -2.799364 -2.946332 -2.943919 -2.638239 -2.756531 -2.734124 -2.098981 -1.406864 -1.383913 -0.770509
0.687840 -3.033956 -3.048257 -2.798798 -2.947675 -2.945259 -2.638348 -2.752509 -2.729936 -2.095001 -1.401784 -1.378076 -0.763965
0.683820 -3.033425 -3.047665 -2.798231 -2.949018 -2.946600 -2.638457 -2.748487 -2.725748 -2.091020 -1.396704 -1.372239 -0.757420
0.679809 -3.032895 -3.047072 -2.797665 -2.950361 -2.947941 -2.638566 -2.744465 -2.721560 -2.087040 -1.391624 -1.366403 -0.750875
0.675808 -3.032364 -3.046479 -2.797098 -2.951704 -2.949281 -2.638675 -2.740443 -2.717372 -2.083059 -1.386544 -1.360566 -0.744331
0.671816 -3.031834 -3.045886 -2.796532 -2.953047 -2.950622 -2.638785 -2.736421 -2.713184 -2.079079 -1.381464 -1.354729 -0.737786
0.667834 -3.031303 -3.045294 -2.795965 -2.954390 -2.951962 -2.638894 -2.732399 -2.708997 -2.075099 -1.376384 -1.348893 -0.731241
0.663861 -3.030856 -3.044767 -2.795474 -2.955783 -2.953354 -2.638987 -2.728342 -2.704555 -2.071257 -1.371522 -1.343252 -0.724857
0.659898 -3.030425 -3.044252 -2.794998 -2.957186 -2.954756 -2.639078 -2.724278 -2.700066 -2.067442 -1.366701 -1.337649 -0.718502
0.655944 -3.029994 -3.043737 -2.794521 -2.958589 -2.956157 -2.639169 -2.720214 -2.695577 -2.063626 -1.361880 -1.332045 -0.712148
0.652000 -3.029562 -3.043222 -2.794045 -2.959992 -2.957559 -2.639260 -2.716150 -2.691087 -2.059811 -1.357058 -1.326441 -0.705794
0.648065 -3.029131 -3.042707 -2.793569 -2.961395 -2.958960 -2.639351 -2.712086 -2.686598 -2.055995 -1.352237 -1.320838 -0.699439
0.644139 -3.028700 -3.042192 -2.793092 -2.962798 -2.960362 -2.639442 -2.708022 -2.682109 -2.052180 -1.347416 -1.315234 -0.693085
0.640223 -3.028303 -3.041721 -2.792650 -2.964223 -2.961782 -2.639553 -2.703952 -2.677598 -2.048353 -1.342683 -1.309652 -0.686797
0.636316 -3.027971 -3.041334 -2.792271 -2.965690 -2.963235 -2.639704 -2.699869 -2.673046 -2.044504 -1.338114 -1.304111 -0.680633
0.632419 -3.027639 -3.040946 -2.791892 -2.967157 -2.964689 -2.639854 -2.695786 -2.668495 -2.040654 -1.333546 -1.298570 -0.674469
0.628530 -3.027308 -3.040558 -2.791514 -2.968624 -2.966142 -2.640005 -2.691703 -2.663943 -2.036805 -1.328978 -1.293029 -0.668305
0.624651 -3.026976 -3.040170 -2.791135 -2.970091 -2.967596 -2.640155 -2.687620 -2.659391 -2.032955 -1.324409 -1.287488 -0.662141
0.620781 -3.026644 -3.039783 -2.790757 -2.971557 -2.969050 -2.640306 -2.683537 -2.654840 -2.029106 -1.319841 -1.281947 -0.655977
0.616921 -3.026312 -3.039395 -2.790378 -2.973024 -2.970503 -2.640457 -2.679454 -2.650288 -2.025257 -1.315273 -1.276406 -0.649813
0.613069 -3.026066 -3.039091 -2.790085 -2.974549 -2.972009 -2.640624 -2.675372 -2.645689 -2.021271 -1.310913 -1.271045 -0.643775
0.609227 -3.025834 -3.038802 -2.789807 -2.976084 -2.973523 -2.640795 -2.671291 -2.641082 -2.017260 -1.306591 -1.265715 -0.637759
0.605394 -3.025602 -3.038513 -2.789529 -2.977619 -2.975037 -2.640966 -2.667209 -2.636475 -2.013250 -1.302268 -1.260385 -0.631743
0.601570 -3.025370 -3.038223 -2.789251 -2.979154 -2.976552 -2.641136 -2.663128 -2.631868 -2.009240 -1.297946 -1.255055 -0.625726
0.597755 -3.025139 -3.037934 -2.788973 -2.980689 -2.978066 -2.641307 -2.659046 -2.627261 -2.005230 -1.293623 -1.249725 -0.619710
0.593949 -3.024907 -3.037645 -2.788695 -2.982225 -2.979580 -2.641478 -2.654965 -2.622654 -2.001220 -1.289301 -1.244395 -0.613694
0.590153 -3.024712 -3.037387 -2.788453 -2.983786 -2.981105 -2.641671 -2.650890 -2.618026 -1.997208 -1.285063 -1.239230 -0.607807
0.586365 -3.024582 -3.037186 -2.788279 -2.985394 -2.982650 -2.641905 -2.646828 -2.613357 -1.993194 -1.280981 -1.234360 -0.602153
0.582586 -3.024452 -3.036985 -2.788104 -2.987002 -2.984196 -2.642140 -2.642766 -2.608689 -1.989179 -1.276899 -1.229491 -0.596500
0.578817 -3.024322 -3.036784 -2.787930 -2.988610 -2.985741 -2.642374 -2.638704 -2.604021 -1.985165 -1.272816 -1.224622 -0.590846
0.575056 -3.024192 -3.036583 -2.787755 -2.990219 -2.987286 -2.642608 -2.634642 -2.599353 -1.981151 -1.268734 -1.219753 -0.585193
0.571304 -3.024062 -3.036382 -2.787581 -2.991827 -2.988831 -2.642843 -2.630580 -2.594685 -1.977136 -1.264651 -1.214883 -0.579539
0.567562 -3.023932 -3.036180 -2.787406 -2.993435 -2.990376 -2.643077 -2.626518 -2.590016 -1.973122 -1.260569 -1.210014 -0.573886
0.563828 -3.023904 -3.036036 -2.787342 -2.995111 -2.991942 -2.643409 -2.622487 -2.585406 -1.969131 -1.256689 -1.205381 -0.568587
0.560103 -3.023893 -3.035901 -2.787295 -2.996797 -2.993513 -2.643757 -2.618460 -2.580805 -1.965144 -1.252841 -1.200787 -0.563344
0.556387 -3.023882 -3.035766 -2.787249 -2.998483 -2.995083 -2.644105 -2.614434 -2.576204 -1.961157 -1.248994 -1.196192 -0.558102
0.552680 -3.023871 -3.035631 -2.787202 -3.000170 -2.996653 -2.644452 -2.610407 -2.571603 -1.957171 -1.245147 -1.191598 -0.552860
0.548981 -3.023860 -3.035496 -2.787156 -3.001856 -2.998223 -2.644800 -2.606381 -2.567002 -1.953184 -1.241299 -1.187003 -0.547618
0.545292 -3.023850 -3.035361 -2.787109 -3.003542 -2.999793 -2.645148 -2.602355 -2.562400 -1.949197 -1.237452 -1.182408 -0.542376
0.541611 -3.023883 -3.035263 -2.787105 -3.005259 -3.001404 -2.645526 -2.598347 -2.557774 -1.945251 -1.233689 -1.177871 -0.537179
0.537939 -3.023993 -3.035227 -2.787174 -3.007029 -3.003086 -2.645957 -2.594370 -2.553102 -1.941377 -1.230072 -1.173431 -0.532061
0.534275 -3.024102 -3.035191 -2.787244 -3.008799 -3.004768 -2.646388 -2.590394 -2.548431 -1.937502 -1.226455 -1.168992 -0.526943
0.530621 -3.024212 -3.035156 -2.787314 -3.010568 -3.006449 -2.646818 -2.586418 -2.543760 -1.933628 -1.222837 -1.164553 -0.521826
0.526975 -3.024322 -3.035120 -2.787383 -3.012338 -3.008131 -2.647249 -2.582442 -2.539089 -1.929753 -1.219220 -1.160113 -0.516708
0.523338 -3.024432 -3.035085 -2.787453 -3.014108 -3.009813 -2.647680 -2.578466 -2.534418 -1.925879 -1.215603 -1.155674 -0.511590
0.519709 -3.024541 -3.035049 -2.787522 -3.015878 -3.011495 -2.648111 -2.574490 -2.529746 -1.922004 -1.211986 -1.151235 -0.506472
0.516089 -3.024759 -3.035116 -2.787695 -3.017727 -3.013250 -2.648640 -2.570613 -2.525131 -1.918133 -1.208565 -1.146961 -0.501492
0.512478 -3.024992 -3.035198 -2.787884 -3.019588 -3.015016 -2.649183 -2.566751 -2.520525 -1.914262 -1.205173 -1.142712 -0.496532
0.508875 -3.025226 -3.035280 -2.788072 -3.021449 -3.016782 -2.649726 -2.562889 -2.515918 -1.910391 -1.201781 -1.138463 -0.491572
0.505281 -3.025459 -3.035362 -2.788260 -3.023310 -3.018548 -2.650270 -2.559027 -2.511312 -1.906521 -1.198389 -1.134215 -0.486613
0.501696 -3.025693 -3.035444 -2.788449 -3.025171 -3.020314 -2.650813 -2.555165 -2.506705 -1.902650 -1.194996 -1.129966 -0.481653
0.498119 -3.025926 -3.035526 -2.788637 -3.027033 -3.022080 -2.651356 -2.551303 -2.502098 -1.898779 -1.191604 -1.125717 -0.476693
0.494551 -3.026207 -3.035648 -2.788871 -3.028930 -3.023874 -2.651930 -2.547492 -2.497531 -1.895001 -1.188295 -1.121495 -0.471862
0.490991 -3.026566 -3.035837 -2.789181 -3.030888 -3.025714 -2.652554 -2.543766 -2.493028 -1.891377 -1.185124 -1.117319 -0.467243
0.487439 -3.026925 -3.036026 -2.789491 -3.032846 -3.027555 -2.653179 -2.540040 -2.488525 -1.887753 -1.181952 -1.113143 -0.462624
0.483896 -3.027284 -3.036214 -2.789800 -3.034804 -3.029395 -2.653804 -2.536314 -2.484022 -1.884129 -1.178780 -1.108967 -0.458006
0.480362 -3.027643 -3.036403 -2.790110 -3.036762 -3.031236 -2.654428 -2.532588 -2.479519 -1.880505 -1.175608 -1.104791 -0.453387
0.476835 -3.028003 -3.036591 -2.790420 -3.038720 -3.033076 -2.655053 -2.528863 -2.475016 -1.876881 -1.172437 -1.100615 -0.448769
0.473318 -3.028362 -3.036780 -2.790730 -3.040678 -3.034917 -2.655677 -2.525137 -2.470513 -1.873256 -1.169265 -1.096439 -0.444150
0.469808 -3.028835 -3.037061 -2.791151 -3.042724 -3.036802 -2.656342 -2.521531 -2.466062 -1.869885 -1.166283 -1.092290 -0.439918
0.466307 -3.029323 -3.037355 -2.791588 -3.044782 -3.038694 -2.657013 -2.517942 -2.461618 -1.866549 -1.163327 -1.088144 -0.435737
0.462815 -3.029812 -3.037649 -2.792025 -3.046840 -3.040586 -2.657683 -2.514352 -2.457174 -1.863212 -1.160371 -1.083999 -0.431557
0.459330 -3.030300 -3.037943 -2.792462 -3.048898 -3.042477 -2.658354 -2.510763 -2.452729 -1.859875 -1.157416 -1.079854 -0.427376
0.455854 -3.030789 -3.038237 -2.792899 -3.050956 -3.044369 -2.659024 -2.507173 -2.448285 -1.856538 -1.154460 -1.075708 -0.423196
0.452386 -3.031277 -3.038531 -2.793336 -3.053014 -3.046261 -2.659695 -2.503584 -2.443841 -1.853201 -1.151504 -1.071563 -0.419016
0.448927 -3.031818 -3.038876 -2.793822 -3.055109 -3.048179 -2.660382 -2.500046 -2.439437 -1.849904 -1.148629 -1.067493 -0.414898
0.445476 -3.032441 -3.039304 -2.794386 -3.057261 -3.050140 -2.661097 -2.496593 -2.435097 -1.846672 -1.145884 -1.063543 -0.410879
0.442033 -3.033064 -3.039733 -2.794949 -3.059414 -3.052101 -2.661812 -2.493139 -2.430757 -1.843440 -1.143139 -1.059593 -0.406860
0.438598 -3.033686 -3.040161 -2.795512 -3.061566 -3.054062 -2.662527 -2.489685 -2.426418 -1.840208 -1.140395 -1.055643 -0.402841
0.435171 -3.034309 -3.040589 -2.796076 -3.063719 -3.056023 -2.663242 -2.486232 -2.422078 -1.836976 -1.137650 -1.051693 -0.398822
0.431753 -3.034932 -3.041018 -2.796639 -3.065871 -3.057984 -2.663957 -2.482778 -2.417738 -1.833744 -1.134905 -1.047743 -0.394804
0.428342 -3.035555 -3.041446 -2.797203 -3.068024 -3.059945 -2.664672 -2.479324 -2.413398 -1.830512 -1.132160 -1.043793 -0.390785
0.424940 -3.036303 -3.041986 -2.797879 -3.070265 -3.061942 -2.665491 -2.475991 -2.409138 -1.827343 -1.129600 -1.040070 -0.386838
0.421546 -3.037066 -3.042539 -2.798568 -3.072516 -3.063944 -2.666322 -2.472672 -2.404888 -1.824182 -1.127062 -1.036374 -0.382901
0.418160 -3.037829 -3.043093 -2.799258 -3.074768 -3.065946 -2.667154 -2.469353 -2.400638 -1.821021 -1.124525 -1.032677 -0.378963
0.414782 -3.038592 -3.043646 -2.799948 -3.077020 -3.067948 -2.667986 -2.466035 -2.396388 -1.817860 -1.121987 -1.028981 -0.375026
